,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,class
604,-0.721254,0.8738256,0.04395321,-0.93601894,0.13475096,-1.5571021,-1.3803147,0.34115005,0.53841525,-2.044949,0.1723634,True
605,0.74816,0.38110143,0.3705582,0.5183579,0.55204415,1.6779481,1.4663131,0.14009911,-1.5151818,-1.3273071,-0.09772056,False
606,-0.122790664,-0.46232575,-0.14277764,1.1916373,0.14481246,0.6640594,0.6971395,0.47978705,-0.10579482,0.77602786,0.21028912,True
607,0.041517213,-0.40043318,0.39619425,0.5685968,0.7502523,0.4817552,0.97945523,-2.0792098,-1.1770021,-0.29150522,1.3073884,True
608,0.4646884,0.8222633,-0.05032736,1.6626267,3.1030605,1.2692415,0.9658779,-1.5590659,-0.35589898,0.9499986,-0.44106722,True
609,0.0087874755,2.0193515,-0.6313292,-2.178804,0.30261213,-0.59713054,-0.98538816,-0.5947703,0.31523255,0.37487757,1.1106029,False
610,-1.2461169,1.5437349,0.576789,0.21808386,-1.0829307,-0.70294535,-0.70861757,0.16985573,0.5271047,-0.3757423,1.0468314,True
611,-0.53744346,0.36354363,0.612717,0.42510796,-2.1188154,1.6131392,0.7224145,-0.6322044,0.72933173,0.4611227,-0.27526763,False
612,0.73042023,0.69335866,0.286638,0.9753183,-0.41077566,1.3031614,1.0028721,-1.0653355,-1.2220633,0.6093489,-0.38115397,True
613,-2.3969376,1.4686713,-1.0011141,-0.8079667,1.4640634,-0.7151518,-0.19877046,-0.5450509,0.004528165,-0.99552476,0.017003238,False
614,1.4884405,-0.82092136,-1.3937664,-0.61044073,-0.79793596,-0.5022933,0.26668978,0.7956188,-2.62823,-0.9603225,-0.6577977,False
615,0.47486788,1.6324309,-1.1148105,-0.97661686,-0.50077605,-0.7208143,-1.4636619,-0.8274969,-1.3769072,0.81657887,0.13401908,False
616,2.2145936,0.46667618,-1.0614622,-0.60377985,0.53970563,0.5378703,-0.2187038,0.4014263,-0.8032896,0.060159653,1.4453218,True
617,-0.5168547,0.112036526,-0.6665386,-0.29694006,-0.38176998,0.68621576,0.4085648,0.10307187,0.26701394,0.10711491,-1.329632,True
618,0.92904544,-0.7895035,-0.9389693,0.8501326,1.6991755,0.8458109,-0.250507,-1.2480977,-1.582728,0.4367563,0.21479326,False
619,0.8792716,-1.2286639,-0.26534575,-0.50486875,-0.75624067,0.32045308,-0.071848094,-0.010364234,-2.1322222,-0.1252094,0.07870865,False
620,-0.41445765,-0.49268997,-0.92032707,1.4853853,1.1569133,-0.85852545,-0.42004558,0.013161063,0.8374399,-0.004771456,-0.64175457,True
621,-1.4611318,0.75815994,0.048929483,0.6175718,0.76004696,-1.2960156,-1.1949066,0.14743844,-0.16807126,-1.770795,0.19083565,True
622,0.2807373,0.05145736,0.72933847,0.5872144,-0.07770032,1.9218193,1.4759562,0.01749143,-0.6968216,-0.5966892,1.0679908,False
623,0.5181174,1.1429846,-2.3613536,-0.42415076,1.0345981,0.8728248,-0.6121862,0.7515515,0.3066518,0.5508528,0.10397339,False
624,-0.4464247,1.729666,-1.5684426,-2.1042457,-1.3361374,-1.4542077,0.5651414,-0.70008004,-1.1613171,-0.53971803,-0.44644007,False
625,-1.1114444,-1.6140275,-1.0636204,1.2389716,0.21527888,-1.3403147,-0.8006802,0.44214517,-1.356268,-0.37317252,-0.62636966,False
626,-1.5971383,1.9199529,-2.9275873,-0.051802546,2.3271463,-1.7030816,-2.5914314,0.09342155,-2.673235,1.9068369,-0.6804948,False
627,-1.0277009,-2.4403634,1.7073607,-1.8063275,-1.9464957,-0.4590741,-1.1591637,0.409141,0.28606418,0.96125805,1.1054531,True
628,-0.75706816,-0.17460656,-0.40916747,0.6519666,0.67319536,0.09040907,2.0797746,-0.00055739284,-2.1788678,-1.5138954,0.68794405,True
629,-1.7537248,1.2778099,0.41696376,-0.21376105,1.1963784,-0.07854368,-0.89740616,1.0154549,0.124953695,0.19182508,-0.008928001,True
630,-2.3548923,0.9867953,-1.6089103,-0.60570955,0.20189181,0.24241796,-1.1756577,0.5375697,-1.3935959,-1.335652,0.667841,True
631,0.72485876,-0.7200068,-0.92474014,-0.042285115,1.60072,0.8778745,1.5828784,-0.7826263,0.884108,-1.9271452,-0.16638482,False
632,-2.0514855,-0.8131623,-1.9004201,-2.5304513,0.18109402,-0.74733084,0.072568476,-1.3646513,1.785916,2.1436186,1.1341699,False
633,-0.5306834,0.3738569,0.32782444,1.00784,1.5878931,0.24827906,-0.45740145,-0.113238394,-0.25934848,-0.66070116,-0.09363532,True
634,1.187018,1.2230266,-1.3738214,-1.939106,-0.41936335,0.1379759,-0.95427775,0.8044685,-0.96182084,0.5258382,0.8169197,False
635,2.475948,0.9895211,-1.0782834,-1.1527979,0.6481931,-0.19028834,-0.37488505,-1.959783,1.1130823,0.8221335,0.30833828,False
636,1.5546355,0.96662945,-0.8416472,-1.6823318,1.1039448,-0.6064545,-1.7604097,-0.082909524,-1.4428988,1.3244928,-0.48455906,True
637,-1.0481235,-0.5266875,-0.057791263,0.38562816,-2.4202514,0.20755775,1.0261039,-0.3084837,0.33071268,0.35098267,2.1108677,False
638,1.496636,1.0035751,0.7904305,-0.5787092,-2.9489508,-1.3458754,0.06163895,0.36479777,0.88680506,-0.58516204,0.68002945,False
639,-0.027623817,0.64237106,0.4567217,-0.3858227,0.0053056777,1.5204791,0.825259,-2.806951,-0.2012751,1.5559843,-1.1689826,True
640,-0.80790854,-0.673986,1.7637169,2.1830826,0.41206232,2.1193361,0.798082,-0.6321886,1.2047225,0.4624834,0.8311033,True
641,-2.333827,-0.54501325,0.5901891,-0.50758743,-0.5259647,0.35455325,1.8738179,1.1903882,-0.03300447,0.5661857,-2.9480762,True
642,0.34588444,-0.3054489,0.7839287,-0.006479338,0.45524436,0.14315003,-0.5941869,-0.9935,0.76759785,-0.16750401,-1.3207614,False
643,-0.5673411,-0.28466338,0.18919468,0.012013137,0.78759855,0.24963717,1.3527393,-0.61628234,-1.3097541,-0.42552993,-0.3401647,False
644,-0.08099251,-1.4456712,0.8391287,1.8426929,1.6626937,-0.18088196,0.16136187,0.70068556,-2.9172332,-0.995752,0.14374775,True
645,-1.6360526,0.16616759,0.6438731,-1.4523454,0.057055235,-0.98318017,0.95817333,-0.6194358,-1.736196,-0.8205738,0.30698836,True
646,2.0147648,1.2887757,-1.698355,-0.6278254,1.0918375,-0.23449615,-0.41270623,-0.8557534,-0.8893742,0.018597573,0.0011656284,True
647,1.006575,1.3161392,0.34999093,-1.5135517,1.3354497,-0.6398116,0.6568142,-0.2721508,0.5714507,-1.3214394,0.19759232,False
648,-0.9309387,-1.9473279,-0.3140552,-1.1025611,-0.44795686,-0.10548574,-0.3208044,-1.1080637,0.14425586,-1.4747937,1.6054529,False
649,0.45312336,1.2228363,-0.24030927,0.42090532,-1.6312053,-0.6397526,-0.92175233,0.6726321,1.8674303,0.29816297,-0.31935468,False
650,0.080376744,-0.17499636,1.4623129,-1.4018415,-1.1880748,-0.23232198,0.14956579,-0.58437836,0.34122518,0.34090793,1.3776207,True
651,-1.3136561,-1.6761782,1.1292293,0.045012712,2.144796,-0.45830205,1.0520107,1.1744436,0.6891742,0.29582077,-0.12764174,True
652,0.67395145,-0.05868694,0.5507679,-1.0792598,-0.5766262,1.0813912,1.637123,0.7871764,0.39415637,-0.4233225,1.2764573,True
653,-0.26715338,-0.5931895,-0.7578488,1.527141,-0.899478,0.02992037,1.4920255,0.07082832,0.029686585,0.6147274,-0.9783236,True
654,0.520399,0.78417784,0.06730376,-0.35802513,-1.4396803,1.331064,1.107075,0.5745171,1.0715955,0.03764394,-0.5354904,False
655,2.292167,-0.30608356,0.41272414,1.0885438,0.055177644,-1.4656547,-0.46552742,-2.4968786,0.7365848,-0.051161826,-1.4251103,False
656,1.2014388,-0.61106795,-0.68806016,-1.0883911,1.2543168,0.14738795,-0.28216946,-0.44834235,-0.5558367,0.11369395,-0.04981965,True
657,-0.27664158,-0.47244367,0.4673362,1.8278,0.47896817,0.8455366,0.33093846,-1.2093536,-1.4442692,1.5618987,0.54454625,False
658,-0.6829139,-1.8689909,0.73825324,-1.0473205,-1.1742935,0.22852483,0.7992609,-0.49929586,0.4484682,0.5343443,1.3315582,True
659,1.2888341,-1.0356607,0.2994666,-0.010296017,0.48617363,0.37372944,-0.2509283,0.08494124,-0.77464175,-0.32817417,-0.3247968,False
660,0.6569273,0.12740639,-1.2494729,-1.116384,1.209178,-1.0750432,0.98114336,-0.75160086,1.0280831,-2.540245,1.5445743,True
661,-0.29028964,-0.1662555,0.3528648,0.4288264,0.7257634,-0.16614117,-0.43210405,0.095327646,-0.42455798,0.44300815,-0.46641132,False
662,0.2834686,0.17953017,-0.15588215,-0.7866642,-0.23308659,0.9383816,0.6479913,0.5497799,1.5917587,-1.1604184,1.0030565,True
663,-0.106056936,0.51026165,-1.7107174,1.2517686,-0.6728376,2.206673,0.887467,-0.33101848,-0.7057261,-0.16330719,-0.8189896,True
664,-0.54325736,0.046888605,-0.28646517,-0.91182435,1.7107847,1.6095043,0.26094043,-0.13952851,-0.09438528,-1.3929391,0.017623305,False
665,-1.2795016,-0.18776774,-0.031605363,-1.3733108,0.12175323,-0.9722974,0.30888206,-1.4064412,-1.8315735,-0.05180779,0.20136648,True
666,-1.5124104,0.120519966,-0.93233526,-1.1809597,-0.091375686,1.3604206,-0.30728137,-1.3357861,-1.4240123,1.4402106,0.28136212,True
667,-0.4357383,-0.23298635,0.38318676,0.3776157,-0.3952464,0.73516226,1.07305,-3.2700217,-0.86906093,0.4881925,1.0382402,True
668,1.5565389,-0.69481045,0.9530325,-1.5775489,0.45260343,1.1059725,0.15069214,-0.69141436,0.20806901,-1.0924999,0.43658864,True
669,-0.34031177,-0.37921214,1.4520683,-1.3473046,-0.21656168,-1.1084836,-1.2845682,-0.45119613,1.7917062,-0.044282198,-0.619669,False
670,1.2364767,-1.3582597,0.9871739,-1.1640267,-0.40831578,-0.61904556,-0.38158977,-0.7501019,-0.29614782,-0.36545342,0.6150023,False
671,-0.649238,-1.2017512,-1.0882716,1.1786125,-0.17252654,-0.8043928,0.9201448,-0.8651068,-0.6222993,0.1349973,-0.26994544,True
672,-0.26347372,-0.05131854,-0.1305495,-0.62064946,-0.11026358,1.1449268,0.46897835,-0.31319216,2.0502129,-0.068451434,0.7171193,False
673,0.21352307,1.0142434,1.3671044,1.7385976,2.2329981,1.405219,1.3181107,-0.9751997,0.016620932,-0.12933463,-0.20609087,False
674,0.6081327,-1.1867036,-0.7960818,-2.1883204,-1.2877173,-0.4203933,1.0055825,-0.94670045,-0.6327412,-0.9387841,-0.44423196,False
675,-3.2243638,-0.26543164,0.16949446,-0.27321896,0.7674694,-0.78257346,-1.504189,1.0487502,-0.3365459,-2.2887502,0.23933291,True
676,-2.3110428,0.6014919,-1.4710624,-1.086371,1.121906,0.7513398,0.028710455,-0.12639785,1.9756209,0.10689814,0.7439287,False
677,0.14495334,0.7944198,0.6349188,-0.88770336,-0.7397002,1.0745244,0.39528623,-0.9549134,0.48062506,0.4305337,0.43503398,False
678,-2.9924557,0.29982916,0.84521616,-1.778153,2.7826457,-1.3637227,-0.8695024,-1.4083309,-0.13141692,-0.70577455,0.063744366,True
679,0.5202218,-1.0326664,0.6075769,-0.21918972,-0.49943018,1.0601963,0.9002266,1.3402296,0.45988747,0.35062468,-0.41069934,False
680,-0.15118141,-0.20167898,0.07130925,-0.793752,0.029106215,-0.37220263,-0.30187088,-1.3913941,-0.5021578,2.0942943,0.967711,False
681,0.16038892,-0.44633663,0.3175289,1.0971754,0.41576225,0.61963135,1.581639,0.808427,0.9584276,0.39497834,-0.7331551,True
682,0.5451838,-0.2222426,-0.96043646,-1.0524892,-0.619643,-1.4883169,-0.46566194,0.070657074,0.107232936,-2.0772102,0.087161064,False
683,-0.8302766,-1.3117164,0.72081107,-0.68019205,-0.2445878,0.5697837,0.7211813,0.85827905,-0.16215052,-0.23609494,0.5145136,False
684,-0.9116461,-0.999467,1.32924,0.6607429,-1.0830029,-0.5516203,0.3087287,1.8875434,1.8696632,-1.172735,0.14782661,True
685,0.55017066,0.28158957,0.82692444,0.020901352,-1.0834981,-0.38229918,-0.43018335,0.42664123,-0.9972229,-0.51825976,0.3988207,True
686,0.67375356,-0.20946276,-0.40152028,0.8671107,1.9670883,-0.46601164,0.31875885,1.4967508,0.8131566,-0.50405014,-0.41206902,False
687,0.16622978,-0.66397643,1.5833483,-0.20153527,-0.21719502,1.1835186,1.235458,-0.7204604,1.5178903,0.95017236,-0.3397161,True
688,-0.83794445,-0.47283167,-0.07176003,0.013109118,-1.098462,-0.24492235,0.4108483,-0.4974919,1.3496914,-0.4810936,-0.8801207,True
689,-1.0769824,2.339001,-3.5383756,-1.2505391,2.3412035,-0.03186561,-1.7120833,-0.2695445,1.7821237,0.7567956,0.9913074,True
690,0.16516995,-0.070576504,0.11201126,1.436344,0.1813256,0.7591733,0.52566135,0.9925084,-0.54358304,-1.4124057,-0.07781744,False
691,-0.33084193,0.2633928,-0.32515472,-0.17067076,-0.7454144,-0.15451445,1.1313325,-0.3936354,-0.6813634,1.407525,-0.31864676,True
692,0.9608046,0.5417557,0.43327343,-0.6747958,-1.6099411,-2.4531124,-0.98099875,-0.2858492,1.4588084,-0.804026,0.19723731,False
693,-0.79593223,0.032276504,0.84281594,-0.5466139,1.7750876,-0.56250274,-1.4501655,1.0656452,1.1834787,-1.0247343,1.3851612,True
694,-0.6869467,-1.0222783,1.530614,-0.21646516,1.3084502,0.46896622,-0.28014418,1.4120346,-0.9523228,0.6608205,0.39073586,True
695,-0.8736984,1.0265284,0.06183788,-1.428145,0.05435872,-0.8994491,-0.8313329,-1.9928414,0.24043104,-0.33815342,0.39221627,False
696,-1.6164328,1.0057414,-0.98710066,0.4184333,0.7922913,-2.017204,-0.34940726,-0.11069727,0.24472901,1.5893801,-0.3885271,True
697,-0.5846096,-1.5361301,0.8263219,-0.42286348,-0.32176813,1.026322,0.5677512,0.8357867,-1.2569257,-1.2225494,0.12455511,False
698,-1.2653577,2.3789618,-0.22344096,-1.0035348,-0.8449502,-1.4981511,0.3494979,-0.47397798,-1.0603449,1.811861,-4.0846844,False
699,0.1912045,0.7652027,-0.48113516,-0.866034,-0.6254685,0.017466187,-1.3343117,-0.31266838,0.7657477,0.65643835,1.452513,True
700,3.4982612,0.8134358,1.0481192,-0.64006907,0.17974767,-1.2019972,-1.7498609,-1.4480134,-1.1288899,-1.2616885,0.08295655,False
701,1.4536328,1.1142335,-0.7820885,-0.9371993,-1.4358324,-1.4669286,-0.1408878,0.8342219,0.07536366,0.21659504,0.8485669,False
702,1.0722703,0.5995119,0.14652419,0.6120552,-1.0070636,-0.9290059,0.5302668,-0.36988652,-0.34140834,-0.5827565,-0.442083,True
703,-0.98373115,0.5172417,-0.42315543,0.27894616,-1.3499668,0.029776648,-0.29271027,0.23229092,-0.1655335,0.9848602,1.5772587,False
704,-0.3806081,-0.11221817,-1.291155,1.3038753,1.918646,0.25481707,0.7416748,-1.2654915,0.2744624,-1.8098369,-0.33574316,False
705,-1.2854152,0.27035356,-1.4521537,-0.38968855,-1.8705896,-0.018624172,-0.40751585,0.27928093,0.5539431,1.2446983,0.12610006,True
706,0.3176627,0.4765764,-0.03999901,-0.0022736937,-0.35412282,-0.47297156,-1.0107378,-0.69169235,1.172892,-2.005704,-0.64801997,True
707,0.71500695,1.8372409,-1.3591967,-0.7547489,-0.43263966,-1.4100899,-2.2537725,0.21472347,-0.72101706,0.87461543,0.34653443,False
708,-0.13052046,0.14600946,-0.26465,-0.5788903,0.31528908,1.074844,0.44595352,-1.2652546,0.2425864,0.02749592,-1.6088078,False
709,0.2079793,0.17526534,0.36908737,-0.3831768,0.905715,0.25319332,-0.18777275,-1.540875,1.7470378,0.73324805,1.4200504,False
710,-1.810575,-0.504438,-0.18440601,-0.26048625,-0.016166717,-0.65380114,-0.0034092367,0.59819543,-0.04788462,-0.16441143,-0.9569452,False
711,1.1325122,0.35187602,0.8753565,-0.57527614,0.07116677,0.710547,1.3871813,-1.0840161,-0.538112,1.4293865,0.28729504,True
712,-0.7085536,-0.669071,0.6261207,-0.60356593,-0.32568076,0.38011092,0.49254325,-0.6424837,-1.3235453,0.0009783506,0.25468636,True
713,-0.59745926,1.8596605,0.006416559,-1.3943567,-1.6258609,-0.27434075,0.2106668,-0.69563055,0.86594117,1.9198035,0.30017447,True
714,2.7135844,1.5882384,-2.7852285,-1.2436777,-0.27826598,0.61548054,0.77932537,-0.90604717,2.1049714,-0.11378023,0.09207624,True
715,0.4003153,-0.36766458,-0.04726644,-0.8310977,-0.00869596,0.23385334,0.0073198676,-0.06463033,-1.3925358,0.11347422,0.5289232,True
716,-0.80319166,1.5414177,0.9940618,-0.4713553,-0.88472164,-1.2288871,-1.1475371,0.43103814,0.9602375,1.2508118,-1.174826,True
717,-0.8664583,0.53322756,0.33051807,0.90327924,-0.67420936,1.7005949,1.3650068,-0.6887882,-0.15205312,0.115501165,-0.4965964,False
718,0.12015754,-0.03482902,0.21463665,1.2692322,-0.52225405,0.96555626,0.65878373,-0.87279177,0.1397688,1.0708733,1.3725419,True
719,-1.6253543,0.15247244,0.68739575,1.1106286,-0.12135512,-0.51904625,0.20727423,-0.7876223,-0.48912778,0.7746606,2.4860055,False
720,-0.5143249,0.5497196,1.4288152,0.2548017,0.32359117,0.33128008,0.38729107,-0.263245,-0.21055032,-1.228201,1.0424803,True
721,1.1034446,-0.81154174,0.2712065,-0.27546716,-0.9265613,-0.95900726,-2.3238513,-0.3541709,0.4010851,1.3362015,1.0937278,True
722,2.2584658,1.8715084,-0.49693227,-0.2813807,0.1807077,-1.1322734,-2.0627322,0.7389381,1.5130625,0.4079021,-0.020656288,True
723,-0.86022633,-0.07129272,1.3264112,-1.2821503,-0.81163955,0.18531159,0.063934594,1.2810476,0.22681583,0.24229252,0.9420676,False
724,0.43214756,-1.0264739,0.9344209,-1.1503637,-0.7139374,-0.55334175,0.2191982,0.6348881,-0.12791985,-0.6680618,1.2245075,True
725,-1.138994,0.070065275,-0.2479628,-1.4030644,0.21125063,-0.92608654,0.49574766,0.8053154,-0.582648,-0.1454438,0.106073976,False
726,-1.1602056,-1.3167323,0.47824878,-1.340217,-0.87411183,0.20183548,1.2342302,0.7941786,-0.022179052,-0.98667526,0.6185636,True
727,0.20264304,0.5570273,-0.2575173,-0.3733201,-1.0675938,-0.91331553,-0.66765046,-0.78132415,0.8262016,1.4243706,1.7133188,True
728,-0.28927138,-0.6712119,0.08223294,0.742504,2.0594819,1.7821013,1.034103,-0.6559446,0.44256192,-0.8159917,0.27414703,False
729,0.3965256,0.33625042,-0.79260087,-0.3749291,-1.0003271,0.50273865,-0.59062266,1.0265387,0.23747453,0.029411167,0.0871737,False
730,1.2875588,0.14967409,0.13515276,0.49541432,-0.402307,-0.6260463,-0.2807104,-1.4933318,-0.5810458,-2.4386353,-0.65666676,True
731,1.2616534,1.0477655,0.36789978,0.074762225,1.3068396,-0.63290966,-1.0330504,1.4732414,0.060543656,0.5565574,-0.028595269,True
732,-4.081353,0.5497908,0.33441785,-0.27464557,-2.617983,-1.1753101,-2.187698,-0.5718566,2.3406243,-1.17565,-0.0868786,True
733,-0.6415133,-0.3132555,0.012261674,2.4427087,-0.8334689,1.8123327,0.75529003,0.42343307,1.1144185,-0.25589263,0.28816533,False
734,0.6589553,0.0003746897,-0.46659702,-0.115964726,-0.17903204,-0.7399029,-0.71446216,-0.69964033,-0.31553465,-1.0824556,1.6624703,False
735,1.1119158,1.046891,-0.49111176,1.4794577,0.5525185,-1.5240064,-0.046508133,1.8369722,1.3434999,2.1642792,-1.9180644,True
736,-2.7172165,1.1240962,0.6220026,-0.6841428,0.26484096,-0.41139165,2.9091485,-1.6895294,0.49322778,-0.6435488,-0.5656213,True
737,-0.44084322,-2.4181464,-0.5238167,2.4003742,1.2881567,-0.30944973,0.1527091,0.19840223,-0.4507532,-1.8266664,-0.56806314,True
738,1.4116268,-0.7378102,0.2034599,0.21918699,-0.76753724,-1.0756763,-1.7906461,-0.8477218,1.3891507,0.36352754,0.7144174,True
739,0.2539155,0.7272036,-2.4501386,-0.485604,0.40158224,0.6100928,0.34926564,-1.7872678,1.8993949,0.22003049,0.8977952,True
740,0.985947,-0.5900354,1.6552322,1.1164312,-0.129067,-1.867144,-0.2501016,-0.5281716,1.0388271,2.6440759,-0.8115553,True
741,-0.52752507,1.2472162,-2.4746106,0.2230886,2.0623317,-0.13215572,-0.05840695,-1.1966641,-0.0602396,0.39901894,-0.4266655,True
742,0.17880496,-1.482443,0.023295075,0.9220046,0.9114029,0.44649166,1.2707498,-2.4418561,-2.2272103,1.0390751,-0.47465593,False
743,-1.0067995,-1.551599,-1.1402044,-0.4540202,-0.112952314,-0.03649062,0.6715425,0.31890398,-1.8073711,-1.4371835,-0.32499635,True
744,1.0638872,0.5382409,1.0684574,0.20585218,-1.3337268,-1.8312157,-1.2132524,-0.42862934,1.5210092,-0.030962765,0.33626658,False
745,-0.2878044,-0.17840889,-0.67287284,0.49466988,-0.5880624,0.5989726,1.2418597,0.50499433,-1.2959356,-1.7120311,0.26396853,False
746,1.1350788,0.42660147,-0.20502251,-2.6723862,-0.38519436,0.5632702,-0.96032023,0.9345337,0.16510688,1.4981409,-1.3906231,False
747,-1.1106119,1.0160515,0.7357704,1.0209352,0.6723583,0.78571427,1.3261831,0.14524,-0.15415558,0.88737214,-0.10475397,False
748,1.5513811,1.2601445,-2.2167761,0.17124343,-0.85523,-1.0494621,-0.5202023,0.9981536,-1.3031576,0.6588295,-0.40537944,False
749,0.53532267,-0.47301728,0.3271841,-0.71424997,0.80780023,-1.3589886,1.2674091,1.0300151,-0.14304051,0.2672298,-1.2318922,False
750,0.5118269,-0.66470903,0.7457058,0.85854673,-1.1074619,1.008392,0.0002978742,-0.14933166,-0.5959833,-0.18047288,1.0113244,False
751,-0.35629946,0.7277351,-0.7017121,1.6552494,0.1461483,0.64533496,0.39295056,1.3829173,0.03991022,1.5388697,-0.61873364,True
752,0.3677806,-0.2065822,0.9762993,-0.30120447,1.0361335,-0.61244005,-0.55064833,-0.40634185,1.5177954,1.9187205,0.3408293,True
753,-0.73576164,-0.95826346,0.28041258,-0.31417736,-0.20428765,-0.40857226,-1.2572293,1.2099243,0.2567764,-2.1877744,-0.11237478,True
754,-0.4940831,1.024282,-1.3213077,-0.10889991,-0.86461836,-0.2055736,-0.45444423,-0.17234999,0.1381334,1.4646244,-0.04785067,True
755,0.09054324,0.36036253,0.7460381,-1.4719249,-1.9653624,-0.514923,-1.6233649,-0.22428915,0.23674385,0.6922585,0.15207452,False
756,0.4673798,1.0786786,-0.8883883,-3.294938,1.0535374,0.55730623,0.21880886,0.24718176,0.38645506,-1.4084301,1.659096,False
757,0.81300426,-1.1887447,0.80308175,-1.2901785,-1.1154163,-0.958099,-0.098535955,-1.325186,0.7119435,0.5332343,0.4194063,False
758,0.20972614,0.7975832,1.3102608,0.6334183,0.51403916,0.60544616,1.5696622,1.5831205,1.0023617,-1.0368166,-1.1537533,True
759,1.3470533,-0.0561772,0.6159224,-1.1936679,-1.746126,-1.4687899,-0.93392956,0.65967476,-1.6866685,-2.097964,2.6801088,True
760,-0.3713529,-1.461558,-0.9281108,0.59213054,0.069441274,1.0956314,0.46518406,-0.47457582,0.49644017,-1.7454238,-0.22000915,True
761,-0.49320173,0.19902478,0.7213021,-0.020238467,-1.2535083,0.9395707,0.2434143,-0.12898654,-0.6110435,1.6872836,0.35665566,False
762,-0.1584611,-2.2073278,0.3811769,-0.24018674,-1.2715061,0.082133204,1.0402348,-0.033099383,-2.482753,-0.75080574,-0.32041562,False
763,0.38470683,-0.018330514,-1.2196338,1.8851869,-0.54380673,-1.329975,-0.10485336,-0.3870916,1.2951256,3.0881839,-0.63862944,True
764,-0.4100377,-0.71458775,0.894566,0.8386996,-0.5283852,-0.976214,0.18629041,-1.3090761,-0.34647635,0.69367653,-1.2617334,False
765,-0.1084519,-0.27956387,1.1289968,0.15464053,-0.57931477,0.35509834,-0.095485836,0.268035,-0.38704327,-0.6482098,-1.6067903,False
766,0.84523296,0.4331109,-0.15293024,1.1383272,-0.5897808,0.8691708,-0.29904145,0.4379951,0.18403497,-1.4578856,-0.62039745,True
767,0.5192274,0.61327696,-0.41568708,-0.26487076,0.67064875,-0.99305147,-2.1919765,-0.7743351,1.2738556,-0.53577685,1.2915413,False
768,-0.4157111,-0.37428728,0.55644894,-0.018325746,1.8164625,1.3269818,1.0222094,1.5268232,0.11634193,-0.36094767,0.13845289,True
769,0.057165332,-0.65753776,0.7381251,-0.48362514,-0.025731891,-0.87201077,-1.2306255,0.6297899,0.2345964,1.4311578,0.9322895,True
770,0.9058815,1.2189726,0.17774,1.1776087,0.3306456,0.8057269,1.4659774,0.4413543,-0.66411835,-0.1581065,0.17740291,False
771,-0.16777934,1.198524,-1.8080188,-0.9466761,0.5841018,-0.1772587,-1.4175928,1.3485645,1.9219185,-0.42010492,-0.4067062,True
772,-0.653373,-0.6292943,0.086345926,-1.3417982,-0.38065463,-0.028236687,0.64461076,-0.39856634,-0.63411784,-0.9185175,0.34521586,True
773,-0.12096832,0.9180196,-1.232585,-0.47150415,-0.2353108,0.63077503,1.4373868,-1.0007702,-1.0689777,-0.8547735,-0.80732363,False
774,0.42531288,0.6338892,-1.6879666,0.83325386,1.1120304,-0.98423964,0.56714225,-1.2624137,-0.32001948,-0.77270126,-1.2941945,False
775,0.30985457,-0.2229354,1.0028807,0.77144253,-0.71829015,-0.2779106,1.6808412,-1.0222366,-1.781282,0.20026517,-0.6864307,False
776,1.3300313,0.40730724,-0.5827368,-0.048996136,0.9696007,-1.2062656,0.1587291,-1.1259662,1.0929083,1.8550012,0.88610286,True
777,-0.13466795,0.0105186105,-0.24116752,0.56480014,-0.79789454,0.34377545,-0.03579104,-2.180922,0.32674244,-1.0450339,-0.08100104,True
778,1.9497144,0.7547518,-0.33062518,-0.2703166,0.22357917,-1.6923404,-2.1992016,0.77329695,-1.5735086,-0.83909583,0.7693184,True
779,0.24875061,0.74683005,0.04043228,0.6004734,-0.5627603,1.0619923,-0.041961074,-0.14433837,0.12575333,-0.14025754,2.3461747,True
780,-0.47237742,0.21857733,1.1983758,1.4820876,0.07271682,-1.1582283,-0.36094785,-1.8639791,1.0506625,0.35733363,-0.5882914,True
781,-0.3618937,0.3219325,0.5885526,-1.0740058,0.37964752,-1.4036577,0.94734144,0.93715084,-0.52306503,0.71689254,0.28229356,True
782,0.39132547,-0.54427165,0.2332794,-1.7934619,0.076821625,-0.025477864,-0.6063454,-1.4107801,-0.8767766,0.50816804,0.34503967,False
783,-0.05767578,0.1061611,-0.020722225,-0.009814158,-1.9825214,0.586393,0.973181,-0.080881715,-0.7964434,0.44988573,-0.016085923,False
784,0.40224162,-0.4357775,0.7178788,1.6774147,-1.4218202,2.612232,1.4894519,-0.10606736,0.72677875,0.18801104,0.8024185,True
785,0.30336985,0.7738453,-0.3777132,-0.24899465,1.1199588,-1.1528803,0.19091654,-0.12672797,0.5352553,-2.7138371,0.7152471,False
786,0.014333919,0.87218446,0.24171692,1.0516462,-0.2752273,0.47500545,1.1332288,-0.76987624,-0.4677092,-1.2889246,0.47646874,True
787,-0.064713456,0.74258125,-0.6721373,-1.6015353,0.6605088,-0.121902324,-1.1015458,-2.70102,-0.8651678,-1.588724,-0.46582714,False
788,-0.48195612,-2.4875886,0.6284129,0.50462824,0.09031206,-0.07084343,0.76318216,0.5571457,1.383841,-2.0098467,0.4024545,True
789,-1.1603911,-0.0925798,-0.2866578,-0.4476692,-0.5706017,-0.08849361,-0.013043225,0.35558018,-1.5029225,-0.1879766,-0.32522738,True
