,P1,P5p1,P6p2,P11p4,P14p9,P15p1,P15p3,P16p2,P18p2,P27p4,H2p2,H8p2,H10p1,H13p1,H18pA,H40p4,class
3225,0.084482804,-0.7014971,-0.18539613,-1.0393614,-0.92922294,-1.4844218,0.2376573,0.36489993,1.7512444,1.44068,-0.21400356,0.1772605,-0.747348,-1.036742,-0.52225894,0.060444087,P
3226,-0.018774739,-1.4573759,0.5671531,1.3933142,-0.2507023,0.8992559,0.25699422,0.013758004,0.14076185,1.467959,-1.1169815,0.7246484,0.28450143,0.67610276,-1.214029,-1.1458396,N
3227,0.5096915,1.4945527,-0.2723626,-0.28724876,0.5716158,0.6506717,0.41852602,0.7866467,-0.37863442,2.2235768,-1.3931737,-1.136853,0.4771607,-0.116155535,-0.96692014,-0.3245635,P
3228,0.22089231,-0.13053587,-0.046885,1.0371403,-0.9067506,-0.52600867,-1.0065963,-0.04657814,-1.301711,0.25233728,0.09447609,0.22527887,-0.38962543,-2.0029693,-0.5574118,1.3929157,P
3229,1.1208433,0.76605743,-0.5743283,-0.4994017,2.1125946,1.1720508,-0.5381159,0.13828295,0.074308276,-0.27606112,0.07417576,0.8850179,-0.69418055,0.24636947,-0.030193925,1.1227248,P
3230,-0.47576445,-0.6156034,0.10773656,-0.19016284,-0.044707578,-1.7318803,-0.16438162,-1.2610679,-0.81728303,0.11810325,-0.08651942,-1.2042985,0.7996881,0.07394859,-0.61537844,1.8477473,P
3231,0.75443065,0.28822425,-0.25019178,-0.15972479,0.38384205,1.4111496,-1.4508275,0.043052584,-0.9081657,1.1487159,0.5424273,-0.0022452772,0.3960331,-0.5230215,1.974768,-0.49728578,N
3232,1.4743264,-0.29200125,0.8646595,-0.41775185,-0.3761656,-1.2273542,-1.0252534,-1.3130713,0.27145174,0.8037342,0.4127729,0.5379539,0.1538264,1.026842,0.42647463,-0.7974658,P
3233,-1.671896,-1.3854922,-0.8511627,-0.52645755,-0.7865726,-0.9838592,-1.0120498,-0.60863674,-0.046094865,-0.2926377,1.6999735,-1.3847587,-0.07245217,-0.06592409,-1.118402,0.018084586,P
3234,-0.27189767,-0.092541605,0.06058706,-0.2570456,1.3104132,-0.83468616,-0.51482475,-0.26486912,0.796603,0.50106716,0.14102566,0.60009015,0.9422513,0.7624885,0.06907622,-2.4229815,N
3235,-0.01586166,1.6065526,-0.9645803,-0.52933663,1.2406139,1.0748473,-0.5484072,1.5120637,-1.1933565,-2.0539055,0.44787648,-2.4481514,0.017272606,-1.5039033,2.178353,-0.123045355,P
3236,-0.44045904,0.8589281,-0.7461163,0.115762636,0.8204663,0.6911954,0.12722766,1.3902621,-1.5713239,0.43540168,0.011409789,-0.4409271,1.2973003,0.46095592,2.0946193,-0.023702636,P
3237,-0.5580305,-0.3295998,-0.4916105,-2.667757,0.78928274,-0.27633736,0.102553554,-1.3848691,-0.69324625,1.0239875,-0.26705566,-0.20616722,-0.6131803,0.36468065,-0.62484246,-0.20025371,N
3238,0.36883223,1.6471834,-1.3783449,-1.9624788,1.025629,0.0261017,0.7780442,-1.420747,0.105278134,-1.5087656,-0.72960234,0.08369043,0.8487681,-0.40667617,0.5034875,-0.6367107,N
3239,0.8359559,0.8953817,-0.9618334,0.79111075,0.3031328,-1.1499119,-0.53763837,-1.1606635,0.32115677,1.313186,1.3238044,1.8041048,0.44991782,-1.1581073,-0.48052657,0.022803217,P
3240,1.4057755,0.495499,-0.33265683,0.36441347,-0.5046564,0.96354806,0.58197564,-0.5284817,-0.117715985,1.4836513,-1.7224362,0.70456713,-0.26871696,-0.6383307,-0.24982886,-0.44889733,P
3241,0.091689706,0.8947021,-1.2275219,0.15430665,0.5476031,0.676953,0.2729587,-2.7144296,1.7494075,-0.9681096,-0.82512075,-2.2947652,1.3721951,1.1062413,-0.8496289,-0.36489046,N
3242,0.4305603,0.017917544,0.29877943,-1.0425379,-1.7894207,-1.1967428,0.399103,0.10892168,-0.21607941,0.3582123,-0.5584731,0.5995431,1.2930279,-1.4212157,0.39892873,-0.8159347,N
3243,-0.69088036,-1.1128566,0.43386614,0.83827126,-1.4041784,-0.57324135,0.29555807,-0.7186258,0.29974863,0.6067749,0.9579207,0.22660853,-0.89850414,-2.097925,0.43074954,-1.3177216,P
3244,-0.32989514,2.9060836,-0.6534227,-0.24736965,-0.0913783,-0.9925564,-0.50784016,-1.478607,-0.64762104,1.1219361,-0.5715516,0.091364205,-1.2046459,1.7380847,-0.81408113,-1.1682642,N
3245,0.38099504,0.00942874,0.13186102,-0.45251083,-3.2520118,-0.9673872,-1.0438896,0.3250034,-2.179817,0.6121559,0.057581425,2.3681757,1.1901133,0.007901907,0.43310907,-0.88054776,P
3246,-0.9313335,0.9845948,-0.6263716,1.2198329,1.5165102,0.3759195,0.050481584,-0.32363248,-0.08552492,-2.1396928,0.28263408,-1.0257239,-0.6187713,0.98633426,-0.36586672,0.6246402,P
3247,1.3487604,-0.5312632,0.8363869,0.7880527,-1.6415915,-0.6324099,1.885977,-0.597034,-0.22690915,0.028096288,0.84626055,-0.64034545,0.19623016,-0.83818465,-0.51209843,0.21937242,N
3248,0.817194,0.42229623,-1.7293783,0.12789024,0.80952036,-1.2860122,-0.054672386,-0.6593121,1.1678219,0.590619,0.08301633,-0.5153835,-0.617524,-0.46982184,-0.8618574,1.626392,N
3249,-0.8724335,0.2166023,-0.18990737,-0.24443495,-1.579306,-0.46906903,0.13752382,-0.5551219,0.39035532,0.657376,0.98909914,-0.5978469,-0.009552792,0.33367658,-0.4520062,0.9269511,P
3250,-1.0761935,0.19569907,-0.71305823,1.7888559,0.99233365,0.7696543,0.7598733,0.45800012,-1.5901062,-0.5118071,-0.18787792,-0.5194677,0.5530863,-1.0162894,-1.5217326,0.11569235,P
3251,-0.9802816,-1.4868437,-2.008167,-0.8647994,-2.5034637,-1.895975,0.15129477,-0.5630573,0.4298467,0.7188642,0.2115261,1.2829374,0.24779512,0.8854153,-0.042724147,-0.087915346,P
3252,-0.3668299,0.9548687,-0.36820707,-0.85496634,0.29390574,-0.41091493,-0.4087395,0.14664017,-0.20830888,-0.8869698,-2.0074697,0.13960335,0.16626939,-0.63529444,-0.29794624,-0.4936999,P
3253,-0.51864684,0.6470932,-0.26023912,0.3522479,-1.0193957,-0.23741442,-0.18837702,-0.20016703,-0.064092875,1.6909771,-1.094165,1.1055295,0.054003328,-0.7380949,-1.5716945,-0.80115867,N
3254,-1.1878746,0.89562726,-1.034052,0.35945535,1.3670369,-2.2344444,1.3404093,-1.5591364,-0.7553087,1.3460159,0.465225,0.6841747,1.0312109,0.34105745,-1.1716585,0.7966428,N
3255,0.16380514,-0.872187,0.2502033,-0.4843223,0.21029991,-0.43909648,0.022372525,0.5933964,0.35140604,-1.1365541,-0.14441898,-0.3455184,-0.10516786,-0.037556134,0.7085261,-0.47222698,P
3256,2.234237,-0.98739374,-0.011016101,0.6972655,-0.50313205,-1.9600836,-0.67329425,-1.3731384,-0.13385549,0.55143046,0.6753806,-0.45082563,-0.39549482,-1.5493157,0.37380117,0.39967734,N
3257,-0.4912427,-0.52429736,-2.5202568,0.40000385,-0.6201776,0.942778,-0.20507012,1.4746889,0.24288052,-0.847646,1.0247471,-0.051812038,-0.82656884,1.3289689,0.3878671,-0.4204154,P
3258,0.69726264,-0.2707065,0.21844566,-1.3908746,1.7428156,0.5216433,0.1722652,2.0017164,0.9781155,0.77480984,-0.44649285,-0.6744965,-1.9112163,0.23922825,-0.84847945,1.3181684,P
3259,1.5405846,0.12832582,0.9296191,-2.6051264,-0.86597776,-1.7012479,-0.21201931,-0.1931136,0.2696513,0.42580497,0.07500973,0.34377086,0.8475214,0.4662415,-0.43640012,-0.41475967,P
3260,-0.70013005,0.8531177,-0.069925696,0.56598955,-1.1338272,-0.019120885,0.054179426,-0.17159918,-1.4976285,0.53999984,0.21192253,-0.014103167,0.11793767,1.1145536,-0.52669096,0.75901425,P
3261,-1.3805752,1.9106183,-0.027480483,-0.30936506,1.088923,0.09068548,1.9568648,1.3290203,0.20332712,-1.0342813,-0.6227836,0.67657995,-3.2306623,1.3530312,0.37244228,-0.7663576,P
3262,-0.98676085,0.76782894,0.27062073,-0.9715389,-1.5611835,-0.049831808,-2.0473762,1.0803083,-0.21731205,1.4267038,-0.5173768,0.33738816,-0.142124,-2.6219456,0.088578165,-1.7972801,N
3263,0.48508,-0.42612454,0.70943046,0.122232765,2.155726,1.2356408,0.7058593,-0.7418798,-0.9325347,0.010946415,-0.6488862,0.8963791,-0.0847502,0.4403891,-0.46747625,-0.36512998,P
3264,0.59978604,-1.5762329,0.26170477,0.5197665,0.26506576,0.3082793,0.0414334,0.73864675,1.1999736,-0.21117914,0.498805,1.0608907,-0.33842492,-0.23565997,-0.18243587,-0.58480597,N
3265,-0.5577951,-0.20181431,-0.52996075,-0.11943355,0.3354788,-0.06002799,0.6685592,0.062773824,1.0676239,-0.096991844,-1.9479456,-1.4068971,-0.7706076,-0.5979476,0.65490156,-1.6641709,P
3266,1.2976027,0.8763383,-0.76743037,-2.1218362,-1.441279,0.15951282,0.89381033,0.32448637,0.017264664,1.136498,-1.1005282,2.102146,1.3380008,-2.1607983,-0.5802219,0.6395838,P
3267,1.6649736,-0.67793065,-1.0417818,-0.5393035,-1.0960099,0.73040664,-0.92796016,-0.21351211,0.16864276,2.020295,-0.27979943,0.63313,0.08641255,2.7917411,1.0037297,1.8677814,P
3268,0.2380481,0.40860096,-1.6262834,1.1166823,-0.8785534,-0.10238165,0.4080982,-0.8143995,0.7439495,-0.6826805,0.16383488,0.06240271,0.68784076,1.1364969,-1.1925721,0.23763543,N
3269,-0.13564447,-0.21301262,0.3980117,-0.3990204,0.18772766,-0.049551517,0.8313107,0.088410825,-0.011976957,0.9706542,-1.2888482,-0.5334219,-0.8878747,0.611123,-0.34083283,-1.339537,P
3270,1.4577136,0.51741713,0.24849755,-0.7267523,-0.7728801,-1.4170089,-0.42307347,-0.6508325,0.4411576,1.4303864,0.62867695,-0.9539694,0.9711076,1.119202,0.7632448,0.5171715,P
3271,-1.6387671,0.9678376,0.52238774,-0.59276736,0.9571424,-0.3491623,0.67608804,-0.9917941,1.324552,1.4433496,-0.24056548,-0.34735525,-1.3860226,0.6039742,-1.5337617,-0.60616624,N
3272,-1.0807892,0.392711,-0.19587801,1.2234888,-0.46390626,0.530283,-1.6773282,0.26441848,0.34797275,-0.35522592,1.6662076,-1.915968,0.043132573,-0.17905945,0.40847987,0.042766154,N
3273,-0.13334832,0.4449044,-1.6298151,-0.52388185,-1.1915897,-0.4145772,-0.056529056,-0.6175196,3.1220865,-0.61181,0.86709476,0.111233234,-1.7031927,-1.5241134,-0.3263259,-2.0731096,P
3274,-0.8236034,-0.5583007,-2.575988,1.4239501,-1.7389429,-1.9516317,0.22816512,-0.47444174,-0.7014015,-0.43007404,-3.3888617,0.7903306,-0.107957184,-0.58962524,0.24134594,2.0129592,N
3275,-0.79177,0.78734905,-0.016115427,-0.040528387,-1.6174014,-0.68301076,0.07766205,-0.46456462,-0.038141787,-1.0899179,2.0497968,0.40672845,0.6560197,3.005775,-1.0076065,0.3380381,N
3276,-0.7572691,0.12090254,0.10415708,-0.5251305,0.48595816,-1.7124023,-1.0400318,-0.62471247,1.2095554,-0.74959993,-0.78799474,0.9438045,-1.2467916,0.011275247,-0.8070211,2.3001547,P
3277,-0.010748977,-0.8382755,0.12058813,-0.93613607,2.4955635,0.46360204,0.8039557,1.2479124,-0.98133695,-0.4806664,-1.0654857,0.3945654,3.7604897,1.2037002,0.45206407,0.31239033,P
3278,1.087479,-0.22614117,-1.1745259,1.9292631,0.41056508,-0.396887,1.7070699,-0.7191129,0.84325045,-0.88266116,0.29734036,-0.8533102,0.035689346,0.49645942,1.0128226,-0.30781808,P
3279,1.2177247,-0.0007159114,-0.60729307,0.6946474,0.49493623,-0.9618868,0.26882488,-0.6302331,-0.32278982,1.0077864,-0.38776836,-0.5013552,-0.33689487,-0.30153173,-0.50893044,1.6855026,P
3280,-1.3872391,0.14101282,-0.3072121,-1.0744145,0.12698402,-0.17318986,-1.0270723,-0.21352376,1.9217517,-0.074346334,0.70890427,-0.612305,-1.6859301,0.99202824,-0.644416,-0.483649,N
3281,-0.6408152,0.15972191,-0.38991094,-2.0429397,0.25529015,0.7767652,0.37843993,0.71044934,1.4289668,-1.1507638,0.23590316,0.7933714,0.7553764,-0.6925498,1.812859,0.78976285,P
3282,-1.0311861,1.5378256,-0.57562226,0.64844006,1.075373,-1.268314,-2.403851,-0.5635804,0.45047027,-0.028567165,0.1231609,-1.5338169,1.1568186,-0.5418608,-0.83843577,0.17524144,P
3283,-0.42444164,0.18143502,-0.7843317,0.42850634,-1.1167936,-0.75261277,0.47761896,0.08520037,0.25995055,0.7322215,0.1234936,-0.69231766,0.18859556,-0.27035174,-1.5717182,1.4683036,N
3284,0.6317715,2.2671185,-1.1126921,1.2952511,0.6588172,1.7080531,0.6542849,-0.751824,-0.8273126,-1.4250572,-0.09371324,0.55572116,1.0925021,0.32772368,-1.8630184,-0.92840767,N
3285,1.2132304,0.92496246,-0.3785661,0.20185791,-1.2187511,0.9682359,0.8023295,0.28558272,0.2222439,0.9521085,0.5490557,-0.90896195,-0.42826983,-0.5549867,0.40153983,0.57488674,N
3286,0.8581145,-0.034665197,-0.46859634,-0.6149021,0.04255739,1.1588203,0.76777864,0.80387044,-1.3614187,0.091244996,-0.13982864,-1.29866,-0.36878395,-0.12868233,-0.3643633,-1.1407323,P
3287,-0.89929235,-0.67130226,-0.50638956,-0.4964968,-1.4516723,0.9750521,-0.17984702,0.57952017,-0.5771061,0.9755275,1.3633518,0.2714324,0.7835993,0.5124407,0.30769587,1.744934,N
3288,-0.32475632,-1.65482,-0.09401667,-0.5141045,-0.18509004,0.23403078,-0.4879299,-0.22622901,0.24236399,0.28851777,-0.8693776,1.2991337,-1.7575164,0.9460173,0.96538234,-0.5490142,P
3289,-0.0028978027,0.76394737,0.68564814,0.40784302,-0.05572176,-1.1277424,-1.5503163,-1.9940715,0.74754775,0.02491866,0.49529168,-0.41464162,0.024205748,0.7718891,-0.31168324,1.3831272,N
3290,-1.1277014,-0.10492697,0.019877106,-1.4931217,-0.13365981,-2.144076,-1.468817,-0.23375517,0.27306134,1.225063,0.5738114,-0.79842395,-0.08153127,-1.8046259,0.5709056,-0.79830366,N
3291,-0.38683796,0.7161652,-1.1619323,-0.71296513,-0.47759178,-1.4802136,-0.5477844,-0.39204407,0.80533653,0.72311366,-0.21458504,0.6903095,0.45650923,-0.8802915,-0.5289104,1.0767515,P
3292,-1.3576531,-1.2595708,-0.20769168,-0.7162216,-0.1054835,-1.6318963,0.7831858,-1.167662,2.1246815,-1.3705026,-0.38452134,-1.9779199,0.5925559,-0.16095057,0.7114748,-0.34347367,N
3293,0.13415855,-1.0979437,0.037305273,0.20825735,-0.04801349,-0.3852019,-0.15209457,0.31770527,-0.64629745,-0.017709218,1.1221644,-0.5366142,-1.2478194,1.1519184,0.7765374,-0.6494733,P
3294,-0.4439393,2.1345763,0.032758057,-1.2302799,1.1310526,0.42000744,-2.4782212,1.4685143,-0.49307957,1.3832867,-0.0501433,-1.1566124,-0.5089772,0.9236946,-0.1639192,0.32777765,P
3295,0.19135305,1.3494384,-1.1340338,0.31746152,0.45913252,-1.2911351,-1.1779988,-0.16993964,0.020593375,0.005818248,1.3304418,-0.0123838335,0.07904873,-0.8589336,-0.4094087,1.3553399,P
3296,0.44948786,0.015133172,0.46539268,-0.7662529,0.7706648,1.972405,0.38742322,1.0507644,-0.49609828,-1.1620591,-0.6691141,1.507977,-0.6851992,-0.5972562,1.5780865,-1.8575318,N
3297,-0.44099778,-1.5138748,0.14396465,-0.47186336,1.6360481,-0.66558444,0.29771608,-1.000865,-0.13944435,1.1949329,1.2471559,-0.022114247,1.2496755,0.8176967,-0.985481,1.4170591,P
3298,-0.88474727,0.7324939,-0.16990194,-0.6872053,0.5366442,0.47961134,0.5872568,0.04754524,-0.8485506,0.8034278,-0.3292305,0.6719395,0.7858447,-0.4534676,0.3602134,-0.042831108,P
3299,2.2443302,0.53657734,0.44982177,-0.8921407,0.83214605,0.74841374,1.8471138,0.9011303,0.32481015,-0.08955114,-0.2354415,-0.34507382,-0.6062776,0.5353576,-0.5441344,-1.0483378,P
3300,0.38727406,-0.55632704,-0.98144335,0.49370614,0.32511103,-0.15702589,0.5792833,-0.14520258,-1.7000369,0.5897519,-1.7298561,-0.5707603,-0.14182511,-0.4876629,-1.0409336,0.8575622,P
3301,0.36495498,-0.6684323,-1.0066961,1.3940982,0.8853464,-0.96665347,0.6432805,-0.41729525,1.5935621,0.43067792,1.5563625,-0.5286456,-0.062149704,1.6240659,-1.2536693,0.035798877,N
3302,-0.7411,-0.66897166,-0.72092706,1.2168717,0.3164951,-0.35393175,0.869171,0.73403543,0.26059943,0.9720273,-0.60407716,0.087545305,-0.27979577,-0.7794402,-0.29399174,-1.1214496,P
3303,-0.7427063,0.7193769,-0.9212552,0.79374504,1.3250391,-1.1091913,0.34896702,-0.39335427,-1.0259621,-1.759203,-0.41974062,0.6550243,0.8136586,0.66224,0.0035167933,-0.08304989,P
3304,0.76964366,1.394274,-1.2086042,-0.93705577,0.030099869,0.43802118,0.1400028,-0.43008658,0.6252377,0.43645072,-0.09135589,-0.85158825,-0.48564798,-0.0783128,1.6719489,0.009852041,P
3305,0.0037604123,1.0092516,0.23069689,0.13777648,0.49401003,0.82974064,1.0776967,0.7443416,0.013805509,-0.12973756,-0.54450524,0.8419484,-2.541571,0.09240867,1.9667962,-1.1395724,P
3306,1.8780694,0.47084737,-1.8081758,-1.0393901,-0.30883777,-1.0731885,-1.1040946,0.5733148,-0.8460686,1.2631238,0.6019807,-0.49179238,-0.65747136,-1.2702253,0.16840345,0.15982932,P
3307,0.023760585,-0.80412567,-0.47143084,0.021371335,-1.6758806,0.31943202,-0.2862316,-0.18880114,-2.8201466,0.520947,-1.5630114,-0.26193404,1.5169505,-0.36045396,0.08098173,-0.29117864,N
3308,0.7176093,-2.860901,-0.43967566,0.9495981,-1.1937249,-1.5811245,-0.9749251,0.38936573,-0.38113523,0.92157024,-0.026287742,-0.6731709,-0.27091473,0.54382145,-1.4620659,-0.83943844,P
3309,-1.0331333,-1.3977833,0.06315651,0.3310356,-1.0356622,0.2291528,-0.75919557,-0.14040026,0.029569387,1.1804338,-0.12153563,-1.1723226,0.537531,-0.21983229,-1.1393727,1.179041,P
3310,0.20901883,0.49248728,0.3596611,-0.82797134,-0.51678014,-1.8365824,0.76259935,0.16713244,-1.5533028,-1.3595872,-0.5514531,-0.070071235,-0.9488678,1.6441774,-0.5557383,0.2860865,N
3311,-0.6127777,0.13731319,-0.3253929,-1.1234947,0.8209255,-1.1199597,0.13592777,-0.808425,-0.5142064,-0.25568703,-1.362182,-0.7927546,1.4080821,1.598775,-1.4555054,0.68175596,P
3312,-0.12448507,1.4189483,-0.23574106,-0.4059651,0.50340384,0.4821911,-0.23268303,1.1307074,1.6517467,-0.16887873,0.2542464,-1.0352507,0.6421617,0.9712003,1.6487689,-0.32158944,N
3313,-0.35249478,0.8995121,1.5396665,1.1728201,-1.3638861,-0.1524014,-0.88109076,0.6167288,0.003970176,0.95623547,0.62304467,0.6204226,-0.94049037,-0.05009669,0.07655569,-0.26923472,N
3314,0.06762236,-1.4788423,0.20083447,-0.087023705,0.2495632,1.0248406,-0.7871462,0.51788247,1.458744,1.0891352,-0.42899907,0.63074577,-0.85190654,-0.016917825,0.8354733,-0.7016024,P
3315,-1.4160163,0.47401792,-0.3047903,-0.2562342,-0.80490077,-0.9240014,0.25413337,0.51738465,0.88970524,0.47239846,-0.060723305,-1.5421313,-0.5186333,0.91860646,0.8353129,1.4064231,P
3316,-0.7906783,1.6709414,-0.06584509,0.65409565,0.22858092,1.1916155,-0.92714256,-0.027772985,0.23146844,-0.27200702,0.42701975,-0.6055438,-0.22855905,0.042650193,0.90067554,-0.07932639,N
3317,-0.09139232,0.3772449,0.020919327,0.91968524,-0.48587933,0.055828996,-0.9743834,-0.6239709,-1.2728667,0.99894345,0.44461223,0.27624124,0.13258946,-0.08817837,-0.7259896,1.211042,P
3318,-1.2331982,1.3006439,-2.0546732,0.5499583,0.9799497,-0.09692186,0.60144913,-0.7006217,-2.057,-2.0803514,0.6121159,0.36383766,1.136798,-0.5456632,-1.7358849,-0.9431628,P
3319,0.7245554,-1.2391014,-0.9116485,1.3766758,0.070573196,-0.108805165,-0.6349304,-0.21446183,-0.72826004,-0.04262326,-1.5143907,0.2870217,-0.0712584,-1.236434,-0.36399812,-0.7494855,N
3320,-0.104338944,-0.70629126,-0.7978866,-2.2383404,1.5169169,-1.0128034,0.44897848,-1.0677426,3.6831498,-1.5898484,1.9349167,-0.08940615,-1.8900006,-0.32341614,-0.7734563,-1.0556587,N
3321,-0.22308604,-0.3798277,-0.9673015,0.08733012,-0.620359,-1.4036084,-0.6021808,-0.071098,-1.7155199,1.2712172,-0.6120043,0.8116094,0.58747804,1.2889441,1.670239,0.41720426,N
3322,1.4757836,0.20810479,-0.19918258,-0.7226646,1.9356992,0.5209418,0.70623666,0.1872885,-0.6545659,-1.4123,-0.577014,0.25896174,1.911009,0.97526103,2.6610298,-0.5025505,P
3323,-0.9022648,-0.83535016,0.054835953,-0.06381792,-0.98529947,-0.88941157,-0.4663217,0.18788314,-1.4212732,0.3702681,0.10707931,0.17595176,1.2451224,0.23833586,-1.3106744,0.4637373,N
3324,-0.40166363,-1.1708615,-0.35868853,-0.75993234,0.7894409,1.2571015,-0.17152818,0.7617395,0.16772175,-0.70236385,0.68689317,0.7429007,0.6302271,1.4282217,-1.8074049,-0.32826436,P
3325,-1.1621478,-1.3340058,-1.0423692,-2.3736892,-0.51473176,0.024970055,1.0860431,-1.4958673,2.6441386,-1.2543585,-1.5103718,0.49368167,-0.80772114,0.5500262,-0.5208256,-0.7274067,N
3326,-0.36435282,0.6216204,1.2694093,1.2674903,0.18156463,0.58190584,-0.18475628,-0.65252465,1.7825375,-1.1215829,0.9663749,0.18629798,0.09362038,-0.3037359,0.85268474,1.2350863,N
3327,-0.08369204,1.5030503,-1.0911514,-0.14488356,-0.34685937,-0.7546863,1.5519347,0.40964407,-0.33098224,-0.84512115,0.19701914,-1.2497599,0.7487578,-0.5102719,-1.1402193,-0.8564081,N
3328,-1.1927865,1.7824061,-1.0037589,-0.48922086,-0.65734327,1.6160808,-1.3523201,0.15596327,0.24230844,-1.030901,0.42378956,0.4779318,0.9348832,-1.085191,1.430842,1.0018784,P
3329,0.81140256,-0.8678845,0.1270299,1.7500925,-0.31692863,-0.82436436,-0.8465984,-0.3143489,1.3187776,0.11678478,-0.037566364,0.011205543,-0.02201803,-1.1934764,-1.0414684,-0.037836254,N
3330,-0.192334,-0.6236905,-0.009350415,1.6768831,-0.31955937,-1.031133,0.32511732,-0.5193951,-0.25559288,1.9022002,0.048120044,-0.20575532,0.18253493,1.031162,0.024114609,-0.27567086,N
3331,-0.8467096,1.8110276,-0.7448711,-0.52179146,-1.1758078,0.48601377,-0.48795605,0.355915,0.10406256,0.07726908,0.0831244,-2.8439949,0.45993915,1.1568358,1.4702158,-0.3012854,N
3332,-1.2089325,-0.48103827,-0.90555656,0.009204343,1.9700644,-1.1357125,0.2047412,-0.104213506,0.61187863,-0.36090207,-0.07606023,-1.5019234,0.67805403,0.68585825,-0.5451955,-1.0453464,P
3333,-0.9978583,0.8716551,0.9702039,0.07212263,-0.26676428,-0.25262585,-0.9162271,-1.1776817,-0.9238872,-0.3084547,0.7307361,-0.21579812,-0.35805875,-0.7081224,-0.43738005,1.2370266,P
3334,1.1675583,0.4170487,-0.40566945,0.9689157,1.7845163,-0.076528125,1.3688262,-1.1092207,0.58613634,0.20903373,-1.7682185,0.09952697,-0.09574159,0.33062142,-0.8810406,1.5693767,P
3335,-0.7321876,1.3109006,0.813339,-0.51915073,0.8509965,1.0178057,-0.061332904,0.26072806,-0.8313805,-2.2212296,0.37474853,0.7778853,-1.3765668,-0.76007235,-2.0650046,2.977717,N
3336,-0.43967253,-0.42017597,0.395572,0.6169128,-0.603714,-0.46585667,1.6317246,-0.79901206,1.2993808,0.028465003,-0.7006928,-0.2612096,0.20943749,-0.5306519,-1.1920377,-1.1544614,P
3337,-0.5924883,-1.8574786,-0.06524524,-0.7724178,-1.218935,0.4841628,-0.17782015,0.76365954,-0.6091474,-1.4412398,-0.5126815,0.8126415,-1.1126616,-2.1662138,0.5723378,-1.8577068,P
3338,-1.5070046,-1.0686274,0.06803545,1.1003501,1.3075719,-1.2088033,-1.7485652,0.27646196,-0.27471173,-0.117885776,-0.28301257,0.96615916,1.7576587,0.26587653,-0.7464818,0.744838,P
3339,0.19147235,-0.34227216,-0.1438355,-0.062800005,0.20388944,-0.12848301,1.7816951,-0.45432314,-0.5161003,0.02315507,0.16745894,-0.36376178,0.39078408,-1.545864,1.3209517,0.54645,N
3340,-1.7887549,-0.43391985,-1.4860063,1.2130854,-0.5196806,-0.17952296,-0.27463403,-0.9597277,-1.306572,1.74675,2.6272213,-0.39694285,0.18122809,0.040581077,-0.42408293,-0.8518171,P
3341,0.7883869,1.0068467,-0.23629484,0.60697156,-0.13739252,1.5085471,-0.48578966,-0.6506069,-1.3521111,0.20368078,-0.1689085,-0.79678565,-0.6234581,0.7161789,1.0014381,-1.0705616,N
3342,0.012961879,0.3452627,-0.8588098,2.2572002,1.3556043,0.47761676,-1.0346822,-1.157191,-0.781351,0.025303602,-0.8281722,0.7663129,0.039580017,-0.17737703,0.6500428,0.9520054,N
3343,0.09920615,-2.0508597,0.32554278,0.853951,0.35962325,-0.82264423,-1.0817273,-0.57443184,-0.35778964,-0.30101883,1.112532,0.8007074,0.48985386,-0.14518788,-0.31061378,0.27777445,P
3344,0.20646667,-0.3292069,0.2967348,-0.26480412,-0.07969136,0.36506712,0.6533792,0.073072165,0.5702068,-0.6305226,-0.5291716,0.11449052,-0.45810455,-1.302879,-1.1812673,-0.78020346,N
3345,-0.22206733,-0.8099043,0.31236348,-0.41398194,1.17371,-0.18161109,1.5402755,0.25459564,-1.0825397,1.9828153,1.5903969,-1.710206,1.0638947,-0.25738254,-0.3739744,0.06732037,N
3346,-0.28878048,0.82231855,-2.2010655,0.1941513,1.1192229,0.84969896,-2.3351226,0.9670905,-2.6859913,-2.68744,-1.2305169,0.34023726,-0.37023312,0.7733878,1.8356776,-0.06303352,P
3347,-0.10030577,-0.39685592,-0.9068703,-1.3240632,0.6510921,2.752039,-0.42276642,0.8228271,0.42862087,1.8762857,-0.8631362,0.33443758,0.4409657,-2.2724183,0.42588887,-0.38097948,N
3348,0.13547146,1.1439071,-0.13823836,0.616498,0.54046834,-0.3242027,0.5807174,-0.12912971,-0.25090367,0.1992971,0.026329145,-0.4175346,0.17817467,-0.6902163,-1.2702049,3.6673155,P
3349,0.84812546,0.5434967,-0.52868176,0.31991917,0.68488014,-1.4977795,0.2569237,-0.5762626,-0.092197776,1.0049961,-1.7109311,-0.14052598,0.02222258,0.5382391,-1.2164793,1.148737,P
3350,1.9962314,-0.1760388,0.3678764,0.079763696,-0.23605952,-0.88902473,0.6870162,0.29511088,-0.5789261,-0.0724332,0.5577995,-0.030114204,-2.125749,1.8099638,-0.13691604,0.13171929,P
3351,0.2943045,0.81564677,-0.045416184,0.45671588,-0.16442433,0.7992071,1.5817026,-1.0233611,0.6399093,-0.4793381,1.0516443,-0.91554374,0.4566028,0.7088094,2.1414843,-0.7002127,P
3352,0.8939513,1.2641057,0.102799244,0.5418929,0.4491242,-1.2015482,1.8666345,0.3232633,0.041267037,1.8344384,1.4828362,-0.4751595,-0.17390871,2.4975865,-0.2992534,-0.08020821,N
