fLength:,fWidth:,fSize:,fConc:,fConc1:,fAsym:,fM3Long:,fM3Trans:,fAlpha:,fDist:,class
-0.14779374,-0.33204693,-0.014381558,0.2646896,-0.0033274144,-0.51818734,-0.8858017,-0.7880534,1.1408387,-1.7693653,h
-0.38032472,-0.3119329,0.5421986,-0.79012495,-0.3937065,0.53234965,-0.32851514,-0.4891783,-1.152468,-1.311132,g
0.4099601,0.5026461,2.1938863,-1.2480389,-0.69172096,-1.8029226,-1.2548004,1.7777172,-1.2248472,2.155966,g
-0.33327693,0.14397594,0.21154062,-0.61695194,-0.81204915,-0.35872266,0.26969972,0.2867829,1.0122806,-0.38016775,h
0.7426455,-0.62339926,0.6880077,-0.5457069,-0.65804595,-0.26325852,0.52402425,-0.8888316,-1.4918942,1.9967221,h
0.5818397,-0.5608719,0.38871914,-0.9897066,-0.6668011,-0.9187888,1.6140096,0.6737714,-0.6757964,1.5834632,g
-0.5804193,-0.63061917,-0.83824885,0.48057598,-0.17302775,0.6873264,0.40476185,-0.03413436,0.85654116,-1.617037,h
-0.6054193,-0.41781935,-0.46165395,-0.26668903,0.036736563,0.49138576,0.40052637,0.47701517,0.15534276,0.017410219,g
-0.037646443,-1.1769032,0.29648,-0.38089973,-0.43362707,-0.4159564,-0.6406985,0.5700656,1.340549,0.12718767,h
0.5687182,-0.34248674,-0.07772656,-1.5767663,-1.1275095,-0.5391484,0.8680267,-0.56062466,1.9639691,-2.0310822,h
-0.67873794,-0.9705696,-1.5266099,1.4270152,1.1221355,-0.5674155,-0.2362578,-0.076425634,-0.42125368,-0.030137248,h
-0.13665882,-0.6557219,0.035849154,0.62750715,0.0033750087,-0.09868042,-0.09490426,-0.63509804,1.6150191,-0.4074848,h
0.40627316,-0.4334976,-0.5351762,-0.28618136,-0.46300647,1.3632071,1.2640026,0.8387608,-0.7285029,0.9982698,g
-0.53837717,-0.7586323,-0.44464377,0.65728885,0.36335027,0.66217214,0.46162716,0.45602804,-0.16981952,-2.090347,g
-0.4649174,-0.29955184,0.20396231,-0.048977926,-0.363538,0.49899557,-0.35238525,-0.6173961,-0.2849872,-1.2341905,g
-0.812536,-0.5112483,0.00063461065,0.5748379,0.037974745,-0.20253891,0.088298544,0.14326192,1.231569,-0.74404806,h
0.75302684,0.5391971,-0.3810816,-0.81333804,-0.4626395,-0.53105366,-1.8975434,1.0259608,1.4770939,-0.24147138,h
-0.3460189,-0.1554906,-0.45945293,0.050438255,-0.09802889,0.24167976,0.37736773,0.31885403,0.5547122,0.0076781213,h
0.40355965,0.30053663,0.021774173,-0.54070556,-0.3378843,0.669411,1.3764802,0.43174034,-0.54768217,0.71611595,h
-0.13584268,0.037091106,0.281348,-0.53294426,-0.19668862,-1.3043429,1.139959,0.17149019,-0.561603,0.86810434,g
2.6484377,1.6641946,1.0197549,-1.6054668,-1.4929428,-1.7039034,-2.6760688,1.7726414,-0.019402541,1.06372,h
2.695102,0.7016289,1.3715069,-1.6709247,-1.3680297,-1.8754821,-3.0473983,-0.66134983,0.4649936,-0.8023055,h
0.31796807,-0.1972929,0.09629662,-0.6862843,-0.5951122,1.3433315,-0.7167753,0.14433071,0.5295671,0.29639614,h
-0.21579577,-0.2463282,1.4555979,-0.21605462,-0.8843536,0.5055648,0.9981719,-0.9421741,-0.6931063,-0.35053656,g
-1.1076059,0.12379639,-0.3138026,-0.18628511,-0.17627838,-0.15090524,0.55020034,0.65261436,0.6013208,-1.079981,g
-0.46612304,-0.47879934,-1.5919185,0.086625874,0.31346503,0.4400484,-0.21648246,0.5744588,0.3736691,0.89533854,g
0.008350592,-0.38018772,-0.93950796,0.57678014,0.46560997,0.64529884,0.57458305,-0.5027344,2.1178591,0.6962412,h
0.37626168,0.740489,0.81116575,-1.245269,-1.0773497,1.3025244,2.0006814,0.56218624,-0.30697384,0.39960834,h
0.5770536,-0.45142648,-0.32736766,-0.10031113,0.08222018,0.95158833,0.8316191,-0.28954268,-1.1458459,-0.4736702,g
-0.28005272,-0.763913,0.11211181,0.37982982,0.41590223,-0.54485106,-0.3522976,0.0518374,1.9316092,-1.5343401,h
-0.9576981,-1.3260998,-0.60632116,1.3750433,0.6791,0.124595255,-0.34469917,-0.21907657,1.1495639,-0.34627643,h
0.72288644,-1.4756997,-0.43591285,2.0486093,0.8317437,-0.20494048,-0.9237761,0.20477912,-1.2176505,2.0941598,g
-0.2974639,1.3914385,0.21269375,0.21069314,-0.3952184,0.25117832,-1.3373661,2.2515745,1.1153393,-0.11287475,h
-0.28408414,-0.453769,0.30215764,-0.44736773,-0.93250775,-0.10085926,0.108768374,-0.069695085,-1.0823952,-0.8896144,g
-0.19634745,-0.7172155,0.1706343,0.2288687,-0.516042,0.75934154,-0.23506343,0.05179389,0.09033151,-0.9933188,h
-0.58000386,-0.6626481,-1.1566787,-0.6639452,0.004146129,0.19401535,0.43700147,0.58272725,0.18529516,-0.5260598,g
-0.9273651,-0.6729299,0.25442523,0.301457,0.38517192,0.12456533,0.11640687,1.0794593,-1.0730425,-0.8492682,g
1.5145181,-0.17258835,-0.42207652,0.51346296,-0.26082236,0.24927072,1.8709359,-0.38820893,-0.17056854,-0.7186426,h
-0.97256434,-0.37666953,-0.997901,1.2088039,0.57067096,-0.067678645,-0.56555504,0.23637807,1.8145856,-0.3316691,h
-0.94651055,-0.24729678,-0.12815702,0.88277596,0.019950747,0.1167227,0.06756359,-0.21511498,1.9849824,0.37995648,h
0.86220866,-0.09917304,0.72388273,-0.95883584,-0.94983995,-1.6123049,1.1559681,-0.68261343,0.8465605,0.4749975,h
0.12975344,0.10365138,-0.1104136,-0.043716617,-0.33600983,0.8294753,0.16562429,-0.6218151,0.88527876,-0.026416123,h
0.70842725,0.24138224,0.8758575,-0.947317,-1.189683,0.6724949,0.730107,-0.9121319,-0.8652929,0.3807885,g
-0.5072989,-0.8243582,-0.6930426,0.37932375,0.20099851,0.56367713,-0.4041041,0.1399305,-0.79711694,-0.056399405,g
2.8566473,7.1749015,1.7795497,-1.3407959,-1.2866861,-2.8834946,-2.9067492,-4.342758,-0.72052765,0.22918472,h
0.91861755,0.29772907,2.183148,-1.2401447,-1.023744,0.055947773,0.9342861,-0.9730826,-1.3749125,1.8564013,g
0.21748756,-0.113413036,-0.13354191,-0.10060055,0.03750743,0.023428295,1.1295254,1.2350787,-0.77848744,1.8948964,g
0.7172362,-0.13108562,0.67058253,-1.4326771,-1.1509403,1.533658,0.78420943,-1.0902914,-0.28290665,1.3929901,h
-0.68167216,-0.8719393,-1.206482,1.7500894,1.0107074,0.03995046,0.16928867,-0.060428947,0.44224608,-0.32258263,g
0.036867097,-0.6344828,-0.60562533,0.27864507,0.536825,1.1071701,1.3410742,0.13211036,-1.057397,-0.35664782,g
-0.535406,0.14045084,-0.059198737,-0.5356003,-0.85816133,0.057333738,0.43405122,-0.23174092,-1.3477631,-1.4260416,h
0.24234553,0.940217,2.3138797,-0.8287903,-1.4021103,0.5929129,0.4757591,1.031546,-0.562021,0.9406432,g
-0.8073268,-0.32349315,-0.5127784,0.005488321,-0.36331064,0.41964307,0.03548535,-0.2076501,0.34139022,0.00562308,h
-0.34549022,-0.069961905,1.0046717,-1.1337484,-1.2478095,0.761261,0.22987828,-0.08556639,-1.536532,0.74543256,g
-0.6209509,-0.15007848,0.36174482,-0.40604576,0.5333351,0.28967988,0.09049197,0.36990047,-0.5022542,0.17873263,h
-0.8724328,-0.52513903,-0.6711503,1.1802657,2.0647435,0.32122758,-0.21857184,-0.64587176,-0.014767468,-0.1644884,h
1.089875,-0.10989004,0.04952368,-1.2806097,-0.5348294,1.6247165,1.1257411,0.27314126,-0.8343941,1.074448,g
-0.25456643,-0.16088605,0.18794188,-0.92614555,-1.0456401,0.042425543,-0.4916929,-0.8588593,-0.83896255,0.36357856,g
0.059897445,0.07185197,0.39609686,0.54483294,-0.59916896,0.23620638,1.1849421,0.2642129,-1.0632334,0.56708694,g
-0.42831227,-0.48402756,-0.15849435,0.64628536,1.1118219,0.62030774,0.5605528,0.361234,-0.31845754,0.5328506,h
-0.88517547,-0.2882888,-0.01719053,-0.5734597,-0.15361905,0.23542082,0.45750713,0.28684324,-0.6222855,-0.8988823,g
-0.4101891,-0.6519032,-1.0485357,0.048987813,-0.37733868,0.59976184,-0.48469558,-0.48391163,2.4924192,1.1272341,h
1.0511782,-0.8898663,-0.15169999,1.0518601,-0.06591079,-1.0522465,-2.792091,0.9793812,0.67975277,-2.433659,h
-0.68935937,-0.28678155,-1.5537565,0.13527516,-0.070260294,0.16513637,-0.3649262,-0.13705486,1.5627806,0.07937287,h
-0.60638213,-0.42699867,-0.83386695,0.0301314,-0.6519309,-0.04732877,-0.20323323,0.56773454,-0.405543,-0.85689163,g
0.15706193,-0.4031835,-0.53847605,-0.57296544,-0.56653166,0.69465643,-1.062824,-0.49099678,1.3466022,-0.56566,h
0.28932497,0.35767084,1.2615353,-0.7327753,-0.46071947,-0.9194482,0.13812613,0.25717247,-1.2105789,1.0605305,g
-0.6012113,-0.5365193,-0.27871057,0.61767405,0.28539512,0.89087373,0.15607284,0.25684804,1.0428623,-0.00028447062,h
-0.6011584,-0.9667604,-0.19722542,0.46842954,0.6226991,0.6704358,0.6137761,-0.124727726,-0.08690898,-0.22047152,h
1.0605266,2.839765,2.4351854,-1.0054681,-1.0943519,0.3804924,-1.3247012,-2.3916566,2.040036,1.8942556,h
3.4956458,4.794138,1.5180221,-1.0875947,-1.3422369,-1.9598473,-2.890729,-5.329177,2.1895943,1.6853899,h
-0.6820934,-0.67268586,-0.35166582,0.53940696,0.8893406,-0.22821178,-1.1278018,-0.58685154,-0.34536105,-0.6313988,h
-0.5322981,-0.06714955,0.21809742,-0.8674489,-0.8734897,-0.20094302,-0.3202121,0.35532913,-1.2520785,-0.5558855,g
1.574543,1.8343318,2.1241326,-0.93532443,-1.3012449,1.9292536,2.1537066,-2.5531201,0.36912078,0.31227526,h
-0.3131201,-1.2819543,-1.2545404,1.9835459,1.2174851,-0.6032638,-0.4607557,-0.14315578,-0.83259726,-0.5581225,g
-1.100303,-0.86483014,-1.4138591,2.4207256,2.802845,0.11224662,-0.35356542,-0.43857858,0.31537157,0.7212949,h
-0.3622452,-0.12290961,0.0801277,-0.07663721,0.22704083,-0.9198573,0.44102535,-0.82989466,-0.8352615,2.001524,g
-0.6646191,-0.70025617,-0.86128193,0.68197143,0.48800305,0.25796804,0.6254316,0.2522722,0.7035985,-0.4181654,h
-0.66035205,-0.8935313,0.057417035,0.73490906,1.2618759,0.21645343,-0.39543146,0.38357732,-0.58795285,-0.27713704,g
0.26639426,-0.92511475,0.45707577,-0.8307562,-0.526047,-0.91591644,0.6694546,0.5875474,2.3986683,0.3251225,h
-0.047848314,-0.02821368,0.43193913,-0.036296587,0.21332586,-0.23472396,-1.1059812,-0.4351199,-0.6454836,0.5015056,g
-0.24468617,0.5176943,0.16054809,-0.9990599,-0.8938703,-0.097622566,0.64373016,-0.38733175,-1.6784878,-0.8173811,g
1.0437224,1.5680465,0.5017621,-1.1607181,-0.80826974,-0.2565943,-2.309243,0.6806832,-1.4356065,-0.35950443,h
-0.059584618,-0.14127666,-0.41517815,-0.13397996,0.61206365,0.7078688,0.71006364,0.16071609,-0.43629754,1.2025833,h
0.95613456,-0.060910948,0.66139394,-1.548743,-0.9553277,-1.5542806,0.9290987,0.03505236,0.88153213,0.39751452,h
0.44862393,0.7791194,0.63368845,-0.25439495,-0.5877772,-0.2784117,1.0184337,-0.45981914,-0.3973605,1.5626322,g
-0.6242441,-0.92710555,-1.2291282,0.39458996,0.8856873,-0.12501568,0.30777636,-0.17863359,-1.1218431,-0.5221049,g
-0.5517471,-0.84203136,-1.4315237,1.6859227,2.4042754,0.1623381,-0.43249446,0.5983062,1.348734,-1.6845505,h
-0.745729,-0.15213907,-0.65484333,0.22059922,0.5445318,0.7315375,0.22223094,-0.45252982,-1.1786717,0.4125668,h
0.2844784,0.4446759,1.3343314,-0.9468974,-1.2638693,0.80149186,0.7087848,0.76380736,-0.97762483,0.85097146,g
-0.7600035,-0.44233763,-0.8447122,1.7669349,1.2545483,-0.09937276,-0.030525833,0.23923862,0.331641,-1.0564761,h
-0.31646606,-0.717021,-0.29945126,-0.45134246,-0.73062587,0.19096884,0.37329745,-0.43627048,-0.3632485,-0.74314386,g
-1.1506903,-0.91366315,-1.2776965,1.5846127,1.2844396,0.28128967,0.2852855,-0.7295494,-0.61775357,-0.87650126,g
-0.50342095,-0.00881058,-0.6238911,0.44338354,1.8111489,0.8356284,-0.25706258,0.2672985,-1.3585227,-0.42343724,g
-0.17149591,-0.24328679,0.74001336,-0.17780161,-0.3522461,1.1126639,1.2091314,1.0440509,-0.86492,0.87659335,g
-1.240283,-0.090468094,-0.58851826,0.4633214,0.5746347,0.27807167,0.14724417,0.42662835,-0.79858446,-0.8858167,g
0.6197796,1.0974071,2.3921504,-1.4286722,-1.4778752,1.2374641,1.6754137,0.0783214,-1.0524731,-1.3120944,g
2.7780042,2.5051017,2.7179108,-2.1302843,-1.5153809,-0.025180459,-3.218036,-0.950339,-0.112632304,1.4079821,h
-0.040385544,-0.46379662,0.060370713,-0.0756021,-0.7704661,-0.32258543,0.50212455,-0.41352803,-1.0249286,0.10657132,g
0.07171103,-0.9137447,-0.577172,1.8336211,1.7999905,0.1802619,0.4534743,0.23577024,-0.059453174,-0.3441197,h
-0.5783755,-1.0661119,-0.85794854,-0.18832275,-0.3740824,-0.17083694,-0.62231237,0.77920616,0.059820205,0.5333733,h
0.5374681,1.1424725,0.9246351,-1.1149607,-0.64455485,0.27510065,0.39670682,1.4965491,-1.1064179,1.4069523,h
-0.74679387,-0.80948853,-1.4494703,1.2846614,0.866217,-0.08781754,0.12515292,0.20782243,1.0898727,-1.4335604,h
-0.6719005,-0.64007115,0.118216276,-0.6389103,0.59080863,0.012839466,-0.43813062,-0.29213488,0.5471586,-0.69067764,h
2.041048,-0.2396942,0.85023046,-0.2870178,-0.3394526,1.9425832,2.3783264,-0.35092932,0.737042,-1.6573263,g
-0.3996327,-1.0984251,-0.96308637,2.5619483,2.1038697,0.069006056,-0.42049462,0.5783726,1.510788,0.37346128,h
-0.42271614,-1.2773372,-1.0760453,1.3154812,1.7637824,0.32268137,-0.270549,-0.61179644,-1.1795497,-1.6474252,g
-0.34385592,-0.661405,-0.52685714,-0.8019965,-0.43070543,0.71000785,0.8110666,-0.7303631,-0.4231711,0.7173804,g
1.3751037,0.97192186,0.6125628,-1.1837586,-0.9938003,0.8169081,2.4012098,1.2534344,-0.95063794,-0.1505337,h
-0.7276504,-0.823958,-0.12864421,-0.10885009,-0.02033019,-0.16886428,-0.78616506,0.47062555,-0.7645279,0.46293744,g
-1.2263014,-0.49541637,-1.276094,2.8823783,2.8091202,0.16875549,-0.26583737,-0.7984952,0.15889764,-0.8375012,g
-0.29742616,-0.18485047,-0.049186062,0.44744942,0.13967152,-0.53320384,-0.19449419,-0.7726196,1.1818944,-0.9499702,h
-0.24298091,0.80174845,0.9590075,-0.7423884,-0.7964083,-0.46476403,-0.8219601,1.0840875,-1.342788,1.555278,h
0.98330194,-0.059013426,-0.5179424,0.6060132,1.4548329,-0.49749374,-2.0778742,0.83267164,-1.3097377,1.1825485,g
-0.29513353,-0.31603315,-0.31559476,0.742915,0.48335242,-0.9462201,-0.334557,0.3907081,-0.29386228,0.88988954,g
1.6976666,1.1967876,1.7215692,-1.5652399,-1.2350941,2.7291741,2.1113415,1.5259516,1.1424855,0.8232184,h
-0.4298698,-0.2539752,0.07568514,0.14327207,0.7814003,-0.061329186,-0.5331085,0.8268789,1.5739207,-1.014368,h
-0.18409944,0.2883677,-0.1097596,-0.66892713,-0.9522157,-0.20143856,-0.250966,-0.3338771,0.15720779,-1.6909642,h
2.2398334,0.122180164,-0.697762,0.59654665,0.34878552,-1.61574,-2.6011543,0.8566119,-0.04905753,-0.58443433,h
-0.54725933,-1.4114959,-0.96049386,1.515404,1.7237883,0.41729963,0.19770363,0.25709593,-0.47565898,-1.0715811,g
-0.2312034,0.18529591,-1.0395116,-0.43963233,-0.3039187,-0.7281922,-0.16002735,-0.4681132,-0.18434474,0.8395114,g
0.9900813,0.7587471,0.83070934,-1.2796636,-1.725561,0.08873165,-1.7674505,1.0746417,-0.4576687,-0.2531082,h
0.09082682,-0.66154265,0.28672433,-0.43763164,-0.1627529,0.4603222,0.8893014,-1.1254389,-0.91198146,0.78070354,g
-0.9950024,-0.10055588,-1.0326669,0.8225625,0.89570856,0.13839176,-0.17216092,-0.38057095,0.35566133,-0.86829823,g
4.5031466,3.8697362,1.6647948,-1.1302514,-1.1704011,-4.326351,-2.8482504,-3.9151118,-0.88677764,-0.96658736,h
-0.67905736,0.49542964,-0.15539014,0.06299767,-0.41253078,-0.1306848,-0.40157917,-0.8169763,0.96692497,-1.7296259,g
-0.6868638,-1.0787199,-0.66300714,2.1305594,1.6466701,-0.15785739,0.38011247,0.5761201,-0.30860236,0.10040848,g
-0.4974692,-0.06507242,-1.240334,1.1961709,0.42311007,0.20225589,-0.62836725,-0.014540702,1.0085143,-1.6947303,g
1.0165765,0.8847618,0.7236874,-1.3687836,-1.292996,-1.3449441,-2.6562674,1.5072536,0.18556635,-0.103747085,h
-0.7789022,-0.52829325,-0.8523142,-0.11757226,-0.38522285,-0.38689372,0.22779411,-0.27391323,1.1864969,-0.3532881,h
0.66384184,0.06662303,1.387476,-0.8666101,-0.59286684,1.1370705,1.2445186,0.8462772,-1.7016568,0.9176644,g
-0.87955266,-0.20851839,0.34647408,-0.11119604,-0.17157558,0.5890377,0.47617579,0.5168017,-0.78760064,-0.62313014,g
0.0025927424,-0.29808757,0.5332011,-1.018974,-1.0824889,0.9642534,0.85522074,0.7725107,-1.3655553,-0.6827234,g
-0.53475606,-0.8179946,-1.0526419,-0.22318196,0.58633643,-0.06999812,-0.050386533,-0.70974684,-0.93246484,-0.23607124,g
-0.63818944,-0.337459,0.15648861,-0.4705682,0.1116654,-0.5085378,0.268819,0.71035606,-1.0722375,-0.1480828,g
-0.77545637,-0.74198455,-0.53630793,0.6204974,0.9110483,0.35497668,-0.6581634,0.7104057,-1.0185684,-1.1748726,g
1.0718877,0.64495623,0.3797121,-0.122270174,-0.22395512,-0.29616073,-1.9547635,-1.0885488,0.21734303,2.381276,h
-1.1419042,-0.9739325,-0.97241294,1.8358858,2.4274235,-0.0154020265,-0.16873279,-0.14942473,1.0361173,0.6454781,g
0.33646962,0.39460272,1.0320865,-0.55402684,-0.93605506,0.27472278,0.49527857,-1.3074127,-1.021033,1.3733606,g
-0.5994327,-0.4524214,-0.6162292,1.2058243,0.76340413,-0.6986216,-0.21063836,0.36298868,1.505115,-0.0811719,h
-0.41310516,-0.4273649,-1.1401238,1.2672405,0.84064496,0.4515325,0.0531473,-0.75931907,-0.18587092,0.16719967,g
-0.113009095,-0.3749583,0.87440974,-1.0283873,-0.85140324,-0.7930731,0.8748327,0.78214073,-1.4273028,1.2455027,g
-0.9527765,-0.6972527,-1.1857723,1.5223497,1.675163,-0.8459668,0.019452704,-0.43577275,2.1508663,-0.7151088,h
-0.64405966,-0.6695222,-0.7543181,-0.34726787,0.03887259,-0.5805918,-0.32536587,-0.50903904,-1.4837248,0.38883343,g
-0.80210525,0.26309663,0.19143626,0.72703344,-0.11057403,0.325027,0.5815372,-1.0654261,-0.13895907,-1.2865696,h
-0.90934694,-0.17693841,-0.26992983,1.2516248,0.71849906,-0.07241136,0.29083169,0.03503743,1.2705864,-1.7591918,h
0.6361421,0.713068,1.1639773,-0.7024752,-0.35237423,-0.9581084,-1.1859485,0.40420106,-0.56213474,1.1646712,h
-0.94935536,-0.44028747,-1.5077078,1.4088123,2.08714,0.25109872,0.119533986,-0.21400578,-0.027138203,0.46875697,h
-1.1235907,-1.269118,-0.6506047,1.9477711,2.9873612,0.5013647,-0.1334723,-0.14716077,0.8879235,-0.23570085,g
0.60253215,-0.25624323,1.0397775,-0.7434008,-0.6921614,1.133889,0.8171778,-0.34458172,-0.7896769,0.50931376,g
0.025367051,-0.23137471,0.30796558,-0.55885565,-0.65238714,-0.35392007,-0.74513155,-0.7296693,1.9416701,-2.3585982,g
-1.1815455,-0.007611513,-1.7703027,1.3901839,0.8226164,-0.19147569,-0.036851987,0.25909364,0.103324756,-0.65045166,g
-0.8509366,-0.53538495,0.05151117,-0.826696,-1.0279468,0.40060562,-0.20727246,-0.45741695,-0.6047166,-0.45071915,g
0.31944317,-0.2762209,1.1458726,-1.0881035,-1.2709147,0.43636388,0.5913608,-0.37999308,-0.76354223,0.47479606,g
-0.25229234,-0.40469742,-0.27841467,-0.13260065,0.031967238,1.150841,0.021741435,0.5031275,-0.2551533,-0.5728985,g
-1.015487,0.071543604,-0.93689585,0.31466642,0.35781133,0.0954556,-0.4137212,-0.11686921,1.4960465,-0.21066697,g
-0.6003664,0.65072525,0.10547198,-0.57532704,-0.86400783,1.0702639,0.9583434,-0.90645456,0.14803626,0.73962736,h
1.4763756,0.006055802,0.24297363,-0.69744205,-0.27010474,-3.675079,2.426451,-0.49777317,-1.2214429,0.9520675,h
-0.11286317,-0.21129084,0.43106633,-0.8367306,-0.22815669,-0.019981503,0.67563516,-0.79180425,0.6440878,0.44950107,h
1.3156785,-0.008743353,1.4671237,-0.95368683,-1.0645278,-0.23360278,0.79447675,-0.8438622,-0.77306956,1.2645435,h
0.11871028,0.5495815,0.9512289,-0.7904852,-0.99811023,-1.8009892,1.9183407,1.6648313,1.2771837,1.5009229,h
3.4043763,2.6228569,1.4258885,-0.75630784,-1.1325965,-3.6639938,-3.7400756,2.0164144,1.2597203,0.9298607,h
-0.68355715,-0.8710176,-0.89240414,1.045387,0.98995256,0.51947075,0.17146656,0.030216679,-0.10367295,-1.1431078,g
-0.7486237,0.28287536,-0.3737021,-0.35402185,-0.024548918,1.4337089,-0.77082825,-0.7572,1.0387222,-0.26817912,h
-0.51023805,-0.4804289,-0.968563,-0.065622695,0.083295405,-0.66525316,-0.23914303,0.13095659,0.007857114,0.7841048,g
2.5616722,1.2628204,0.50340956,-0.18090156,-0.31761914,-1.817716,0.011601329,0.8576018,0.82766706,1.3607949,h
-0.1348,-0.11792508,-0.42968154,-0.16775446,-0.3369432,-0.15460224,-0.20425633,-0.86736774,-0.531243,-0.46400866,g
1.7661251,0.22406414,-0.27627164,-0.12949525,-0.31077096,-1.4124259,-2.5922785,1.0979195,1.1923975,-0.2235362,h
-0.33966285,-0.022969618,-0.8394293,0.16987005,0.22608064,-0.13537538,-0.22596216,0.6317718,-0.7889487,-1.1066376,g
0.93054396,1.1763446,2.2027137,-1.899386,-1.5322683,0.8266914,0.8066712,0.41390806,-0.8700263,0.9685849,g
-0.4737242,-0.6583109,-1.178452,0.707772,1.0892175,0.43606856,-0.53058577,0.40423,-0.12840036,-0.46256953,h
-0.7643794,-0.66347486,-1.8638556,1.1975423,0.8318368,0.5644002,-0.097265854,0.0014756024,-1.2397064,0.8568722,h
0.31865054,-0.12944275,1.2384486,-1.361644,-0.87967294,0.11242992,0.8042135,-1.3322794,-1.0656552,0.7189327,g
-0.0010327995,1.1017016,2.1435332,-1.280114,-0.9365095,0.5201478,-0.035855085,-2.715374,-0.26444513,-2.092125,h
-0.18934643,0.3174329,0.198167,0.069117635,0.13610092,-0.033687785,0.47693408,-0.4896847,0.52057004,-1.2893102,g
0.29992676,-0.033200994,-0.64715457,0.3923642,0.915375,1.2680947,0.048122585,0.15206793,-1.0401782,1.0841645,g
0.84369135,0.5396434,0.68820214,-0.012523174,0.13084495,-1.8518306,1.0090414,-0.8359648,0.5448798,0.92647535,h
0.51549214,1.7513309,0.21180901,-0.24701649,-0.64994866,0.6657603,1.0011852,-2.4121416,-0.16265646,1.9968271,h
-0.56788075,-0.6057501,-0.81434363,1.1935734,1.5003346,0.5546836,-0.65424764,-0.45722997,1.7659513,1.0583059,h
-0.3979951,-0.35518655,0.34644055,-1.1376051,-0.92793024,-0.49880764,0.4779884,0.13694546,0.7542904,-1.4559686,g
1.3225771,-0.0009293258,0.7372248,-1.171426,-0.5674585,-1.3666273,1.0636911,0.32114846,0.6678102,1.283747,h
0.37908462,0.41978154,2.089498,-1.1334463,-0.46260446,-0.56958276,0.962042,0.54171777,-0.7772301,1.4458599,g
-0.9623574,-0.3285447,-1.1507833,1.2989967,1.1514136,0.14674467,-0.255238,-0.3041038,1.0516236,-0.4130744,g
1.3540158,-0.048933342,1.1496174,-1.253606,-1.1954792,-2.4214497,1.0019553,-1.283523,0.86055845,0.7590394,h
-0.21032143,-0.31126457,0.7585285,-0.76444185,-0.26756367,0.55908537,-0.31316808,-1.1964494,1.164069,-1.9818776,g
-0.551551,-0.77327883,-1.2721298,1.7402214,1.6449142,-0.4990455,-0.39587435,-0.31130397,1.0869083,-1.4939644,g
0.1466619,-0.42368641,1.2991725,-1.2882134,-0.8635517,0.61355686,1.1788255,0.5902517,-0.3722396,0.7437103,g
0.03704208,-0.37587065,1.6561368,-1.181709,-1.2031822,1.2228386,0.8065847,-0.49932063,-1.224301,0.31508648,g
-0.63165283,-0.6933248,-1.3094424,0.8957903,1.0022079,-0.29581016,-0.6082176,0.37608224,-0.58065075,-0.74464756,g
-0.33522892,-0.6283077,-0.05345586,-0.4415986,0.07476626,0.26030463,-0.4377908,-0.41577235,1.6587077,-0.2662562,h
0.23933063,0.11942439,-0.46839723,1.2421615,2.0612042,-1.0854977,-0.81912297,-0.8298024,-0.83849823,0.9085691,h
1.7713478,0.80488473,1.3903464,-1.772948,-1.6065333,1.1793263,-1.7036589,-1.6227388,-0.21421725,1.6614316,h
1.2150974,2.320871,1.0345732,-1.0636365,-0.53456295,-0.7682091,-1.6819746,3.0158372,0.9652169,0.5663903,h
-0.7267989,-0.70723313,-0.24067226,-0.19536708,-0.19565505,0.4007714,-0.24839777,-0.6907922,-0.8883313,-1.3448988,g
-0.79584116,-1.1706954,-0.8190421,1.1515832,1.7790127,0.834592,-0.4948929,-0.7532929,-1.485363,-0.3524389,g
0.30306447,0.08797029,1.4844307,-0.56024224,-1.3666817,0.15108424,0.9506775,-0.4525599,-1.4641019,1.9151565,g
1.1209021,0.33950406,1.7683296,-1.213302,-1.5121188,1.2803718,0.90772164,-0.7098985,-1.2977643,1.3062797,g
1.8360004,1.8411999,1.3755996,-1.0256466,-1.2940875,-2.6825705,1.7579525,-2.0159917,-1.3851087,0.2771124,h
-0.6372404,-0.5729536,-1.093606,-0.05562827,0.48801017,-0.09494384,-0.04892561,0.4573701,-0.83975697,-0.840084,g
0.38322902,1.7319858,1.2915285,-1.2579606,-1.1288953,-1.9421602,0.90809226,-1.8707542,-0.042032957,1.3821471,h
-0.41040432,-0.5843812,0.26097456,-0.7360939,-0.3611027,0.5838979,0.48701558,-0.6308528,-1.0655429,0.21489199,g
0.48231483,-0.11458802,-0.14736855,0.750159,0.8596746,-0.9936579,0.4999523,0.77426547,-0.6501964,1.134244,g
-0.22750625,0.60673535,0.10254246,0.11907837,-0.34086123,0.06188461,0.20620275,0.7492821,2.4865978,-0.7617842,h
-0.59536624,-0.25727105,-0.23826967,-0.13489714,-0.6366778,-0.56788504,-0.74793905,-0.7907108,0.43293005,-1.2219828,g
0.20708255,0.56249523,0.5831296,-0.6657906,-0.72749394,0.8290573,0.7687912,-0.7699528,-0.026949942,0.16257076,h
0.16042343,-0.024569586,1.5197735,-1.6656706,-1.2096884,1.2924813,1.3662789,0.29281804,-0.20284015,-0.1314117,g
0.02250418,-0.15592358,-0.61481106,0.11876528,0.14749809,0.19633904,-0.63079536,0.033688635,-0.8948976,0.9830388,g
-1.119868,-0.60140043,-0.3634944,1.2144594,0.8303524,0.8837757,-0.3846592,0.048537552,1.4373425,-1.1881598,h
