V1,V6,V10,V12,V13,V14,V15,Class
0.44776478,-0.4324231,-0.3550312,-0.8546314,-0.48198962,-0.25699574,0.017826974,1
-0.68456435,-0.5055222,-0.65921235,-0.24266994,-0.22399232,-0.49131224,-0.5970142,1
-1.4383882,0.10567978,-1.5204425,1.28429,-0.32690454,-0.11652592,-0.6129128,2
0.89642155,0.104072414,0.36556506,0.15104836,-0.6976698,-0.50862384,-0.9710069,1
0.1287159,-0.4182231,-0.34887588,0.44715646,-0.14879927,1.1144168,0.020954322,2
0.6893919,0.6436329,0.8128133,-0.23462212,0.6888393,-0.4029313,-0.26714936,1
-0.30067343,-0.046364814,0.91303927,-0.6066603,-0.052295715,-0.17182854,-0.2258999,1
-0.2854188,0.33045352,0.05609411,0.15659833,-0.19921018,1.741927,1.1318924,2
0.7197373,-0.68812156,0.14847511,0.018685967,4.381765,-0.38999587,-0.54851466,2
-1.0297191,-0.43455255,-0.9334983,-1.0687562,0.78503734,2.6363776,3.3352191,2
-1.0313518,0.82484514,-0.23144996,-0.89759535,0.39616293,-0.11845937,-0.24591619,1
-0.8443143,-0.016213551,0.054132886,1.5488632,-0.7076333,2.6592734,0.73547757,2
-0.107148826,-0.62251174,1.2352322,-0.19129568,-0.75045717,0.027828485,-0.48399872,1
1.3159295,0.69802356,0.21379691,0.17122701,0.9910389,-0.64220834,-0.50499195,1
0.12173577,-1.2822082,-0.86254394,-0.56997216,1.0911074,-0.45960334,0.029854596,1
0.97193205,-0.7296001,-0.2921039,-0.63729423,0.23950335,-0.88060224,-0.29408014,1
1.0109946,-0.18867078,0.37689206,0.5255671,-0.4240621,-0.6233213,-0.20015115,2
-0.62815607,-0.6546173,1.4328533,3.799237,0.11784373,-0.7360678,-0.12680122,2
-0.24292453,-0.5597278,0.7860265,0.22049461,2.566373,-0.4843476,-0.19592369,2
0.6547609,-0.9899053,0.5767761,-1.2358209,-0.78812784,-0.42161673,-0.5070406,1
-1.8417332,-0.42271975,0.033116467,1.4572905,-0.8231269,0.21532938,-0.18067351,2
-0.4666741,0.4379505,0.29719308,0.67344034,-0.15255827,-0.21228036,-1.0121846,2
-0.79029655,-0.5346477,1.436122,-0.90138227,3.3910584,-0.7036945,0.061935276,1
0.933332,-0.4971605,-0.7180778,2.059205,-0.08920291,-0.63700515,-0.45065358,2
-1.1639516,-0.21680863,1.4409419,-0.45643002,-0.30029532,-0.28028804,-0.71222353,1
-0.5174616,0.0030122101,-1.5532919,-0.56362724,-0.35539657,-0.40878713,1.8129493,2
1.0006801,0.6708836,0.72013324,-0.4630232,-0.72347826,1.7852043,-0.24634352,1
-0.53791285,0.10809782,1.4673252,-0.95555055,-0.16984975,2.8071458,0.31395385,2
-0.21276127,0.89236224,-1.6314293,-0.5575863,0.3371881,-0.46433458,-0.8591109,1
1.0565568,-0.7845521,0.75080764,-0.0057008564,-0.64272296,0.1490764,1.3863691,2
1.2299474,1.4558443,1.8205811,-0.25836006,-1.1951494,0.3991741,-0.058927,2
0.6729997,0.34633538,1.6209879,-0.69519484,-1.0387899,3.9177334,0.68119913,2
-1.1350749,-0.6872034,0.63615924,-0.8513304,-0.18667117,-0.20326242,-0.4932189,1
0.58102393,-0.40723032,1.6560714,-0.09073749,0.20420192,0.8207108,0.4678438,2
-0.7273196,0.035380423,-1.2569771,-0.9107802,0.6644885,-0.27154264,-0.3659412,1
0.34291422,0.2812189,-0.20171723,-1.1501617,-0.37589747,-0.5999639,-0.45985228,1
0.42845613,-0.27156907,1.2036042,-0.31263176,-0.09220995,-0.523493,-0.57153434,1
1.2558246,-1.0590235,-0.5930927,4.7575617,-0.90598774,-0.64882064,-0.60060006,2
1.4659286,-0.6698251,0.5160931,-0.75426865,-0.51491505,-0.29228953,0.100105494,1
-1.5156794,-0.6024974,1.4791586,-0.7653486,-0.52683496,1.8317707,0.8057047,2
-2.1927323,1.622284,1.1941884,0.4457396,-0.7363164,-0.38726577,-0.3801089,2
-0.7429006,-0.3640135,-1.3529419,-0.84182763,-0.16128016,1.223156,2.9365604,1
0.89190996,0.6477364,-0.97141826,-0.30300418,1.8789995,-0.36719683,-0.3038832,2
-0.43906182,-0.52718806,1.026988,-1.0732188,-0.40840274,0.56800836,0.7992796,1
0.40446457,-0.36001295,-1.2243074,-0.7820042,1.271257,0.0829899,-0.097362965,1
-0.523327,-0.53618014,1.3986155,-0.9122434,0.6878172,-0.5548453,-0.24788089,1
-1.3600918,0.1865321,0.15458763,0.6182467,0.32928497,-0.16461983,-0.11310488,1
-1.196314,-0.2869848,-0.36780056,-1.4021978,-0.47527796,-0.47255772,0.26107398,1
0.47460687,-0.45544437,-0.28741837,-0.46580774,-0.4777866,-0.27829975,-0.6039059,1
0.9628386,0.07269969,-0.77060413,1.3240974,-0.7077744,-0.30067417,-0.34042686,2
-0.36293536,-0.51111525,2.0051668,-0.73025525,-0.29185787,-0.41812235,-0.6682712,2
0.53531873,-0.21699396,1.1768063,-0.4041261,-0.52177995,-0.6253693,-0.20864484,1
-0.47022462,0.008764386,2.0342975,-0.7985927,-0.7072158,-0.23346174,-0.474253,2
-0.93279535,0.34416574,0.5373511,1.1363139,-1.1566775,-1.2161806,-0.5459215,2
0.30561566,-0.14400178,1.9121357,-0.15843219,-0.4856277,1.3069392,-0.31948683,2
-1.2158321,-0.51949924,-0.1500366,0.35918936,0.20195274,-0.7732378,-0.44986662,1
-0.5553648,-0.59376794,0.9354621,0.025236696,-0.6710457,-0.32724637,-0.044150233,1
1.5382117,0.2205199,1.2364658,-0.43662208,0.31879264,-0.071563244,-0.05991569,2
-0.1242496,0.22667964,1.3603358,-1.1224568,0.0923683,0.52288735,2.763274,2
1.6239626,-0.6973311,0.09549234,0.8579089,1.6228404,-0.48839897,-0.10502508,1
-0.26949987,-0.056682646,-1.2262545,-0.16015285,-0.3308969,-0.7075628,-1.0087155,2
-0.80859363,-0.12165612,-1.2734035,-0.52598906,0.54953057,-0.65857446,-0.43378726,1
-0.91504574,0.35484162,-0.022222906,0.5408567,-0.27666533,2.6933904,0.113903165,2
-0.2828021,-0.10641375,1.5048537,-0.99497306,0.6834097,-0.37983137,-0.19496746,1
-1.0063996,-0.2754601,-0.973981,-0.058389008,-0.021588266,2.7856576,0.11034906,2
-1.113692,0.303525,-1.4617171,-0.2948408,-0.47719845,0.39374328,0.55363405,2
2.1240025,2.6257734,-1.2431964,1.3653618,-0.3730191,-0.46665803,-0.5947411,2
0.67890275,-0.5402437,-0.7850245,1.1821672,-0.5213446,-0.27544025,-0.09682074,2
-0.839681,-0.59410685,-1.398685,-0.9601821,-0.0108970255,3.0873146,-0.26108366,1
1.0218216,-0.00073716044,1.0251862,0.25903797,-0.41861373,-0.60971487,-0.77407634,2
1.6294502,-0.059893996,0.9959864,-0.78601444,0.26605272,1.3778706,0.34883368,2
-0.859224,-0.3241259,-0.7713945,1.5043638,-0.2747301,-0.4866464,-0.5000986,2
-0.09514068,-0.67925376,0.7790902,0.7833519,-0.4845923,1.0776838,1.6634097,2
-1.1044077,-0.4532527,-0.07721303,-0.25055176,1.2479717,-0.5604509,-0.069547206,1
-1.5245981,0.44235152,1.2460529,-0.10410536,-0.68135965,-0.5896351,-0.15380564,2
0.2011463,-0.95366293,0.31093797,-0.56219494,1.8453017,-0.5966375,-0.6982262,1
1.086998,-0.66661185,1.024638,-0.74488914,-0.70740926,-0.06562841,-0.24217717,1
-0.99191093,1.2398785,-1.6889719,1.3015621,0.08667226,0.13235596,9.241878,2
-0.47809508,0.93464935,0.20949546,0.8048438,-0.08380979,-0.884553,-0.5887605,2
-0.018606324,-0.52412343,1.6757005,0.80879146,-0.27697107,-0.27355152,-0.2730893,1
0.35163856,-0.27271295,1.5708997,-1.0470734,0.46173823,-0.15725645,-0.16015038,1
-1.1571094,-0.21974735,-0.4606202,-1.0621967,-0.6979113,0.37109056,1.2581141,2
-0.64767176,0.20423277,-1.5059472,0.39207324,-0.58902174,-0.8796315,-0.9972358,2
-0.69133633,-0.22716627,0.85995096,1.320728,-0.2111125,-0.55917925,-0.0944854,1
0.003044352,-0.3437294,-0.35297626,-0.5213603,0.03157562,-0.8302088,-0.32810697,1
0.40042982,-0.30875224,0.014698654,0.16786675,0.43051177,1.9763818,0.24901491,2
0.9407505,0.102871716,-0.4441346,-0.009448141,-0.3469839,-0.66703004,-0.36105052,1
-0.8399857,-0.14885405,-1.3617984,1.8485038,-0.72285515,-0.44139645,0.08068979,2
0.56351805,-0.58529043,0.31103486,-1.0323231,-0.03452775,-0.3736823,0.59991,1
-0.9116763,-0.4589953,0.7074412,-0.72747093,-1.2429497,0.002024144,-0.21754926,2
-0.9828363,-0.5140006,-0.0296579,2.899644,-0.9019793,-0.8162971,-0.14187868,2
-0.47438678,-0.38622093,2.0318708,1.1717714,0.05055,-0.46762353,-0.0021957457,2
1.0265187,0.5552491,0.6437958,-0.5090079,-0.1092045,-0.37643272,-0.56949615,2
1.4427712,0.14750484,-0.995963,0.5751818,-0.25117016,-0.41427216,-0.22209795,2
-0.81785905,-0.18051645,-0.91882706,-0.82155055,0.5696679,-0.6852571,-0.2881738,1
-1.1898855,-0.49834263,-0.7663571,-0.12660454,-0.25293106,-0.47376397,0.12747762,2
0.6648526,-0.32838553,0.65257233,2.8262286,0.27430385,-0.41569054,-0.42364845,2
-1.2183125,-0.1438466,-0.10078487,0.35904375,-0.37139916,-0.8140328,-0.41615537,1
-0.9543439,0.68999064,-1.017815,-0.18952678,-0.767188,0.16553897,0.17147847,2
-0.6335039,-0.5225515,2.0231915,0.3370336,3.144093,-0.70299137,-0.41506162,2
-0.6197392,-0.47532204,0.491958,2.0833414,-0.9050936,-0.70987886,-0.31676072,2
-0.82740676,-0.06278521,1.9126444,1.4874935,1.0956079,-0.5869659,-0.41825253,2
-0.16614336,0.012672782,-0.39616573,-1.0034328,0.045644984,0.38122782,3.78148,1
-0.861989,0.39275163,-0.80491793,-0.2773354,0.12526654,0.58330154,2.3437538,2
0.07184705,-0.05540681,-0.8152595,-0.1321744,-0.7562316,0.5230477,0.7822334,2
-0.82348984,0.115192324,1.0175824,-0.10821417,-0.32592452,-0.341326,-0.17666446,2
1.5481112,0.71531963,1.6284696,0.60712165,0.5061791,-0.5977537,-0.28953415,2
-1.6253284,-1.0285406,-0.47716868,-0.16695796,-0.13171381,1.866905,1.1872642,1
-0.1394934,-0.14024359,-0.32300425,-0.29576072,-0.576665,-0.78826463,-0.56596124,1
-0.022084352,0.4495549,-0.41372028,-0.26998067,-0.13619903,0.38421956,-0.44462943,2
-0.81181854,0.14293995,0.79471034,1.9586898,-0.5730508,-0.0014217496,-0.50341517,2
0.7310952,-0.4428813,2.0539203,-0.6605492,-0.29904294,-0.5112301,-0.48048562,1
-0.8729559,-0.34178194,-1.0355496,0.2965181,-0.35896868,2.676272,2.5169768,2
1.2131659,-0.329163,-0.3778842,-0.48779163,0.38268828,-0.8453218,-0.31513342,1
-1.3485703,-0.52489257,1.332854,0.69284153,-0.7570398,-0.44862482,-0.08067003,2
1.6558368,-0.8284167,1.3801607,-0.875811,0.32981223,-1.001329,-0.6977949,1
0.23738083,-0.842798,1.4678355,-0.26117152,-0.5853823,0.56408155,1.316401,1
0.72238517,-0.17606452,-0.8306854,-0.8185732,-0.3368507,-0.43373156,-0.4327874,1
-0.319604,-0.6257339,-0.26846713,0.3343193,-0.45877755,0.09406832,-0.70582235,2
0.8610078,-0.34922826,0.05747758,-0.9092624,0.18607745,-0.4746002,0.28427294,1
1.4303555,-0.31450254,0.8279359,-0.49796584,-0.07637642,-0.71680105,0.081659675,1
-0.63404804,-0.40706414,-0.05629632,-0.51251185,1.8563554,-0.5560266,-0.32757458,1
-0.5370624,0.27137366,1.4344175,1.7330377,-0.63882035,-0.45301425,-0.1043821,1
-0.0950452,-0.22024687,-1.2525266,-0.9408643,-0.8549056,-0.31418484,2.8851585,2
-0.69747174,-0.7672802,0.33215845,0.2854305,-0.47826082,-0.49733654,-0.58611584,2
-1.1408612,0.98294735,-0.7325774,-0.37504238,-0.6962802,0.48116606,0.023767028,2
-0.45381463,0.26141855,0.17472807,0.17654935,-0.72684693,-0.21110395,-0.1805039,1
0.79277015,-0.97949183,0.38870195,-1.1526325,-0.8214636,-0.34867126,-0.15074004,1
-0.083425604,-0.066977054,-1.0447347,-0.13789538,-0.47928792,-0.16833308,-0.28557327,1
-1.0067065,-0.09921858,-0.0028983653,-0.08036932,-0.65857625,-0.37996688,0.15467629,1
-1.2986358,-0.26778656,-0.9875718,-0.23362957,-0.7519255,1.5313935,0.2586336,2
-0.9527194,0.4059242,-0.5192223,-0.76660144,1.7747235,-0.3587098,-0.7674275,2
-0.6729038,-0.4522471,0.38570142,1.7723769,-0.7145153,-0.45189807,-0.6281438,2
0.86668485,-0.110415876,1.8429959,-0.68773496,0.8956242,-0.6166783,-0.289195,1
-1.1228683,-0.4257314,-1.7032588,0.7146946,0.47330648,-0.7190602,-0.30184588,2
-0.80775154,-0.19892886,-0.4168273,-1.1498232,0.42661387,-0.47194967,-0.6127591,1
-0.95903766,1.6564765,0.82734364,-0.5309595,-0.15636176,-0.07824123,-0.22498973,1
-1.3041219,-0.24355769,-0.60299355,-0.9698509,0.24857125,-0.69233024,-0.10586801,1
-0.9839662,-0.4457809,0.016833037,3.9026017,-0.2399978,-0.48789954,-0.6124656,2
-0.8944479,0.070636705,1.284989,-0.28682172,0.86055475,-0.6795145,-0.400093,1
0.14352128,-0.51555336,2.4585667,-0.8362653,0.2271026,-0.21655971,-0.1973289,1
-1.0836629,0.34927467,-0.71905327,0.27061525,0.5117956,-1.467677,-0.22109146,2
-0.07411974,-0.24704948,-0.28912172,0.9672344,-0.76356745,-1.2685635,-0.022306442,2
-1.3902612,-0.30014154,0.027727127,-0.27137184,-0.25782853,-0.44649574,-0.5500624,2
-0.81115955,-0.5542406,-0.2303475,-0.042278178,-0.46843016,-0.6033877,-0.34392443,1
-0.773377,-0.4407321,0.35695022,-0.334575,-0.570703,-0.87233615,0.05164206,1
-1.0841771,0.13936931,-0.9281548,-0.5321466,-0.5686437,4.118756,0.44621858,1
0.5442422,0.5189686,-1.2609924,-0.54002184,0.6890739,-0.51464045,-0.5209734,1
-0.8152004,-0.6384061,-1.724222,0.057177484,-0.14710966,-0.039620966,0.1383464,1
-0.9816674,-0.2698568,0.6912125,-0.6745473,-0.32829714,0.5708331,0.8270852,2
0.029049084,0.22560103,-1.1283497,-0.21432573,-0.7131387,0.31833267,0.19692305,2
-0.46035805,-0.2212972,2.086912,-0.67108977,1.365336,0.464835,-0.20473695,2
1.2371761,2.2310586,-1.422231,-1.1038864,-0.48049146,0.36354357,0.0053888746,2
0.790519,0.43613678,-1.0326794,0.8423245,-0.29833144,-0.71490353,-0.22412944,2
-0.19408295,-0.2761681,0.24780935,2.1728039,-0.95415306,2.595801,0.7729286,2
-0.93524045,0.10140659,1.4634078,0.8046331,-0.66661704,-0.40014064,-0.29028705,2
0.5934029,-0.19096965,-1.4012189,0.2460411,1.2506478,2.616813,0.47830263,2
-0.7248853,-0.56606925,-0.758275,-1.4538175,-0.27846432,-0.20098501,-0.40478575,1
0.6085231,0.34753388,1.7735981,-0.27296883,-0.37298423,0.32912287,0.18440586,2
0.65537095,0.20831674,-1.1436684,0.80141664,0.3294254,-0.6695069,-0.39118567,2
-0.7734018,-0.064441234,-1.6651295,0.8654486,-0.7785385,-0.9928615,-0.6540024,2
1.0456998,2.6480708,-1.6414179,-0.39258844,0.21121337,-0.7788987,-0.7389724,1
-0.2387852,-0.0008703768,0.74772024,1.2439976,-0.8356371,0.17678675,-0.0108554065,1
0.73601717,0.765556,1.4154269,-0.68810916,0.03501515,-0.503815,-0.7898705,1
-0.36698598,-0.23841521,-0.29398507,0.744267,-0.5063175,-0.45553866,-0.18816695,2
0.0029923245,-0.5950414,0.8725091,0.88597655,-0.50869113,-0.650347,-0.04036969,2
-0.66026187,-0.20721728,-1.400476,0.13126552,-0.37063992,1.7491527,0.5447202,2
-0.91645175,-0.37132517,1.4055305,1.7550635,-0.17978162,-0.56797314,-0.5299581,2
-1.3575056,0.31784776,1.193258,-1.3959827,3.7594862,-0.55556875,-0.23516938,1
-0.37460262,-0.29829338,-1.4990668,2.3683124,-0.06695643,0.3813467,1.2934141,2
-0.9335488,-0.58880895,0.79101074,0.15296113,-0.48864698,1.6195846,0.95438933,2
-0.7844279,-0.30743164,0.25254205,1.8833928,0.42763194,-0.27714407,-0.0725002,2
0.15255433,-0.7289677,1.4563568,0.17022699,-0.34954575,-0.30479246,-0.7780826,1
-1.2488158,-0.19108123,-0.97832,2.4616475,0.08188684,-0.38065723,-0.7514077,2
-0.9495406,-0.23705728,1.3336552,0.014727615,-0.35481107,-0.55237526,-0.102130055,2
-1.5418615,-0.561327,0.17055924,-0.721396,-0.30928755,2.5423703,0.83753186,1
0.49280566,-0.30647612,1.8933257,-0.9796581,-0.16387202,-1.0493628,-0.031585097,1
0.16404718,0.40764192,0.37042165,-1.6507887,-0.51518166,-0.31837386,-0.36935535,1
-1.4830828,0.1451531,0.23539442,-0.004908666,-0.23863319,-0.9586042,-0.9023187,2
0.955932,-0.16971095,-0.9192668,-1.1455016,-0.8271884,-0.2349003,0.07204798,2
-0.58866966,-0.66751945,1.0821133,-0.4938336,0.09102717,-0.6732145,0.27156177,1
-0.18714511,0.664286,0.20413384,-0.96976787,-0.20694917,-0.30261636,-0.53766614,1
-0.29090676,0.04792808,0.8469916,0.34001973,-1.0023054,1.5371754,0.2599554,2
1.0956684,-0.8773608,-0.8459625,-0.5792674,-0.36175132,-0.6308083,-1.0934215,1
0.26099133,-0.9271308,1.792182,-0.5290872,-0.7224794,-0.5330221,-0.26495695,1
-0.9508093,-0.35088816,0.29925755,2.0274878,-0.7070683,-0.37940887,-0.45022058,2
0.54474026,0.109072946,-2.2520025,-0.25188452,-0.72148913,1.6513069,0.4859866,1
-0.6732023,-0.44210017,1.5595675,0.79694074,-0.3500985,-0.3217429,-0.665698,2
-0.09101597,-0.6960912,-0.46667993,0.35683072,0.57417685,-0.7384535,0.17569068,1
0.34053108,-0.51889193,-0.99518913,-0.59427464,-0.6441945,-0.4874121,-0.48489326,1
0.99418,-0.4457187,-1.0480571,-0.66654384,1.9758186,-0.1701434,-0.27288902,1
-0.31065893,-0.81386304,-1.4022381,2.1247375,-1.1089164,0.17385909,-0.4666563,2
0.87647307,-0.2601443,0.05655396,0.30626547,-0.9080055,-0.20826778,-0.45574126,2
0.38035065,-0.2840113,1.5453105,-0.29579014,-0.35006028,-0.5555022,-0.2864743,2
-0.28223884,-0.5235216,0.46097624,-0.051426187,-0.46497792,-0.79957294,-0.312346,2
-0.938433,0.4370509,-0.06647909,-0.4598181,0.4736849,-1.008597,-0.5725534,1
-0.14526224,-0.14136061,1.221904,-0.32398772,-0.87255424,-0.6197501,-0.27270585,2
1.1918122,-0.6184004,-1.0964366,0.2708368,-0.88928026,2.9279742,1.5310955,1
-1.4910189,-0.48637936,1.5183966,-0.8633253,1.7862084,-0.30491972,-0.17286895,1
-0.5104086,-0.5312312,-1.8217467,0.09187298,-0.45820946,-0.64557505,0.17770645,1
-0.4161613,0.91033256,-0.5249537,-0.5112256,-1.005238,0.73242325,1.6877624,2
-0.63060504,0.11117372,-0.46839544,-0.6499134,-0.15576051,-0.5150278,-0.41433913,1
1.0375558,-0.19924748,-1.0767297,-1.1429846,-0.2311172,0.03662774,-0.2518476,1
0.39832523,0.5189791,-0.46241397,0.51612306,-0.41814148,-0.3829747,-0.4968744,1
3.8331113,-0.03045598,2.0006027,-0.7147435,0.3327642,0.86837643,-0.28576845,1
-0.9058169,0.16657713,0.68432283,-0.3906836,0.39027542,-0.47807798,-0.19554742,2
-0.37347358,0.75844705,-0.06524494,0.9284134,0.05281152,-0.1218465,-0.23324421,1
-0.647732,-0.32815173,1.0102422,0.114810824,-0.53339654,-0.3366589,-0.27595252,1
-0.71607494,0.12924129,-0.91424364,0.01032421,-0.23072714,-0.3863392,-0.24653615,1
1.4898692,1.7574269,-0.47986928,-0.3420367,-0.6717803,-0.57873005,-0.5074234,2
0.49219412,-0.42432576,0.6201631,-0.2374209,0.26123238,-0.5282117,-1.0552772,1
0.22135045,-0.86871994,0.6295739,-0.91461617,-0.7294358,0.24672791,-0.5913599,1
0.035885066,-0.8264779,1.4989356,-0.467548,-0.47769886,-0.53943306,-0.145035,1
-0.5941563,0.20060086,0.90273726,-0.30224806,-0.7776897,0.4406983,1.8876531,2
-1.3822961,0.9503387,1.1229546,0.34385478,-0.47190213,1.3539788,1.4095705,2
1.2205375,0.21838844,-0.28564885,-0.649816,0.14483598,-0.83848685,-0.5221601,2
-1.6592108,-0.27150443,1.888907,1.5374327,0.2839644,-0.52550185,-0.44594643,2
2.1641498,0.11397829,0.15322925,1.1163511,0.3093507,1.1506298,0.23804942,2
-0.72495425,0.079423025,-1.2470344,-0.090051174,0.11457636,0.10713583,-0.015991867,2
1.5446209,-0.630484,0.4148727,-0.50866336,-0.02316016,-0.4009985,-0.15495089,1
-0.5371375,-0.5056772,-1.3383367,-0.16906194,-0.362476,-0.34011313,1.1135955,2
-0.9143573,-0.26767573,1.9422785,-1.0412365,-0.48510483,0.5469581,-0.03205727,2
-0.8472067,-0.6631015,-1.7353709,-0.37062433,-0.62746394,-0.76498073,-0.44340104,1
0.68052316,0.46018723,0.23807272,-0.80022246,-0.29654688,1.7908819,-0.4039549,1
1.1492692,1.9078102,-1.5101099,-0.39552796,-0.17251265,0.34117827,-0.0138768405,2
-1.2804745,-0.5291035,0.45791692,2.1444798,-0.9147433,-0.039200544,0.085350275,2
-1.5598079,0.3572759,-0.102524236,1.6850823,-0.60272557,-0.7569979,-0.07724801,2
1.22804,-0.43494302,-1.0058731,-0.029414177,-1.0049437,-0.32333606,-0.15035704,1
-1.0817242,-0.5560042,0.98562574,-0.61114657,-0.5712699,-0.4926837,-0.5242218,1
0.8861346,-0.089422114,-0.35790688,1.5326531,-0.8171155,-0.31280196,-0.049420208,2
-0.72128356,-0.49982992,-0.1844945,-0.8900313,-0.31147474,2.3176563,6.3816843,1
-0.4527588,0.8476341,0.39286244,-0.58304805,-0.45668337,-0.77902055,-0.26486844,1
-0.54189557,0.28257617,0.8145609,-0.7862229,0.24589092,-0.42428964,-0.5962982,1
1.8706462,-0.17051819,2.0864103,0.7174251,-0.25570372,0.44283032,1.2440026,2
1.1059469,-0.8092793,-1.9684521,-0.8608126,-0.0627418,-0.6072578,0.09580508,1
1.5010788,0.00041761994,-0.11151384,0.26860106,-0.3719961,-0.52500725,-0.68440783,1
-0.9372306,-0.23848118,0.6998557,0.51926506,-1.0319871,-0.6436782,-0.27492225,2
-0.3399198,-0.33903804,0.33068764,1.1428988,-0.28964815,1.1251168,0.68022764,2
-0.9124632,-0.3422256,-0.40403366,0.23285292,-0.23521203,0.16471395,-0.48861867,1
0.15458085,-0.06782964,-1.4369074,-0.64910823,-0.4074659,2.2380712,0.5395388,1
0.6778171,1.3452227,0.8958092,-1.076314,-0.7118106,-0.38733393,-0.5063845,2
1.326035,1.3561686,-1.4000895,-0.3031784,-0.0964536,-0.9861832,-0.31558046,1
-0.29303068,-0.8572073,-0.017669093,-0.47443575,-0.4371235,-0.759198,-0.517571,1
-0.37272835,-0.24397978,1.8387473,1.8463606,0.9838266,0.61710167,3.9861577,2
-1.0269334,-0.3361743,-1.3646277,-0.3252921,0.43788743,-1.1254299,-0.42180485,1
1.4841031,-0.22276247,-0.4617591,0.19150327,-0.31693426,1.0364501,3.2749872,2
-0.9097321,-0.01937383,-0.55730844,-0.36569127,-1.0372438,-0.16140056,-0.1722065,1
1.0423948,-0.5283373,2.091576,0.5118092,0.26389384,-0.4236521,-0.08818403,1
-0.023236722,0.9502166,0.29895616,-0.51134896,-0.4474222,0.25383633,0.44137776,2
-0.64545524,1.7191412,0.22738731,-1.0379329,-0.86482525,0.0832385,0.6116252,1
-0.44100496,0.6791785,1.5026659,-1.0239803,-0.53707033,1.3918829,0.6488985,2
-0.4474887,-1.0638326,0.6724011,-1.0782621,-0.15903623,2.983475,5.8184643,1
0.1498515,0.32033753,-1.0897354,-0.88638973,-0.98588735,-0.17628783,-0.26081973,1
-1.0369078,-0.59467006,-0.25400355,2.3570151,-0.052442014,-0.24302416,-0.31322572,2
-0.5263202,0.33020565,-1.0071524,-0.02587244,-0.89567834,-0.09651357,-0.25911668,2
0.043635145,-0.33811682,-0.26372632,0.31044412,-0.39822662,-0.6802399,-0.2486046,2
0.2969985,-0.17525482,-1.6184852,-0.2906123,0.5381815,-0.7776474,-0.6150796,1
1.7350405,0.13536158,0.9385935,0.33554283,-0.51603115,-0.3620894,0.06585953,2
2.5941021,1.2366927,1.395879,-0.3956125,-0.03510739,-0.23377976,0.8053057,1
-0.5446746,4.016535,0.2065495,-0.17443813,-1.0107176,-0.12786773,-0.3724957,1
0.79559666,1.3171687,-0.5795403,-0.06582865,-0.3727648,-0.7266209,-0.32551652,2
0.17664559,-0.4404911,0.80171925,-0.7042042,-0.838643,-0.58479434,-0.42374033,1
0.42830873,-0.35772488,-0.025029358,-0.5293043,1.4499211,-0.7696012,-0.10782954,1
1.1458569,-0.71269876,-0.8113321,-0.8412811,2.5561376,-0.9811851,-0.8375517,1
-1.2921015,-0.3505376,-0.9739034,0.24484986,0.017148837,-0.7564327,-0.27019873,1
-0.9107319,-0.6021792,-1.207849,-0.76386255,-0.5058001,-0.11290309,-0.5246829,1
0.22791396,-0.21808572,0.11499953,0.6531434,-0.71147096,-0.506854,-0.4343374,1
0.23630577,-0.5017155,-0.055583656,-0.86481494,-0.3931445,-0.588072,-0.8695879,1
0.8121135,-0.4785858,0.18004921,-0.8065252,-0.29048672,-0.9165791,-0.2928375,1
-0.9347758,0.5693737,1.2848567,-0.6364071,-0.6226112,-0.21765727,-0.7303173,2
-0.4220511,-1.1248536,1.8395629,-0.3341128,0.9223004,-0.6813836,-0.038447767,1
-0.8064389,-0.28670794,-1.3121961,2.9402223,0.661415,0.10684171,-0.6540611,2
-0.5152239,-0.6479442,-1.951893,0.51467335,-0.06750351,-0.54881483,-0.5762493,1
0.0018259287,-0.37994057,-1.2710024,0.60174894,-0.9947742,-0.98146904,-0.53609,2
1.2238573,-0.62228584,0.66011953,-0.24206269,-0.3006825,-0.57812536,-0.7594234,1
-0.45421103,0.7774769,0.49447787,-0.83020157,-0.44794133,-0.6494148,-0.4127199,1
-0.40358478,-0.3657613,-1.4991335,-1.1672955,-0.3681463,-0.57924396,-0.27733234,1
-0.18685013,-0.37703872,0.405631,-1.3160317,-0.6135406,0.47917393,0.8607205,1
1.2479154,-0.42093748,-1.8109531,-0.93359935,-0.6627101,-0.51962835,-0.7163567,1
-0.44652766,-0.23508675,-1.4759046,-0.31549466,-0.15777329,-0.58979654,-0.4087883,2
-0.2430934,-0.4139878,0.7957226,2.015336,0.66005844,-1.5170975,-0.30802023,2
-0.83171576,-0.37424996,1.3814654,-0.8556085,-0.35483715,0.794546,0.35365587,1
2.890889,-0.2233919,1.2988285,-0.5881896,-0.43908125,-0.32848078,-0.16513881,2
1.109839,1.4120774,1.1107605,1.071016,1.4637685,-0.385098,-0.5570795,2
-1.0506613,0.016254395,0.14367576,-1.1879915,1.305572,-0.38138777,-0.68334293,1
-1.3278637,0.19977263,-1.5589414,0.44538194,-0.56207186,0.071193546,-0.8691679,2
-1.0249114,-0.18179631,1.6405123,-0.7723633,2.0108163,-0.79717594,-0.78051054,1
-0.60439557,-0.33135226,2.1191564,0.0003561601,-0.39404094,0.4329378,-0.14047682,2
-1.449756,-0.8734174,-0.35829717,0.5218288,-0.59162694,1.1691059,0.15250975,2
0.8105196,-0.27773735,-0.53756875,0.75938547,-0.34970024,-0.38379365,-1.0140375,2
