f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,binaryClass
2.5325894,-0.5835277,-0.61043346,-0.22350636,-0.3595994,-0.45856315,-0.27266383,3.152917,0.46148834,1.8389418,-0.78611493,-0.39616466,-0.3171929,-0.616673,-0.45800197,0.17200562,-0.09178634,-0.4295088,N
0.8025661,-1.06403,-0.10535273,0.10525522,-0.41977364,-0.17236924,-1.0000975,-0.5015676,-0.47289217,3.7987714,-0.24508868,-0.37483174,-0.69690955,-0.40113157,-0.427422,-0.017050475,-0.113068335,0.058562905,P
-0.5957457,-0.8350723,-0.16894783,0.012187824,-0.5989447,-0.11471504,-0.5668421,0.6863715,0.44474173,-0.70002615,-0.7693932,-0.67712605,-0.6756547,-0.53487897,-0.10983516,-0.041945145,-0.38261348,-0.07924242,P
-0.9914236,0.2894508,2.084048,4.582693,-0.19354178,0.03017369,-0.9594186,-0.77631426,-0.33574554,-0.56890494,0.08765358,2.2191968,-0.6454841,-0.28862488,-0.18394428,-0.3092888,0.034167305,0.04978319,N
-0.4666685,-0.1703037,1.4987805,1.4208684,0.0030673593,-0.49153537,-0.67311746,-0.85805017,-0.5427773,1.70831,0.59959155,-0.8552911,-0.41274983,-0.3276996,-0.33550408,-0.12218502,-0.18173331,0.283077,N
0.65325594,0.11452025,-0.42991182,-0.32148457,-0.021498337,-0.29240924,2.0599205,-0.49470934,-0.6051023,-0.3098814,0.40417427,0.7872215,-0.28847647,-0.4411083,-0.2267353,-0.4125312,0.23665416,-0.27658296,P
2.1648176,1.7770598,-0.40351915,-0.2836912,0.05784671,-0.5374798,-0.707836,-0.30690593,-0.6285516,1.4540374,4.2289877,2.12914,-0.31508872,-0.33887795,-0.34000897,-0.539087,-0.1594908,0.09500617,N
0.25359732,0.72898865,-0.5305337,-0.3020235,-0.25921687,-0.61370695,-1.0282111,0.40431744,0.2962205,-0.63044274,-0.51613474,3.4977064,-0.08664259,-0.6542431,-0.3151218,0.33742005,-0.12459151,0.05874628,N
-0.012843594,0.21867286,-0.100582,-0.16757233,-0.34079632,-0.33497941,-0.5356875,-0.67924523,-0.5991348,-0.1789838,3.0970762,-0.116716,-0.10982807,-0.7637856,-0.15657108,-0.46566844,0.29342765,-0.2963131,P
-2.033204,1.9895666,0.8260467,-0.3053412,-0.40032268,-0.6403237,-0.9776019,-0.6729269,-0.7314405,-0.57040304,-0.8881787,-0.42645615,-0.3159272,-0.385081,6.130906,0.9594835,-0.16170633,-0.6018214,N
-0.18326892,-0.102254435,-0.50038606,-0.6974752,-0.3282956,-0.5518927,-0.60283357,-0.39306223,0.15079904,0.42483813,2.246074,-0.32412875,-0.4812445,-0.45106703,-0.4934564,-0.1249702,-0.01491946,-0.24102536,P
-0.53574806,2.4584415,0.4544182,0.3199053,-0.37622166,-0.29169402,-0.6418219,-0.7086797,-0.61754143,-0.10585129,1.1552755,2.470489,0.09616828,-0.17634109,3.756855,-0.10935961,-0.004253462,-0.013156608,N
1.916738,-0.5091239,-0.4270946,-0.3290984,-0.17508474,-0.6365948,-0.18885687,-0.7825053,1.1784065,2.2915955,1.437459,-0.67311037,-0.11939314,-0.45086652,-0.3863948,-0.54747796,-0.23509811,0.0818485,N
0.55123097,-0.5363506,0.15611221,3.337708,-0.01958844,0.0023177564,0.6756918,2.2593706,-0.76346403,-0.8628354,-0.78767985,-0.13835719,0.048159927,-0.34073672,-0.5470349,-0.4593448,-0.42388985,-0.13352129,N
-0.26054662,-1.0447468,-0.3970338,0.26250502,0.113409534,-0.21639785,2.3290331,0.11801101,-0.4187089,-0.2537285,-0.5781549,-0.8848506,-0.28675988,-0.01366365,-0.35863733,-0.27660352,-0.48578885,-0.22992122,P
-0.09704095,-1.1255896,-0.31985414,-0.36805534,-0.41320497,-0.24313685,-0.6197821,1.7304584,-0.5103955,-0.79245406,-0.613117,-0.17694485,-0.37631977,-0.39343455,0.013776481,-0.18555918,-0.2475924,-0.4887256,P
-1.0610809,-0.27050135,0.2692177,-0.23720373,-0.046200097,-0.26752478,-0.31853506,-0.6778048,-0.7026477,1.1652646,0.14762025,-0.29796442,0.002843326,-0.12291547,-0.50603056,-0.17866568,-0.011724636,0.6049842,P
1.279909,-1.1372106,-0.049551517,-0.59188485,-0.2667674,-0.9241915,-0.64362806,-0.6535011,0.5132671,2.9144852,-0.19709855,-0.630063,-0.304225,-0.5968342,-0.1390829,-0.08032796,-0.5730995,0.52088743,P
-0.13456148,0.51680183,0.012432307,-0.29936522,-0.3003308,-0.22001697,-0.71564424,-0.7176276,-0.7145958,0.18794909,2.2312367,1.9464647,-0.47609296,-0.6160332,-0.17256185,0.38137537,-0.20493063,-0.18914023,N
0.23253544,-0.7814769,-0.4271255,-0.14770123,-0.45083964,-0.4972415,-0.21040365,-0.42699707,1.9884381,0.4177439,-0.5385969,-0.29281133,-0.19435471,-0.42837447,-0.435165,-0.4708026,-0.17752199,0.21068484,P
-1.0730017,0.990069,-0.32139832,-0.67962563,-0.3246035,-0.26442042,-0.5704024,-0.90787494,-0.32284784,-0.7528384,-0.5408294,-0.61705023,3.715026,0.67473745,0.0026674494,-0.19994886,-0.12930703,-0.48492596,N
-1.1397504,1.3351442,-0.10526827,-0.014311761,-0.209651,-0.44732583,-0.32530215,-0.6536604,-0.18418896,-0.21059978,-0.44016647,1.7845639,2.0564094,0.20381808,-0.43263096,-0.2436624,-0.042994738,0.04661259,N
0.5318542,2.1415157,-0.48908478,-0.80802166,-0.24183005,-0.31590757,-0.36679283,-0.885129,-0.79130864,-0.57835424,2.5927749,3.0585191,1.4827256,-0.36210784,-0.32275623,-0.29241487,-0.683928,-0.098527804,N
0.58240485,0.4189767,-0.52753735,-0.19558656,-0.10630641,0.035313934,-0.86436856,-0.25429505,0.6641331,0.561838,2.1873052,-0.60630435,-0.6002181,-0.010910451,-0.19848959,-0.1679484,-0.12196257,-0.2635513,P
-1.2427,-0.8071841,2.6078556,1.2048421,5.765228,0.27211604,0.38374692,-1.0354209,-0.2702195,-0.79785097,-0.37018847,-0.35643902,-0.14577357,-0.35689777,-0.3622948,-0.057493657,3.306035,2.8801343,N
0.42954922,-0.60605484,-0.8296311,-0.17114234,-0.5505175,3.6679091,0.120378256,-0.16862603,-0.72981304,-0.69154024,-0.9284096,-0.692298,-0.3191657,-0.33346322,-0.17132851,-0.24750608,-0.52290696,-0.046940222,N
-0.2540966,3.4921741,1.1193839,-0.1720135,-0.024247989,0.12471284,-0.20500244,-0.63627684,-0.5558234,-0.57483596,0.5694649,2.3209968,-0.2831678,0.5510495,6.2581882,-0.07057804,0.004743308,-0.24548091,N
2.06144,-0.36787271,-0.33705655,-0.5743751,-0.52594125,0.11551231,-0.7885364,2.7996118,0.40309846,0.70443296,0.48958787,-0.68222356,0.011860728,-0.24885008,-0.646302,0.108846545,-0.66119206,-0.11035409,N
-0.44653893,-0.80636513,-0.5553452,0.052410275,-0.2305586,0.9556533,0.7364602,-0.41258538,-0.34916383,-0.33921385,-0.3281835,-0.4892068,-0.14792868,-0.30364877,-0.14862883,-0.09469113,0.07917276,0.08724773,P
1.8749948,-0.29289103,-0.13308682,-0.5042855,0.014489874,-0.6457069,0.83810353,1.0120972,0.75337464,1.1786352,-0.40957612,-0.84768677,-0.112816885,0.05219361,0.34405422,0.1199466,-0.16711244,-0.14268112,N
1.2820485,0.6934907,-0.2786289,-0.32877013,-0.12477173,-0.5127202,-0.5959455,0.48125914,1.0358266,-0.6437119,1.8775895,1.5435065,-0.38035685,-0.34423104,-0.13619648,-0.0888498,0.25992334,0.15227395,N
0.62312603,-0.8454402,-0.5715934,-0.15841378,-0.088528164,-0.49166793,1.8863525,1.0948068,-0.4527032,-0.98531616,-0.26360902,-0.34687907,-0.13231249,-0.5365426,-0.454966,-0.34483102,-0.41488034,-0.096505724,N
-0.2162083,-0.42615843,-0.56345236,-0.38462645,-0.043976054,-0.4589578,-0.4500571,-0.15195456,-0.48633868,0.93717515,0.93874866,-0.33230764,-0.74081993,-0.33924448,-0.25155956,-0.038968816,-0.16975372,0.130039,P
-1.4677633,-0.15639108,5.3031025,0.2570594,-0.0840483,-0.44937018,-0.52847725,-0.765115,-0.5480279,-0.74140733,0.14151627,1.0840688,-0.17282529,-0.3607751,-0.5533268,-0.51602954,-0.06623712,8.7646675,N
0.7133606,-0.7391085,-0.22300206,-0.31911698,-0.310897,0.23311281,2.3848345,-0.6077749,-0.17183673,0.6528392,0.69743913,-0.22074202,-0.075745896,-0.2577589,-0.19514611,-0.5400115,-0.4003319,0.024313912,N
2.9529493,0.8263868,-0.6389859,-0.24268983,-0.07688944,-0.35526437,-0.10085672,5.5651264,-0.6479298,-0.7104208,0.1694052,2.364476,-0.3170405,-0.54931676,-0.5407855,0.13355064,-0.2806531,-0.28034234,N
-1.1935571,-0.009261958,1.1637424,-0.2853138,-0.2526528,-0.39842376,-0.2763867,-0.7281025,-0.8232052,0.23323268,1.2436488,-0.7368236,-0.3138709,-0.21579716,-0.0062822187,-0.046579003,1.9774798,0.6824944,P
0.009524491,-0.7851836,-0.36909223,-0.047180235,-0.14415093,-0.27247936,-0.05699584,2.7356956,-0.3197667,-0.40976578,-0.5095067,-0.342075,-0.35995564,0.11258,-0.024616838,-0.17312849,-0.2337488,-0.22990009,P
-0.5887628,-0.3552397,2.14994,1.1580975,0.18799777,0.3887704,-0.5443436,-0.7082553,-0.41965008,-0.6885755,1.6139436,-0.32233948,-0.5273806,-0.3211006,-0.31848904,-0.07598814,-0.27435428,-0.47854412,P
-1.0537587,-0.093234316,-0.19567879,0.06083533,-0.09652971,-0.2829083,-0.3902296,-0.55734277,-0.3587624,-0.27380234,1.6878175,-0.48641792,-0.22860962,-0.15359159,-0.12663388,-0.15849212,-0.36766207,-0.35031846,P
-0.28755847,-0.94083136,-0.32378075,0.024083942,-0.027234524,3.6691113,-0.17694089,-0.34935933,-0.66283214,-0.6511862,-0.36584264,-0.4020198,-0.0022388399,-0.0051746815,-0.3742266,0.0054262877,-0.34077033,-0.052546784,P
-0.48336133,-0.91383326,-0.3526326,0.027710348,-0.4085309,-0.38490504,-0.75001144,-0.5749156,1.3094395,0.57182926,-0.5045512,-0.82018024,-0.24283391,-0.59085965,0.012863122,-0.10383764,-0.13222449,-0.45173457,P
-0.86522555,3.1474137,-0.539585,-0.11702946,0.05919625,-0.34427994,-0.5689907,-0.51717955,-0.8770293,-0.5819166,-0.0834883,3.449111,1.4726281,2.8758743,-0.44082147,-0.5772086,-0.26065615,-0.41973364,N
0.8232498,0.3723399,-0.46903113,-0.4021498,-0.3758223,-0.40884358,-0.6914413,0.16983427,0.6290699,-0.64537054,2.6405225,-0.50508153,-0.2037703,-0.41891342,-0.11528964,0.09918457,-0.18637392,0.21913987,P
-1.0137173,-0.7463739,-0.6422383,-0.33934978,-0.54729474,-0.08710079,-0.5732412,-0.5880591,-0.9508163,-0.3613776,1.1938486,-0.6429448,0.045914263,-0.22982801,-0.24455817,-0.41166168,-0.40077764,-0.017745122,P
-1.9792473,-1.0917335,1.8396081,4.7233515,-0.019627765,-0.7414473,-0.47084177,-1.1678925,-0.4933827,-0.27828476,-0.45056528,-0.58090115,-0.20854695,-0.7317289,-0.40023118,-0.35408077,-0.34573632,-0.27416435,N
1.0335791,-0.62320054,-0.6631125,1.8303124,6.9101305,0.41161296,1.066189,-0.45762214,1.2196906,0.8508248,-0.58165234,-0.4917995,-0.16945834,-0.3667708,-0.26681036,-0.22630845,-0.24618994,-0.38317963,N
-0.1721162,-0.30153185,-0.3774137,-0.41710025,-0.45240116,-0.48648635,-0.40546086,-0.5337729,-0.35507008,2.2579076,-0.72133136,-0.34123188,-0.6080171,0.053583324,0.4238032,-0.22968027,-0.22202337,-0.2563209,P
0.030086694,-0.2888891,-0.38881606,0.11412901,-0.3248285,-0.51759046,-0.018613756,-0.18805277,-0.8207972,0.107325524,3.051745,-0.7567026,-0.3049807,-0.26403263,-0.34202057,-0.4631617,0.44675565,-0.34511626,P
0.24188086,-0.44685876,-0.091994904,0.23164885,-0.24978334,-0.5852234,0.7635652,1.2800882,-0.8716512,-0.59323615,-0.028898954,-0.16565272,-0.47330332,0.019353718,-0.122817084,-0.19168726,0.11609462,-0.03424914,P
1.2748735,-0.6168456,-0.10719064,-0.54511964,-0.18866178,-0.55563563,-0.55927116,1.504389,0.89133525,1.2924302,-0.62082374,-0.5362289,-0.15076849,-0.34101135,-0.67528343,-0.2901531,-0.17489827,0.013510108,N
0.27272418,1.0970337,-0.5565167,-0.64421237,-0.42563248,-0.61213076,-0.8564653,0.59416,-0.5206558,-0.8055171,1.2789352,2.7518208,-0.49232537,-0.44628656,-0.37931114,-0.22861302,-0.14354298,-0.10986294,N
0.034039736,-0.30762908,-0.45066854,-0.24878286,-0.28065175,-0.47293806,-0.53085434,-0.43563038,-0.4904521,1.2314775,1.0812068,-0.30055565,-0.024685472,0.00079375505,-0.22217557,-0.44897708,-0.06866987,-0.41821092,P
-1.9516326,1.4259868,0.5004733,-0.417516,-0.11790904,-0.4950108,-0.46085244,-0.7181738,-0.029683337,-0.8288438,-0.83370316,-0.53869295,-0.3581828,0.5533552,3.0012784,-0.09288204,-0.024119422,-0.23577815,N
-1.2982509,2.0240936,1.2804061,-0.46412984,-0.025616676,-0.5317076,-0.40658998,-0.9492785,-0.92251766,-0.39107096,-0.6732159,0.03682719,3.2176006,-0.94668424,0.88632905,3.3355389,-0.16622958,0.011585802,N
0.0069745705,-0.7268955,-0.963796,1.5009191,4.9582806,-0.14824805,-0.55462253,-0.5067218,0.65903294,1.2095098,-0.77372813,-0.7608792,-0.15115649,0.31304646,-0.33019418,-0.5933267,0.12615278,-0.22550887,N
-0.63650256,0.20286529,-0.39247456,-0.003222257,-0.14341235,-0.6387098,-0.7619003,0.3459715,0.3615416,-0.80823135,-0.20700994,1.746942,-0.4803387,0.046054766,-0.20308182,-0.17377901,-0.25414225,0.0069744736,P
0.9503217,-0.28930768,-0.36926815,-0.18519932,-0.16657124,-0.8296758,1.2576997,0.6509999,-0.46761385,-0.8054426,2.380952,0.04577218,-0.08831236,-0.3126447,-0.15482652,-0.10049224,-0.15238121,-0.33185828,N
2.1333723,0.8310663,1.4398079,-0.09713775,-0.2501345,1.5998405,0.17926453,-0.49771017,0.27077353,2.9837284,-0.7130703,-0.840829,-0.50368965,-0.2231749,3.3557816,1.7604375,-0.006467536,0.04819727,N
-0.4653061,-0.9432699,-0.09944518,0.0016123652,-0.041093796,-0.38657695,-0.6048513,-0.8815763,0.29583126,0.90102327,-0.028960705,-1.1000221,-0.16343482,-0.6091222,-0.2611459,0.2068671,0.25898355,0.4187721,P
0.5076195,0.33220124,0.2982681,-0.45471436,-0.048583433,-0.3651278,-0.69405776,-0.4692638,-0.26664025,1.3615441,3.0534198,-0.42163622,-0.33532655,-0.31732506,-0.305627,-0.33708647,0.17829013,0.06331073,P
-0.3832073,1.088153,1.2763221,-0.16607478,-0.37349343,-0.22113524,-0.5006001,-0.4756233,0.8633927,0.9225776,-0.15717244,-0.4020925,0.035723686,-0.06345813,3.6466746,1.5717632,0.4174161,-0.21669126,N
3.0992937,-0.3570365,-0.6422316,-0.5028815,-0.14496957,-0.16995774,-0.641625,2.8471565,0.5330716,2.9843235,0.980077,-0.44142294,-0.58960986,-0.4614969,-0.92177933,0.22684118,-0.15964544,0.0048618466,N
-1.0344207,-0.73112017,-0.62741935,-0.3814808,-0.2693833,0.5960725,1.3368268,-0.5209681,-0.43515164,-0.68324757,-0.7698468,-0.68582195,-0.1343239,-0.24563219,-0.21881098,-0.3473635,0.09403497,-0.119059,P
-0.69166476,-0.27249983,0.09282544,4.510395,-0.2447788,-0.54685855,-0.3463672,-0.8506228,-0.47425082,-0.54212844,1.5360727,-0.29998732,-0.41353637,-0.29267162,-0.2970304,0.014295608,-0.11953896,-0.28266433,N
1.7971511,-0.7850605,-0.37589118,-0.3639329,-0.35551295,-0.7649454,0.11589655,1.5220242,2.7643354,0.4257667,-0.69740826,-0.24920449,-0.26346156,0.097699344,-0.19582242,-0.18847126,-0.44446307,0.13044149,N
-0.065601826,-0.8965732,-0.07175705,-0.24496952,-0.13268808,-0.28630802,-0.82554847,0.6299176,0.991439,-0.55736154,-0.73728,-0.7201457,-0.28343856,0.26070315,-0.07692321,-0.59686524,0.13919306,-0.030790165,P
-0.3543063,1.5743854,-0.35786074,-0.6261921,-0.16871677,2.5772083,0.2909964,-1.0544701,-0.87168086,-0.49742696,-0.8157927,-0.54079485,2.5799472,2.57927,-0.16051199,-0.39971125,-0.17145552,-0.12721539,N
-0.91055465,0.42588034,-0.55016136,-0.27918172,-0.17104448,-0.33221817,-0.8987035,-0.5118461,-0.43355724,-0.5066209,-0.49212274,1.9743321,-0.4211779,-0.39785293,-0.45254236,-0.35953906,-0.25772637,-0.1932659,P
-0.6178258,-0.047326006,-0.2799469,4.529396,-0.1370806,-0.44491714,-0.47650814,-0.5064813,-0.5565671,-0.22701575,0.97790706,-0.43353653,-0.14944007,-0.3896895,-0.52045465,-0.3651678,-0.528666,-0.33750987,N
2.2342339,-0.82329553,-0.33809203,-0.38833642,-0.34969652,1.6196604,0.544376,-0.27128282,3.1795979,-0.60017586,-0.76044905,-1.046155,0.082121134,-0.062724516,-0.2639168,0.028764516,-0.12112046,-0.14703858,N
-1.7995136,-0.7054949,-0.8945923,1.6474802,-0.02784248,-0.8727226,-0.6305636,-0.55759656,-0.61214614,-0.73847234,-0.38339102,-0.49725312,-0.4300061,-0.23596211,-0.30586725,-0.22316508,-0.22722313,-0.5107876,P
-0.40806124,-0.19979817,-0.69241977,3.9663951,0.02548857,0.116328895,-0.76493675,-0.9927288,-0.077337176,0.4286712,0.53706586,-0.4128053,-0.626937,-0.19688708,-0.16333798,-0.59604216,-0.49723336,0.042237386,N
-0.025986195,-0.76984143,-0.46715313,-0.009836525,-0.28338945,-0.38508645,-0.65436935,-0.8005869,-0.7504904,1.5070717,0.35248488,-0.76299393,-0.37546846,-0.42874116,-0.5374093,-0.46169758,-0.537475,-0.5398625,P
-0.48280957,1.3164237,-0.23872007,-0.686506,-0.15236905,-0.6060201,1.1670383,-0.3267855,-0.43690896,-0.9466076,-0.50020707,-0.55488604,0.8406234,3.3774924,0.030503899,-0.20050713,-0.073314264,-0.28836316,N
-0.42389342,0.67658067,-0.5319828,-0.0065234303,-0.26972517,0.27873468,-0.74547744,-1.0173736,-0.50209093,-0.51410556,0.13480014,2.934688,-0.4779561,-0.30964804,-0.2663418,-0.2589768,-0.21383299,-0.5414067,N
0.41317698,-0.8496156,-0.40659797,-0.8097384,-0.24860448,-0.5063123,-0.81216526,-0.5375442,0.67397213,1.5414766,-0.7036706,-0.5830628,-0.2816106,-0.07623668,-0.3240092,-0.17572555,-0.2551884,-0.28281695,P
0.12938003,-0.6034734,-0.315313,-0.44072312,0.27860555,-0.81479555,-0.7377211,-0.6482213,2.5022,-0.24112524,-0.5500405,-0.59513897,0.3879455,-0.41027623,-0.44706514,-0.41236174,-0.16000678,-0.24063796,P
-0.5217035,0.04238832,-0.15073001,-0.22248222,-0.3591985,-0.7530155,-0.49044266,-0.4500057,-0.7992761,0.6522376,1.5114496,-0.4793601,-0.14974022,-0.19263217,-0.6049013,-0.16883287,-0.6467887,0.0395575,P
1.2791421,-0.7221606,-0.44937325,-0.33665866,0.17982723,-0.5413473,1.1791121,3.262928,-0.9019619,-0.6460342,-0.32661623,-0.6197976,-0.2606921,-0.15376203,-0.56279707,-0.59693134,-0.41829503,0.12714213,N
0.33833748,0.4050116,-0.60794,-0.26792878,-0.27316764,-0.34257412,-0.38344193,-0.7638415,-0.6944813,1.6201221,2.898581,-0.5895676,-0.42611104,-0.4326166,0.15869185,-0.34600183,-0.22283807,-0.6305784,P
1.1000228,-0.4854584,2.2311687,1.088964,0.25391877,-0.45304516,-0.42036033,1.6823354,1.6840836,0.6796627,-0.18447167,-0.3745731,-0.48410878,-0.37425002,-0.64774346,0.015865564,0.2333543,-0.70110786,N
1.4769669,1.3487835,-0.19596702,-0.37656873,0.26788804,-0.4417107,-0.6581899,-0.69479996,1.0754802,0.49583843,-0.05622717,4.511325,-0.24433264,0.2805336,-0.51102483,-0.07847218,-0.010689095,-0.40508437,N
0.06885315,0.36441317,-0.62968415,-0.37378585,0.07129295,-0.7002895,-0.77835995,-0.2441155,0.3094772,-0.6925621,2.3887358,-0.46322584,-0.86403966,-0.20181692,-0.4228044,-0.16382319,-0.03957966,-0.44904563,P
0.13927995,2.4195676,2.272144,-0.510146,0.052916124,-0.42421636,0.021496147,0.1184982,-0.43231013,-1.0228758,0.6711662,3.5896833,-0.2675863,-0.26775163,-0.12209478,4.4665065,2.0146494,-0.20586713,N
0.16541272,0.88941944,0.27828997,-0.23382525,-0.62096447,-0.7415402,-0.6613292,-0.3297745,-0.09357801,-0.38011664,2.1764429,1.9782733,0.25182858,-0.2609516,-0.26283,0.20234635,-0.45999515,0.010218188,N
-0.5507313,-1.0852145,-0.29382342,3.3392496,1.5290152,-0.22724321,-0.83288276,-0.31248417,-0.65629274,2.1841722,-0.09454414,-0.6264901,-0.3565908,-0.13260917,-0.26058638,0.011624724,-0.36901712,-0.196059,N
2.125151,-0.7209945,-0.04906261,-0.24558532,-0.03622821,-0.273144,1.8185017,0.7183746,0.4861372,0.84388804,-0.76856637,-0.36297256,0.05511397,-0.7946998,-0.25456357,-0.09760806,-0.104911946,-0.45472825,N
3.0005813,-0.01688996,-0.35646528,-0.10309468,-0.50526035,-0.16350514,-0.4787063,0.11291208,2.6110978,3.1977625,1.0093337,-0.45832917,0.024441302,-0.52426904,-0.08421931,-0.21126738,0.11510126,-0.33726007,N
-0.39526933,-0.75236785,-0.10120356,3.0654821,4.7503963,-0.7228621,0.17625636,0.9649852,-0.5493311,-0.7346272,-0.49025384,-0.06462997,-0.4138089,-0.65125215,-0.3368729,-0.47903323,0.13786471,-0.050754696,N
2.9467227,-1.0385942,0.073951125,-0.288732,-0.53134084,-0.33753192,0.25812948,0.6542326,5.693701,-0.91689813,-0.6235427,-0.770121,-0.12488209,-0.1964845,-0.43831527,-0.54988194,-0.23884794,-0.13733755,N
0.35914955,1.1800225,-0.34123433,-0.2129963,-0.30338418,-0.20809095,-0.56245965,1.8237143,0.6376989,-0.8148901,-0.17538634,-0.16830678,2.4314373,1.4865578,-0.054398686,-0.18193379,-0.16512223,0.05363369,N
0.017972432,-0.784606,-0.30455315,-0.034904383,0.10939342,-0.28909647,2.076361,-0.3297176,-0.25154716,-0.506816,-0.16756272,-0.41944268,-0.13449475,-0.49393183,0.020888,-0.3999669,-0.3520019,-0.0832491,P
1.9533335,-0.89798295,-0.5652882,-0.12837629,-0.42920053,-0.6082207,3.219127,-0.8136657,1.401563,1.209094,-1.1031054,-0.5688802,-0.61209077,-0.56455207,-0.350221,-0.3065672,-0.36968955,0.029535294,N
-0.63123226,-0.7199736,-0.6417892,0.12347633,-0.5450699,-0.021380275,-0.6394673,0.353819,0.8893284,-0.66302925,-0.5884066,-0.4338935,-0.35288316,-0.2851428,-0.10672103,-0.03082709,-0.1161044,0.151151,P
0.35486457,1.0576091,-0.604316,0.23926604,0.06945534,-0.6847385,-0.9802321,-0.31193647,-0.7394843,1.2004812,0.14756596,4.4589763,-0.17387292,-0.16728781,-0.42106825,-0.14400506,-0.21300353,-0.17984538,N
-0.119142525,-0.3105265,-0.40195644,-0.33509636,-0.29962468,-0.5699163,-0.62987894,0.31392178,1.7141483,-0.7496024,-0.3085019,-0.39702517,-0.4357884,0.111179106,-0.53105974,-0.7525651,-0.44853204,-0.16503529,P
0.24234432,3.0112522,5.9022517,-0.41378862,0.015375137,-0.40210998,-0.7798143,-0.99066913,-0.8890104,0.057323456,-0.08780297,3.7447593,-0.16395156,-0.23995526,0.78526664,4.7818995,2.1121879,6.6287146,N
1.8997991,-0.5183423,0.071849585,-0.3903091,-0.47165138,0.27702403,1.3624086,1.894971,0.9244041,-0.5084507,-0.88341415,-0.24475451,-0.23336034,-0.32556105,-0.5636089,-0.15440242,-0.3388024,-0.19830228,N
-1.9192806,-0.26173243,1.0757692,2.5267777,-0.32639748,-0.5941913,-0.9184127,-0.5256803,-1.0705984,-0.43031788,-0.62659615,-0.19463861,-0.37931105,-0.03597355,-0.24513784,0.29823107,-0.23658882,-0.29494932,N
-0.43355557,0.74469155,1.8059396,-0.5072615,-0.31235495,-0.4513205,1.644079,-0.1525382,-0.9107065,-0.92169416,-0.5577221,-0.65308666,-0.073884964,-0.35661525,-0.027005464,5.7643237,-0.33098435,-0.24236831,N
0.3558141,-0.94440806,-0.025499642,-0.513304,-0.2743738,2.0996354,1.8235499,-0.67658293,-0.061649203,-0.71259475,-0.26448822,-0.5048241,0.03771454,-0.35554355,-0.18597531,-0.25546932,-0.17338386,-0.05294563,N
-0.25789905,1.3891045,-0.30556947,-0.26161283,-0.27119935,-0.29750144,0.42475587,1.1815004,-0.29307115,-0.47422737,-0.9576078,-0.16894785,-0.71840465,3.4261715,0.15138955,-0.5326006,-0.2924195,-0.36326134,P
-0.907376,-0.060236312,-0.0063613057,0.17055519,-0.26614454,-0.94480777,-0.58857334,-0.6566806,-0.76330364,-0.6043963,2.0053737,-0.106898025,0.0031715035,0.21619505,-0.19019273,-0.01470001,-0.48361695,-0.027517244,P
-2.4460044,-0.41744158,0.94599044,8.5964575,-0.15988898,-0.16111219,-0.59183276,-0.61466,-0.76459277,-0.52715015,-0.8355807,-0.48130658,-0.34476203,-0.7618611,-0.22365463,-0.6713419,-0.32047313,0.0110967755,N
0.46277216,-1.0588223,-0.32326323,0.09074563,0.046935298,-0.15403137,-0.2913697,0.74142814,-0.4069001,2.2581573,0.2654165,-0.35163182,-0.17193697,-0.3587549,-0.31470022,-0.5067934,-0.13845637,-0.016831458,P
-0.048584722,-0.6179442,-0.601266,0.0228526,-0.13115638,-0.9166215,-0.53775835,3.2162015,-0.16388342,-0.4858633,-0.033534944,-0.4747419,-0.49357805,-0.4630019,0.0008909404,-0.058191597,-0.48579004,-0.27637365,P
0.58112365,-0.8197196,-0.29270744,-0.154078,-0.15052849,-0.86084116,0.82286584,0.6600856,1.5630051,-0.43554127,-0.32485527,-0.7713978,-0.4195974,-0.32153544,-0.1773135,-0.23634237,-0.32227644,-0.04978235,N
-0.8419429,0.19843751,-0.29630077,-0.6511711,0.17682941,-0.25143057,-0.49579734,-0.44066247,-0.32153326,-0.503074,2.119231,0.34679142,-0.17857645,-0.30392736,-0.3587695,-0.080268785,-0.43346527,-0.1455022,P
1.0916773,-0.56685466,-0.31591266,-0.57680786,-0.07195142,-0.08697364,1.0296092,0.5890398,-0.6506021,1.4895083,-0.7799756,-0.35176712,0.055981934,-0.7856013,-0.36114818,0.013787806,-0.10235499,-0.23831144,N
-0.2896052,-0.7262041,-0.2857862,-0.18401714,-0.3243872,0.18859458,1.847823,-0.16792393,-0.5703259,-0.2726125,-0.26745933,-0.8166882,-0.21150357,-0.34802246,0.13488173,-0.47614738,-0.3296527,0.09531614,P
-0.109812856,0.0509298,-0.38557285,0.09416112,-0.10660987,-0.24958806,-0.3286144,-0.3978908,-0.4147965,1.5002817,0.8350693,-0.44141528,0.09780519,-0.117288396,-0.30835444,-0.002183199,-0.017800987,-0.07974878,P
-1.9468807,1.0612376,1.0765257,-0.1757329,-0.1493696,-0.26523024,-0.61393356,-0.54502505,-0.631065,-0.74057305,-1.1698723,-0.48491275,-0.39185074,-0.31202957,3.1690087,0.22068313,-0.24163495,-0.37060207,P
-0.46657923,4.1199455,0.122148134,-0.34047592,-0.39382482,-0.5209972,-0.4944214,-0.61419415,-0.88817155,0.22237149,-0.3493008,1.2421117,1.585177,5.020101,2.030046,-0.09140071,0.090527266,0.006413147,N
