,f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,class
1981,0.62028605,-0.5300599,-3.9480715,-4.2439904,0.43464777,-0.39421338,-1.5787159,-0.5907762,-0.029400121,1.0682862,-0.0491156,-0.14215237,-0.44503486,-0.3496333,-2.0002134,-0.11707443,-1.9969469,-0.6957898,-1.6650344,-0.76679325,0.89607906,-0.4393965,0.66002417,1.1477817,0.27678564,-0.9893976,P
1982,0.058405817,0.033317417,-1.3457861,-0.94749534,-0.40385514,-1.5362513,0.26559895,-0.8874278,1.3597242,-0.32671475,1.1659939,1.7254525,0.23341265,-0.8655324,0.38275638,0.31920817,-0.90067923,-0.5813078,0.24189755,0.15892643,-0.49623498,0.8269205,-0.90450656,0.24761659,0.8949084,0.8348424,P
1983,-0.2782251,0.17302597,-0.99564666,-0.2739251,1.0676882,2.0831165,-1.833691,-0.4742389,0.7955048,-2.1027384,-2.0603724,2.1145487,0.633268,-1.4564523,-0.009198487,0.4225769,-0.17541555,-0.32798308,0.67828083,-0.6606127,0.9276148,0.6504173,0.126586,-1.038748,-0.81996226,0.1328722,P
1984,0.95545006,-0.24697626,0.52182007,-0.4097108,-0.10650486,-1.0926635,-1.6490189,1.1832074,-1.2785456,1.1210139,0.96718323,0.447887,0.8135072,-1.8819517,0.31607416,-0.5830349,0.91819763,-0.008304894,2.7571118,-0.13805097,-0.6101049,3.603109,0.38686284,0.36371377,1.5887736,-0.13775744,N
1985,-0.9215808,-0.38426033,0.18210214,1.9077641,0.64956903,1.0238776,0.7819755,0.35713816,1.0411341,1.0048244,-0.12280309,0.42414242,-0.46871012,-0.84500384,0.64204645,0.71733034,-0.41072834,-0.98486245,1.4312674,1.124485,-0.9719026,0.446941,-0.051880643,-0.3973351,0.10667822,-0.48483455,N
1986,1.1113544,-0.7516606,0.86100847,0.5090591,0.5001774,1.1559653,0.069137186,1.1599754,0.4102427,-0.38212624,1.6582836,0.11508912,1.0823276,0.2358352,0.13085455,-0.38711256,-0.40274242,-0.41828784,-2.5203214,0.5345066,0.6962584,0.4321821,0.48926705,-1.7062566,-0.75557804,1.0184529,N
1987,-0.9457408,-1.2136984,1.7656643,-0.37093642,1.025878,0.17628807,-1.1369444,1.2346016,0.34920016,0.20681208,2.0456293,0.30174506,-0.64209086,-0.28410608,1.1602925,-0.20070593,0.6038296,-1.0276302,-0.7791277,0.052581668,0.0068185925,2.2823384,-0.031090721,0.82711416,0.6342516,0.08589487,P
1988,0.6707555,-0.25396982,0.89491177,-0.94193137,0.09290621,0.31420857,0.7960922,-1.0536267,-0.16180947,-1.1980524,1.565105,-0.65589774,0.6227307,-1.2409701,-3.1477587,1.1818998,-0.09006122,-1.2478967,1.4918987,-1.7708547,2.0703197,-0.02247788,-0.5018677,0.25048515,0.33207363,1.3342876,P
1989,-1.375425,-1.0491036,2.4171896,-2.560345,1.1738527,-0.48865193,-0.3300957,-0.11762996,-1.9233633,0.47394887,-0.6223693,0.88257086,-0.051529698,1.1524477,0.33029792,-0.25482765,-1.0113554,-0.61091065,1.1447246,-0.09296799,0.12722205,0.7225541,0.45412844,0.28179476,1.4314922,0.78207356,N
1990,-1.536964,-0.8723172,-3.0516148,-4.68299,0.25806335,-1.7995713,-0.651558,0.07721787,0.31472832,-0.06133479,1.0096596,0.21131903,0.4554143,0.2363082,1.0011274,-0.08717917,-0.51876837,-0.23394519,1.2963827,0.49475962,0.7128301,0.0008303672,1.3230402,-0.17878628,1.1458049,-0.024010748,N
1991,-0.51045144,-1.0775188,-1.6998723,0.4904293,-0.7878074,-2.0938225,0.17163111,-0.6247109,1.2911029,0.051128965,0.32032415,-0.09636608,0.07710938,-1.4642174,-1.6332859,0.44036594,0.8342216,-0.03462255,-2.2444134,-3.0293486,0.09889194,0.561203,-1.241306,0.9173233,0.6806555,0.28339693,N
1992,-1.3737013,-0.3039874,-1.0922582,1.2729118,-0.045608878,-2.6086123,-1.5102024,-0.21917138,-0.34267968,1.4662111,1.997826,0.11358911,0.93339515,-0.4437013,-0.2801314,0.59896684,-0.19837654,0.18051118,0.18332192,-0.9756613,0.43330225,-0.55755174,-0.3347366,-0.8726541,0.24452905,0.3114068,N
1993,1.2313464,0.23014188,-1.2406712,2.462972,-0.7631075,1.7257242,0.031386897,0.4402698,1.0300457,0.046717227,0.43259656,1.2591487,-1.4331737,-0.18074849,-0.54644686,0.116967656,0.46367407,0.26786584,0.7243809,0.689935,0.53123176,-1.952535,0.56450325,0.43208912,-0.36501604,-1.1962091,N
1994,-2.24087,-0.089042395,1.2739981,2.7195652,-0.082705736,-0.55071056,-1.8881263,-1.6084092,-0.52058977,0.3393263,-0.43045616,1.5201958,1.1991659,0.9239588,1.1126407,0.87233627,1.1290656,-0.67844754,0.85604566,1.5005975,-1.320239,1.8748461,-1.5525978,0.046214372,1.337821,-0.316002,P
1995,-0.062087268,-0.32367972,-0.45145583,-1.5875089,-1.4124186,-3.6311445,-1.7392616,-0.5730839,-2.2290523,0.23523606,0.23421514,-1.6117153,0.79093444,1.4225528,-1.5389981,-0.4613737,-1.0157566,-0.4811343,3.1342027,2.0114436,0.54114175,2.104993,-0.05671309,0.34650707,-0.25595492,1.0299239,P
1996,-0.59982544,1.037009,-0.6590534,1.2597865,-0.28192836,1.698137,0.012666613,-0.7132617,-0.70044833,-0.48429936,0.4864182,3.316988,-0.22430478,-0.105738536,-1.3189381,-0.9126992,0.23397821,-0.84223294,-1.2487448,0.5011907,0.34516236,0.77005005,0.33995697,-0.57139885,-0.18393594,-1.2010957,N
1997,1.3682814,0.53620034,-0.4692437,2.5221117,1.1858472,-0.40912953,-0.20337076,1.4002078,1.1859119,-0.31914303,-0.026170433,1.493698,0.2609262,-2.5478172,0.37981674,-0.78005266,-0.5760188,-0.24832246,1.7555104,0.07592732,-0.9419241,-0.39946693,1.3795025,0.32672104,-1.7429656,0.26522505,N
1998,-0.51355135,0.023910135,-1.2565928,0.73165405,2.2595723,-0.34942174,-0.073209256,0.50939906,0.58024883,0.278687,0.17865032,-0.08195406,0.11347069,-0.5811913,1.2939161,0.4978663,2.269687,-0.25308886,0.8225874,-0.79694796,-0.39088294,1.7721643,0.19176906,-0.16251482,-0.5622206,0.15893954,N
1999,-0.33341545,0.6950274,-2.6063585,-2.8916965,0.094361454,1.4950173,-1.2419969,0.2329306,-0.48685494,-0.8645685,0.7199023,1.3953872,0.5406151,-0.63798666,2.0764375,0.16020902,-0.10022482,-0.1147604,-1.6900786,2.3922467,-0.83549464,-2.0169399,0.33522734,0.18795608,0.64419156,0.44096246,P
2000,-1.181375,0.6978238,-3.9913716,0.92678034,0.102344215,1.1416197,-2.4778984,-0.99718297,-1.7996017,-0.104815885,1.103921,2.1393366,0.36009222,-0.8363582,2.141195,0.30033875,2.0995092,0.572148,4.9534197,0.51448363,0.086915106,-0.98084354,1.415119,-0.6111924,-0.1544357,1.6058283,N
2001,-0.4946772,0.9436014,-0.9135837,-2.569387,-1.2208469,1.1470268,-2.651287,-0.9987786,0.56247884,-0.06837111,-0.26871789,0.6457951,-0.110586315,-1.3179512,0.120002,0.7171068,-0.67166847,-0.46393806,1.1110752,-0.6281602,0.74548024,1.1460006,-1.0763639,-0.36351922,-0.57581973,1.0532962,N
2002,1.4694868,-0.48029265,-1.4275656,-0.67384946,0.50156176,0.49964863,2.042492,-0.34654334,0.46783242,0.3995647,0.8957119,0.09063876,-0.45061544,0.67173755,-2.353702,0.3745276,2.9337723,-0.44199947,-1.1459378,0.44080395,-1.1709955,-0.14527628,-1.0171747,0.04796364,0.49695367,0.55043435,N
2003,-0.38664874,-0.9704187,0.10991578,2.9343343,0.43510363,0.366108,1.0989463,-0.69953775,0.45993805,-1.3298819,-0.12135005,0.24973768,-0.74946344,-0.6070883,-0.26804245,0.17059544,0.8064201,-0.4076755,3.3845408,-0.2603958,0.1854175,0.11160526,0.3446512,0.16236678,0.20665303,0.571713,P
2004,0.65923417,-0.45979595,-0.2540756,1.1109806,2.184605,-0.12751436,-0.8323247,-1.2696499,-1.7684106,0.4099846,1.071556,1.7036515,-0.99873495,1.7452826,-1.3960718,-0.123667106,1.1344634,-1.0718442,-2.3352313,0.08890623,-1.047676,-1.022019,-1.3346934,1.1254297,1.8634475,0.12977149,P
2005,-1.3571362,0.85188776,0.19072556,5.1742454,1.0492271,-0.59374046,-1.677888,-1.9717511,-0.5599595,2.027189,2.0037012,-0.25463155,-1.259202,-0.57526433,-1.3939302,0.4150269,0.19626766,-0.39468473,-1.229334,-0.29177994,0.33505237,0.70721614,0.11075127,-0.123853974,-0.3565308,-2.175631,N
2006,-0.74669355,0.9754929,-1.6170142,2.5589147,0.51267624,-1.9891677,1.7920384,1.1993527,-1.4672705,-0.69971514,1.9459887,0.10952562,3.0001984,-0.06677164,-1.2447419,0.2500353,1.073609,-0.47679263,0.4201079,-1.7789805,-0.17998889,1.1847258,-0.35860896,0.25684243,0.04949221,-0.79813045,P
2007,-0.3161344,0.009878844,-1.3670952,1.6256366,0.5653274,1.094995,0.29649043,-1.13045,0.13526693,1.4772706,-1.5063154,-1.231954,-0.88256717,-0.67151535,1.5672939,0.27608693,-0.9114513,-0.05168003,-1.1903968,1.7142718,-0.40340564,2.172768,-0.85163784,1.0825084,0.12183705,0.585716,N
2008,0.0969761,-0.020660251,0.4634946,0.632554,0.31223184,-1.506622,-0.46290857,-1.5146393,0.040532406,-0.41564873,0.43705663,0.061037004,1.0031455,-0.15371425,-1.4850992,-0.01635788,2.064906,-0.3828485,-0.68257546,0.614039,-0.161571,-0.13303906,0.16641098,-0.42293566,-0.2621985,-0.14477359,N
2009,-1.4048692,0.9107948,0.9861205,-0.9737531,0.6587115,0.48740393,-1.2717009,0.6960546,-0.25558078,1.2422488,0.79321074,-0.9846729,0.42492145,2.0845783,0.22118881,-0.84308636,-0.44193143,0.10920197,-4.7521405,1.1923034,-0.1726276,1.4389714,0.17313077,-0.38901433,0.25561953,-1.3508046,N
2010,-0.37372148,-0.09869897,0.19125819,-1.6198083,1.750818,0.63237816,-1.1172092,-0.2947448,-0.19027919,0.7123159,1.4077326,3.832502,1.7981547,-0.43181464,-2.3666701,0.22743005,-1.6978505,-0.33287007,-3.673985,0.08300847,-0.42696956,0.59019315,-0.20740323,1.1438295,-0.5369732,-0.15433632,N
2011,-1.2490267,-1.1665882,0.80255544,1.3793489,0.76095533,2.515495,-0.86655736,1.6932853,2.041543,0.29060894,0.3282455,1.5470219,0.24897742,0.39514393,-0.8888831,-0.6734599,0.51470613,0.49897653,2.661455,-0.31550354,0.70384717,0.00752683,0.32737947,-0.023194319,-0.29442656,0.5150215,P
2012,-0.41583037,0.39920974,-0.9749089,2.9286964,1.070504,-0.16902673,-0.21380042,-0.06928161,-0.9095754,-0.4860319,0.4757143,1.442284,-0.111670345,1.9976993,0.052471697,0.1338052,0.31153,-0.26445597,1.7421737,0.90239614,0.9138137,0.8282958,0.98361486,0.9294711,0.43486738,-0.32808745,P
2013,0.80350876,-1.7145197,1.4787648,2.094633,1.8719037,0.7345479,1.0638638,0.78900874,-1.6883488,-0.5501465,0.61132354,1.4396064,0.11531182,-0.7810185,2.370843,0.06875451,1.0880283,-0.7834618,2.3813632,-1.0449642,0.54402465,0.30499506,1.2220331,-0.68997455,-0.2731204,-1.9902999,P
2014,-0.8221139,0.32523012,1.4142125,-3.7120929,1.4718587,2.2544422,2.0254123,-1.1678376,0.13785559,0.9366297,0.47681084,1.8472885,1.7421659,-0.5999187,0.7778375,0.20075291,1.7067013,0.03279102,3.638178,-1.7218885,-0.2795637,-1.4062945,0.7219101,0.069694854,-0.047551274,-0.046683207,P
2015,-1.1837411,0.017129183,-1.7324278,-1.8895493,0.7258272,-0.53000987,0.08632095,-0.05361864,2.0002956,-0.696744,0.9559425,0.33319867,0.33748534,0.38003466,-0.85256433,-0.50603473,-0.46022117,-0.17706329,2.8160114,-0.62795216,-0.09074432,-1.3274549,0.2923082,0.34239325,-1.5900162,0.72424406,P
2016,-0.9983204,-0.011001319,-2.187779,-1.5265083,0.12896326,0.9292396,-0.98494804,-0.44856843,-1.6790156,0.53900033,1.0713634,-2.0112145,1.0323981,-1.2804533,0.16138,-0.7192602,0.6333742,-0.90291494,-0.06116754,-1.3370044,0.5182175,1.7345608,0.40479362,1.1721601,1.30112,-0.06973608,N
2017,0.73749864,0.2969609,-1.2351232,1.750185,0.46345812,0.07283664,0.15687011,0.20939457,0.94603175,1.0392237,-0.2591431,0.82769275,1.9850658,-0.5346137,-1.0958179,-0.029194824,-0.63901097,-0.4339743,-3.6734898,-1.2274514,-0.17761019,-2.094614,-1.4222327,-0.64221877,-1.1487623,1.0979987,P
2018,-0.09370676,0.4405616,-1.6311164,-1.7741196,0.17046788,1.2856274,-1.3442502,-1.5736209,-1.0445987,-1.015003,-1.4689404,0.007793665,1.346333,-0.2483308,-0.60718095,-0.38017324,0.37514645,-0.2215414,1.5404912,0.062054813,-0.9167721,1.9276794,0.38328457,-0.60431254,0.5407692,0.6103441,P
2019,-0.56813216,0.26242578,0.687454,-1.8959455,1.591192,0.52232856,1.1534654,-1.9282287,1.3516179,0.7351997,0.42216182,0.12451154,0.55642337,-1.783748,-4.9072905,0.44893184,1.0920314,-0.16245371,-1.9724901,0.9023759,-0.8819239,-0.71353674,0.25741476,0.03318943,-0.035467207,0.105360515,N
2020,-0.41930765,-0.4562313,-0.6605543,2.421179,-1.2046862,-0.71391344,-0.8999723,-0.7185013,1.4752164,1.3962407,0.15748602,0.7125249,1.2461249,0.154614,0.36952153,0.16508216,0.0039507747,0.07865214,1.1452575,-0.6408847,0.13149418,0.6756849,1.0321026,-0.19010636,1.1181159,-0.38984424,P
2021,0.28405362,0.3943442,-0.7006147,4.4456306,0.5912633,-1.6710595,0.32075924,-1.5876092,0.6382575,0.870775,0.7028841,0.6832359,0.93814707,0.093059845,3.237389,-0.6690514,0.52722096,-0.2252559,-2.376121,0.14874357,0.673837,0.11519194,-0.58234006,0.32440618,0.57442665,-0.33866704,P
2022,0.6795125,-1.2420199,-0.79670864,1.4750235,-0.966806,0.08364177,0.7478125,-1.4728647,0.13605195,0.85163647,0.7082855,-0.7100946,-1.3645865,0.75383484,0.9333056,-0.04864285,0.62681115,-0.55403674,1.6512271,-0.9353621,0.5934918,3.3313003,0.13897654,-1.261938,1.498178,0.6732287,N
2023,1.3323388,-0.09690687,1.5645685,-0.44292077,-0.924642,-0.9696794,-0.3673703,0.8692062,0.5959386,-0.33755994,-1.686664,2.8838954,0.36144456,-0.6424823,1.7239373,-0.59761775,0.5268084,-0.5610634,-1.7267697,0.50122064,-0.013358504,-0.42401752,-1.0212299,-0.63441813,0.97489446,2.0006738,N
2024,0.8131287,-0.6553097,-1.3111935,-0.19024381,0.52040005,1.6974492,1.3441508,0.068525165,0.035108767,0.4817051,0.6022532,0.78409886,1.2711284,-0.27774557,2.089837,0.04318192,0.4769088,-0.37414345,2.6253958,-0.24517423,-0.55043757,1.6215652,-0.29856998,-0.0071955808,-0.24546736,-0.8711099,N
2025,1.9861321,-4.7415495e-05,1.9441712,0.3554151,0.16148749,0.11812502,-0.3782565,-0.25420725,0.20897043,1.020299,-0.58399487,1.5418384,-0.21561302,-1.2959327,3.099553,0.27823162,-0.12885949,-0.060875595,0.3583844,-0.8731402,-1.0067527,2.4258034,1.5466901,0.09271698,-0.50225526,-1.2416649,P
2026,-0.8431585,-0.07974291,0.5373349,1.1953459,1.0989096,0.88625747,0.8486145,1.7978607,0.5926547,-0.3823133,0.2580902,0.62245953,0.24796775,-0.81401217,0.949522,0.17605399,-0.58056855,-1.239584,-2.9700782,-0.38863298,-0.20379141,-0.14636429,-0.043456182,0.39465398,-0.9379635,0.24038973,N
2027,-0.32771915,0.45641297,-0.08191955,-0.15477163,0.10424164,-0.2620594,-0.8710828,-0.10404223,-0.32855257,0.010849796,-0.5053699,-0.39115748,0.117818385,0.17711346,-0.37222576,-0.9611254,0.4697389,-0.60851514,-1.0692813,-1.4821655,-0.14569381,1.2973322,0.7831922,-0.055440366,0.20148313,0.095479906,N
2028,-1.0793592,-1.3977278,1.2027297,0.16987933,-0.36708015,1.1831636,-2.0130432,0.261849,0.14684683,-0.85645634,1.1917248,-0.507992,1.3389295,0.8619021,4.4800324,-1.311754,0.11581749,-0.7304459,1.262136,2.0312853,-1.0859362,1.4063041,-0.15929745,-0.39357716,0.15345636,1.7934147,N
2029,1.5055078,-0.4814192,-1.6502216,0.11781575,0.67871916,-0.61276275,-1.0912402,-0.34571436,-2.3839047,2.5343533,-1.14449,-0.20063168,1.4876665,-0.15965661,-0.6734141,0.5648351,-1.3869565,-0.26771003,1.0183928,0.5691145,-0.18719032,-0.6079384,-2.1131716,0.08500317,2.1748655,0.13865614,P
2030,-1.4180588,0.9090248,0.120141014,0.28113836,-1.0157692,-1.9197841,-0.03266426,0.27771544,0.8537174,0.43243042,-0.63869345,0.75421715,0.0074422807,-0.7802527,0.11327192,-0.41059902,-0.48935068,-0.44043982,-4.3315287,-1.6050256,0.9104829,1.7972965,-0.22925518,-0.9269927,-1.5728709,-0.14419048,P
2031,-1.8724825,-0.95974386,0.18603706,0.96676564,-0.67921525,0.0945909,-1.3825554,0.2838998,1.5664599,0.48181513,1.0919741,0.3298868,0.7195937,0.92627764,-0.6555973,0.3253241,0.5546832,-0.015466869,-1.0485858,1.3010631,-0.6545433,0.51769805,0.040939346,0.85028505,0.38394403,1.5489657,P
2032,-0.4996489,-0.19684412,-2.441994,-0.6005069,-1.2379763,-0.8595645,1.2457589,-1.3131992,1.4283994,-1.207963,-0.06793809,-2.4401731,-0.15078495,-0.9101,1.456526,0.4334005,0.2537148,-0.70511204,2.5997982,-1.57114,0.64738184,-1.9888045,-0.6713807,-0.019367615,-0.38761663,-1.0364037,P
2033,-1.1326461,-0.36826062,0.8362932,-0.5521946,0.8038125,-0.14819956,0.13264097,-0.3204789,-0.6277395,-0.28239587,0.868312,0.68317235,-1.3700328,-0.77936876,-1.5034305,-0.6726748,-2.1683877,0.16916573,-0.020050824,-0.75406885,0.16661257,-0.14249577,-1.013745,-0.75328785,0.19023503,0.6299185,P
2034,-0.12215173,-0.86597306,0.13680807,1.5677856,1.3601243,0.19789177,-1.4075304,0.5243504,0.8761894,1.1946208,-0.5348047,0.8148825,-1.1894732,-0.49835137,-2.3026361,-1.0125433,-0.755291,-0.3608253,-2.020705,-0.7154199,0.8078579,-0.18545897,0.13278495,-0.22013727,0.15058532,-0.086939886,P
2035,0.47332066,0.19565386,1.8973365,1.075557,0.45617634,0.6941224,-1.1690938,-0.019306317,0.9499504,-0.1832148,0.5906867,-1.8089715,0.4693634,0.35092068,0.05210498,0.6664001,0.41841263,-1.11221,-2.5670695,-1.1556993,0.3886237,1.9137107,0.8441182,0.100328356,1.2727914,0.76721597,P
2036,-0.16217309,-0.7417494,0.111843735,-4.0665593,0.33033234,-0.48672727,-0.105216704,-0.10430981,1.0881368,-0.8231806,0.98442435,2.0497813,1.7545563,-0.836115,0.92329526,0.30318987,0.3269335,-0.6550171,0.5777525,-0.23385546,1.4139377,-1.603444,-0.4866866,-0.25781378,-0.99859595,-0.11270259,N
2037,2.3055837,-0.8415051,-0.019158512,-1.540489,-0.18531162,-0.6262646,1.0384331,0.010567412,2.2700262,2.011722,-0.63783944,2.1133041,0.14828739,0.24023218,-1.1429684,-0.27773795,-0.18189237,-1.2545942,-1.2839087,-1.4510021,1.4845392,1.3885472,-0.18089323,0.9503043,-0.7562343,0.4170395,P
2038,-0.7055025,-0.15885267,-1.3228045,1.4903238,0.31236348,-0.45829278,-0.818619,1.4980644,0.63632894,-1.2985642,0.71745646,1.329166,1.5998373,0.32099342,-0.6614225,0.2442325,0.5132052,0.024866521,0.3382527,0.30910724,-0.76165295,1.5887294,1.2193011,-0.5919142,-0.5092101,1.6217753,P
2039,-0.96658826,-1.014116,-1.6604104,2.0152647,0.95546174,-0.69172573,0.34565824,-0.4305701,0.31622192,-0.9916814,0.6472784,-0.02229014,-0.33333948,0.15029766,1.535835,0.2629831,-0.6653812,0.20418638,-1.2973003,1.3097391,1.404885,0.12312567,-0.8953371,0.82000315,0.30968684,-0.7337141,P
2040,0.98753285,-1.2892042,0.42980585,0.6879684,1.1865264,0.46664244,3.8556967,0.41936988,-0.26769143,1.0290085,-1.3219911,-0.2344837,0.20228249,-0.88565147,-1.4368304,0.4001502,0.26725256,-0.5165769,4.0158606,0.33448362,1.6546829,-0.94438255,-0.97321033,0.40668452,2.7615752,0.7919169,P
2041,-0.2730977,0.82515603,0.03582686,0.59865654,-0.024589777,-0.27258426,0.2538432,-0.107148975,-2.3150084,0.7171534,-0.5015073,1.3132772,-0.861172,0.61959064,0.2887868,0.12603046,0.59106636,0.12519032,0.14934918,-1.163392,0.052788973,-1.0139822,-0.59439343,-1.5335119,0.015726566,0.5942367,P
2042,-0.5971916,-1.049852,-0.822213,2.8938544,0.70510215,-1.1690822,-1.3165522,-1.5873202,0.18261895,-0.28643882,0.7100176,0.7113056,0.79925185,-1.0733545,-0.9188212,-0.26746175,0.41687322,-0.2042608,3.8880022,-1.4624801,-0.1040937,1.2330769,1.307093,0.39368963,1.060127,0.12996265,P
2043,-2.56765,0.6202248,-0.58068514,1.5301883,0.39198992,-0.20133382,0.021136522,0.062285878,-0.15390319,0.31987154,0.59494,1.6817542,0.6483532,-1.3539757,2.702887,0.023376126,-0.67364603,-0.11766112,-1.2206923,-0.67529434,0.19285522,0.07384996,-1.2388272,0.029328167,0.116013885,-0.50303584,N
2044,-0.42007968,-0.79147005,3.4309704,-0.0035265982,0.14375985,0.26868182,-0.51565415,0.3520798,1.4016926,-0.119485855,-0.67088866,0.64379895,-0.77772033,0.028390199,-0.30646402,-0.44166797,-0.8404586,0.049125493,1.7854093,-1.407381,0.45414895,-0.41544008,-0.49777102,0.8358013,0.068804145,0.61084116,P
2045,2.2493136,-0.91977215,-1.1006138,-0.65495884,-1.3563137,0.69573873,-1.1948496,1.6479628,-1.6740111,-1.0595343,1.9197412,-1.7888855,0.98484087,1.4439242,-0.42863896,-0.823159,0.32035482,-0.24265277,0.57389,-0.68520594,-0.46460018,1.0067909,-0.17697705,-1.9220198,1.5746379,-0.8376289,N
2046,-0.64985204,0.303941,0.05174765,2.8567498,0.3765667,-1.3868011,-1.1685351,-2.6418815,0.37141845,2.3097665,-1.2800485,1.2474087,0.16383757,0.79428494,0.44071516,-0.53304255,1.0757623,-0.55783963,-1.5273383,0.49517614,0.24500857,1.0236791,-0.8678006,0.12375708,0.12752366,-0.7076046,P
2047,-0.7847825,0.4464442,2.1432085,1.0364046,0.40646577,-1.1833221,-0.91531724,0.86593366,-1.1532499,-1.1033115,0.18224627,0.23690683,-0.88298446,-0.77765,-0.59507203,0.05359281,-0.052743196,-1.0030646,2.7008739,0.3465454,-0.11318883,-1.5800564,-0.129077,0.7580084,-0.31208754,-0.0379432,P
2048,-0.15685877,-0.17789552,-1.2173963,6.351146,-0.87659377,-0.29094422,-0.9703861,-0.11364716,0.6835257,-0.33094397,0.229842,0.6728939,-0.9293086,-0.13626425,2.5558267,-0.04681445,-0.6974055,-0.13752794,-1.206404,0.0021054745,0.5488795,0.4999796,-0.08129184,-0.0275113,-1.0912498,1.2235999,P
2049,1.4272372,-0.21233885,-2.0801396,1.9190348,-0.10669398,1.2935762,-0.6704419,-0.7238884,-0.45764276,0.3785584,-1.0706298,0.94148505,0.8154181,0.74582326,0.6118797,-0.08292545,0.10616803,-0.58277094,-3.3087037,0.81468326,-0.03917232,-2.2628715,-0.6755415,0.3625724,0.9355952,0.9836727,N
2050,-0.30128425,-0.12784073,-0.545641,-1.9287696,-0.22016811,-1.2295654,0.11630966,-0.34135288,-0.885538,-0.57732767,0.050914943,-1.2022334,0.81403494,-1.1544164,0.97857225,0.06282349,-0.46887138,-0.3655476,2.5995288,0.58695143,-0.84412587,-0.5551168,0.73206013,0.53957456,1.9966615,1.1905645,P
2051,1.0996298,-0.55063874,-1.3803232,-5.357757,0.029006273,-1.6170216,0.8047402,-0.21339849,3.1482184,-1.5427232,-1.433221,-0.2435053,-0.57711625,0.073979,0.56115496,1.0548893,0.55321586,-0.047841072,0.10818654,-1.8964767,1.0781225,0.22606307,0.8732008,-0.22002988,-0.19756067,0.068719834,N
2052,0.40272743,0.29191595,0.27134466,-4.1755767,0.14930713,0.29936212,0.02978915,-0.08859779,-0.89394736,2.3356543,-1.0059682,0.7804543,1.037337,0.37115765,2.296333,1.208344,-0.8507804,0.48431414,0.021402717,-1.3009676,-0.66808593,-0.7547687,1.5112934,-0.13906923,-0.4739114,2.5195293,N
2053,0.71040833,-0.1752243,0.8896242,-1.6888639,0.8980814,-2.0846386,-0.8027112,-0.55559635,-1.1405039,1.4455578,-1.0758748,-2.2291102,0.73520344,0.49392137,-0.9222131,-0.43797967,-0.6548687,-0.9414279,-1.2090665,0.7254291,0.011642605,0.92928696,0.37816867,0.9180351,0.5142988,0.02588424,N
2054,-0.2743708,-0.66856396,-1.8908048,1.6616005,0.21553385,0.7115831,-0.16592292,0.26693913,0.33021697,-0.5503427,-0.06708819,0.09148696,-0.19448757,0.5597156,0.45468268,0.7731571,2.0793383,-0.7990365,-1.8892756,-0.6817906,-0.14785883,-0.08742491,0.88021916,0.45426401,0.71479857,0.51254314,P
2055,1.2733623,-1.7846084,-0.40566987,0.061985523,1.4414082,1.4381378,-0.32854742,-1.667421,0.024515774,-1.8094845,-0.14930171,1.4732057,0.017933913,-1.2328902,-1.0455102,-0.4555569,0.5798062,0.36456603,-0.5343165,1.5821135,0.60108113,-0.6813427,0.58253497,0.51833224,0.7958982,0.14806443,P
2056,0.19352198,-0.8385998,-0.26124847,-5.1547027,-0.29863602,1.9837372,-1.381711,1.5726388,0.26345554,-0.5045766,1.2445952,1.0203011,-0.52288604,1.3101116,0.93094933,0.88152516,0.41274947,-0.25702155,2.4263074,-1.0438706,-1.3468082,-1.370199,0.6255601,-0.28847903,0.13731924,-0.80301946,N
2057,1.0873017,0.3216704,0.43354744,-1.3507105,0.96879566,-0.2746696,1.1132885,-0.9436946,0.17152077,-0.8821831,-1.6121241,-2.5082688,0.104053825,0.16480774,-0.08280899,0.09251198,-0.7688241,0.6834131,0.44773966,-0.37241757,-1.6481825,0.6313449,-0.9658866,0.27542257,0.46677446,-0.77476454,P
2058,-2.0342453,-0.21281801,1.4368587,0.24555457,-0.31107974,-0.97225714,0.44732434,0.085229665,0.14275795,-1.290117,-0.09091818,0.28871804,-0.42400625,1.2545284,1.6392599,-0.83113384,-1.4564846,-0.627018,1.4164737,-1.3810378,0.040956408,-1.6626438,-0.3161074,-0.4558433,0.26321647,1.0526743,N
2059,0.55070716,0.78433627,-1.1708398,-3.4486458,0.13672552,0.9002684,-1.2281911,0.33948204,-0.7079184,-0.48089653,0.6585307,-0.34652534,0.13333498,-2.3979087,1.5384535,-0.6252743,-1.4272504,-0.59972453,-2.46538,1.438348,0.23147133,1.3028132,-0.33709717,-0.098599784,1.3206129,2.075557,N
2060,-1.3494327,-1.1166649,0.5885758,0.2959709,-1.2277586,1.776202,1.0357178,-0.566962,1.919802,-1.6409671,-1.0716971,0.8838788,0.052296385,-1.1226019,0.85005414,-0.07408668,0.8052101,-0.7455821,-0.81275463,0.96002954,-0.553213,-0.3251202,-1.0202258,-0.54389274,-1.0823059,1.6881504,N
2061,-0.6138731,-0.44039947,1.3160586,1.3209757,0.3357839,-1.1845047,-0.88627833,-0.49500284,0.5440065,0.8701779,1.4210186,1.7214898,2.106649,1.1902678,0.030124396,-0.42296404,0.71697855,0.063465714,-1.5595616,0.7676144,-0.8292004,-1.7619346,0.63664,-0.6318005,0.5318762,-1.2564467,P
