date,period,nswprice,nswdemand,vicdemand,transfer,class
-0.072279304,1.1614653,-0.375062,1.0703763,0.27029467,-0.15483645,UP
-0.2126023,-1.4435368,-0.43723556,-0.025312938,0.07822678,1.1914145,DOWN
-1.3105339,0.9136556,-0.102556124,0.109886646,-0.005096134,-0.30891728,DOWN
1.1923379,-1.8408711,-0.72541976,-1.7373067,-2.0675807,1.9858168,DOWN
1.1972433,1.3037468,-0.40468416,-0.051324353,0.6135099,-1.149571,DOWN
1.2599592,0.5796935,0.23861256,0.8013435,0.82707417,-0.6576657,UP
1.2194996,0.76818925,0.82282656,0.20806962,1.4542484,-0.8804349,UP
-0.09159018,0.600453,-0.53063554,-0.22884339,-0.35717735,0.54961604,UP
-1.3547508,-1.5557985,0.9038781,-0.15269417,-0.03943695,-0.6365621,DOWN
1.1516114,-1.7946057,-0.8019966,-0.63255584,-0.9258838,0.94469756,DOWN
1.1642838,1.160495,0.4120449,-0.17562845,-0.3281419,-0.27072254,UP
0.044077456,0.81810033,-0.7806369,1.2540241,0.20390436,-0.40247107,DOWN
-1.46082,-1.5032345,-0.07847079,-1.8879032,0.24619786,-0.4139117,UP
0.89081264,0.62687445,0.7409636,0.28875136,1.4977543,-1.2395903,UP
1.2869918,1.7951293,-0.311,-0.4657335,-1.329265,1.0550628,DOWN
1.1714385,1.5248473,1.392878,1.1772301,0.89559835,0.9034359,UP
-0.21131791,-0.5702753,0.17785954,1.2721648,1.3737521,-0.53338635,UP
-1.3089846,0.8076271,-0.18810435,-0.542033,-0.01874919,-0.50046545,DOWN
-0.060425557,1.6328158,-0.45632598,1.238746,-0.1764876,1.2123125,DOWN
-1.3744594,1.1112,0.00074143615,0.25496817,0.034001853,-0.70288527,UP
1.1965016,0.54063034,-0.66383624,0.8460331,3.0416915,-1.5633363,UP
-1.216017,-0.71754,-0.3174703,-0.014917567,-0.23721625,-0.5462428,DOWN
-1.1403781,1.250154,0.5616449,0.5425002,0.2491263,-0.51376176,UP
-1.414784,-1.4150708,-0.3966603,-1.0743812,0.06157567,-0.6344165,DOWN
-1.4768478,-0.935531,-0.0037213713,-1.5267011,0.18748863,-0.65725374,UP
-0.1739976,1.421119,-0.4512788,1.0659186,0.285865,0.29845753,DOWN
-1.3130478,-0.066063866,-0.19508708,0.45429242,-0.07792152,-0.6083518,DOWN
-0.21519524,-1.0569168,-0.66801417,-0.51782656,-0.7599888,-0.44329417,DOWN
-1.8215461,-1.4759021,-0.35670394,-0.84560996,-0.08456996,-0.65666234,DOWN
0.9537926,0.5209324,2.084034,1.9422255,3.495114,-2.8722436,UP
-0.12285046,-1.5353386,-0.20910022,-1.1283942,-0.03678093,-0.44379717,UP
1.168583,-0.58401585,-0.6787514,-1.3296907,-2.409444,2.4619498,DOWN
-0.2172235,0.6774345,-0.58638215,1.0770506,1.3221912,0.14799613,DOWN
1.251454,-0.81104654,-0.45250311,-1.1832262,-1.2925831,1.3252164,DOWN
-0.24782068,-0.25787804,0.030826762,0.6998718,0.58969134,0.15673395,UP
1.072592,-0.4715121,0.4107009,0.63725567,1.4838217,-1.2216333,UP
1.2429427,1.428993,-0.72136694,0.95187175,0.14163615,0.40330392,DOWN
-1.3235307,-0.72549343,-0.12078393,-0.27497435,0.038143847,-0.40346384,DOWN
-1.182201,1.5267043,0.18005574,-0.01159112,0.05990166,-0.61785096,UP
0.063471735,0.61166716,0.11002165,0.3443313,0.62887865,-1.8628702,UP
-0.13188094,-1.449943,-0.91018,-1.24571,-1.0627315,1.2792002,DOWN
-0.0701732,1.4881263,0.45609716,0.58562595,-0.87061787,1.1312072,UP
-0.17940348,-1.5827336,-0.41557312,-0.43449855,-0.7238714,-0.561195,DOWN
-0.16201612,-0.030187814,-0.06099225,0.23614767,0.4971094,-1.3460445,UP
-1.7422242,1.2001779,0.8357833,1.3207278,-0.096385,-0.43522,UP
-0.12976146,-1.5949394,-0.24187478,-1.9684387,0.1717589,-0.5680469,DOWN
1.132566,-1.9112885,0.53722876,0.8672942,0.9384983,1.005693,UP
-1.5300791,-0.37898558,0.42628768,0.47810116,-0.097551495,-0.5581132,DOWN
1.4124753,1.4838505,-0.41448972,-0.34688538,0.11723622,-0.7093178,DOWN
1.3652802,1.1242478,0.40375632,0.63347673,0.3964489,0.21858127,UP
-0.15404876,0.3690834,0.83077955,1.2432433,0.12573752,-0.5100875,UP
-0.20161232,-1.4852788,-0.88383263,-1.8377756,-0.98130596,0.47948033,DOWN
-1.2540511,-0.93107384,0.611957,-0.34657732,0.31194863,-0.49801815,UP
-0.021938339,-1.565866,-0.14866732,0.62990594,0.664396,0.5663316,UP
1.2438847,0.5141045,3.8087137,3.133773,2.5195436,-0.13452289,UP
0.96644545,1.0571574,0.41619334,0.8447055,1.5054686,-0.82333255,UP
-0.21678744,-0.35834882,0.03784191,0.43390498,0.3501727,-0.9957949,UP
-0.33540308,0.8810734,-0.28680208,2.1808984,1.8662884,0.25724798,DOWN
1.2235575,1.4691331,0.04858677,0.7225003,0.411612,1.154196,UP
-1.1350936,-0.36667624,-0.4106533,1.0114746,0.060509194,-0.58408934,DOWN
-1.5387077,-0.8437127,0.5225342,-0.52899903,0.1888326,-0.5566474,DOWN
0.97036505,1.1901135,-0.8888883,0.38613614,0.7940811,-1.868379,UP
1.2313702,-0.9868952,-0.8979686,-1.5392951,-2.071938,1.9028502,DOWN
1.092663,0.23571995,-0.20691963,1.4378402,0.89310896,1.3302208,DOWN
-0.1642996,-1.7071233,-0.7537191,-1.1188202,-0.65690416,0.23410927,DOWN
-0.1285434,0.7758979,0.69431424,0.6418069,-0.2904877,-0.39421493,UP
1.0921212,0.80528533,1.5086923,2.8531055,2.6984308,-0.43490475,UP
-0.42400905,0.31006235,0.46108022,-0.13301592,0.15829392,-0.6481808,UP
1.166787,-1.6221173,-0.61402476,-0.9913977,-0.20481697,0.19390684,DOWN
0.9039947,-1.1882992,-0.41867912,-1.0405473,-1.1292932,0.9517532,DOWN
-1.3988856,0.7872951,0.6078179,0.6808591,-0.100009486,-0.64721036,UP
1.0063758,-0.51796865,-0.38363624,-0.27431583,-1.7362297,1.7080399,DOWN
-1.363704,-0.81325567,0.50915676,-1.1102612,-0.017026497,-0.559969,UP
1.3475555,0.44235608,-0.4879093,-0.7745752,-1.3119031,0.9788116,UP
-1.4826623,-0.011370271,0.97138244,1.5757114,0.09045449,-0.69987667,UP
1.207614,0.8437592,3.4207957,3.1612926,2.8451347,0.11883802,UP
1.3075845,-0.29222143,-0.68592936,0.84981626,1.1523756,-0.88578326,DOWN
-1.3993791,-1.6622789,0.7938281,0.6011021,-0.08010884,-0.699209,DOWN
0.9419458,1.1967363,-0.518871,-0.5541535,-1.2459557,2.6952496,UP
-0.004877977,-0.27134457,-0.9120161,-0.18305215,-1.3705415,1.6433344,UP
0.9410566,0.9438301,0.9507643,2.0097404,2.1307402,-0.495325,UP
-0.16656888,-0.71743536,-1.0009542,-1.0290046,-1.3138219,0.7424773,DOWN
-1.5527668,0.6971211,1.2904651,0.2789698,-0.19680627,-0.60310304,UP
-0.26202422,0.61961955,0.7634561,0.4356267,0.1662612,-0.6677888,UP
-1.3910995,0.5497567,-0.15731119,0.2059743,0.023482703,-0.52701056,DOWN
0.019242145,-0.23291498,-0.6305202,-0.22961949,-0.8656268,0.14164907,UP
1.0307597,-0.7257732,-0.55205375,0.86515975,1.9395638,-0.55243,UP
1.1983609,-1.1016287,-0.8113304,-1.7605534,-1.4838485,2.4610388,DOWN
-0.18161617,0.8750653,0.8941873,1.0377184,1.6629603,0.040987626,UP
-1.3525565,1.0058099,0.22680172,-0.8568877,0.00014929101,-0.6875752,UP
-0.012752466,-0.18676123,-0.7315025,0.6001402,-0.42099434,0.014891073,UP
1.140053,0.35952297,-0.46076137,1.8506596,1.6276094,0.08271414,UP
1.1311822,-1.2545,-0.76314676,-1.9970766,-1.8769815,1.636143,DOWN
-0.16683128,1.1434,0.5464426,-1.0622579,-0.09035979,-0.6681473,UP
1.3414984,1.6038318,-0.43161005,-0.5079062,-1.0025556,0.41918388,DOWN
1.2475027,-1.6432972,0.21176615,0.85600823,1.395764,0.35133597,UP
1.0856413,1.5784061,-0.77732825,-0.7116308,-1.1969705,2.017425,UP
-0.08840009,-0.48971954,-0.22491385,0.06993365,-1.0975313,0.65987015,UP
-0.2207298,1.6884739,-0.3346258,0.8321566,1.0559508,0.5523404,UP
-0.1259244,1.75277,-0.6144989,-0.0018744767,-0.1925924,-0.38708687,DOWN
-0.081452236,-0.38825923,-0.4349514,1.142524,2.0956209,-0.358256,UP
1.4115099,-0.18931839,-0.13573518,0.50196534,1.4416723,-0.45457926,DOWN
-1.4770133,0.21948384,0.45545852,-0.66720515,-0.038607262,-0.6879699,UP
1.2123666,-1.6491846,-0.4266835,-0.3101153,-0.25551847,1.0149349,DOWN
-0.14339104,1.3245764,-0.8301859,-1.3266125,-2.96342,2.5166588,UP
1.3844478,-1.4413314,1.3015327,-0.71769714,-0.26995775,1.5556858,UP
1.1455829,-0.3599722,-0.6390186,1.2584128,0.785461,0.6288017,UP
1.1922619,0.36624494,-0.018710285,1.0242206,1.0912249,-0.028006367,DOWN
-1.5742131,1.355307,0.33481556,0.88066685,-0.03331287,-0.5291846,UP
1.24356,-1.5288974,-1.1127793,-1.9580203,-1.6463203,2.5185556,DOWN
1.2124145,0.27129048,1.028159,1.2506615,-0.14217602,2.2515512,UP
-1.4033151,-1.6620383,-0.27012503,-1.4074682,0.20715556,-0.6427419,DOWN
-1.5909756,0.17254762,-0.25676697,0.38776463,0.023630742,-0.58787644,DOWN
1.2753029,1.3233234,-0.7806411,-0.50589794,-0.4193106,0.084974915,DOWN
1.2847313,1.5757593,-0.5395133,-0.26989156,-0.8060733,-0.4528211,DOWN
1.2199953,1.4580956,-0.6564852,-1.1550293,-0.8404676,-0.23168892,DOWN
1.1259351,-0.54053557,-0.7132733,-0.48528445,-1.630092,2.2230306,UP
-0.22370616,-1.4237664,-0.26507825,-0.8151763,0.19748983,-0.42853537,DOWN
-1.4525543,0.2790815,0.6819474,0.49662036,-0.049983077,-0.6272597,UP
-1.3728828,-0.18990214,0.73549163,-0.71866506,0.1044649,-0.4817841,UP
-0.11697775,0.9202901,-0.017235726,-0.7299507,-0.21087259,-0.4076447,UP
-0.21546769,0.816872,0.9180054,-0.113328025,-0.21305339,-0.50117296,UP
-0.124524064,1.327487,-0.09192217,-0.33078378,0.045313355,-0.5504388,DOWN
1.0325189,1.0971832,-0.68912584,-0.16109057,-0.1545195,0.06833566,DOWN
1.1543245,0.13347647,0.21019141,1.1805179,1.4471052,0.6034874,UP
-1.3558441,-1.2960788,-0.40755236,-1.1227337,-0.04359723,-0.5000244,DOWN
1.0948724,-1.4177661,-0.057935074,-0.24132699,0.2194078,1.3441532,DOWN
1.222289,-0.8080137,0.5471457,-0.634021,-1.1885303,0.6959136,UP
-0.12445262,0.1652725,-0.3834937,0.35361737,1.401035,-0.59635586,DOWN
0.03985396,-0.5072515,-0.41925842,0.7689102,1.4329478,-0.05641029,UP
-0.31214854,-0.5134182,0.50056994,1.0032322,-0.08242937,0.6042053,UP
1.1154364,0.46419877,-0.2309551,-0.96524596,-1.2910221,0.32167584,DOWN
-1.5235792,0.7417277,-0.317267,-0.13290969,-0.16188478,-0.24951828,DOWN
-1.4138905,0.6149696,0.38677928,0.27400523,-0.012136182,-0.6732766,UP
-1.3865911,0.55827504,0.39216715,-1.2862163,0.028557781,-0.55878335,UP
-0.15448396,-1.7003354,-0.5461396,0.39785147,0.5264026,0.11967989,DOWN
-0.46097124,-0.15124053,0.32680136,-0.689911,-0.095232934,-0.56142443,UP
-1.328898,0.30095306,0.23850243,0.052948542,0.23481862,-0.47009206,UP
1.2691332,1.091562,0.597266,2.0361927,1.6662197,1.368994,UP
-1.3332278,1.1518809,-0.1889394,-0.41607386,-0.1645618,-0.82232386,DOWN
1.1536046,-0.9695836,0.39261046,-0.40504998,-0.17825682,0.6504002,UP
-1.490409,0.32216248,0.39486253,0.3652129,-0.116458446,-0.39996636,UP
1.311579,0.33578348,0.2041042,-0.92701584,-1.5699643,1.6926308,DOWN
1.1898777,-1.4547869,-0.61642087,-1.3388662,-0.7234605,1.0415292,UP
-1.4249531,-1.1170841,0.05238255,-1.849963,-0.03399304,-0.5117456,UP
-1.2565624,-1.5462048,0.009958506,-0.03579992,-0.033275533,-0.45313063,DOWN
1.3699557,-1.2956207,-0.6765462,-1.9099264,-2.6259568,1.7698442,DOWN
-1.2634275,-0.6890601,0.1752019,0.35932863,0.094990104,-0.6028796,DOWN
0.037980333,1.5266016,-0.15428267,0.9136908,0.7027098,-0.0029920042,DOWN
-1.3518945,-0.72462225,0.115075156,-0.5068136,-0.04712884,-0.47653097,UP
0.9669378,0.17928588,-0.85234994,-0.26295632,-0.9890059,2.3987854,DOWN
1.0754168,-1.1069022,-0.7527772,-1.6108319,-1.4219072,1.4415647,DOWN
-0.100783534,1.0562016,-0.23946121,0.6994722,0.45226175,-0.00093472004,UP
1.1322045,-0.75195193,-0.46194956,-1.6749558,-2.819274,1.6416593,DOWN
1.2060782,0.89300275,0.4862691,1.9010564,1.4640982,0.9808035,DOWN
-1.3560863,-1.6350682,0.07412605,-2.1148124,-0.08014037,-0.68482673,UP
-0.15274759,1.9100442,-0.9654011,-0.08541171,-0.20989786,-0.057940602,DOWN
-0.054954395,0.33364072,-0.56011593,0.77433276,1.7968383,-0.30174577,DOWN
-1.3452513,-0.950387,-0.19193427,-1.021095,0.014281396,-0.51049614,DOWN
-1.2189431,-1.1578236,-0.48553568,-1.8801548,-0.17696023,-0.58931154,DOWN
-0.13731663,0.48833036,-0.0726517,0.28535926,-0.3380592,2.112825,UP
1.0161546,-1.7123057,-0.7133339,-1.0052185,-0.259467,1.9267623,DOWN
-0.36975053,-1.4695271,-0.37927958,-0.5449612,-0.45670825,0.6186937,DOWN
1.1811467,0.9214069,-0.4538024,-0.26767996,-0.8544801,-1.0490197,DOWN
0.28541556,-0.14890935,-0.35982892,0.2018111,0.41119677,-1.4712814,UP
1.1210264,1.3350462,0.60421073,-0.09304057,-0.31074092,1.2064857,DOWN
0.003518626,1.2790883,1.6934614,1.6456416,-0.18344164,1.27017,UP
1.2547401,-0.4351583,0.3459428,0.31679213,-0.0019543432,1.0625358,UP
-1.6061972,0.12473096,-0.41696358,-0.26815194,0.028601829,-0.8112291,DOWN
-0.20284627,0.10747917,0.042432044,0.5039643,0.09640437,-0.46790576,DOWN
1.4076605,0.83718914,-0.14919265,0.4257102,-0.08204871,-0.5180531,DOWN
1.191646,-1.5194016,-0.4201947,-0.46701676,0.406152,1.4792466,DOWN
-0.09049489,-0.9855757,-0.64296526,-1.8451266,-2.254908,0.14559114,DOWN
1.0167774,1.5980363,1.2913561,1.0026727,0.91496253,0.7577052,UP
-0.28223112,0.66570514,-0.23974176,0.43074667,-0.98697054,1.78115,UP
-0.046883963,0.5562643,-0.7891316,-0.0711202,-0.68111455,0.9323343,UP
-0.19609311,0.76992846,-0.95694757,-0.61900777,-1.6817669,0.88312143,DOWN
0.80393034,0.3491324,-0.92932963,0.7459049,0.74557936,1.4832991,DOWN
-0.17061523,-0.218748,-0.2514162,0.35294327,0.53394735,-1.5700403,UP
-1.4027504,0.35966375,0.34536058,0.3959962,-0.015998926,-0.5243612,DOWN
-1.5883539,1.5700332,0.07230624,-0.1867055,0.15285291,-0.68769085,UP
-0.24202168,-0.3099205,-0.64766276,1.0449661,1.1735013,0.21777114,UP
-0.13822356,1.4437202,-0.029166084,-0.6482476,-0.10637589,-0.4787802,DOWN
-1.33317,-1.2600205,-0.24132553,-2.4158745,-0.085750416,-0.43166846,DOWN
1.2054402,-0.3969323,0.9993559,1.3601307,0.27610517,1.6624705,UP
-0.16146678,0.04232449,0.53921914,1.113817,-0.0023809932,-0.6107812,UP
-1.4624509,0.6247857,1.2885628,2.4645712,-0.053443823,-0.51875937,UP
0.017159268,-0.9784572,-0.4918553,-0.143381,-0.16359007,-0.5603602,DOWN
-1.3534997,-1.114973,-0.020646542,-2.4636023,-0.0030113496,-0.5864206,DOWN
1.4403377,-0.1005716,-0.08493799,0.78778803,1.5017806,-0.3306203,UP
1.0804417,0.3864205,-0.8824868,-0.56497693,-1.6941345,2.2308474,DOWN
-0.41497904,1.0355977,0.4075262,-0.8010603,-0.18422477,-0.42332476,DOWN
1.2286865,0.37799278,-0.34169778,-0.8852422,-1.7380677,1.5172186,UP
1.1791382,-0.35384506,-0.6340219,0.2740678,-0.49688712,1.1585654,UP
-0.3899468,-0.68887395,2.4428258,0.5886679,-0.28806472,-0.52612454,UP
-0.09085943,0.31497994,-0.28617784,0.194633,0.046012666,-0.40965974,DOWN
-1.3112208,0.23155159,0.083760016,0.3094309,-0.024669979,-0.5249994,DOWN
1.1917696,-1.8706955,-0.7392303,0.08374621,-0.5783183,0.4891003,UP
-1.4162627,0.111991435,0.38223207,0.5362362,-0.16614977,-0.42623225,DOWN
1.2362641,-1.2417945,-0.5887246,-0.7377122,-0.2167817,0.86157274,UP
-0.13123369,1.7584509,0.017499544,1.011131,-0.38964218,0.67589223,DOWN
-1.4650353,0.44970745,0.39298773,0.53929573,-0.013108864,-0.40224507,UP
-0.25404087,0.7248243,-0.7224543,0.9658624,0.7102703,-0.07110341,DOWN
-1.6316302,1.64079,0.0649777,-1.0587455,-0.25226304,-0.4625988,DOWN
1.0635566,0.54094803,1.8298157,2.1197836,2.9079013,-0.6767266,UP
-1.3563716,-0.6552323,0.96667546,0.66992515,0.10893983,-0.672457,UP
1.2668592,0.44736785,0.7811155,2.0333915,1.8200021,1.3447667,UP
-1.511649,1.7937738,0.7788231,0.018454935,-0.18087943,-0.5908116,UP
1.0719336,-0.5975188,-0.6861616,0.62172055,1.1079316,0.9819054,DOWN
1.3473526,1.1604624,-0.37377357,0.2298894,0.36299598,-0.61061513,DOWN
-1.5207093,1.4787182,0.8053693,-0.91578364,-0.09470312,-0.25105596,UP
1.24197,1.4732525,-0.29314137,0.020827949,-1.0576917,2.707946,UP
-1.3564626,0.09675953,-0.2265364,0.47468406,-0.006390808,-0.70722127,DOWN
-0.21534872,-1.1793661,-0.0949938,-1.4690672,-0.09732174,-0.56305456,DOWN
0.019883022,-0.22209373,-0.21866627,-0.06400061,-0.76179206,0.70267093,UP
1.2927092,-0.8825447,-0.15469387,-0.43992272,-0.6182425,1.2870255,UP
-0.021017686,0.3139712,0.07297099,1.1030958,1.6165825,-1.0090775,UP
0.0073694214,-0.96304995,-0.35563415,-0.76178336,-1.1218749,-0.16999632,DOWN
-0.023796901,0.92449534,0.40474266,-0.1778652,-0.14463519,-0.3499249,UP
-0.08516736,0.08094156,-0.565392,0.30302247,-1.1557828,-0.19483836,DOWN
1.2165277,-0.75182813,-0.6931978,0.052560627,1.4747196,0.18254775,UP
0.9894041,-0.8067213,-1.1148585,-2.3076348,-2.2391868,1.7485251,DOWN
1.2328293,0.47734275,0.30620736,0.29401702,1.1478373,-1.1874496,UP
-0.419014,1.4585578,-0.052024446,-0.97367173,-0.2768211,-0.63539904,DOWN
-1.5814141,-1.2115687,-0.10821072,-2.25386,-0.15785824,-0.38854992,DOWN
-0.3175517,0.7224584,-0.55931306,1.1442815,1.5481654,-0.53124297,DOWN
-1.5858489,1.4954704,-0.46372327,0.09880015,0.00035035983,-0.50812244,DOWN
1.0310224,1.614122,-0.8266844,-0.75823575,-2.0749178,2.0306728,DOWN
-1.3752867,-1.3009641,0.06316334,0.006056607,-0.09865435,-0.5254716,UP
-0.4542312,0.3497285,0.99631894,1.3595613,-0.19553408,-0.4237705,UP
-0.26066452,-0.0069337096,-0.30476063,0.16140276,-0.7267127,0.069150805,UP
0.97688156,-0.22168969,-0.86185896,1.240027,0.93120193,0.719792,UP
1.0166547,1.1622959,-0.55923015,-0.31204948,0.13661456,0.8388568,UP
-0.15869638,0.44775692,0.024527686,-0.045184784,0.48367792,-2.2488346,UP
-0.05045265,0.37500626,-0.20463978,0.7900952,1.0050387,-0.60838145,DOWN
-0.33642608,-1.6253738,-0.7815842,-0.9064864,-0.262867,1.0860598,DOWN
-0.11124471,0.24597695,0.7730273,0.2878613,0.9699928,-0.7509734,UP
-0.049532026,0.49079442,-0.87163687,-1.3880957,-2.0614371,1.0201336,DOWN
-0.29153657,-0.68807375,-0.2682366,1.1416643,1.173479,-0.25671986,DOWN
1.1461155,0.50056267,-0.5524045,0.99299264,0.95401573,-0.7340965,DOWN
-1.5170511,-0.20749934,0.68894863,0.8285407,0.09301542,-0.5991265,UP
-0.28358603,-1.465112,0.18187492,-1.8624632,-0.0772727,-0.6388079,DOWN
-1.2456573,0.36540094,-0.44018295,0.8598671,0.12258509,-0.5797944,DOWN
-1.4464949,-1.3092172,-0.5562903,-0.8077816,-0.07282914,-0.67437506,DOWN
1.4069803,1.8395928,1.2451061,0.7818262,0.33081877,0.56764823,UP
-0.09470438,-1.1317667,-0.8809675,-1.0960567,-1.0230079,0.41949132,DOWN
-0.13696674,-0.03553178,-0.76695704,-0.90877575,-1.816073,1.0199554,DOWN
-1.4716686,0.6792642,-0.05739199,0.23874223,-0.19854221,-0.57034504,DOWN
0.09908884,0.42690423,0.018766038,0.2696511,0.24702325,-2.0987897,UP
-0.47191817,0.66393226,0.6189438,0.11237264,0.11878461,-0.6248078,DOWN
-0.36441976,-1.4183201,0.2660203,-1.8139129,0.17223176,-0.8271493,DOWN
1.0979762,0.115287006,-0.6547179,0.1575463,-1.0314231,1.1231256,UP
-1.3909172,-0.97689766,0.6753715,-0.999625,0.2160313,-0.6013393,UP
-0.3004443,0.8905528,-0.20006591,0.4016246,-0.5805137,-0.15800914,UP
1.3638787,0.67526484,0.06261262,1.1985779,1.7282003,-0.3224392,UP
-0.42059326,-0.935043,-0.30439773,-2.0302677,0.021281134,-0.7161865,UP
1.0809864,0.7004363,-0.49074146,0.5652759,0.5103684,1.298676,UP
0.96164936,-0.8678049,-0.72583574,0.9400671,1.1520555,1.4196136,UP
1.0784965,-1.3084654,-0.5097281,-1.5471146,-0.9603621,2.0027335,DOWN
1.0789618,1.1351774,-0.33049065,-0.7413038,-1.2315738,0.35125068,UP
-0.27002546,-0.64121354,0.56352043,1.4700425,1.6526251,-0.7803716,UP
1.0720592,0.5867655,-0.092482105,0.60720676,1.0703691,0.42709798,DOWN
-1.2336046,0.91262066,-0.27309114,-0.25513965,0.17848907,-0.645622,DOWN
0.94501734,-1.7884965,-0.7221604,-1.1366687,-0.46418455,-0.2572658,DOWN
-1.3670821,-0.82649475,-0.20712188,-1.3086412,-0.032902617,-0.5693935,DOWN
-1.3286743,-0.4248815,-0.43573156,-0.64485705,-0.2932422,-0.61495507,DOWN
0.014672853,-1.252514,-0.53534126,-1.2612276,-1.2233047,-0.1023561,DOWN
1.309695,0.0806475,-0.5021337,0.043285694,0.29567218,2.0964816,DOWN
1.1139085,-1.0180242,-0.07108363,-0.5313391,-0.13849758,1.537858,DOWN
-1.4445232,-1.2725433,-0.13157374,-2.3266406,0.13116749,-0.57034725,DOWN
-1.2724404,-0.31732574,0.86910945,0.46009535,-0.22815429,-0.75509846,UP
1.3726741,0.3335414,0.849417,0.71927655,1.2765415,-1.2907053,UP
-1.5438248,1.2457681,0.40278542,-0.48434803,-0.41603762,-0.6095605,DOWN
-0.33456513,1.5626502,-0.287459,1.3186935,0.293348,0.8056908,DOWN
1.2627844,-1.4557524,-0.8258896,-1.4296963,-1.3299247,1.249098,DOWN
1.2373565,-0.18533012,-0.30628702,-0.51924056,-1.9738475,2.2082763,UP
1.1248195,0.014326617,0.37791353,-0.035876386,-0.4073672,1.3858896,UP
1.1868395,1.2515316,0.2971925,1.3443582,0.7602807,1.2512027,UP
1.1314967,0.61117935,-0.27988815,-0.72045165,-1.0502672,-0.07004354,DOWN
-0.26730645,0.10009872,0.17690197,-0.37275904,-0.02906742,-0.69900405,UP
-0.24351834,-1.2236396,-1.0504882,-2.284849,-2.554494,0.98868054,DOWN
0.99333274,-0.89223987,0.30784714,0.77310956,1.587904,0.16906932,DOWN
-0.31616426,-0.6328623,-0.16705404,-0.81518066,-2.7361975,1.8878663,UP
-1.4701589,0.18040475,0.7091058,-0.27860415,-0.03458654,-0.43111807,UP
1.1183069,-0.4701834,1.0481684,0.98502725,1.6537747,-0.91818535,UP
1.1432259,-0.036251754,-0.585393,0.5194908,1.9582734,-1.109216,DOWN
-0.22971839,-1.3197585,-0.5087034,-1.8648412,-1.8704648,-0.09745456,DOWN
1.2091951,0.45882994,-0.7246246,-0.65155995,-0.37622488,1.4760852,DOWN
-0.24246636,1.0156146,1.2053286,1.6990299,1.8522121,0.29881045,UP
1.4824762,-0.36015612,-0.36877626,-0.65412843,-1.0655098,0.9568265,UP
-0.27179578,-1.5078647,-0.5515965,-0.16570288,-0.8619088,0.2025966,DOWN
0.10283333,1.5789337,-0.49835396,1.3936837,0.027760671,1.1538342,DOWN
-0.19800174,1.2641238,-0.15272334,-1.0212902,-0.20982693,-0.5325927,UP
-0.056811012,-0.9620322,-0.5182007,-0.30442756,0.5933729,-1.0912633,UP
-1.4817264,-1.8780805,-0.3531152,-0.28687662,-0.046393782,-0.66592276,DOWN
-1.5210915,1.4770274,1.1066059,-0.30968016,-0.01893125,-0.61863416,UP
0.88810337,-1.8195605,-0.7389671,-0.67726016,-0.8693554,2.1384087,DOWN
-1.5145756,-1.5624369,-0.32181868,-1.9295566,0.13797179,-0.5489039,DOWN
1.1335846,1.7661163,-0.35834348,1.075552,0.85239774,0.8608538,DOWN
-0.07849749,0.18059336,0.19882223,0.49420556,-0.01536848,-0.60496706,UP
-0.2987301,0.21263106,-0.15046398,0.1834173,-0.4819354,1.8369389,UP
1.0227077,1.7858825,-0.30419165,-0.5390767,-0.5386827,1.592079,UP
0.040974215,0.020557523,-0.23952283,1.1004034,1.2254868,-0.26674223,UP
1.2165492,-0.5137996,-0.4878807,1.3380868,2.1907277,-1.8008504,UP
-0.071402766,0.36606106,-0.5512799,-0.48617715,-1.0187199,0.0019877926,UP
0.021260634,-1.4267291,-0.5195569,-1.6664693,0.010038979,-0.66323376,DOWN
-0.145915,1.3277634,-0.22361663,-0.6074813,0.0909491,-0.54147303,UP
-1.239661,0.593663,1.0666412,0.9346299,0.1983878,-0.5684383,UP
0.038204014,-0.05169481,-0.43088195,-0.11840138,-1.7842447,1.0313845,DOWN
1.1309707,-0.0305674,-0.27764288,1.2859256,0.97274756,-1.5184399,UP
-0.18277958,0.70104295,-0.022946268,-0.6038486,0.09772794,-0.4809979,UP
-0.04371316,0.75383544,1.130327,1.379209,1.7313943,-0.057102904,UP
-1.372988,0.81666315,-0.61923057,-0.51702553,-0.05443905,-0.53868645,DOWN
0.07148287,0.6603345,-0.6039986,0.23603654,-1.0049782,-0.31230444,DOWN
-0.1645834,1.1567863,-0.7255759,0.63856065,-0.023532748,-1.4626428,DOWN
-1.3543617,0.45523745,-0.1673925,0.2560524,-0.17009655,-0.5377812,DOWN
1.0852865,1.3700901,-0.5413102,-0.60697633,-1.2748482,-0.13203658,UP
0.2188489,0.6792858,-0.9244078,0.5030436,0.20712814,-2.04542,DOWN
1.0355887,-0.19449702,0.8312297,1.9602106,2.5186698,-1.5327606,UP
-0.002222836,0.97541827,-0.43252072,0.32236484,0.3486701,-1.7919255,DOWN
-0.061582208,-0.84652376,0.47959554,-0.91382277,-0.030369118,-0.5766791,DOWN
1.263718,0.40474185,-0.7623164,0.52873003,2.4125495,0.0843895,UP
-1.2413927,0.81623435,0.6360327,-0.8918803,-0.14191745,-0.382303,UP
-0.17685436,1.099934,0.6597929,-0.26979613,0.011168908,-0.5395657,UP
1.1745979,-1.3362882,-0.08234544,-1.2806721,-0.7388333,0.9454156,DOWN
1.1909479,0.49887428,0.6137973,0.22011039,1.4567381,0.0936157,UP
