fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.69783247,-0.12741819,-0.020740211,-1.0887227,-0.27088767,0.071860954,-0.9798813,-1.3552344,-1.4090989,-1.7472914,0.86950225,True
-0.50478977,-0.19704945,-0.45527795,0.28372532,-1.1620537,-0.40023738,0.07760242,0.035693657,-0.1770656,-1.0330406,0.07024172,True
1.4674046,1.4680753,-0.43535525,-0.37661308,0.74762315,-0.20921965,1.068515,0.87641877,0.47053316,0.51690084,-0.882098,False
0.6048934,0.44815797,0.91556114,1.9795368,0.00076438487,1.1388335,0.38667297,0.891815,-1.0565349,0.51383615,-0.39848435,True
-0.6643117,0.6996378,0.19919871,0.52998567,-1.1129432,-0.05021739,0.45901692,-0.49957007,-0.48779526,-0.38010722,0.26412958,True
-0.49851888,3.710626,-2.7593265,-0.38679302,1.2261862,-0.98258257,-0.722366,0.6999165,0.8199643,0.74951744,-0.97525644,False
-0.56593674,0.32829583,-0.21335283,0.4624709,-0.49662554,-0.18318012,0.30017418,-1.5633607,-0.29017597,0.64248264,0.22142121,False
0.22627191,2.0643601,-1.7046788,-0.87271106,0.9495133,-0.5194531,-0.81905264,1.3470745,1.4908639,0.8285264,-0.9288305,False
-1.06886,-0.6576224,0.18435156,0.68720764,-0.1199778,1.4893341,0.8186089,0.09752846,-1.7200873,0.40643343,-0.98371005,True
-1.1609179,-0.52015764,-0.4270109,-0.45137405,0.3452074,-0.48775277,0.17361727,-1.2349024,0.720657,0.42414147,-0.121728934,True
-0.36544394,-0.6054611,-0.6360508,0.35972902,-0.3842388,-0.7454382,-0.61923563,-1.2338252,-1.3686974,-0.2756481,-0.10094091,False
-0.28070253,-0.1527,1.318654,2.9551597,0.034498528,1.7997543,2.8528247,1.921634,-1.4382358,0.7278323,-1.8145286,False
1.0714129,-0.05564262,0.85763955,-0.8333169,-0.28152353,1.1787603,1.0910738,0.11995411,1.1168178,0.07007572,-0.04724613,True
-0.5627855,0.7720289,-3.1412876,-0.9023318,0.5639426,0.4597401,-1.3969128,-0.015404068,1.1483588,0.57019025,-0.08627504,False
-0.7735485,-0.0054995865,-0.73531795,-0.3691709,-0.057997555,0.021589518,-0.54355335,0.36094785,-1.7765458,-0.53179425,-1.6536715,False
-0.7815063,-0.14097077,-0.9116181,-0.22370693,-0.52597845,-0.051657975,0.6139471,-1.3978779,0.9598323,1.0032651,0.21255066,True
0.31284827,1.9236825,-2.4184256,-1.2185719,1.3262212,-1.4486598,-1.3577636,1.0489584,0.63692653,-0.81202585,-1.4468427,False
-0.5486351,-1.0799702,0.27780145,-0.38943547,-0.51721996,0.5082964,0.4478916,-0.11800361,0.8275301,0.42350549,0.75792557,True
-0.26428065,0.46984583,0.12190743,-0.5130167,0.3667435,0.12721351,1.2487322,0.40388495,-0.7613315,-1.0247461,-1.0186359,False
-0.63744175,-0.29394135,0.10834208,-0.038310014,0.2220641,0.059280843,2.3924098,1.2657514,3.8650622,1.0651046,-1.1686151,False
0.08912408,-1.2034827,-1.2231772,0.01605165,-0.53416336,-0.23226166,0.008261107,1.2791992,-0.22399092,-0.5650853,-1.494825,False
-0.26738486,-0.38125044,-0.0027312338,0.5985182,-0.71320444,1.4936249,1.2734843,0.8591465,0.6740115,0.084988646,0.28201464,True
-0.0944987,0.73610705,2.1061425,0.7223711,-0.30091947,0.5788851,0.49670634,-0.6823218,-0.25926822,-1.0142565,1.9042284,True
-0.23590925,-0.28912684,1.1608919,-0.5240457,-0.5198897,-0.013158746,0.659161,-0.7494995,1.0004431,-0.8696079,0.38045797,True
1.2185371,0.704511,1.1215045,-0.51358855,1.7869698,-1.3822138,-1.4043574,0.8212292,-0.79732466,0.6483144,0.3356164,True
0.01667075,-1.0396416,1.8988608,1.9248472,-0.20831776,-1.2097509,0.07825591,1.8041826,-1.4914094,-0.8533658,-1.0827678,False
-0.043513235,0.028565437,-0.31911385,1.8035834,-0.5331991,1.5203228,1.9608798,1.5533665,-0.90106547,-1.588691,-1.4784129,True
0.19599223,1.4605995,-0.72856075,-0.74381465,0.28714576,6.6968126,2.9278638,-0.8911377,0.42783156,-0.8616481,-0.027074724,False
-0.23254253,-0.5103587,0.45116338,-1.1714084,0.060571134,-0.61021346,-0.43124095,-1.0896559,-0.45614243,0.5871875,1.5966022,False
-0.22410874,-0.64098805,0.55302393,-0.90432787,-0.37766424,-0.05250998,0.1632134,-0.22379008,-1.1149297,0.2950793,0.19553863,False
0.42805335,0.6284907,0.113104895,0.44322076,-1.1157014,0.46084422,0.104678206,-0.72989064,-1.3773879,-1.3855428,0.8895917,True
0.43417794,2.0035663,-0.5550098,-0.77738416,1.4811369,-0.9037669,-0.5698419,0.39028794,0.23985764,0.1290103,-0.77199185,False
-0.4861894,-0.010172993,-0.27831587,2.7889137,0.25637847,1.0317732,3.3283043,2.1952956,-0.78239846,-0.40753677,-1.5941439,False
-0.3011738,1.9429574,-1.4239228,-1.0508513,0.9378367,-0.9841448,-2.0879703,0.61257,1.4798131,1.0568492,-0.5790432,False
4.749765,1.3658328,1.1089401,-0.59497035,2.0946522,-0.81624293,-1.2075785,1.1054924,0.08972824,1.8419604,0.49687296,False
0.037057683,-0.23513705,0.52320945,2.211524,0.29311368,0.4867006,1.7565871,0.97535735,-1.8493646,-0.47103345,-1.1279445,True
0.14159551,-0.21529335,-0.28994077,-0.31118286,-0.53151566,1.0476894,0.34312117,-1.0995467,-0.17568138,-0.97329324,0.43192053,False
0.35018253,-0.7020434,0.3866297,-0.8831748,-0.1599459,-0.49578586,0.20522879,-0.26698706,0.3124101,0.4538691,-0.2067635,False
-0.6694432,0.36094797,-0.16708611,-0.41579336,-0.59384173,-0.46534562,-0.075915456,-1.2820553,-0.55055404,-0.33557385,0.8239052,False
3.4955854,1.9565425,2.2159986,0.12270885,0.66245866,-1.6195939,-1.2174555,2.4932485,-1.195412,2.0002885,-1.3222406,True
1.4490465,-0.6221215,-0.043813087,-0.40638888,1.1096947,-1.6997211,-2.13264,0.80898154,-0.43035316,0.11518571,-0.253322,False
0.31339437,-0.77597135,-0.12947227,-1.2764444,-0.835046,-1.1928223,-1.0898019,0.017403394,0.8090228,-0.8332561,-0.8923242,False
0.9697598,3.0192153,1.4482825,-1.3804144,11.636051,-1.9924276,-1.0484428,0.21971032,-1.4410448,4.5793743,-1.7868248,False
-1.0785638,0.44872385,-0.3315467,-0.72892153,-0.5365394,-0.1902472,-0.75570554,-1.2532562,0.9124245,0.5211171,1.6538217,True
0.24838136,-1.2382151,-0.16046605,2.073258,-0.35393783,0.20159161,0.5581707,1.7013003,-1.5925692,-0.7278092,-1.9874728,True
-1.695498,-0.4285273,-0.1107817,0.1682908,-0.8549859,1.6109295,1.7148166,-1.9130452,0.4761674,-1.5564128,1.3132246,True
2.292596,1.8815497,2.7975433,0.31302404,-0.01251626,1.1404059,-0.94196194,1.6619793,-0.28599855,2.4733377,0.58062494,True
1.5193777,-0.45104998,1.0060042,1.0775522,-0.18507597,-0.16112882,0.33346337,1.2632204,-0.38197082,-0.6860268,-0.49650663,True
-1.6380653,0.41438377,-2.4883397,-0.520735,-0.11821124,0.14278907,0.34114546,-1.4052644,0.649328,-1.3429843,0.82455766,True
-0.72637653,-1.2554227,0.2563201,-1.1694727,-1.0568476,-0.12856981,0.37842172,-1.9013699,0.34325212,-0.49612918,0.107117265,False
-0.59030145,-0.8551315,0.8178288,1.4111545,0.009791538,0.006896615,0.19812459,-0.0112876,-1.9278474,-1.7986748,-0.007462457,True
-0.44177267,-0.63210595,0.12644358,1.6774968,0.11775308,0.4694767,2.342896,1.5428842,-0.9459827,-0.161989,-1.3126187,True
-0.6348718,-0.36612093,-0.755185,2.5011666,0.5184244,2.843523,2.3659651,1.073832,0.1269374,-0.9240698,-1.3448589,False
-1.2017758,-1.0835187,-0.077729456,-1.2555252,-0.8145741,-0.7080047,-0.94517565,-1.0453352,0.11979844,-0.36816183,1.0013969,False
-0.6389626,-0.121111035,1.5652738,-0.64660496,-0.7488449,-1.2509505,-0.018379003,-1.6929231,-0.8012659,-0.27821627,0.6238222,True
0.3155854,-1.1051478,0.20228082,0.5257035,-0.18812871,-1.3455942,-0.3201798,-0.08247696,-0.27953455,0.45635065,0.9882067,True
0.3748747,-0.86211765,-0.26208112,2.844795,-0.29664934,-0.2965475,0.6488965,1.4192361,-1.0847089,-1.1684479,-1.2598182,True
-0.25726795,-0.2060714,1.3458849,0.44905877,-0.09683311,0.7652543,1.6077521,0.028756738,-0.524051,-1.2539551,-0.13464019,False
0.60376275,0.07391301,-0.09104389,1.485461,0.28404832,-0.17236914,0.5914091,0.36680847,-1.0570618,-0.2616021,0.34488907,False
-1.4327604,-0.342201,0.6805541,-0.8923657,-1.1899631,0.70514286,-0.38143104,-1.6629695,1.8713332,-0.8263405,0.5160189,True
0.5174477,4.058051,0.8603732,-1.2372396,2.3059647,-1.0053312,0.05348579,0.775659,0.52257323,1.0661081,-1.254661,False
0.19732094,-0.3256734,-0.86237264,-0.124100365,-0.73145884,0.47197992,0.21711802,-0.594061,-0.9847468,-0.9201183,0.77514064,False
-0.23620957,-1.2841269,0.095711306,-0.36750633,-0.5316435,-1.0646449,0.5397748,0.2920132,-0.017247044,-0.96522355,-0.3027653,False
-0.040752485,0.7270697,0.36469644,0.012299538,0.3723067,-1.4671938,-1.783406,-0.09018327,-0.2717318,-0.61983895,-0.059830725,True
-0.77191067,-0.10301843,-0.5061535,1.5625858,-0.46980196,-0.16121766,2.0644944,1.2246451,0.17743757,-0.5972979,-1.4523202,False
0.8949061,0.9895383,-1.0198312,-0.27134475,1.225102,-0.9225715,-1.3373654,0.63459045,0.34766638,0.13395828,-0.62400043,False
0.13043335,-0.37691927,-0.7869039,0.30078387,-1.2751775,0.47536325,0.82667196,0.31207308,-0.7703295,1.8527796,-0.19635731,True
-0.2845307,-0.69644684,-0.6652458,-1.1268845,0.23579831,-0.523077,-1.4710926,0.38395202,0.31075472,2.525216,0.3799732,True
-0.44281822,0.3427238,0.3358023,1.44127,-0.23933525,3.0992854,1.5669864,0.5985696,-0.69647074,-0.65626454,-1.1574891,False
1.3085438,1.6844873,-0.2976864,0.14760154,-0.43337226,-1.3898866,-0.9350158,-0.34185416,-1.3657029,-0.9943296,0.7740716,False
0.58363396,-0.7422633,0.040707085,-1.5718812,0.265414,1.1247058,1.160449,-1.0632913,0.5742123,-0.37921333,1.055119,True
-0.4981081,0.11617884,0.9506708,1.2464399,-0.6837604,-1.0856208,-0.3072112,0.84140104,-0.662894,-0.71932995,-1.027797,False
0.37835515,0.025151491,-0.057403594,0.3095529,0.31995234,1.4100659,1.4509712,0.5165691,-0.068299115,-0.46207327,-1.1841491,False
1.1151962,0.04105833,0.44889468,-0.5809983,1.040704,-1.1094683,-0.42184317,0.8023728,1.2107723,1.747309,0.48554558,True
-0.6825068,-0.43168223,-0.34112582,-0.9134011,-0.3548106,-0.29891258,0.98216283,-0.58223546,-1.1371967,0.7952007,0.27294448,False
-0.36828566,1.444618,-2.20532,-0.63011605,1.2341319,-1.1098806,-1.6562777,-0.13025993,0.24860984,0.017717227,-2.3633242e-05,True
1.0490912,2.1877835,-1.8350366,-0.8436661,1.8467362,-0.9897224,0.4593759,0.31554836,-0.28678173,0.7347469,-0.6647567,False
0.95742506,0.69140923,1.604979,-0.5732909,1.1199591,1.005966,0.85175157,1.2184343,1.1779964,2.981999,-0.92285866,False
-0.1717535,-0.7388646,1.7023137,-0.771267,-0.2193664,-0.94884133,0.1880306,-1.487468,-1.5789702,-1.8511494,1.6082143,True
1.7144357,0.7514271,2.0489922,-1.3518419,0.47834128,-1.7937095,-1.5940675,1.2622947,2.366176,0.8679172,0.22210923,False
-1.1211367,0.2651018,-1.2375818,-0.64104396,-1.1016005,0.042300567,0.59033585,-0.94758564,1.1544759,1.4049356,2.070274,True
-0.7120173,1.1868675,-2.2018867,-0.7110884,0.56835437,-0.57309407,-1.297938,0.05373618,0.61705047,2.450863,-0.30252957,False
-0.017277516,0.278033,1.5518752,2.5386863,-0.48148692,1.415756,0.8087491,2.0370054,-0.6579677,0.26743254,-1.0460448,False
-1.4711515,0.03593661,0.010199904,-0.9438339,-1.1316929,-0.42532784,-0.88109374,-2.156805,0.00303787,-0.9440049,1.9545841,True
0.5909388,-0.13074487,0.113546625,-0.8599551,-0.05633001,0.43016523,0.96862173,0.028115094,-0.73298943,-0.37609127,-1.7035989,True
-0.08839753,-1.0235871,-0.023684174,-0.74126136,0.43039775,-0.46880645,-0.8039193,-0.32521027,-0.76726687,0.20825079,0.45708466,True
1.7972121,2.341315,-1.9718108,-1.3158412,1.2770331,-0.87319523,-1.3164455,1.6111184,-0.21830815,0.42841226,-0.5864111,False
-0.56399035,-0.016896605,-0.46275523,-1.5391889,-0.049609482,-0.044906788,-0.060323596,-2.1596801,-1.0584053,0.47010267,1.5419084,True
0.3067218,-0.70901513,-0.03324768,-1.0116919,0.10733825,1.5574645,0.83599925,0.35441694,1.473211,1.2817143,0.05175753,False
-0.9745156,0.8141152,-0.8515332,0.8813534,-0.5134098,1.5088712,0.7549713,0.2816269,-0.8062128,0.39932486,-0.6952918,False
0.07155614,-0.9244267,-0.021793362,2.994454,0.515223,0.7696414,1.2570378,1.7715763,-1.3634065,-1.391238,-1.7606014,True
-0.73885787,-1.3664777,-1.2677476,1.2696594,-0.8660534,4.821438,1.1933533,0.62892675,-0.42577505,-0.29148364,-0.9943051,False
-1.152958,5.4182024,-1.3798637,-1.3290161,3.957388,-2.423287,-2.0627391,-0.71499044,1.3137192,-0.3892354,-0.5090213,False
-0.79414064,0.83883905,-1.798285,-0.8913589,0.024662286,-0.76398087,-0.7118318,0.2803107,-0.02569279,-0.31338343,0.00091060996,False
-0.58669305,0.11505866,0.22357664,-0.89008665,-0.37074614,0.5853633,-0.2344234,-1.4707011,0.6565869,-0.2683881,0.7230276,False
0.19595698,1.6102057,-2.3197782,-1.0219234,-0.16361642,-1.0071135,-1.8472261,0.5949293,1.1590201,-0.022001445,-1.6749438,False
1.9057711,1.8371873,1.4429624,2.315302,5.4253407,1.2816073,-0.9294838,2.9020636,-0.33310884,2.1327717,-1.8228662,False
-0.865237,1.0836123,-0.79358494,-1.4415542,-0.09080672,0.30347675,-0.027164761,0.35630938,-0.46846107,-1.1716433,-1.354222,False
0.820569,1.7184474,1.0280231,-0.10548562,2.3108313,-1.0015925,-0.20644224,0.64294666,-0.054419685,1.7899766,-0.7663804,False
3.622842,0.4124999,3.0061567,-0.09024361,0.82681215,-0.74360234,-1.7078753,1.2330589,-0.009094551,1.812786,-0.38954517,True
2.6444302,-0.4229035,1.4628332,-0.76542413,-0.74153924,-0.47884208,0.77389807,1.3865011,0.16966845,0.30800605,-1.1433966,False
-1.882843,-0.11143287,-1.297623,-1.0020225,-1.0775449,-0.18009171,-0.06196862,-1.5986927,2.041016,-0.17732584,1.4389622,True
1.173106,1.1666731,1.7740583,3.0490644,-0.407598,0.46204364,2.6754003,2.3864698,-1.2533501,1.6382202,-1.3661276,False
-1.3314222,-0.2072005,-0.35345256,-0.6965586,0.42280632,1.0924275,0.9435202,-0.90102065,1.0568027,-0.33777168,0.13121857,True
1.2710781,-0.67260855,-1.0998073,2.209672,-0.45951337,0.60641456,1.870021,2.4515002,-1.9440484,-0.3004313,-0.5730877,False
0.30035958,0.14981142,0.15857786,1.3837026,-0.44856268,0.72720855,0.9948911,1.0189071,-0.55041707,0.61956763,-1.3814641,False
0.19471633,-0.3594377,-0.5566197,1.4829651,0.369204,3.290934,1.42164,0.9385724,-0.59002775,-0.86590827,-1.2229539,False
-0.40902734,-0.041323394,3.1482701,1.4300659,0.056670442,1.5612991,2.3699198,0.11958513,-0.24993306,-0.9410853,-1.3490496,False
1.5133562,-0.891858,0.036792718,0.3625778,-0.43473187,-0.6951684,1.1941946,-0.2569262,-1.0225949,-0.637508,-0.45143172,False
0.9030564,-1.3324387,-0.6459801,2.118257,-0.62671137,-0.6851275,0.817011,1.5817639,-2.1524227,-0.5015731,-1.2552897,True
-0.12595592,-0.7589496,-0.118874684,0.95452887,-0.86416256,0.4348427,-0.32982072,-0.15319288,-0.96581435,0.002530232,0.79512846,True
-2.263115,0.006775379,-1.9694002,-0.7072972,0.00011149794,-0.110327415,-0.99088264,-0.73696315,2.5975034,1.1182125,2.9120657,False
-0.028874665,2.4769368,-2.5846832,-0.58628577,0.23494284,-1.3872494,-1.9500333,-0.7554911,0.9686309,0.35156512,0.6272459,True
0.9181516,-0.8561654,0.9441541,0.029795945,0.08815117,-1.0573032,1.7168514,-0.07988721,1.6877836,-0.23467642,0.8474475,True
-0.15559024,-0.6670834,-0.20370203,-0.85126483,-0.49060816,0.6536817,-0.44016132,-0.5823786,2.0759633,0.1357744,-0.8585061,False
-0.92121553,0.22042838,-0.10155755,-0.37169784,-0.9079286,0.46538332,-0.39736134,-1.1712668,0.73595476,0.39436656,0.63830197,True
-1.6405027,0.30349314,-0.19053262,-0.041352347,0.6929075,0.40902457,0.46824974,-0.23814599,2.0610843,-0.09559873,-0.36946985,False
1.2330092,-0.80367696,1.3576624,1.2340758,-0.090227365,0.19066393,0.2770797,-0.29400945,-1.5385662,-1.4668225,0.5825086,True
1.9550323e-05,-1.5784582,1.0262957,1.1817377,0.40205786,0.2436353,-0.12550841,0.9026846,1.2570289,-0.8970573,-1.6929321,True
0.81121445,-0.7884836,-0.66445434,2.7020736,-0.0046600625,0.14054218,0.6260745,1.3190238,-2.1710837,-1.4810202,-1.6328694,True
-0.24320693,-0.17884743,-0.7474359,-0.86497194,-0.0075477064,-0.44151843,-0.22089772,-0.08576366,0.40691996,0.7199129,-0.07525587,False
0.61779785,2.8442183,-0.96403265,-0.4585106,1.3328921,-1.2267816,-1.5332966,1.169425,-0.28665796,1.527204,-1.1760283,False
-0.5381262,-0.8710785,0.1717532,-0.76578176,0.0169843,-0.82923454,0.15777823,-0.48433384,1.6247264,0.27342528,-0.014971882,True
-0.077022836,-0.4241795,0.5464536,3.0674174,-0.2954086,2.0078669,0.7229674,2.2416463,-0.37749615,0.2182172,-1.3236431,False
1.5077279,0.71009636,0.6070242,-0.9682934,0.49930695,-0.6414461,-1.0065608,-0.024549752,0.33284867,0.597314,0.6546395,False
0.32199457,1.6947844,-0.10013437,-0.30358127,0.7938602,1.2424582,-0.89790475,0.2392593,0.44371462,2.2934847,1.5732645,False
0.80730325,-0.6437671,-1.1076862,1.1512891,0.28495866,1.1806705,0.8817945,1.0373107,-0.11772022,0.19111657,-0.45536104,False
0.65754795,0.051288754,1.888495,-0.89528656,1.4532543,0.6634841,0.25088698,0.7752304,0.69673866,1.7034686,0.26048735,False
0.4244399,0.67575735,0.26750293,-0.49732572,0.88510317,-0.62426335,-1.1343669,0.94482434,1.0597606,-0.6306692,-1.7872801,False
-0.83993506,3.2711036,-1.9845138,-0.43839574,1.741416,-0.84577894,-1.1131998,-0.07158607,0.7495475,0.3775464,-1.1150594,False
0.7296706,-1.7355618,0.96576184,-0.1906305,0.8583566,-1.1552677,-1.6763722,0.87632537,0.46712452,2.2562723,1.0737247,True
-0.8958084,-0.3978814,-1.7162375,-0.5279032,-1.2022895,1.7709295,0.6306633,-0.44172007,0.76805437,-0.14852452,0.51552033,False
-0.26602614,-0.25098768,1.054958,-0.9174177,0.6899339,0.02401644,-0.23234835,-0.2959894,-0.3596525,-0.9548172,-1.1585197,False
-0.29499626,-1.0337232,0.5438013,0.7210891,-0.6003958,0.7191317,0.26295182,-0.14673698,-1.0543143,-0.29108125,-0.10724179,True
-0.6977128,-0.5487622,0.12114386,-0.5833944,-0.4923357,1.0856228,0.19330138,-0.34334007,1.514538,-0.3388153,0.72996104,True
0.14453137,-0.42712307,0.93885833,1.6841568,-0.8670646,2.2844808,1.7457068,1.6837102,-0.3328654,1.4932595,-0.5347842,False
0.2768185,-0.21277809,-0.059588384,-0.25190485,-0.024843544,0.16066836,0.54814273,-0.41291973,0.9455215,0.093786955,-0.08293888,True
0.060305774,-1.0435963,0.43097678,-1.2252965,-0.19861004,0.9432298,-0.46193483,-0.53278315,1.1832144,-0.7721291,0.12879089,False
-0.3604718,-1.1654028,1.2142787,-1.0016838,0.17900792,1.4798839,0.2543861,-0.9225434,-0.4893706,1.2511883,0.426692,True
-0.9583808,0.21416783,-0.7821324,-0.7777729,0.42319995,1.3472071,0.16069359,0.3709674,-1.5833738,-0.9256122,-1.9003993,True
-0.0008536726,-0.93702745,0.002483517,-0.8960552,-0.5638217,-0.19244218,-1.0467967,-0.8351223,0.39680937,-0.15154892,-0.24549952,True
0.3448018,0.37651312,0.605134,-0.88197875,0.041380405,-0.64118934,-0.807907,-0.005811006,0.652249,1.7055101,0.64902747,True
3.1385834,0.3137413,1.0439664,-0.31394264,0.9728087,-1.5867774,-1.5768771,1.8572664,0.83059704,2.1960187,0.07325731,False
0.36843306,-0.7505523,-0.18988359,-0.6363197,0.3823431,-1.2335093,-0.09218493,-0.14463589,1.435882,0.68195057,-0.73067224,False
-0.84990394,-0.42904177,0.53910863,0.0832791,-0.046159085,0.7333367,1.6731454,1.0979381,1.6609966,1.0040746,-1.5662355,False
0.09337184,-0.49270022,-0.10249236,0.57273567,-0.61448824,0.2245009,0.751453,-1.1102448,-0.89429224,0.9369187,1.9180598,True
-0.62090594,-0.4362802,0.49074897,-0.5979731,-0.81636715,-0.68479735,-0.3121838,-1.7909807,0.61158955,-0.11768994,0.091634184,True
-0.30681008,-0.9205898,-0.5423033,2.0219383,0.08483603,0.37206292,0.8692604,1.198791,-2.0419278,-0.5288666,-1.6771337,True
1.1954753,-0.03656608,0.4565087,-0.47930253,0.9386295,-2.0611894,-1.8736959,0.360231,0.29880622,0.84663844,1.54649,True
-0.015746444,0.5349111,0.34711337,-0.516209,0.32343864,-1.0239145,1.2905099,0.8697215,0.91581774,-0.15054648,-0.59486187,False
-0.5605193,-0.9314335,0.201612,-0.820697,-1.265038,-0.13091272,-0.39076677,-1.1977487,0.78220665,-0.06522876,0.5016767,True
-1.0099273,0.32463655,-0.8769911,-0.643986,-0.6336666,-0.065003574,-1.3073745,-1.166458,1.2393341,0.11734727,-0.81082463,True
0.20539933,-0.121598005,0.31668445,2.3263197,0.018680967,1.7432153,1.2470181,1.0444326,-0.20880845,-1.192336,-1.403634,True
-0.36748487,-0.32706082,-1.7346654,-0.80007994,-0.830723,4.6364717,2.098624,-0.84842587,-0.98306316,0.05810398,-0.7058012,False
-0.1245403,-0.7198831,-0.5290506,0.7454045,0.12745261,0.44533584,0.45110294,0.5804087,1.1019374,-1.0283998,-0.50711364,False
1.5287316,-0.9671756,-0.082819626,1.0556779,-0.0052322187,0.966823,0.1392582,1.3902602,-0.53446484,0.47557646,-0.34617472,False
-0.4645493,0.3188873,1.891182,-0.31676498,0.97015905,0.0024487972,-1.3003541,0.6578443,1.4376004,2.1417842,0.24795006,True
-0.90639746,-1.2720504,-0.047566473,-0.06787342,-0.39767313,-0.80920833,-0.15868737,-0.93062496,-0.42026722,-0.8772816,-0.5141242,True
0.6341784,0.02001705,1.1370573,-0.89181477,0.5129646,-1.431247,-1.710671,1.0711477,1.9299597,0.44639587,0.09181291,False
0.10286641,-0.5822604,0.006811917,0.2488773,-0.78227055,-0.7205014,-0.81154776,-1.3961847,-1.3888717,-0.85259503,0.8918618,True
0.37243772,0.4328984,-0.15214135,0.70960116,-0.42224026,0.2060765,-0.2876074,-0.49886733,-0.61845326,0.5565067,2.1231258,True
-0.5886348,-0.6236906,2.0985434,-0.8992842,0.45887727,-0.41729766,-0.1385759,-1.3283701,-0.86719906,-0.7471039,-1.1538465,False
-0.4999136,-1.0161397,-0.33334282,-0.9610569,-0.24186772,-0.48141465,-0.5266723,-0.7857814,2.7603564,0.81783,-0.22203538,True
-0.31251925,-0.2841755,0.40843624,1.210799,0.3224728,1.781546,1.2565292,0.9524027,0.13840614,-0.6626692,-1.1000135,False
-0.5512265,-0.9709204,-0.019270942,1.5590703,0.015547626,1.5649422,2.5063546,1.0102696,-0.47211576,-0.545707,-1.649462,True
1.151922,0.9518754,1.9769872,0.075953335,1.5127233,-1.6015521,-1.94714,1.398535,0.34784043,-0.18884805,0.49254757,False
-0.94506294,-1.540788,-0.48849162,0.2333811,-0.13554788,1.1713219,0.661968,0.3188614,1.6391041,-1.0991173,-0.63017726,False
-0.6527537,1.1304492,-0.5251015,-0.1936286,0.2789367,0.19012967,0.7439345,-0.55148333,-0.369398,0.79553807,1.6757138,True
-0.000702817,-0.7922148,-0.4203702,-0.15405723,-0.8272358,-0.8799058,-1.8554695,-1.2998233,-1.1454989,0.18736312,1.0285972,True
0.5541204,-0.9434489,1.6188182,1.1853998,-0.5363327,-0.8378875,0.49683106,0.020193834,-1.9078414,-0.90129393,-0.32771033,True
4.805568,-0.14227302,3.1607926,-0.6393708,0.87584096,-0.1666041,-1.6531314,1.855311,-0.7888576,1.3528113,0.16896716,True
0.1450218,-0.01790531,-0.030041873,-1.4159184,-0.9166908,0.1892013,-0.03145417,-1.7020975,-1.5210251,-0.27978742,1.5279791,True
-0.16943015,-0.11982241,0.27820274,0.16424285,-0.35646307,1.0167143,0.9980661,-0.20008188,-0.1136657,-0.95809144,0.11664795,False
1.0291378,1.8176847,-2.0646226,-1.055695,1.3298647,-0.5415433,-1.0419831,1.0000525,-0.039569587,1.4579442,0.37036616,False
-0.965281,-0.17648023,-0.31232202,-0.63866293,-0.81019765,-0.5262262,-0.5115204,-1.6978726,0.67330647,-1.2590692,1.0690153,True
0.8876412,-0.026929319,0.58259404,-0.5978861,0.020995408,-0.98587716,0.55778337,0.2612893,-0.2589899,-0.45905662,-0.5201659,False
-0.56457657,-0.8798094,-0.41048515,1.3543199,0.037591293,0.9583453,1.3513743,-0.31317413,0.84866285,-1.1039963,1.9854268,False
-0.5756893,-1.1753517,0.51230884,-1.4873483,-0.37469348,0.43207887,0.13297747,-0.7437392,-0.8451404,1.7953706,0.8026979,True
1.1701248,-0.081308365,1.0326793,0.8001104,-0.17093223,1.571052,1.30929,0.10087147,-0.13420326,-0.5034621,-0.95630693,False
-1.2408342,0.15304056,-0.49305388,2.6574967,-0.17635031,0.04854682,0.7549447,1.5965567,-0.42268616,-0.029090643,-1.4497844,False
0.44398552,0.12123862,0.50852466,-1.5073049,-0.9168465,-1.7035446,-1.1464356,-1.7734346,-0.612864,-0.44322976,0.44263643,True
2.0312655,1.9393874,-1.9125525,-0.09384525,1.1302459,-0.009841651,-0.5302303,1.6324614,0.63989896,1.1919689,-0.62868273,False
-0.63189286,0.848131,-1.3493592,-0.7680763,-0.88367575,-0.47370055,-0.9946716,-1.8245008,0.47218794,0.05312249,0.21543726,True
-1.0545639,-0.67890155,0.412948,1.258302,-0.77740467,0.64857906,0.42038026,0.3429366,-0.42247134,0.041569054,0.2652184,False
0.00017923117,-0.21125326,0.5431266,0.24629244,-0.06843288,0.14056562,0.18332615,-1.0322005,-1.2410609,-1.7328185,1.2177572,True
-0.33892426,-0.40029103,0.052011013,0.5723213,0.61821234,0.73156655,0.009029657,-0.14485127,-0.5646939,-0.53143144,-0.0045495555,True
2.0570085,-0.7551974,-0.04351437,-0.72853804,-0.5531701,-1.0917494,-0.39867458,-0.5473207,-1.8661306,-0.39703694,0.14042273,False
-0.7012781,0.26280847,-1.1769735,-1.3802373,-0.4767719,-1.1431967,-0.6596901,-0.9665602,0.51595485,-0.42936787,-0.24672033,False
-0.44366384,-0.47441745,0.9133345,-0.5552911,-1.0552958,-1.7155024,-0.5803504,-1.9776162,-0.64626837,-0.58846253,2.2157998,False
-0.376118,-0.84447795,-0.46546426,-1.3562311,-0.34811577,0.63991445,-0.41746637,0.1411328,0.94430864,-0.5854946,-0.45645133,True
