rent,ftotinc,eldch,yngch,age,occscore,sei,poverty,binaryClass
0.58739144,-0.22954437,0.7299975,0.36405584,-0.17861794,0.62137127,-0.31860083,-0.5840061,P
1.5090128,-0.13585839,0.5445932,0.7206953,-0.5589319,0.77720934,1.6215874,0.5806951,P
-0.5421362,0.056790583,0.7223332,0.6947164,-0.7337485,0.6890682,0.8574543,1.2706242,P
-0.8177093,0.06857094,-1.5004182,-1.625249,0.39332274,0.32292646,-0.43748492,-0.41696543,N
0.7496133,-0.4673214,0.7435932,0.7726654,1.0055337,0.37529853,-0.29306573,0.032106847,P
-0.66042197,0.05485536,-1.2140616,-1.5413805,0.16559035,0.19942194,-0.7091071,0.07396984,P
-0.79250675,0.11481908,0.57732266,0.6641887,-0.96287084,0.48702207,-0.5244754,1.0741969,P
0.7004924,-0.35156545,0.53398585,0.656226,-0.93204653,-1.162946,-1.0178069,-1.7234033,N
0.39454752,-0.2099789,0.61443144,0.7655986,-1.1457595,-1.0140873,-0.92908514,0.6640004,N
-0.87379915,-0.22103131,-1.3485862,-1.6163112,0.285382,1.532811,1.4116826,0.4237913,P
-0.9893358,-0.23504218,0.6758404,0.7509435,-0.88860554,-1.1522536,-1.1837393,-0.40101105,N
-0.80186,0.012143165,0.63079876,0.79931337,-1.0832798,-1.0836601,-1.1597496,-0.32864195,N
1.4835876,0.07128854,-1.5040741,-1.4951513,-0.55328465,-1.165562,-1.1460497,-0.7930064,N
0.43037087,-0.3500113,0.64921725,0.55838966,0.2540244,1.2276378,1.346415,0.010817654,P
-0.7610583,-0.03731636,0.6659058,0.44363427,1.1628045,0.47949052,0.89160186,1.042929,P
0.29465872,-0.10685766,0.8042458,0.7509087,-0.76564443,-1.0178828,-0.828917,-0.9829406,N
-0.756509,-0.28797147,0.74291193,0.6552079,1.7860986,0.9525608,0.21704483,0.43128046,N
-0.6419159,0.1165844,-1.2793086,-1.2876436,-0.015101522,0.9921762,1.3510547,1.4274732,P
-0.64664215,-0.3019492,0.83304095,0.8889982,1.1375904,0.32837966,1.2698188,0.32532403,P
2.379345,-0.08560134,0.63199383,0.8627059,2.3557901,-1.107085,-1.0020224,-0.73952997,N
0.6164631,-0.14408198,0.53297126,0.65826136,-1.096848,-1.122132,-0.8685868,-1.6643965,N
-0.5852802,0.005994931,-1.4793819,-1.4241625,-0.09796121,1.165112,0.5921656,0.98450863,P
0.22551537,0.24498206,0.75468284,0.67974037,0.50451106,0.29238972,-0.76245046,1.1793363,P
1.0871152,-0.025476724,-1.8236214,-1.7003031,-0.4774662,0.032072246,0.26096815,-1.2664409,P
-0.6051975,-0.30059722,0.62807536,0.84135884,1.601658,0.062088244,-0.6591962,-0.5812259,P
-0.8153029,-0.41731632,0.6265908,0.7671606,-1.2516774,-1.1579281,-1.0332345,-2.0420723,N
-0.6978385,-0.08563112,0.71312237,0.8954613,-0.72324234,-0.038240105,-0.69673365,-0.63984245,P
-0.7638162,-0.2432392,0.54192233,0.61820304,-0.67178077,0.42862308,0.87753344,1.2504697,P
-0.58883685,0.13337868,-1.290102,-1.1930099,0.62714475,1.7112892,1.3828472,0.106309466,P
-0.69853365,0.14889395,-1.7147647,-1.6035218,0.3092376,0.5428337,0.66084385,1.2094408,P
0.532153,-0.25977314,0.81830674,0.7072484,-0.11777097,-0.1087307,-0.93616325,0.54965377,P
-0.7822192,-0.07104531,-1.6949451,-1.3186162,-0.20220637,0.50210655,1.1801772,0.42738762,P
0.7528621,-0.15037629,0.65440017,0.67448276,-1.2516007,-1.1539096,-0.89772236,-1.4687265,N
-0.53768873,-0.14470069,-1.4730148,-1.6192439,0.56943035,1.1467911,0.7828675,0.605476,P
0.6074957,-0.18727244,-1.5186574,-1.4554892,-0.40675977,-1.2110473,-1.2447059,-1.0662165,N
1.6352373,-0.22495013,0.9291859,0.8055941,1.5700958,0.3977134,0.66431475,0.2541551,P
0.15004542,-0.015353113,0.48283982,0.7596592,0.1806708,0.57446086,-0.27885315,1.1499968,P
1.3349745,0.06333712,-1.5752579,-1.5484215,-0.25059754,0.2432213,-0.26252595,-0.0009315014,P
0.8741481,0.106727675,0.9019636,0.72908753,-1.1180996,-1.1349194,-1.236276,-0.5282804,N
-0.793506,-0.086530656,0.7738501,0.9561923,-0.18848905,0.21107784,-0.58969754,0.13332585,P
0.9345767,-0.19439748,-1.5055374,-1.2596278,0.12211316,2.0230758,2.5361693,0.15303555,P
0.85970706,-0.20169798,-1.2145534,-1.3318367,-0.019588504,-1.039716,-1.0291221,-0.6255843,N
-0.71733004,-0.1804954,0.6489282,0.77393425,0.42624494,0.25201458,1.2146744,1.1743528,P
-0.7627485,-0.21185902,0.980674,0.7661563,0.3418648,0.64603484,-0.4923912,1.4290396,N
0.7415114,-0.34743866,0.74450946,0.9110589,-1.6294211,-1.1095773,-0.94690907,-1.0373464,N
-0.65016484,0.01759179,0.71815383,0.6812897,-0.29251164,-0.07741487,-0.6469155,-0.55814064,N
0.22278582,-0.102815196,0.75391346,0.7000717,0.42814595,-0.14114985,-0.53129745,-1.221361,N
1.7554424,-0.038662925,0.8358537,0.8122188,-0.94819456,-1.0294434,-1.4502835,1.303975,N
-0.92343116,-0.16931413,0.75295603,0.7294725,-1.4377985,-1.2753391,-1.0279024,-0.33365226,N
-0.7329626,-0.19529513,0.76811206,0.847592,1.8298068,-1.0234545,-1.1942693,-1.8662529,N
0.96087337,-0.22856617,-1.8317136,-1.6595423,-0.2928118,0.4638147,0.69580203,-0.095649585,P
0.13728195,-0.21813235,0.7516649,0.59107137,-0.5934154,0.7067597,0.8878078,-0.5125194,P
1.3386029,-0.101815976,0.6797473,0.80764127,0.26328284,0.54838926,0.42003775,1.3245009,P
0.77170813,-0.49799758,0.8722005,0.70747954,-1.2740993,-1.1532739,-1.0512615,-0.99833775,N
-0.9992243,7.201784,0.8742571,0.6498504,-0.878329,-0.46860325,-0.30187255,-2.0336504,P
-0.87807035,-0.17549598,-1.3117712,-1.7939512,0.0050563887,3.1171339,2.5078814,1.5087088,P
-0.682346,-0.2573593,0.6966513,0.68283147,-0.95419973,-1.1659276,-1.1146894,-0.07368688,N
-0.65545845,-0.09392854,-1.6604013,-1.4392415,-0.06145988,-0.17736132,-0.74331284,-0.020662427,P
-0.80945563,-0.3843934,0.7043633,0.43399817,-1.2928643,-1.0776266,-0.7989203,-0.35386842,N
-0.7165298,-0.24017835,-1.4674244,-1.3989475,1.0072341,0.4108466,0.71528757,0.58400327,P
0.89525807,-0.10950067,0.65417576,0.54653186,-1.5933152,-1.4049852,-0.9935945,0.5713185,N
-0.9579388,-0.21760023,0.66528726,0.6683623,-1.5938041,-1.1371571,-1.0318313,-0.42595905,N
-0.55516994,-0.3164419,0.5590598,0.72819334,0.9817453,1.5818275,2.0282934,1.1867077,P
0.93857586,-0.35949135,0.8507211,0.97056425,-0.4633027,0.13454133,-0.3587965,0.26897168,P
-0.7742304,-0.28596288,0.7969974,0.71349347,-0.81528175,0.38739562,0.72587985,-0.5377801,N
2.5137987,-0.23167647,0.7962919,0.67497116,-0.57975495,0.40857658,-0.30286694,1.1561768,P
-1.1127479,-0.0970255,0.6351756,0.8316529,0.96659625,0.33010697,1.1573513,1.1859784,P
-0.5324602,-0.079211414,-1.0746202,-1.321863,0.7754109,1.6133204,1.5180547,1.2692524,P
-0.6014025,-0.06285356,-1.3725561,-1.4685894,0.58402514,1.5239066,1.5148295,0.43004236,P
-0.7258241,-0.10945291,0.7646752,0.6558076,0.6063103,0.34517813,0.8289406,-1.3068917,P
-0.83253103,7.4867115,0.7033142,0.7772178,0.9967433,-0.23973908,-0.40620878,-1.8834145,N
0.6008748,-0.3458904,0.8010754,0.687562,-0.6935583,0.41965827,1.0535716,-1.4040606,P
-0.63284063,7.4717236,0.83112276,0.78956646,-0.82862115,0.92468905,0.2000125,-1.9944344,N
1.5294793,-0.31307724,0.52551377,0.6201594,-1.1334293,-1.1784459,-1.0066745,-1.0391952,N
-0.7794001,7.55081,0.8395667,0.70493704,-0.6068977,-0.41319975,-0.26253077,-2.0256233,P
-0.6537218,-0.31216988,0.75699013,0.74654186,-1.1247823,-1.5581194,-1.0007405,-1.2407049,N
1.8686051,-0.15077937,-1.1089374,-1.2627605,0.45873657,1.831027,1.5135337,-0.44281045,P
0.23352861,-0.30204195,0.4716139,0.6051846,-1.4285245,-1.2109085,-1.1504197,-1.6051731,N
-0.66170067,-0.2578651,-1.5969772,-1.6896414,0.060463645,-1.1777437,-1.0437508,-0.49864864,N
-0.6681034,-0.01491572,-1.7742904,-1.8468862,-0.42423195,1.0239161,0.6864215,-0.5554375,N
-0.6116345,-0.105708,0.79319,0.5336211,0.67434317,1.3248986,0.6147578,1.0861208,P
0.4543727,-0.19501294,0.8777275,0.7484017,-1.0376875,-1.214663,-0.9024209,-1.5786172,N
-0.66161716,-0.14313741,0.8023778,0.6230093,-1.3660661,-1.3176757,-0.85752,-0.3950698,N
-0.67751276,-0.17384312,1.0365566,0.8073957,1.2222341,0.76790035,-0.32513434,0.43358496,P
0.50748384,-0.38640296,-0.7352502,-0.48247844,1.2325662,-0.48791227,-0.4685166,-0.41735753,N
0.24669622,-0.27301514,0.9141048,0.9591117,1.0901108,-0.13565409,-0.62805927,1.1472545,P
-0.7507144,-0.100096405,0.6739226,0.7529727,-1.0661317,-1.3254335,-0.9685631,0.42527682,N
-0.707367,-0.2745491,-1.1118082,-1.2795907,0.8693105,1.0181574,1.4258164,-0.462414,P
1.7516255,-0.043668568,1.0742362,0.7082736,-0.17379303,1.5653394,0.89763147,1.2534364,P
3.2324028,-0.0029258206,0.7199984,1.0559411,-1.3311325,-1.2603861,-1.0192485,-0.202057,N
0.82622004,-0.10876969,0.78622895,0.74321264,-1.2385985,-0.9829854,-1.0424236,-1.4909295,N
0.49441946,-0.025215432,0.7465983,0.6390421,-0.9314887,-1.1636543,-0.9569669,-0.9565125,N
-0.69423133,-0.24376911,0.6601053,0.8017689,-1.0643637,-1.2515141,-0.76256263,0.34131804,N
0.4470218,0.082590856,-1.2889683,-1.3503554,0.7913834,-1.1846665,-0.9775195,0.099173605,N
4.3615184,-0.35980546,0.6245636,0.6925198,-0.24796094,2.8087516,2.4591541,-1.8359661,P
3.0703719,0.016235843,0.78773296,0.91419387,-0.19329128,1.5379592,1.5793648,1.2385391,P
0.6092211,-0.25838897,0.7399622,0.74163145,-0.5446473,0.38354155,1.2069976,-1.4281139,P
-0.7462397,-0.12276913,0.6881047,0.59929377,-0.9144272,0.50521713,0.75540733,0.4601735,P
2.0699644,-0.13293053,0.50251496,0.7442627,-0.40361387,0.37808353,0.37077215,0.019545972,P
-0.8158077,-0.2841791,-1.5328996,-1.8169572,-0.4107049,-0.008436888,0.5720325,-1.2459371,N
1.3722559,-0.1850838,-1.8451049,-1.4699864,-0.38313568,0.57250077,0.8733841,0.025297329,P
0.568949,-0.41506523,-1.5419602,-1.6958542,0.41813898,0.13947068,-0.67521995,-0.85323477,P
2.5610592,-0.20444939,0.7460057,0.5103874,-0.1917493,0.57531524,0.64156765,0.38562286,P
0.3516981,-0.26851588,0.9551775,0.6937514,-1.4398427,-1.0335026,-0.82408863,-0.74760395,N
-0.5463655,-0.27695104,0.68546593,0.9058151,-1.1856501,-1.0805633,-1.156728,-0.095716864,N
-0.8465156,7.1959543,0.5168575,0.6367903,0.38388216,0.233031,1.1743559,-1.729438,P
-0.66052127,-0.41448647,-1.7822969,-1.5383326,-0.61333925,0.28918445,-0.37694332,0.49129525,P
-0.59865546,-0.19638084,-1.532857,-1.9108926,0.059358522,0.40196458,-0.37495643,0.11057375,N
-0.78946567,-0.14254369,0.51482445,0.84453,-0.5543343,1.4470068,1.3877232,1.1751171,P
-0.66883653,0.007212924,0.92061234,0.7013896,-0.8717669,0.26987708,0.5861157,1.5485232,P
-0.927325,-0.18584976,0.58612037,0.71698993,1.3611491,-1.1766224,-0.8647027,0.062897235,N
-0.93182814,-0.024851251,0.7075282,0.6956675,-0.92767566,-1.1538564,-0.9611021,0.17949943,N
-0.7791551,0.05620684,0.5724585,0.4890581,1.3312815,-1.0796499,-0.6658466,1.3731661,N
-0.64592123,-0.1883315,0.8611933,0.6092982,-1.4894242,-1.3266022,-0.87228835,0.41452965,N
-0.6936973,0.16198243,0.73555315,0.73173624,0.7926432,-1.2627889,-1.0509295,1.3174607,N
-0.6903702,-0.092477575,0.65967166,0.64200044,-0.05539905,1.2940218,1.6886469,1.2752323,P
-0.6176202,-0.2661939,0.8800522,0.99572587,2.3842373,0.70212317,0.13930899,0.13100582,P
-0.60546875,-0.15102859,-1.2106134,-0.94196606,0.61601555,0.5850644,1.5627359,1.11241,P
-0.53016925,-0.22932781,0.8728342,0.62824106,-0.84447306,0.031863406,-0.7353238,-0.15693086,N
1.3390319,0.014514938,0.5978292,0.7587756,-1.5893042,-0.9673727,-0.95870644,-0.8267073,N
-0.513615,-0.32154527,0.7364596,0.8425796,1.416328,0.15697592,-0.38197646,-1.1020368,P
-0.66500485,-0.09512158,-1.292513,-1.3989289,1.1085712,0.35026324,0.85311913,1.0990599,P
4.2332973,-0.17936693,0.7850415,0.80447257,-0.68194294,2.6958158,2.7451477,-1.7642897,P
1.5578176,0.062960275,-1.4786024,-1.5128038,0.7344188,1.6084605,1.5943801,1.1250463,P
-0.7358328,0.13738193,-1.1207093,-0.9971753,0.44734782,0.89497536,0.92744976,1.033493,P
-0.6794625,-0.09136093,0.6817187,0.65752256,-1.3981098,-1.0797385,-0.9399019,0.01555869,N
1.2106147,-0.09984082,0.60307455,0.7960121,-0.44854137,0.5218807,0.75852907,-1.8395435,P
-0.73108155,-0.13194261,-1.160373,-0.78553665,1.3087134,1.0568782,0.80238396,1.1524448,P
1.3800766,-0.23636428,0.62668055,0.65721655,0.283,0.12676485,-0.47368824,-0.46766543,P
-0.8988828,-0.13552582,0.67553616,0.7483083,1.3635877,0.8591533,0.44326037,1.3758478,P
0.42447767,-0.19869488,-1.4692357,-1.7241942,-0.05250243,0.32868958,-0.30404103,-1.1915613,N
-0.71688694,0.083389014,-1.3299385,-1.2827288,0.89660454,-1.1244231,-1.0946391,1.3300977,N
-0.7322039,-0.2570077,0.7088646,0.8067113,1.582097,-1.0126653,-1.0806204,-0.43734735,N
-0.8466159,-0.23591775,0.7279656,0.49468178,-0.98272717,-1.0539864,-0.7546998,1.0999494,N
2.0154476,-0.08815614,-1.7203789,-1.700723,-0.6216061,0.2302815,0.7760758,-1.2793143,N
0.3208816,-0.17569824,0.79718745,0.707113,-1.7468306,-1.1798394,-1.027837,-0.5353817,N
0.055086315,-0.13579535,0.6225825,0.87389004,-1.125538,-1.1620872,-0.96888787,-1.0606726,N
1.1267513,-0.07970981,0.61675936,0.8741086,-0.57507515,0.29331064,0.80729467,1.3543696,N
-0.7137726,-0.0929649,-1.7143636,-1.5743477,-0.33878568,-0.019938111,-0.35728005,0.34383592,N
0.6468309,-0.22879288,-1.536211,-1.5861896,-0.27609646,0.38300866,-0.12665334,-0.45039007,P
-0.7763976,-0.25311482,0.71503955,0.8061197,1.0338314,1.6590322,2.0933635,1.1243724,N
-0.7835164,7.4382567,0.89059275,0.6328279,0.3751514,0.5418278,1.8346553,-1.9540281,P
0.5131224,-0.17549987,0.771396,0.73004,-0.46744716,2.027756,2.1481133,0.08482295,N
1.673738,-0.018091887,0.7778051,0.71537715,-0.31982076,1.6184351,2.3496366,-0.6928784,N
-0.65161854,-0.006097909,-1.2501082,-1.3358268,1.1283886,1.6578214,1.69626,1.174436,P
-0.7592811,-0.30001074,-1.3360239,-1.2727387,0.47600046,0.5929939,1.5994382,1.0226548,P
-0.86154217,-0.08913139,1.0184839,0.77752787,-1.1107473,-1.000968,-1.0386486,0.06679576,N
-0.63097566,-0.09406859,0.65054685,0.8295974,0.57471704,0.7557892,1.3079499,1.4649493,P
-0.77427185,-0.3117109,0.7030821,0.67793745,-1.2624487,-1.1695249,-0.8781431,-0.63971245,N
0.84255344,0.035857737,-1.4988399,-1.5837106,-0.4636613,0.48722053,-0.69544363,-0.3206207,P
-0.8067968,-0.13076136,-1.4130191,-1.4627932,0.5344696,0.414469,-0.4602245,-0.49115935,P
1.1280725,-0.27714485,-1.8376131,-1.6175516,-0.64049953,0.37270105,0.7009829,-1.1267525,P
-0.71665615,-0.024221912,-1.254513,-1.6056463,0.7600799,0.51260126,0.79533124,-0.32367745,P
-0.75992465,-0.045875758,-1.0453329,-1.020571,0.5228691,0.57919264,-0.25830165,0.32734486,P
0.11824352,-0.15450566,-1.3618879,-1.1317827,0.082934186,-1.2582983,-0.941314,0.10651138,N
1.3231305,0.046351478,0.87672406,0.6422005,-0.39942428,1.6342633,1.4346231,1.1785468,P
-0.7388569,7.497306,0.67501307,0.71681637,-0.88286996,0.31417513,-0.046881944,-1.8631622,P
2.684567,0.07161562,0.5923531,0.7976308,0.9623066,1.5512264,1.8045195,1.2541157,P
-0.7384508,0.11298828,0.723567,0.88062066,1.1483423,1.3005159,1.832281,1.1078395,P
-0.71434224,-0.05992049,0.7437552,0.8974876,-1.2873324,-1.0824044,-0.9989444,-1.6501082,N
-0.67704666,0.22624527,-1.4369873,-1.2185106,0.43283898,1.6058192,1.9438891,1.3159778,P
0.82411003,-0.4231988,0.9400679,0.7735713,-1.4936575,-1.2389841,-1.1584756,-1.4347627,N
-1.0141535,-0.07218936,-1.3434702,-1.3724304,-0.021142073,0.30757856,1.0485877,0.95490134,P
-0.7686018,0.05933836,0.7158639,0.67530733,0.61523336,-0.43928587,-0.5517727,1.1140273,P
2.1233091,-0.10675536,0.89256364,0.6886353,-0.1838712,1.3383535,1.5026195,1.2011387,P
-0.8251519,0.11880354,-1.3933806,-1.423719,0.56024367,1.1979188,1.4173355,1.3900226,P
1.0894018,0.06565446,0.7343855,0.87385064,-1.3050442,-1.3216585,-0.9464742,0.31451517,N
-0.48432195,-0.22324675,-1.2730895,-1.6576267,0.09333472,0.6458471,0.13953663,-0.6746461,P
0.97775936,-0.39921075,0.48616302,0.70761484,-0.27032298,0.5114776,-0.4613861,-0.41591674,N
0.46727607,-0.034806147,0.7024939,0.65938365,-1.5443426,-1.2478887,-1.1591184,-0.78007066,N
-0.75358224,-0.21203649,0.5356969,0.7705457,-0.73188806,-1.1851143,-0.9997533,0.5267947,N
-0.82149696,0.1317127,-1.5005385,-1.3673471,0.046179295,1.6705173,1.650249,1.3314798,P
-0.6958492,-0.02818279,-1.5710231,-1.6793275,-0.18581237,0.7919845,0.008778797,-0.602525,P
1.3239695,0.02499254,0.49057806,0.7532779,-0.6544792,-0.19123873,-0.41829956,-0.5333649,N
0.661114,-0.16771132,0.7344091,0.77332884,-0.5097917,-0.40310016,-0.4038743,-1.1058855,N
6.21007,-0.08340268,0.7078403,0.8360927,1.3814985,1.3422319,1.6953517,1.4279652,P
-0.15815657,-0.27903628,0.81945723,0.8221241,1.0922959,0.8975101,1.5198727,1.334373,P
-0.47185427,-0.21107587,0.9659753,0.7917522,-0.89103186,-1.3562269,-0.98129183,-0.20189257,N
1.254397,-0.43506342,0.82412827,0.6160154,-0.75462943,0.3637453,-0.85195804,-1.7683444,P
-0.7945095,7.6074715,0.83846503,0.88432515,0.667449,0.98353374,1.7116636,-2.0428565,P
-0.61597943,-0.06407346,0.6529317,0.95534337,0.86470526,1.3605448,1.5026797,-0.83723414,P
-0.7318171,-0.32541248,-1.2219855,-1.1090844,1.0205848,0.37811822,0.41406238,1.2228918,P
0.7910614,-0.2683095,0.78797877,0.65044725,-1.4560038,-1.1601509,-0.9379323,-1.1913136,N
0.21871732,-0.058736414,0.6585911,0.68545645,-1.7257655,-1.2351221,-1.040261,-0.88634706,N
0.43217933,-0.3801039,0.67883754,0.5634263,1.7873745,-1.2171121,-0.8215331,-1.1144588,N
2.989506,-0.17454669,0.8507391,0.7352137,-0.97498286,-0.008942101,0.2850248,0.01863677,P
2.8469255,-0.3996347,0.6806222,0.7082837,1.0380968,-1.0754992,-0.8819561,1.225784,N
-0.75620073,-0.16703153,0.6845291,0.83531827,-0.25293928,1.3004423,1.780655,1.313019,P
-0.64608216,-0.44159362,-1.2407541,-1.1500013,0.6520994,1.1523186,0.10493897,0.67173123,P
-0.6972123,-0.05774024,0.61898726,0.56049854,1.4949125,0.097743794,-0.6845105,-0.4754826,P
-0.5021905,-0.20201764,0.91503465,0.60581064,0.64027035,0.46730328,0.9301115,0.9268777,N
-0.57796246,-0.07668827,0.62818396,0.47070608,-1.1984433,-1.2663248,-0.74014395,-0.9243303,N
2.3589509,-0.14759627,-1.3181813,-1.2420131,0.60582435,1.3276885,1.7464594,1.3585789,P
-0.065867245,-0.11005801,0.57843864,0.80208796,-1.0624259,-1.3428242,-1.2082335,-1.5093052,N
0.778975,-0.34041613,0.6442586,0.79531956,-1.6540397,-1.125883,-1.084612,-0.759146,N
-0.8829389,-0.36385363,-1.1236736,-1.2933671,0.65301347,0.41569626,-0.34705746,-0.6410152,P
-0.88790756,-0.22894786,0.70867455,0.8099967,1.2032655,-1.1044213,-1.0514623,0.5929155,N
1.0395826,-0.11106414,0.8420168,0.5857174,0.109320655,0.48657137,0.57389975,0.7824551,P
-0.8112045,-0.22390306,0.70889467,0.6288967,1.1876185,-1.292164,-1.0677693,0.075243875,N
-0.60707724,-0.007135868,-1.3746017,-1.6987971,0.35299182,1.643182,1.7690176,0.16005145,P
-0.9177606,-0.48421472,-1.3865726,-1.6028192,-0.17046565,1.0194167,-0.1633586,0.28768283,P
-0.7638446,-0.06997377,-0.19949272,-0.3088338,2.0941257,-1.0180335,-1.1504688,-0.52259743,N
-0.8024595,-0.42227638,-1.3173456,-1.398821,0.54278326,-0.012814283,-0.33967513,0.55761045,N
-0.69370234,-0.15672454,0.8336804,0.83564174,0.55397666,1.5477076,1.5043918,-0.8277139,N
0.7955365,-0.055327594,0.70527494,0.4602129,-0.016071767,0.41836613,-0.4119342,0.19653513,P
-0.635363,-0.3701076,0.7081644,0.5933903,-1.380563,-1.2345724,-1.0656291,-1.2942941,N
-0.53437036,-0.03701882,0.7108364,0.65651983,-1.5911763,-0.89689064,-0.8214221,0.5149604,N
-0.9323315,-0.42662346,0.90954137,0.7080974,0.864345,0.36416966,0.92588836,-0.6097068,N
-0.6085601,-0.11565908,0.45894453,0.758568,-0.8086172,0.4983214,0.51956904,1.2846661,P
-0.7048156,-0.15453282,0.789687,0.8414631,-1.209638,-1.3163067,-1.1257821,-0.36128208,N
-0.86411375,-0.09171961,0.57991445,0.7440304,-1.1623412,-1.449459,-1.3590691,-0.22149569,N
-0.5963546,-0.09595901,-1.5347275,-1.3863729,0.70971835,0.5829157,0.639143,1.1968565,P
-0.7160824,-0.08671549,0.79306847,0.7077469,-1.07613,0.53145635,0.56181777,1.3105541,P
0.43094492,0.049659684,0.7038855,0.8474184,-1.2763208,-1.281135,-0.9945623,-0.26774535,N
-0.62312967,-0.14592811,0.7158693,0.9605423,-0.7433291,0.40690112,-0.6814878,-1.2832767,N
-0.8077754,-0.07446072,0.6399112,0.85980254,-1.3397166,-1.2266641,-0.9386564,0.53796405,N
1.5700101,0.06831929,0.77062035,0.6597137,-0.8756578,-1.3525163,-0.9213346,-0.6999665,N
0.21533331,-0.27892455,0.80176586,0.78255093,-0.5262421,1.2519985,0.8882097,-1.9351809,P
0.65501463,0.05027254,1.0080823,0.82587147,-1.559064,-1.2418811,-1.1160245,-0.39871243,N
-0.65873766,-0.13927309,-0.8902834,-1.0182698,0.8737202,-0.5302818,-0.5050774,1.2872518,P
-0.8297254,-0.21507227,0.868458,0.5471308,1.1154625,0.23277707,-0.39953038,1.3747075,P
0.6383757,-0.009136498,0.7903032,0.6508409,-0.08112272,0.37266663,0.88599116,1.2696571,P
-0.81014013,-0.20659578,-1.0336425,-1.0875928,0.5720166,-1.0358107,-1.1303935,1.2996895,N
0.7271918,-0.17242773,0.620113,0.6937432,-0.9072725,0.29507154,-0.90352553,-2.0386686,N
-0.6785415,0.07612981,0.52546996,0.8795068,-0.79112697,0.667874,1.736346,0.53898597,P
0.89816284,-0.28402367,0.674811,0.7361139,1.6781121,0.2890951,-0.25499475,-0.6007779,N
0.4833408,-0.31977195,-1.2163768,-1.340476,0.76329696,-1.0909711,-1.1182381,-1.2653545,N
-0.75424856,0.036587086,0.6315874,0.76711524,1.1302481,1.5009649,1.6557227,1.159669,P
0.06875971,-0.31621653,0.8050497,0.7742004,-1.6370184,-1.0121506,-0.9883023,-1.662942,N
-0.5270933,-0.19070628,0.72034496,0.55754083,-0.76537263,-1.2336276,-1.2315271,1.4343886,N
-0.7212242,-0.09598559,0.7497511,0.7989656,-0.52057946,0.11022125,-0.42000857,-0.068031766,N
1.0931875,-0.024700366,0.65663254,0.7837823,-0.35571647,-0.2956302,-0.22305083,0.6825963,P
-1.0134919,-0.05786788,-1.2667761,-1.3430307,0.32661268,1.3028703,1.8170915,1.2329812,P
0.62887496,-0.066747814,0.7907819,0.807132,1.5492721,-1.1703141,-0.7491494,-1.339491,N
-0.6682379,-0.54722446,0.9157634,0.7920254,-0.8314055,0.79306924,0.17763361,-0.8994087,P
-0.73200494,-0.20238401,0.8382446,0.6767357,1.719099,0.54362863,0.68156874,-0.30292392,N
-1.005472,0.10068901,0.8116606,0.85038227,-0.5326086,0.54830027,0.8544233,-0.22805062,P
1.1837872,-0.043024413,0.8100635,0.89426684,0.0619822,1.5835989,1.4002992,0.85265744,P
-0.6619046,-0.25460336,0.69292796,0.87024504,-0.8515861,-1.2944949,-0.6913066,-1.2131202,N
-0.85515976,-0.09660879,0.47471994,0.6698963,-0.8036735,-1.1087714,-0.8322854,-0.56885386,N
-1.0304852,-0.25565332,-1.4459294,-1.6844732,0.45413244,1.9121531,2.0375078,0.022509411,P
-0.5157931,7.443164,0.6240658,0.5291297,1.1366118,-0.5682868,-0.3895905,-1.9836354,N
1.3028461,-0.45448473,0.96147513,0.59679306,-0.15206969,0.8674321,1.5593858,0.46988663,P
1.9569963,0.0768086,0.95151573,0.70209265,-0.7242306,0.00072067976,-0.6213258,1.135592,N
0.9055456,-0.26805118,-1.5186548,-1.653171,-0.45993984,-1.2219678,-1.085455,-1.9529483,N
-0.78882474,-0.2229183,-1.0403265,-1.2919985,0.9148025,0.6144325,-0.07150128,-0.0327165,P
0.19935736,-0.15111737,0.65680254,0.61989427,0.8141761,-1.1027958,-1.0535792,-1.6023492,N
-0.5440237,-0.050296627,0.5000833,0.67763036,-1.1467509,-1.0190779,-0.87048006,-0.38924703,N
-0.69113153,-0.08729203,-1.3665197,-1.5870287,-0.07812308,0.39646575,0.57053155,-0.4544286,N
-0.7626653,-0.40000308,-1.7328213,-1.5706872,-0.51069254,0.48629138,0.68806493,0.32015136,N
-0.6366129,-0.08202396,-1.2986618,-1.189039,0.70621765,1.4114136,0.8137617,1.3275696,P
-0.62436104,-0.08437917,-1.2077284,-1.2661546,0.41603902,-1.2917114,-1.2674077,0.22241797,N
-0.7417863,0.009934798,-1.3164364,-1.173168,0.24503815,0.4293326,1.3329297,1.2863911,P
-0.608606,-0.2741735,0.6873756,0.6279584,-0.6712879,-1.3195724,-0.9243819,-0.63000476,N
-0.67281,0.11278605,0.5745416,0.7371531,-0.6254663,0.5480742,0.5722194,1.3946805,P
-0.5881832,0.030002065,-1.5098902,-1.369552,0.1736219,1.5558443,1.6721609,1.5355533,N
-0.6079173,-0.1043085,-1.7491559,-1.2085742,0.43992335,1.6269871,1.4923608,-0.75375974,P
0.7787886,-0.36167988,0.7563929,0.7343976,-0.578889,0.23151757,1.2990422,0.52977014,P
0.48042607,-0.09142188,0.83619916,0.8616851,1.048087,0.17074698,-0.86809427,-0.5167123,P
-0.85266554,-0.31875658,-1.2627089,-1.5576657,0.35708398,0.19597887,-0.2147436,0.21209703,P
