age,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberRealEstateLoansOrLines,SeriousDlqin2yrs
0.2525323,-0.37229043,-1.1424742,0.03851777,0
-1.2721765,0.9087605,-0.013519317,1.0590756,0
-1.6355008,-0.16180015,0.009820193,-0.5408827,1
-0.06619841,1.0715774,0.8487065,5.3755445,1
-0.7024541,-0.18184331,-0.22577512,-0.28868163,0
0.40086198,0.6582242,0.15313219,3.2006896,1
-0.33305374,0.24692652,0.8360917,0.8823469,0
0.78803045,8.870599,-0.90081143,-0.3298867,0
-0.051131338,0.24096626,-0.59139764,0.25807974,1
-0.11373648,0.8725273,-0.13361603,0.43199292,1
-0.56093043,1.5269022,0.8565934,0.83787966,1
0.99078566,0.46423307,0.05620101,-0.9929588,1
-0.30193636,-0.5119917,-0.683861,0.26619768,1
-0.7130754,0.27786535,0.654784,-1.0778449,1
-0.5661403,0.5798399,-0.16113226,0.677153,1
0.5076103,1.2861489,1.1745423,2.6877756,0
0.17648369,-0.52606225,-0.6200789,-1.2411711,1
0.055053454,0.38291192,-0.10499079,0.53587675,1
1.1139897,0.5032563,-1.0803183,-0.97399926,0
0.6081029,0.3257629,-0.36547157,-0.03300582,0
1.5909284,0.23289911,-0.20038226,0.004491795,0
1.6392232,2.224641,0.5148235,3.8335881,0
1.8559517,-0.35086983,-0.3583479,-1.2012882,1
0.26387697,0.022512108,2.345918,0.5301802,1
1.1317022,0.11887382,0.90507305,0.8149972,0
-0.7350435,0.49316263,0.5365138,1.5423356,1
-0.47416815,-0.4650685,-0.5761764,1.0743185,1
-1.7190479,-0.9080355,-0.47518694,-0.92567205,1
0.9609531,0.20980577,2.2207623,-0.18343389,1
1.0006576,8.348346,-1.5678364,0.23797126,0
0.42831808,0.017894596,1.6786885,0.3634135,1
-1.041374,0.4152925,0.57844543,0.89951706,1
1.1720967,-0.22924972,-0.6371173,-1.0834069,0
1.6717885,-0.33527976,1.7787317,-0.93121284,0
0.01702147,0.26653638,-0.68308616,1.1204073,1
-0.48833257,-0.39591286,0.5290726,1.7517881,0
1.2993726,0.86754227,0.67738396,0.6116918,0
-1.7829242,-0.551887,-0.36872298,0.7856489,1
-1.8343804,-1.0092762,-1.3771855,-0.54983807,1
-1.8222392,-0.8369347,-0.0027846992,-0.53103185,1
-1.9329695,-0.9291503,-1.4134312,-0.35013682,1
-0.47500363,0.09525135,-0.9966137,0.7054611,0
0.7825806,1.5981815,1.2581983,1.3056495,0
-1.4751997,-0.7179009,-0.8780149,0.13897666,0
-1.2650917,-1.302605,-0.8759982,-0.94043034,0
0.5881784,-0.058776483,-0.6468003,-0.6831222,0
-1.737427,-0.7992997,-1.4409894,-0.43461016,1
-1.0635947,-0.6314903,-0.7031073,-0.7435576,0
-1.1069969,-0.9465309,-0.5044664,0.06304723,0
-0.57852143,-0.57012355,-0.16845816,-0.10059558,0
0.44603848,0.61622095,-0.007566072,0.87181056,0
0.61713386,0.46719855,-0.565591,-1.1196316,1
0.019457296,-0.4890313,-0.7216245,-0.9150856,1
0.21098895,0.7457779,-0.35677207,-0.07672438,0
1.2000818,-0.20128913,1.702396,-0.12897418,0
0.43365353,0.15045469,-1.5686221,0.17467837,1
-1.2067523,-1.0956643,-0.62780035,-0.6333635,1
0.7550143,0.12956278,4.2731733,2.2307842,0
-0.32470408,-0.08425492,-0.95614344,0.16698381,0
0.5009948,-0.07367915,0.77809554,2.2279422,1
0.82967263,0.29405084,-0.6392626,-0.42309856,0
0.47767028,-0.8037976,-1.3487334,-0.8879465,1
2.0444696,-0.051784575,0.21094616,-0.9624917,1
-1.0401276,-0.2854392,-0.5654454,-0.53878963,0
0.98083645,-0.84675527,4.111171,-0.8037268,0
0.22221673,-0.30727297,-0.38326445,-0.22316921,0
0.09436158,-0.1011603,-0.011301428,-0.9399655,0
-1.3799775,-0.27969763,-0.3977957,-1.0671301,0
0.21754894,-0.83118397,0.78132445,1.1125493,0
-0.26599276,-0.013417721,-1.1633871,-1.3229955,1
0.27506596,0.6664146,1.0594858,2.0950453,0
-0.08091077,3.4560397,-0.08742729,-0.14114627,0
-0.7376342,-0.753579,-0.07265214,0.23829146,1
0.9439633,0.5508261,-0.88213295,0.38680997,1
0.43202746,-0.68789244,0.26221287,-0.8369092,1
-0.72006947,0.40452313,-0.7020948,0.10795392,0
0.9010331,-0.9856434,0.21437308,0.68844193,0
-1.9216989,-0.7984241,-1.1679236,-0.9004048,1
0.61305857,0.26398945,1.6715101,0.6902716,1
-0.3390759,-0.6633221,0.036174707,-0.05840135,1
-0.70320666,-0.37758136,-0.7192971,-1.0965321,0
-1.279132,-0.89828765,-0.316036,0.017962199,0
-1.3206213,-0.70558274,0.73993635,0.93702996,1
-1.4029938,-0.7605248,-1.2311097,-0.8335821,1
-0.92958707,0.2977644,1.0433033,0.8551145,0
1.1043828,-0.22694919,0.054459445,-0.47733054,0
1.5898703,-0.38248903,-0.90800816,-0.81936496,0
0.859856,0.5119177,-0.026918381,0.80831534,0
-1.7353935,-0.384007,-0.02224958,-0.89706653,0
-1.6408627,-0.52459246,-0.70795995,-1.1395338,1
0.69635403,0.6651755,1.6771944,0.69914156,1
0.14563483,-0.5869059,0.57679844,0.07068761,1
-1.714948,-0.75283355,-1.5042058,-0.95852935,1
0.17597929,1.3931195,1.0700458,-0.002328042,0
0.23201178,0.65753245,0.7640605,1.2456557,1
-1.193016,0.55628633,0.045259766,0.38370976,0
-0.48648962,-0.3404799,-0.47832912,-0.74120915,0
1.0963268,0.03202358,0.40870172,0.40448508,0
0.22414516,-0.9510071,-0.4051391,-0.07680185,0
-0.05167973,-0.3747923,-0.9217561,-0.2120924,1
2.6598918,-0.61507964,-1.4352634,-0.8621473,0
-1.0172108,0.012998626,0.5066297,-0.6059741,0
1.3677846,0.44897828,-0.619969,-1.1788859,0
-1.8883455,-0.8583154,-0.75745845,-0.78947866,0
1.4663823,-0.8692173,-0.5820799,-0.7788127,1
-0.68070304,-0.17414099,-0.09955889,-0.69099426,0
2.0819643,0.22426052,-1.1276333,-1.1163869,0
-0.20232114,0.88649756,-0.10264237,-0.12189573,0
1.7630551,-0.730011,0.7512781,-0.47631896,0
1.7175474,-0.5546278,0.7960332,0.97059363,1
-1.2487553,-0.056474775,-0.83586496,-0.032752484,1
1.0570991,1.8120071,-0.60162425,-0.124405935,1
-0.91979957,-0.73212576,-1.1094501,-0.80866814,1
-0.10144952,-0.27809903,-1.2243915,0.09519613,0
1.8052332,0.9321795,0.17443252,0.14663798,0
0.60375154,-0.37941968,-0.022954278,0.46201965,1
1.2818757,0.28037217,0.49483055,0.18012297,0
1.1309115,1.214817,0.83521676,-0.12792242,0
0.9522464,-0.53943753,-0.49054694,-0.7606214,1
0.23260158,-0.8481334,-0.99090755,-0.85965157,1
-0.26695332,1.4234049,-0.6197233,0.905707,0
-1.6285768,-0.68601775,-1.3835666,-1.0088679,1
-0.7397249,0.13561282,-0.51656777,-0.33844054,0
0.9348818,0.5036562,0.7159637,0.40780124,1
-0.82628345,0.18280615,-0.85938156,0.38383067,1
0.8662385,-0.23775625,-0.7539929,-0.007144898,1
-0.108875155,1.2392097,-0.25323406,0.8206971,0
0.7880614,0.95000815,-1.4699546,-0.5503248,1
0.50980306,-0.13578935,3.5992296,0.058008317,1
1.4272931,0.32698655,0.55573297,-0.34351644,0
1.4351755,0.6571276,1.2344012,0.8361778,1
1.0535171,0.13736671,2.4209816,-0.21272577,1
-1.699925,-0.1449866,-0.5319995,-0.818395,0
-0.061730817,-0.16847649,0.39373916,0.7813106,1
1.3367469,-0.2674713,0.9909797,0.17454222,0
0.50262004,-1.1796392,-1.333642,-1.0920204,0
0.7059825,-1.0036489,-0.08522056,-0.81030244,1
0.5695071,-0.03897071,0.3122607,-0.022692787,1
0.3837127,1.1041062,0.79244375,0.99301875,1
-0.42465538,0.785018,0.096827224,0.51625675,1
-1.1518966,0.17693794,-0.86932975,-0.63863915,0
-1.1813161,-0.37242687,-1.2786397,-0.75292605,0
1.7981827,0.6868715,0.15987837,1.3981099,0
-1.6953142,-1.0545453,-0.6995066,-0.48542553,0
0.638536,-0.42430356,1.7582005,-0.9844762,1
0.6450581,-0.632837,0.12089509,-0.34572855,0
0.61310154,-0.2810213,0.16419527,-0.97229815,0
0.6565912,-0.26247084,0.69543093,0.056080673,1
-0.45470747,0.017291188,-0.8110306,0.26516333,1
0.36469448,0.3339824,2.0565166,0.75323063,0
-1.4373336,-0.62334085,-1.246168,-1.0699855,0
-0.6497643,-0.13279295,0.9586313,0.15523018,1
-1.0010996,0.13559344,-0.3069323,-0.18839055,0
0.9756795,-0.13713738,1.0900389,-0.101519376,1
0.72748566,0.45212808,1.3992192,1.3590732,1
-0.26725757,-0.33264095,-1.4216567,-0.9292151,1
-1.4740007,0.07075448,-0.7795368,-0.95263374,1
1.6059011,0.1151469,0.6931793,-0.019660644,0
-0.36664364,-1.0700568,-0.27645475,0.08940181,0
1.0547807,0.13162312,0.15724507,0.12932502,0
1.8932586,-0.4241609,-0.41234803,0.8232181,0
-1.2769465,-0.7930691,-0.6493496,-0.5258457,1
-0.83512574,-0.4118078,1.1045552,-1.0021775,1
1.1352495,-0.022073567,-1.3678143,-0.607687,0
0.33334252,0.053290136,0.39033464,0.81327325,0
-1.4216089,0.0121818185,-0.82742286,-0.78796375,1
0.7392019,1.3153005,1.0569904,0.86447084,0
-0.31352752,-0.5081059,-0.82022494,0.31384245,0
-0.9649228,0.2753418,-0.8678461,-0.25910008,1
0.20295294,0.47948912,1.405895,0.08409876,0
1.2730982,0.03458293,2.342273,-0.18173447,0
-0.29096138,-0.47561383,1.7631311,0.70350534,1
-0.76736236,-0.47677273,3.3592508,-0.8231667,0
0.84377587,0.06991182,1.1384819,-0.9921357,0
0.64904386,-0.2980764,-0.15415344,0.26361233,0
1.0856588,-0.08577171,0.21779725,-1.1130729,0
-0.28373498,0.4989145,0.31682283,1.6446457,1
-1.189132,-0.4846046,-1.0687546,-0.7333507,1
0.31243515,0.38573387,0.4059744,-1.0183394,1
-0.75835925,-0.14025252,-0.9558669,-1.1900603,1
-0.44107038,-1.2387764,-0.7953938,0.6694398,0
-0.8338601,-0.34229714,0.7877991,0.28813145,1
-1.9343268,-1.0359131,-1.4980662,-0.5685551,1
-0.42447895,0.3653766,0.45632428,0.9307096,1
1.4019471,0.10526034,-0.96996635,0.15391958,0
-0.29833493,1.9348185,4.4424343,9.180559,1
1.6840256,0.08061889,0.014013171,0.13819203,0
-1.6150165,-0.42512345,-0.6630801,-0.9666835,0
0.36740303,-0.79637194,-1.4155263,-1.1962662,0
-0.7579725,0.0040232334,0.09693828,1.311687,1
0.70136863,-0.49394226,-0.7473395,0.08361104,0
0.5604578,-1.0037504,0.91548884,0.9124274,0
0.544191,-0.32721597,0.97675705,-0.036931407,0
-1.09218,1.765444,0.25609124,0.014653798,0
1.455695,-0.078613795,-0.21606633,-0.87862456,1
-0.4735148,-0.041788436,1.2882372,1.0375459,1
1.0981817,-0.15990579,1.1329004,0.28846934,0
0.9656154,-0.8171122,-1.3396391,0.056773994,1
-0.5509027,-0.007833276,-0.56745416,-0.6409565,0
-1.1753138,-0.35599864,-0.38240746,-0.7927677,0
0.67555773,-0.24899195,0.85173875,0.15952234,1
0.5328417,-0.008601181,-0.8007732,-0.20695566,0
-0.75431013,-1.0648108,-1.239383,-0.62555206,1
1.0027885,5.227438,-0.5642859,1.040043,0
0.33606,0.2720129,0.095116496,-0.36099216,1
-0.061878487,0.36108166,-0.78251994,0.75445676,0
1.269465,-1.0130605,-1.1946337,-0.49812004,1
1.811921,-0.91594565,0.2734664,0.037243668,1
0.5904699,-0.36522958,0.56757903,0.6704885,1
-0.55351865,-0.3762012,-0.22651425,0.02036915,1
1.0781755,2.9386213,3.8116734,0.58515406,0
1.194661,-0.34924418,0.45109463,-0.68555784,0
0.53769016,0.39333278,-0.54520667,0.91080666,1
0.8405835,-0.41773972,-0.55950713,-0.20421396,0
-0.5227667,-0.5723245,-0.70995295,-0.75916564,1
-0.9876394,-0.44384772,1.3184249,1.7836295,1
-1.8209574,-0.7532116,-1.0060159,-1.0618597,1
1.0954297,0.39227355,-0.62956417,0.045109604,0
-1.6271901,-0.014454955,-0.4118566,-0.34731564,0
0.537232,-0.29376176,1.0371617,0.52979094,1
1.3101038,0.3305888,1.1298246,0.14028841,0
-1.7786736,-0.6497412,-0.52033025,-0.9676076,1
0.16078216,-0.953327,0.69678974,0.9783941,0
0.40204084,-0.18537945,0.7565489,-0.8363413,0
-0.425904,0.047149375,0.38114774,-0.116602585,1
1.354688,1.655552,-0.9496116,-0.082017615,1
0.13414182,-0.36650532,0.54454297,-0.03933268,0
0.3402592,-0.4806895,0.7281152,-0.8112649,1
0.2559446,-0.56040514,-0.2318424,-0.8493886,1
0.49065024,1.1721905,2.0376656,1.3624388,1
1.0215687,0.05683537,-0.10213664,0.055697132,0
0.8704392,-0.6269133,1.3391076,3.789267,1
0.4588905,-0.46845165,0.40153417,-0.4923374,0
0.25991523,-0.7091358,-1.2349133,-0.64541173,1
0.122552186,0.7825102,2.861683,0.86877245,1
-0.15167858,-0.028827846,0.105555296,-0.11670928,1
-0.5575136,-0.5759304,-0.73410547,0.8446737,1
1.0755341,0.24379367,-0.14659736,0.96432304,0
0.8818441,-0.16287725,0.003011614,-0.8044781,1
-0.10281043,0.06877819,-0.35706776,0.37066522,1
-0.6633757,0.21881533,0.8012407,-0.35407412,0
0.07100375,-0.56933737,-0.4720899,-0.702187,1
0.70063853,0.7498969,0.75003153,0.5473423,0
2.013655,-0.34858185,-0.046940446,-0.5645189,0
-1.708595,0.11347473,-1.8016613,-1.2674303,1
-0.1955119,-0.59056854,-1.0985872,-0.8330034,0
-0.8068817,-0.2041299,0.8033439,0.8118423,1
1.7248429,0.43447596,-0.7587605,0.26196393,0
0.24613297,0.3777551,-0.046294183,-0.2871368,0
1.1515417,0.5408638,-0.07212915,-0.013036139,0
2.1003225,-0.4906108,-1.4895977,-0.6609089,0
0.19642119,0.43772018,-0.015336931,0.097875535,1
0.63508546,-1.1195786,-1.4527609,-0.49525878,1
2.2139149,-0.9223114,-1.0862037,-0.97967374,0
-0.36900944,0.14779422,0.068270445,-0.18461724,0
1.4513677,0.67633295,0.031222083,0.15753447,0
0.29397175,-0.08114475,0.777652,-0.58847535,1
0.060620923,0.33531988,0.5615158,-0.11273414,0
0.5691908,-0.034932345,0.16930503,1.3581971,0
1.2644005,-0.1976325,-0.81110525,-0.7982974,0
-0.17940617,-0.6242396,0.533629,-0.007069541,1
-0.41299334,0.8171484,0.7278319,0.79771084,1
0.07264222,-0.43819124,0.41138655,0.275592,0
-1.8047175,-0.14816362,-0.8494063,-0.8471524,0
0.8017725,-1.1101129,-0.73600096,-0.5766051,0
0.3941626,0.005393207,0.99610275,1.1265061,0
-0.23047353,0.16299316,-0.9732297,0.07821876,1
-0.102491915,1.0543345,-0.83576643,-0.35064882,1
-0.968283,-0.6006087,0.69797367,0.8454079,1
-0.72004825,-0.9590515,-0.36780015,0.3030194,1
0.055127174,-0.3638213,1.1013281,-0.21045981,1
0.56689715,-0.15487756,0.2737696,-0.3459425,1
-0.40681607,-0.62177074,0.20782949,0.827,1
0.6314057,-0.27243793,-1.0450649,-0.8354108,1
-1.2114547,-0.18872657,-0.60654193,-0.770793,1
-0.33837175,-0.44239286,-0.015001312,0.55541384,0
-0.4257667,0.27675587,0.07531972,-0.1327847,0
0.20526771,0.14839464,0.9710515,0.8526271,0
0.99114233,-0.41648102,1.3486776,0.029094253,0
-0.46681,-1.1791964,-1.3508575,-0.6305598,1
1.4197193,-0.56762695,2.0472898,2.9711316,1
-0.72092783,-0.93654174,-0.1255527,0.4692848,0
-1.9314164,-0.78559303,-1.731777,-0.82161117,0
0.1975179,-0.40976894,-1.2179382,-0.7517115,1
-0.30207628,-0.5350548,-0.45639244,0.1517938,0
0.50807077,1.1729622,-0.20215943,0.62787664,0
0.65015554,-0.13443749,-0.8434175,-0.06718097,0
-0.3684784,-0.012989104,0.17358458,0.03827581,0
0.00807282,-0.039359882,-0.6899643,0.862956,1
-0.53734666,0.33008248,0.6583682,1.840652,0
0.34882563,-0.38847184,-0.12524724,0.4326034,0
-0.3874309,-0.31027776,-0.10879812,-1.0560322,0
-0.46926302,-0.12074023,0.5198614,0.59011424,0
-0.02435451,0.046225786,0.18504149,0.46318933,1
-0.8492634,-0.07964945,0.17730123,-0.93448406,0
-1.9415059,-0.42586145,0.39753693,-1.051411,1
-1.2177123,-0.1419289,-1.0794476,-0.5839217,1
0.42363784,0.57716936,-0.15309851,1.0060649,1
-0.38453805,-1.3087661,-0.69010025,-0.9999915,1
0.14113903,-0.29305834,1.1948421,0.835623,1
-0.43422225,1.7157259,0.48760882,0.9446787,1
0.29306698,-0.557499,-0.630009,0.042288784,1
-1.2149078,-0.57141125,-1.5797116,-0.3868684,1
-0.6214335,0.71065384,0.92610157,0.8288398,0
1.7619189,0.26735854,0.44120732,-0.10579313,0
0.77636147,-0.35225537,0.06616381,0.7771508,0
0.42646,0.7321831,0.48089942,-0.8845841,1
-0.39826298,-0.47301728,-1.0396293,-0.8140564,0
1.8432957,-0.2477653,0.08792185,0.6548563,0
0.36413568,-0.03604868,0.15790981,0.044396136,0
-1.1013163,0.16179967,0.44362462,0.40427068,1
-0.056935117,1.8024367,-0.44212955,1.0400915,1
0.61123824,-1.1286672,-0.58693004,0.17394517,1
-0.47343582,0.5511807,1.711827,0.995793,1
-0.20463902,-0.26578873,0.2193785,0.019246921,0
-0.165171,0.061959803,-0.5824076,0.4572813,0
-0.6997695,-0.7958882,-0.8490523,-0.6675519,0
0.07638174,-0.56759334,-0.48598558,-0.5193585,1
0.10145533,1.284382,1.1155905,-1.1096781,1
-1.5451454,-0.26969033,-0.4693042,-0.9972371,0
-1.6944526,-0.11504778,-0.33959693,0.5631062,1
1.3069137,1.7178822,0.03785839,0.6927603,1
0.34634078,-0.3703195,1.6341586,0.88375163,0
-0.4410522,-0.48336497,-0.82130677,-0.5776301,1
-0.6617917,-1.2177893,-0.5984105,0.25148073,0
0.48415366,-0.41517383,-0.9699626,0.45746106,0
-0.19200078,0.7089453,0.19655383,0.053598855,1
-0.7825461,-0.47877094,-1.3076761,-0.273029,1
0.3108682,1.5253714,-0.78050935,0.0528883,0
-1.8109624,0.05581566,-0.91882265,-0.81084883,1
-0.1852268,-0.42312807,0.98849577,0.6187371,1
-0.23737217,0.56267834,-0.87771845,0.6241807,0
1.1695048,-0.46099216,-0.13352191,-1.588195,1
-1.6444658,-1.1105158,-0.9715995,-0.5845287,1
1.4567326,-0.49790114,-0.03614776,0.09135261,0
1.2302974,-0.18755186,-0.2509739,0.053320136,1
1.196021,-0.9528649,0.8024277,-0.007509012,1
-0.07685074,-0.583376,-0.9437355,-0.7927433,0
-0.5513935,-0.3862579,-0.15476705,-0.40654132,1
-0.49990794,0.8334815,-0.58767205,0.6840985,0
-0.1234847,-0.7811247,-0.99164164,-0.26219213,1
-1.0233715,-0.83382416,0.0007682219,-0.5137423,0
0.8209888,1.5200373,1.2636049,0.7729195,0
-0.33668536,0.2603943,-0.7262209,-0.29521674,0
-1.5983858,-0.79621065,-1.1263642,-0.6625384,0
2.3301024,1.31261,-1.461609,-1.029252,1
0.40403265,-0.17344262,1.1086563,0.010901999,0
-0.5015461,-0.28060678,-0.22971159,1.0107435,1
0.9231298,-0.53627574,-0.3729759,0.055058945,1
-0.53407824,-0.014115952,1.4238675,0.4120838,1
-0.72779566,-0.15014923,-0.47035703,0.9034021,1
-1.6615155,-1.2816919,-1.4713715,-0.5848201,0
-0.09367633,1.3666624,-0.90627825,-0.020598976,0
-0.9287138,0.41839737,-0.33395898,-0.61066014,0
1.0298859,-0.33372948,-0.19184157,0.73842037,1
1.2804209,0.76634616,-0.12712744,-0.7538865,0
-1.2873863,-0.6676857,0.7104675,-0.82109374,1
0.6049926,-0.52135146,-0.26419777,-0.9881565,0
-0.36106297,0.59597653,-0.7490379,0.73832566,1
-1.0252911,0.67136276,-0.80810744,0.2441443,1
-1.8207793,-0.37423104,-0.5027646,-0.8430124,1
-1.2444525,0.84463555,0.41494176,-0.78422946,1
-1.3168265,-0.29145896,-0.3312884,-1.1232982,1
-0.20356299,-0.22667909,1.8466095,1.501585,1
-0.82351875,0.7268718,-0.42103407,0.73459125,1
-1.8170879,-0.66641307,-1.3244565,-0.30113834,0
0.6154358,-0.51695037,1.0659136,-0.18179074,0
-1.6398332,-0.37725696,0.80745935,-0.15883563,0
1.200807,-0.8412888,1.0693597,0.15982038,1
0.95636165,-0.804284,-0.88605076,-0.88340956,1
0.5382797,-0.19675605,-0.5536007,0.012117326,0
-1.4987181,-0.66900015,-0.21098869,0.9438708,1
1.9229376,-0.4275294,0.90026695,-0.16114181,0
-0.6719643,0.58557445,-0.1951769,0.9157887,0
-1.5549017,-0.98125243,-1.4969401,-1.1219833,1
-0.8556342,-0.44457096,0.030760705,0.19213703,1
0.75697845,-0.27353036,-0.393813,-0.63604033,0
1.7132406,0.3046875,-1.0054951,-1.0279058,0
0.26001537,-0.6069466,1.0975199,-0.028419096,0
0.8889896,0.11837438,-0.35318485,-0.0024431609,0
1.1700937,0.2131141,0.523726,0.9229785,0
-1.1919945,0.030828644,1.1510935,0.13930076,0
1.0381044,-0.78258616,-1.0904863,-0.65518004,1
0.5886556,-0.4103991,1.8552408,0.8815245,1
-1.985804,-0.4329509,-1.5071838,-0.8415723,1
-0.9144876,-0.9036665,0.12304744,-0.9980957,1
-2.0338197,-0.7890129,-0.52561754,-0.66169536,1
-0.7866466,-0.58997124,0.3780706,-0.06982164,0
-0.84670657,0.1837068,-0.25811937,0.119026005,1
-0.4581468,5.8357315,-0.07254012,-0.0702496,1
-2.0486372,-0.8949028,-1.7522999,-0.97126245,0
-1.1773419,-0.79184693,-1.114605,0.021473978,0
-1.2333984,0.13011697,-1.686549,-0.6143714,1
0.77486825,0.571511,1.4629712,0.80852985,0
-0.37886637,0.4479645,1.4194633,0.7998458,1
1.6932316,-0.6420531,-1.529628,-0.9756669,0
-0.012329549,0.09979741,0.76165426,0.5607106,0
1.0194601,-0.613521,2.730827,0.1852717,1
1.2408941,0.7768431,1.7833308,0.90340596,0
1.0659087,0.30229917,1.247656,1.3672172,1
-0.61411154,0.8190951,0.79939413,1.600827,0
-0.30003476,-0.17931058,0.21799062,-0.564135,1
-0.5326756,-0.46490034,-1.0121822,-0.7174985,1
0.79468524,0.16042215,0.88368225,0.27256677,1
0.8648695,-0.5582011,1.4430605,0.00027099624,1
-0.9422803,0.8466836,0.9813237,-0.66412884,1
-1.9021568,-0.27032918,-0.58383125,-1.0465151,1
-1.2447239,-0.041099984,-1.232664,-0.86766714,0
-0.7122439,-0.15810189,1.2869968,-0.24417233,1
-1.0185153,2.5567029,0.91185325,2.402024,1
-0.8700129,-0.15003991,-1.1612328,-1.1207327,0
1.6668533,0.19522631,1.7253656,0.14001553,0
1.1293579,-0.33659768,-0.94456565,-0.071464755,0
-1.5508817,-0.4136399,-0.41668504,-0.851775,1
-0.52698994,-0.25178948,0.98181283,-0.40144065,1
-0.51031834,-1.3246241,-1.0387522,-0.58334327,0
-0.9374919,0.480809,-0.9490465,0.17220351,0
1.103416,0.02833968,-0.12758963,0.24727447,1
-1.5391147,-0.15800333,-0.09190659,-0.019171996,1
0.32335845,-0.38406718,1.8113966,0.27268404,0
-0.48997968,-0.31227288,-0.46266535,-0.09447031,1
1.1808788,-0.08705322,-0.69722223,-0.021710731,1
0.35951674,-0.57029116,0.71944654,-1.0262944,1
1.9049355,-1.0921069,-1.0574101,-1.1540804,0
1.0266217,-0.48629406,-0.36971816,0.25878468,0
0.21763259,0.84951854,0.811331,0.98650444,0
0.9539013,-0.42390212,-0.32018697,-1.0719159,1
-0.7327229,-0.10155708,-0.31094873,-0.8885856,0
1.078134,-0.95648456,0.14513615,-0.9587663,0
-1.4495797,0.085125536,-1.4398764,-0.89003515,0
-0.16888556,-0.43276152,-0.4243759,-0.84451586,0
0.9878475,-0.31526336,1.0194434,-0.8441096,1
1.5039738,-0.1624561,0.33622712,-0.019650105,0
-0.7579439,-0.8223883,0.35769618,-1.1139085,1
-1.3090773,1.8720989,0.20548585,0.030709814,0
-1.229381,0.563494,0.5875794,0.05254193,0
-1.326628,0.45071346,-0.46070176,0.92496395,1
2.051954,-0.93810207,3.2929473,-0.6621312,0
-1.2381607,-0.80890584,-0.56365806,-0.86442214,0
0.52047455,-0.41347843,0.58463395,-0.2482228,1
0.5670686,1.1667283,-0.018096536,0.799434,1
0.93393123,0.7878962,0.70653874,0.18005225,0
-0.47168228,0.024109527,-0.81432575,0.4160221,0
0.59901893,-1.1562469,-0.42872915,1.5018767,0
-0.060993984,-0.07981116,0.08936718,-0.6528694,1
1.144734,-0.02884867,-0.18969458,2.7442245,0
0.6892093,0.14548814,2.312477,0.6155419,1
2.5464349,-0.85526454,-0.3753302,-0.6411292,1
2.2763736,0.4075929,-0.4737541,-0.605592,0
-0.81763065,-0.6611743,-0.22912762,-0.86154217,0
0.53803605,-0.3838758,-0.63606954,0.062314045,0
1.1375796,0.4451098,1.0243112,0.71569633,0
-1.652193,0.1060037,-1.1913382,-0.9734047,0
-1.7611805,-0.24456622,0.38724938,-0.26001126,1
2.7731638,-0.36115536,1.1299753,-0.2769831,0
-0.45658794,-0.493622,1.3258092,-1.1345065,0
1.9225818,-0.33851907,1.1165762,0.954876,0
0.41195706,1.0604191,1.2161336,-0.3297031,0
0.015372872,-0.30529198,-1.3454869,0.22851856,1
0.009620488,2.4292984,-1.279444,-0.61976826,1
-0.91778207,0.80335647,-0.041294374,1.5987979,0
0.3555548,-0.36107007,1.3840817,0.83130205,1
-1.307811,0.00015323795,0.26019296,0.22778262,1
0.8292515,0.8846173,-0.3042332,0.072002515,0
-1.3860959,-0.042298466,-1.4971336,-1.2117022,1
-0.5758026,-0.025830343,-0.39441186,0.19373249,0
0.5271531,0.9071214,2.234459,0.69853044,1
0.04128176,0.30907637,2.8617613,6.396888,1
1.0489211,0.43384916,0.08941743,0.6960941,0
1.8988016,-0.50760627,-0.3639969,-0.9700501,1
-0.11558469,-0.24487188,0.5242536,-0.854295,1
0.43028593,-0.67900395,-0.35231203,-0.98004836,0
-1.2587271,-0.46584806,-0.8232106,0.10235438,1
-0.7235738,0.07277346,-0.17570278,1.1549205,1
0.03125098,-0.26074147,-0.28908432,0.78996456,0
1.4488176,0.041515112,-0.24848354,1.47779,1
-1.4845498,-0.70976365,-1.356919,-0.92735785,1
1.2563558,-0.32162315,-0.092701465,0.65284777,0
-0.024816096,-0.200382,-0.6366251,0.5900052,1
2.2532856,-0.54834616,0.2676,0.5008905,0
0.9188741,2.3764277,-0.7799517,-0.17942305,0
-0.15870935,0.5676868,0.61945903,0.28601187,1
2.4964166,-0.06580672,-0.74121726,-0.7691378,0
-0.64086676,-0.6375533,-1.6161591,-0.95313805,1
-0.53104347,0.15509512,0.09112874,0.81371266,1
-0.20090994,-0.40881705,0.9843347,2.354314,1
-0.27476662,-0.34735116,-0.58457136,0.478943,1
0.63552433,0.6828752,2.5770905,2.941302,0
0.459764,2.1084785,0.05302798,0.1614202,0
-0.86474144,-1.1121868,2.320406,-0.45498487,1
-0.85819465,-0.54246604,-0.43650347,-0.7427908,1
-1.3239856,-1.172321,-2.1133964,-0.80512756,1
-0.046055205,0.38551843,-0.30503225,0.23156452,1
0.7321087,-0.5563244,-0.4684816,-0.11667268,1
0.52448297,-0.18719795,-0.25625354,-1.1287785,0
-0.5990518,-0.8503382,1.5278645,-0.07010356,1
-0.11291951,-0.6055241,0.7952168,0.8022664,1
-0.5044593,-0.6109578,-0.2630214,-0.08335833,1
-1.0098376,-0.046554416,-1.1559258,-0.5954038,1
