lineNo,assgNo,prevFixDur,firstfixDur,firstPassFixDur,nextFixDur,firstSaccLen,lastSaccLen,prevFixPos,landingPos,leavingPos,totalFixDur,meanFixDur,regressLen,regressDur,pupilDiamMax,pupilDiamLag,timePrtctg,label
-0.7453585,-0.72216856,-1.3462338,0.5264558,-0.09356521,1.7896134,-0.969116,1.1063073,-0.69969773,-0.068387635,-0.50764155,0.036189742,0.5964992,1.0390774,0.15348879,0.21348159,-2.3510172,-0.16591686,0
0.39838365,0.23613173,0.19488546,1.3927591,0.6216794,-0.7834891,0.2295742,1.1414399,0.30112877,0.27359223,-1.1409127,-0.10676333,0.6636321,-0.1958277,-0.08422845,0.8227585,0.61934364,0.5075438,1
0.28793347,1.1236238,-0.4159876,0.92937696,0.2780472,-1.3405607,0.49546254,-0.39095807,0.97651637,1.0932074,-0.7176449,0.7005438,-0.052517373,-0.2613253,-0.35740218,-0.7997472,-0.46303308,0.46968907,1
-0.9124088,-0.3907965,-0.6670219,-0.25896084,-0.17702293,-1.2468737,0.83998066,-1.1379104,1.6795738,0.6693938,1.6181891,-0.44520977,0.6170557,-0.16169281,0.49217197,-0.4615179,0.7486754,-0.30247223,1
0.75045156,1.0829352,0.33900177,-0.7001935,-0.37583297,-1.0515064,0.00015121698,-0.63280845,-1.7495775,0.5054032,0.16492257,-0.076589346,0.1757099,-0.16818744,1.8176179,0.08178383,0.24351624,-0.39203587,0
-0.27793047,-0.2744813,-1.2582796,0.90588284,-0.21971664,-1.2829747,0.6474015,0.3072691,0.92975026,1.0160795,0.01206404,-0.30138877,1.5364479,-0.53849053,-0.99685514,1.4539559,-0.243845,1.118037,1
1.7757703,1.4816507,-0.44832712,-0.29319468,-0.6406102,-0.38645613,-0.3679303,-0.6828317,-0.8814242,0.99741733,-0.70794016,-0.5223222,-0.7646413,-0.47173363,1.0142509,0.01026845,-0.36068457,0.18325794,1
0.24348114,0.34734505,-1.2042735,-1.0056973,-0.54358697,-1.555265,2.5355763,-1.3365291,3.0493195,0.20904358,-0.88915944,-1.2215781,-1.1685556,0.080694556,-0.54671174,-0.47754243,-0.4863965,-0.34244806,0
0.33008814,1.5158843,-0.82968736,1.1891847,0.15000093,-1.058636,0.16854298,-0.46785325,-0.5371365,-0.26076114,-0.0725795,-0.05666077,1.1058855,-0.16626483,0.016138554,-0.078615606,0.21336381,1.1019077,0
1.5941058,1.6308265,-0.3447743,-0.36685303,-0.41492176,-0.88663197,0.23570113,-0.9032631,0.62380594,-0.76569587,0.12841427,-0.29618078,-0.651165,-0.30086377,-0.36738256,-0.25455368,-0.22204147,-0.64356494,0
-0.24127573,-0.32660568,-1.2767518,-0.44736904,-0.3297233,0.89120823,1.0756885,-1.0182323,0.36757344,-0.41701663,0.46094784,-0.31496066,-0.07281014,-0.22108229,-0.9874635,1.4741311,0.36338738,-0.41776857,1
-1.3297625,-1.0732645,0.9054303,-1.0578797,-0.32900214,1.0219392,-1.154388,1.2561448,-0.33139718,-0.05864887,0.3626497,-0.58620906,-1.0642867,-1.1284975,0.16162038,0.050064802,-0.19802442,1.1848643,1
0.6397683,-0.16979691,1.2431026,0.44607568,-0.019431293,2.9580324,0.12463276,3.0203369,-0.16307901,0.018884301,-0.1576739,-0.12037679,-0.46166247,-0.34695935,-0.5775609,-0.290711,-1.0866467,0.052620932,1
-0.7865727,-1.6309081,-1.7741474,1.6995101,0.94670546,-0.85687184,-0.73954415,-0.8183186,-0.79235554,-0.10662552,0.6864701,0.64242876,2.0015793,-0.12418945,0.10934861,-0.5050505,-0.51479775,-0.38046643,1
-0.58019066,-0.9229429,2.193882,2.4741244,1.4129627,1.1510437,1.6338282,0.85840833,1.6911286,-0.5753374,0.29558307,0.7442654,2.112301,0.33021897,-0.47696006,0.26592493,3.6763253,-0.072933316,1
-0.472735,0.060050745,0.97643363,1.2806321,0.7146283,-0.21537131,0.52517253,-0.4667006,-0.4273981,-0.07238409,0.42283574,0.4779726,0.9644684,-0.11616887,0.26175603,-0.4213032,-0.59120536,-0.5404012,1
0.8266592,1.8407619,-0.31821638,-0.111054435,-0.29350632,-1.1437936,1.180765,-1.1908937,1.2692413,-0.14749381,0.18799922,-0.016404271,-0.7334246,0.12983549,1.0977612,-0.010631174,-0.11028004,0.24681234,1
0.22249761,0.47066,2.7781396,-0.5465213,-1.3366406,-0.9090323,-0.8505773,0.036436185,-0.3652382,-0.10462495,0.093543544,-1.2022897,-0.6636795,-0.12589218,-0.45702386,-0.71222067,-0.5628455,-0.6390909,0
-1.1829841,-0.1477713,2.9754353,0.70139724,0.6961831,0.21310073,-0.7207132,-0.13943571,-0.4718931,0.22076172,0.49764168,0.4221606,-0.0024355054,0.27674192,0.46981552,-0.5520636,-2.0725245,-0.27375293,1
2.2766163,1.1735766,3.6132798,0.14869165,0.24834453,-1.2898905,-0.65705574,0.04510115,-0.062444642,-0.33095616,-0.99284476,-0.08804047,0.9023366,-0.78751767,-0.3875632,-0.18590015,-0.21829937,-0.25986454,1
-0.95855296,-0.32949907,0.23507084,-0.77995956,-1.2906764,0.07185924,-0.5022935,-0.6118658,-1.413803,1.1251409,0.19717827,-0.92628324,-0.9470279,0.12356183,-0.07390693,0.57060194,-0.003367059,-1.1186228,0
1.0596797,0.89377224,-0.28086025,-0.47234643,-0.5872372,0.67000645,0.22562294,-1.5791616,0.8095076,-0.39824048,-0.93269217,-0.8562083,-0.78519344,0.9590416,-0.45102108,-0.22315198,-1.5619553,-0.23053804,1
-1.0345896,-1.4983743,3.0768723,-0.73375666,-1.0257869,-0.9644408,-0.22091058,0.9066773,-0.8926021,-0.22572552,-1.5066171,-2.070249,-1.0655776,-0.26479506,-0.9318384,-0.010198019,-1.0490884,0.47355777,0
-0.3468354,0.43823057,-0.32923722,0.26782084,-0.16224355,-0.8409625,1.5949197,-0.8062471,2.2434456,-0.9424723,-0.9702879,-0.6303354,-0.60875994,-0.027148038,-0.16143629,-0.4581278,-0.83446074,-0.18408896,1
-1.4253662,-1.7842033,-0.53119713,-1.2449069,-0.18573754,-0.3388186,1.1282556,1.3382266,0.046171978,0.05185917,1.6023228,-0.21311632,-1.108669,-0.3172154,2.0742679,0.6099211,-0.3902099,0.27798426,0
1.0559603,0.68696284,-1.2556983,-1.4431074,-0.7697213,-1.2203153,-0.33058855,-1.0085549,1.3959334,0.23136082,-0.16733047,-1.3925918,-1.0868976,-0.2590601,-0.01709199,-0.8574995,0.5446501,0.11823846,1
1.7697412,1.9093446,-1.1698983,1.3098706,2.9673958,0.9396084,1.2941016,0.79085267,3.9706738,0.051695127,0.6787436,3.3616402,-0.06688662,-0.8339748,-0.26772988,-0.3182311,-0.83145463,1.4830444,1
-1.1690018,-1.131436,-0.14790313,-0.4861472,-0.18374363,-1.1601627,-0.62629455,-0.9815533,-0.1330406,-0.0065824986,-0.5295497,-1.0612295,-0.2735338,0.6897807,-0.70116913,-0.38923076,-0.21088867,-0.11750057,0
0.061449498,0.57871825,-0.21901369,1.0757113,0.74526405,-1.6183568,1.97886,0.462436,1.7498462,0.46425512,0.28279594,-0.4018068,0.47994035,-0.3641617,-0.5556973,-0.0035708845,-0.18773441,1.4515839,0
-1.5248399,-1.9134166,0.19366252,1.4990973,0.7261497,0.71320164,-0.7941271,-0.9993275,-0.2768221,0.88542277,-0.18501493,0.35947332,1.2672496,0.04250467,-0.31771043,-0.5340966,-0.2411182,0.60360014,1
0.5487339,0.6505871,1.3439192,0.07210183,0.85764694,1.9626236,0.9752725,-1.0139854,1.4811904,0.6894453,1.2233684,2.8608556,0.2425456,-1.0172377,1.758365,1.2031648,-0.4055114,1.8394595,0
2.1746287,1.7168225,-0.5065851,-0.6425673,-0.41930217,-0.37632897,-0.10723434,0.3993156,-0.3221821,0.7259449,0.3695566,-0.67169994,-0.3853622,-0.8149239,-0.5333967,-0.80781394,-0.13197243,-1.6586251,1
0.027363658,-0.35450658,-0.91535336,0.440281,0.6681284,1.6550157,-0.6166332,-1.0213819,0.025872607,-0.73468775,-0.2597129,0.025384352,1.1429787,-0.05065359,0.8832395,-0.028865933,0.19657531,0.09577045,0
0.78985536,-0.013286695,-0.35183382,0.61153173,4.540193,1.2096274,-0.54285127,2.7062151,-1.01668,0.67109257,1.0971457,5.5281467,0.07687798,1.0819292,-0.26174554,0.023870617,-0.49063635,1.9435306,0
-1.1314436,-0.8686958,-0.5385944,1.7975436,0.7179816,1.7352486,0.4597677,-0.21333054,0.9771705,0.2769504,-1.1807487,0.17139617,1.2568638,-0.53112334,0.23221096,-0.7374312,-0.71782523,0.14645137,0
-1.0101483,-1.7356439,-0.49400508,-0.1259602,-0.1905067,-0.9322755,0.6074204,-0.77083224,0.87557316,-0.15198201,0.07260099,1.0170709,0.33629465,-0.6718832,0.45163837,0.125302,0.16384758,-0.6283511,1
-0.630735,-1.8148053,-0.79226226,1.4026062,1.0418459,0.5516083,-0.41136584,-0.58463985,1.0150747,0.039987765,-0.11400138,0.49403232,0.5701419,-0.9586437,0.44683468,-1.1447847,-0.49152297,-0.5197445,0
-0.6147988,-0.73582685,-0.5942621,-0.9679042,-1.1105511,-0.6426726,0.5124199,0.45184302,-0.32908112,-0.18018794,-0.37640435,-1.7242067,-1.0247077,-0.101972625,-0.14942096,0.771032,-0.47746825,-0.60950243,0
0.65733314,0.011536911,1.6096022,-1.4030656,-1.547621,0.06662005,-0.34865496,-0.037628293,-0.30594525,1.0646573,0.5831408,-1.2423646,-0.90450835,-0.058849856,-0.5765759,-1.00435,0.4756314,0.05515775,1
-1.1407814,-0.9027915,-0.6893532,-0.6423701,-0.31454116,-0.51863563,1.5415821,3.2102108,0.036780536,1.3202283,2.0525532,-0.27915815,-1.5397309,-0.40327862,0.20308176,-0.88999665,-0.799986,0.2292536,1
1.8958551,1.4093405,1.1273179,-0.23528583,-0.19154334,-0.709304,1.9064754,0.11870539,0.96908754,-0.5686913,-0.2832875,-0.75494015,-0.7899692,-0.043826506,-0.07814768,0.041070595,-0.46384215,-0.13824399,1
-1.1695495,-1.4239079,-2.202313,0.85232383,-0.34747738,-1.0057696,0.47686017,-0.35953224,0.47771555,0.16330063,-0.87521815,0.10450035,-0.35874498,-0.6354937,0.97781074,-0.5180957,0.74108833,0.47716653,0
1.7734853,1.4370021,-1.3044438,0.99307764,-0.22487807,-0.19742313,0.29798305,-1.0295008,-0.3314964,0.027069971,-0.22806373,-0.36379263,0.37427592,0.3168717,-0.44727445,-0.43236503,-0.8606535,-0.53517133,0
-0.4076489,-0.43077263,-2.0471525,1.1048875,-0.12229809,-1.233683,0.1407267,1.955806,-1.2316663,-0.3942057,-0.116405785,-0.20076078,-0.988928,2.3770764,0.40089118,5.758386,3.7462273,-0.46859884,0
-0.14703825,-0.072572015,0.628736,0.28070486,0.9483189,-0.75860167,0.17349494,-0.8763801,-1.2533363,0.7756198,-0.54107195,0.28705993,0.53982127,0.55108297,-0.72687054,-0.5167851,-0.06861423,-0.9426735,1
-0.07934346,-0.5935764,0.81936896,-1.051431,-0.06673722,-0.080263615,2.5972881,-0.049542755,3.3415325,0.26945642,-0.20924485,-0.17594506,-0.6445184,-0.6160853,-0.3414008,1.0521886,-0.4151974,-0.07500738,1
-1.5683421,-1.2147713,0.8688414,-1.6011906,-0.85174346,-0.6797707,-0.6917223,-0.9235059,-1.1996318,-0.42195994,-0.37215358,0.7989861,1.8958584,0.7718561,0.4628254,-0.80032325,-0.8423198,-0.049066156,1
0.016961247,-0.5937104,1.3041346,-0.7847333,0.36906075,0.08929533,-0.48785126,-1.2601197,0.19128194,0.6525219,-0.38518953,0.024194583,-0.0058735907,-0.33209446,-0.69328547,-1.2994684,-0.24441352,-0.93115807,0
0.14278471,-0.035542246,1.3014683,-1.1642027,0.7112068,-1.4580479,-0.76709807,1.2060571,-0.6785236,0.8113324,0.37925825,-0.7302077,0.646339,-0.8817781,-0.040202923,-0.00035226345,-1.0485005,-0.015749902,0
1.9725516,1.5415109,-1.9438385,-0.6074873,-1.3142453,0.6097305,-0.75225705,-1.4435618,-1.0038196,1.121374,-0.2969258,-0.68728065,-1.3661845,-0.5160234,0.041391253,-0.31305152,-0.43888858,-0.84100497,0
-1.7895613,-1.5071738,1.4208344,-0.6647498,-0.14465085,-0.19848831,-0.7428733,-0.9053706,-0.29027858,0.3212031,0.40957978,-0.097979695,0.9510965,-0.5245353,-0.20131198,-0.52239704,-0.8339771,-1.0322433,1
1.0132847,1.2371205,-1.2309291,0.1006432,0.027011186,0.068647675,-0.015771478,0.49572867,0.45199612,0.5526361,0.9079442,-1.196403,-0.37525332,-0.45199084,-0.88327336,0.24104604,-0.41008142,0.26046884,1
-2.276138,0.13858718,0.3434732,0.5086392,0.17576703,0.107459925,-0.41011053,-0.15881464,0.71594185,-0.058300614,0.08543649,0.12766886,0.63040555,0.6459161,0.16558093,-0.59322107,0.34196213,0.18633465,1
1.3802323,2.0468168,-0.8383981,0.87563187,-0.7713416,1.1204522,0.7796193,0.84921974,0.42121813,-0.4308341,-0.70016813,-0.41939178,1.2655671,-0.020350188,-0.8286071,-0.101076245,0.36403364,0.2169935,1
0.48110366,1.0376372,0.29891452,-1.1919491,-0.59648454,-0.756814,0.73433936,-0.46303505,0.23913303,-0.42890358,-0.699826,-0.503695,-1.0767744,-0.027020454,-0.3347567,-0.58374465,-0.40764272,-0.1361665,1
-0.75865966,0.1887143,0.52168816,0.2964605,0.9787262,0.12727234,-0.5119661,-0.671601,-0.8606382,0.7102778,-0.17820208,0.32928008,-0.45261723,-0.9915193,-0.46968162,0.1453486,-0.14544877,2.229828,1
-1.0741272,-1.6867917,-1.0240812,-1.2764238,-1.4670138,-1.0641015,-1.0277646,-0.21080807,-0.81432474,-0.016579792,-0.2950413,0.029272676,-1.2010174,0.37897933,-0.45075113,0.72227585,0.063253604,-0.9028356,0
-1.7990899,-1.2678709,0.9963049,-0.07756284,0.51403326,0.5593989,-1.4869167,0.08313447,-0.65780634,-1.0947366,-0.26557446,0.40785563,-1.1607459,-0.38879153,-0.6816529,-1.6354053,2.383996,-0.1287772,1
0.3186177,0.22465494,-2.1773481,-0.64090896,-0.060000956,0.22834936,-0.9093727,-1.0381513,-0.60388243,-0.6565254,-0.876831,-0.9183299,0.36599997,-0.15790538,-0.54594135,-0.91306055,0.28328985,-0.022994548,0
0.53191507,0.2828824,1.7192283,-1.9506867,-0.81787515,-0.00073590875,1.1088583,1.0111389,1.2793738,-0.1362038,-0.10731684,-0.42882502,-1.2088759,-1.1985981,-0.3687351,-0.22902846,-0.7499874,-0.7531377,0
0.14577878,-0.74666667,0.13863756,0.6472597,1.0948277,0.93794763,0.23907489,-0.47882667,0.47965246,-0.6564218,0.2794437,0.5948897,0.14505702,-0.24568264,0.27382767,0.059067294,-0.50438297,1.447039,1
1.224187,0.90135956,0.24297968,-0.8364024,-0.8070348,-0.19616814,0.20758298,0.32323918,0.29065776,-0.31835768,-0.14079499,-0.76052266,-0.4045751,-0.15144987,-0.036132604,0.35219046,-0.5078723,-0.20666358,1
-0.20751566,0.45714286,-1.154371,0.63350207,1.7946868,3.014093,-0.77687824,2.3539267,-0.5381695,0.4284711,0.46831542,2.2552814,0.94307566,-0.64378345,-1.0463207,-0.07805934,-1.0352626,0.04376036,0
1.4617916,-0.4127076,0.23282045,-1.3376646,-0.6949316,-0.7469542,-0.9798668,-0.6730812,0.30546468,-0.8624984,0.052814484,-0.8535019,-0.86088705,0.055156738,-0.59404784,-0.41383457,-0.2095541,-0.41472834,1
0.7447187,1.1667541,-0.47269887,-0.83131886,-0.44404328,-0.34436047,-1.5424452,-0.323326,0.09988183,0.7073184,0.091119245,0.3835767,-0.74319583,-0.671148,0.20444104,-0.3883683,-0.5936874,0.57474387,0
-1.9236126,-1.4254165,3.576576,5.352902,3.300552,4.128706,0.07500118,0.56999314,0.10946691,0.763591,0.9608523,3.6486926,5.2024145,0.47741452,0.3035327,2.600389,0.50399923,0.7099888,1
-1.2352481,-1.720191,1.5480002,-0.39165252,-0.70947784,-0.42072925,-0.59070873,-0.49738342,1.0538044,0.57308394,0.0009839088,-0.84703857,-1.3190395,2.8103876,-0.62134826,-0.1844047,-0.402112,-0.5234579,1
0.36167446,-0.43945628,0.027871758,-0.27842778,-0.5487282,-1.3798157,0.4285064,-0.27974814,-1.2796459,0.35011154,0.3890214,-0.9751764,-0.35290986,0.54106736,-0.7881676,0.09705357,-0.31948128,0.73659456,1
0.53047156,0.9571789,0.856639,0.026323676,-1.1894428,-1.3729931,-0.36284137,-0.15876561,0.2229403,-0.43822163,-0.9338963,-0.3223046,-0.37016624,0.14779222,0.033656716,-0.050275803,-0.31717926,0.12958506,0
-0.8495778,-0.33700138,1.904288,0.86247706,0.005035937,1.2980189,-0.30111322,-1.008858,-1.1087348,0.30943894,0.27584943,0.64831287,1.3528898,-1.0152428,0.43309096,0.92657804,1.555532,1.4539316,1
0.61433125,1.4802408,0.34895793,0.20891196,0.27646035,-0.78694916,-0.9278898,-0.5733277,-0.7297766,0.4572699,-0.16401652,0.09009957,0.2967333,-0.046030775,0.3320082,0.049676575,-1.304309,-0.27241853,0
-1.2843547,-1.8672218,2.8609855,1.8399421,-0.002742976,0.3958816,-0.34520766,-1.511277,0.5980863,0.15378642,0.30995467,0.88167846,-0.79462117,-0.38814005,0.5841364,3.108597,3.3870175,-0.3989857,1
1.3936344,1.2873082,0.36006856,-0.13377087,-0.7462611,-2.088434,1.0759876,-0.6626463,1.6085839,-0.8681087,-0.046204858,-1.09288,-0.67525357,-0.45458525,1.7341049,0.041063555,-0.32971823,-1.0957311,1
-0.63973236,-0.38727835,-0.16652516,0.3980922,0.17578019,0.44405892,-0.10720199,-0.16625422,-0.11819214,-0.12894604,-0.39210096,-0.57992077,0.71702397,-0.18273553,-0.4655565,0.7960925,0.12599537,-1.4747467,0
0.5231663,0.42025554,-1.0809243,-0.37020105,-0.69607836,-0.24568975,-0.7436327,-0.36034137,-0.7026789,-1.0664053,-0.3890944,-0.75821686,-0.76423025,0.07042839,0.627141,-0.4931531,1.3951628,0.9083502,0
1.688242,2.205693,-0.8099588,0.15242708,1.3108218,-0.7365599,-0.32024688,0.73708665,1.9268603,0.27814984,0.0964061,0.99918187,-1.3430908,0.27302945,0.015171766,-0.13189512,-0.5704141,-0.1229137,1
-1.8144631,-1.4720962,-0.7841185,-0.32650793,0.66550726,-0.3936454,-0.06569615,-0.8738148,0.58853835,-0.28394184,-0.40720385,-0.89804256,0.7750243,0.32934463,0.12119907,0.5661442,-0.5939487,-0.06173127,1
-0.44212854,0.8089334,-0.6745248,0.5336343,-0.32551378,0.49186122,-0.5307567,0.2860704,0.13644141,0.91690093,0.4566346,-1.6741512,-0.72929263,-0.22240241,-0.0030813813,0.50037205,1.0374287,-0.74227065,1
-0.77962244,-1.505521,0.4587526,3.3427238,1.7430588,1.857853,-0.5786654,-0.57824785,-0.75599587,0.4220875,-0.3863042,2.455533,2.798609,0.6986095,-0.87899506,2.6108372,2.8690608,-0.22238803,1
-1.2966337,0.038957953,-1.358157,-0.96173495,-0.8157081,0.8489035,-0.8071021,0.515719,-0.51743925,-0.14174326,0.3736534,-0.84433067,-1.5593542,0.015252918,0.47300652,-0.22831479,-0.46917534,-0.85262483,1
-0.698191,-0.24472752,-0.9617032,-0.49683067,0.7977427,-0.6406656,0.46191517,-0.058877707,0.18399978,0.3702209,0.09875709,0.39065862,-1.5783311,-0.5656378,-0.3233659,0.2608847,0.45176446,2.0320644,0
2.0912828,1.453005,-1.3017197,0.67155457,0.0900279,-0.7913159,-0.49097776,0.05391845,-1.3865223,-0.55604535,-0.16833216,-0.09428243,0.22080632,-1.0495555,-0.24758238,-0.8052319,0.18961066,1.3562218,1
-1.6911724,-1.6995043,-0.6409097,1.5162611,1.078931,-0.70944047,-0.9281878,0.10164797,-1.2055037,-0.08951427,-0.03131602,0.5897511,0.5927907,-0.18016236,1.0012505,-0.45486242,1.3290633,-1.0083799,0
0.35290137,-0.20603403,-1.0199047,-1.5251868,-1.8684225,-0.26269233,-0.2662976,-0.630474,0.38915646,-0.49406216,0.32684156,-1.1967571,-0.92890793,0.637932,-0.42159107,-0.22078946,0.17695054,-0.69066024,1
0.67937803,-0.8050808,0.84703183,-1.7250541,-1.412045,-1.9222869,3.3734255,-0.4079946,1.9935063,-0.8415668,-0.35244277,-0.054201126,-1.3754101,-0.37623143,-0.54354477,0.6726282,-0.19566312,-0.91260445,1
-0.19962746,-0.062459312,0.25132236,0.8787305,0.45390517,-0.18451208,0.26594687,0.15626156,0.60555065,-0.4552492,-1.075892,0.38145137,1.0133228,-0.6905632,-1.1173726,-0.33121407,-0.40625995,0.40030062,1
0.22553614,0.16876422,0.8278869,-1.784638,-1.116954,-0.47098503,-0.8121178,-1.2621632,0.014766037,0.56681687,-0.26946062,-1.0518093,-0.55413955,0.068413705,-0.48912126,-0.7986685,-0.33606344,0.6225461,1
1.6150938,1.3112954,1.2363739,-0.8675147,0.73031354,-0.67858267,0.093456656,2.8036065,-0.7053167,1.4174589,-1.3600504,1.1510494,-1.3775063,-0.054400012,0.045937628,0.13135627,0.20518744,1.5041773,0
1.5523059,1.1301148,0.20180976,-0.3800847,-0.4633898,2.1293433,-0.7089476,-0.2603988,-0.022278666,0.04037431,-0.32016855,-0.16525465,-0.24195646,-0.26562655,-0.0067662746,-0.8998576,-0.2770189,0.39746302,0
-0.53398544,-0.990389,0.019314408,-0.90049374,-0.3879637,2.3524776,-0.0019313768,1.5896647,0.6026758,-0.6127161,-0.0047385395,-0.26487467,-0.52923733,-0.96379167,-1.276729,-0.5461037,-0.22522783,-0.002729535,0
0.37328327,0.93920267,0.10232833,-0.12977493,1.3473296,-1.1236055,-0.8286458,-0.36572355,-1.2205901,0.4998117,-0.1256032,1.9116933,-1.2604955,0.21941799,-0.4331259,-0.3123372,-0.6091305,2.1604373,0
-0.36766702,-0.2529413,0.047555834,1.3420943,0.22154087,0.5548569,-0.66478264,-0.7073623,0.6259987,-1.0467514,-0.55417514,1.4157333,0.5392052,0.24444371,-1.0996453,0.52702665,0.3300183,0.43162185,1
-1.8142014,-1.79745,1.5727134,-0.76545703,-0.21421283,3.3544126,-1.23875,-0.31842577,-1.3076383,0.18022984,-1.1917713,-0.9289485,-0.7354431,-0.511523,0.096211255,0.13267338,-0.22474578,1.8820751,0
0.7767824,0.45601207,-1.8800375,-0.036822826,0.597861,0.5711966,-0.94474685,0.08182487,-0.26549,-0.567768,-0.40106964,-1.0845389,-0.017533153,-0.13979109,-0.20866337,-1.46079,0.6372479,-0.293678,0
0.5583618,1.8133963,0.406023,-0.10088867,-0.7775693,-1.1359127,5.2137856,1.7342596,0.5980215,11.895809,0.12518877,0.07023442,1.1827555,-0.26410758,-0.11870319,0.2543321,-0.18061236,0.32501405,1
0.21929532,0.24696678,-0.62783027,0.5513854,-0.09546009,0.8821864,-0.08991277,-1.3891288,-0.50791204,0.6152233,-0.30572385,-1.2270782,-0.808264,-1.1277329,1.0358558,1.0257082,-0.39210135,-0.3331344,1
0.6869033,1.0298784,-0.54002017,-0.6419136,-1.3765085,2.8174202,0.06630856,-1.7716805,-0.101827964,0.2139749,-0.20794132,0.0017737746,-0.056512922,0.06598735,-0.6549799,1.6912197,0.9909543,-0.05799052,1
-0.64890236,-1.2779329,0.70594954,-0.08087914,0.29187417,0.24775934,-0.777833,-0.28041798,0.42104667,0.2113601,0.27618647,-0.36591178,-0.4796692,-0.14492854,-0.47208828,0.14548574,-0.59113294,-1.5293322,0
1.484931,0.53869283,0.33784893,-0.92423517,-0.29522327,0.16891378,-1.0206856,-0.1901077,-0.3293947,-0.1426575,-0.16674183,-0.09521423,-0.796121,-0.77935785,-1.3136144,-0.31741133,-0.82315844,0.37345558,0
1.2689669,0.42543554,-0.13854378,-0.60361636,-1.259742,-0.7305354,3.1286488,4.3253345,2.7510185,-0.6705625,-0.013881147,0.011454642,-0.48057905,2.6073442,5.0144663,0.729513,0.5943284,-1.2596247,1
0.9694617,0.7238069,0.39945325,-0.42093098,-0.22781855,-1.0860702,4.064279,2.6743693,3.069243,-0.9029159,-0.89771616,-0.44605434,-0.7051698,0.04018703,-1.2587371,-0.49677837,0.61590874,0.29127866,0
1.1066535,0.7230486,-0.16204846,1.3714995,-0.24718314,-1.6342559,-0.31240422,-0.32007998,0.45960528,-0.049138248,-0.13851522,-0.022299346,-0.09421015,-0.23917775,-0.33239147,0.032856673,0.70756114,0.11706519,1
-0.62845385,0.018554747,0.43992645,0.48407954,0.0703356,0.23187813,-0.95610213,-0.21536475,-0.5192095,-1.0026925,1.0516658,1.2944283,1.6251916,-0.4081586,-0.33610547,0.31345654,0.7081809,-0.69726664,0
0.7457007,-0.41691104,-0.32336313,-1.1634233,-1.4969144,-0.7225785,0.26900494,-0.23265246,-0.1465925,-0.31465325,0.661107,-0.99769807,-1.1901375,-0.47506088,-0.30587608,-0.7343131,-0.79501915,-1.2627132,0
-0.14075755,-1.0163623,0.28809786,1.6104432,1.1445065,0.30234063,0.3768466,0.45019814,1.1216815,1.1350591,0.47353235,1.4668276,1.6179516,-0.124055415,0.39724234,-0.33409443,-0.0021469146,-0.12256548,1
0.6690802,1.2390091,-1.4649947,-0.6167292,-0.091346025,-0.35119516,-0.6061677,-0.33333486,-0.20572773,-0.63159734,-0.56317,-0.5864618,0.27900887,0.81391877,-0.025232285,-0.04538703,-0.7526327,-0.36746168,1
0.49073172,0.9327481,-0.094358824,-1.4914801,-1.6297138,-0.31794435,-0.16258112,0.2741776,-1.453157,-0.6271884,-0.17372105,-0.77873045,-1.2649696,-0.24735837,-0.32210708,0.05393118,0.33398223,-0.5849238,1
0.18524472,-0.111154065,-0.8410673,-0.014181778,-0.5539823,0.45256048,-0.7038031,-0.75244284,-1.4821632,-0.38947463,0.61861634,0.05597931,-0.08608529,0.107898295,1.8816959,-1.2810619,0.2709524,0.42917198,0
-1.4656022,-1.9154868,1.1504203,2.1042259,1.7763426,1.3571069,-0.67943305,0.36334437,-0.69063073,-0.2739981,-0.1744921,1.9753696,1.5552238,-0.20502964,-0.6416187,0.33774492,-0.41936797,-0.27078277,1
-0.25125414,-0.043545038,-0.38263446,-0.65140903,-0.7183603,1.4892442,-1.0503561,2.4531047,-0.8587727,-0.4867858,0.38035813,-0.7746788,-0.6515336,0.2705868,-0.22587356,0.4625002,0.69777536,-0.9208571,0
0.61831397,1.0019,-0.3713066,-0.23110218,1.3905262,-0.47075766,0.3883797,-1.2875526,-0.6787218,-1.5026503,-1.0623555,0.7236153,-0.07464432,0.50513387,-0.124314934,0.6525295,0.11071569,1.5696254,0
1.6939807,1.6521002,0.2714135,-0.6669471,-1.4034479,0.3849349,-0.68162036,-1.4396722,-0.4328425,0.098591864,-0.97135824,-1.4938111,-1.6224453,0.29956847,-0.47626692,0.10823697,-0.28866652,-0.32144123,0
-1.0807351,-1.066581,0.089487314,-1.8146656,-0.96458673,-0.9931196,-0.5637317,-1.2104975,-0.8690853,-0.051294684,-0.14607546,0.14787085,-0.8791261,0.45101905,-0.8125278,-1.106732,0.19757304,0.61258245,0
-1.2830946,-1.2124724,0.5203695,2.038035,1.6901537,0.33240283,-1.2077281,-0.5976298,0.38011783,0.04494675,-0.110709295,0.41295257,1.1224928,-1.0821912,2.4863636,4.4493647,2.7246385,-1.0895455,1
-1.0248141,-1.6644332,2.951652,2.457085,0.31493765,2.5354912,1.7443218,0.83246404,0.88176936,-0.26909703,-0.5195545,1.2228532,1.7475063,0.014474452,-0.4555653,3.1988523,1.5790766,-0.15810311,1
-0.6992734,-0.79572284,-0.57973975,-0.26610446,-1.0131364,0.25872734,-0.7465882,-0.6033676,-0.308463,0.33712488,0.29354504,1.1070755,0.4944799,-0.68673825,0.22728214,-1.3950453,-0.9120226,-0.23575063,1
