lepton_pT,lepton_eta,lepton_phi,missing_energy_magnitude,missing_energy_phi,jet_1_pt,jet_1_eta,jet_1_phi,jet_2_pt,jet_2_eta,jet_2_phi,jet_3_pt,jet_3_eta,jet_3_phi,jet_4_pt,jet_4_eta,jet_4_phi,m_jj,m_jjj,m_lv,m_jlv,m_bb,m_wbb,m_wwbb,target
-1.2425565,-0.810897,1.4581339,0.7037718,-0.55748624,-0.928049,-1.4389462,1.0146422,1.3235947,-1.6706609,1.0240141,1.021235,0.6829661,0.3772814,-1.0775774,0.07592374,-1.2203026,-1.1176974,0.58923817,0.058260977,1.0751729,1.5702529,-0.16081427,0.11468533,0
0.9728136,0.17414576,-0.69449127,-1.6953945,0.9253229,1.9765596,-1.1400461,-1.5037662,2.5365672,0.23749521,0.5066477,-0.78567684,-0.27187443,0.4463324,-1.2114227,-0.58051693,1.9431556,-0.13445628,0.021770775,0.3382642,0.22465348,-0.9003583,0.734869,1.4019399,1
1.7348299,0.5485207,-0.15772751,0.12111768,0.8611363,-0.7817514,-0.56990576,-0.6542045,-1.5165,1.4844189,1.4837091,-0.86966383,-1.6380135,2.2506824,2.144225,-0.4077176,-1.3691295,-0.65371513,0.69344854,0.26502687,-0.24556355,-0.08341521,-1.1903573,-0.22218393,1
1.3415878,0.14914182,-0.7629038,-1.1809949,0.25710598,-0.08124711,3.0097582,-1.531792,-1.2441773,1.4040985,-0.840749,-0.26582345,1.4234381,0.21016736,-0.07352939,-0.6226022,1.0070487,-0.5638449,0.027913332,0.33150238,-0.7183449,-0.043687925,0.14307496,1.2567674,1
2.6390903,2.0919003,0.62585783,-0.9262411,0.5406871,1.46359,1.1138101,-1.9130477,-0.51749426,0.17447926,-1.6296371,0.52289665,0.94419324,-0.33387315,-0.7154554,1.2629384,0.00041246414,-0.50283885,-0.38575786,-0.04596278,-0.043673784,0.57734,-0.97969425,-0.23381758,0
-0.86043096,0.7767,1.2040188,0.58101845,-0.46954972,-1.244762,1.2657071,0.6430429,-1.6602625,0.40493295,0.27253544,1.1681087,-1.374006,-0.7095237,-0.9360481,0.017683513,0.5274804,-0.7772361,-0.08935441,-0.8425317,-0.18293273,0.7535708,-0.51434296,0.083324194,0
-1.2354412,1.9719416,1.2454337,0.44012606,-0.91230625,0.669361,-1.7502792,1.0121063,-0.15634705,1.3749275,-1.273433,-0.54970384,1.1991756,-2.16531,-1.4370643,1.862421,-0.37221026,-0.82479894,-0.6122839,-0.77638245,-0.3283558,1.229443,0.41765475,-0.602128,1
-0.950849,-0.7794974,-0.41476935,1.368705,0.58445823,0.9862437,-1.1946595,2.2245615,-0.21062286,0.28881133,-1.6126794,0.37763226,-1.2312536,-0.92939043,0.6553577,1.1657989,2.140379,1.2319945,0.16848733,0.011813909,0.46449307,1.5246623,-0.7600829,1.0521113,1
-1.2200384,-1.7196848,1.6583767,-0.20163864,-0.064102456,-0.26551825,-0.33659276,0.7883923,-0.3364616,0.2466557,1.8630764,-0.5469723,-0.61915225,-0.99600095,0.38319558,-0.5999444,0.72955734,1.2866061,-0.16489881,-1.2991697,3.743759,0.6059961,2.4141812,1.0456402,1
1.6219511,-0.17334616,1.2044772,0.504406,0.8270372,-0.8468404,0.015262067,-0.928605,-0.73349893,-0.50667834,1.6396506,0.0789479,1.4796534,1.7855626,-0.18742514,-0.56024873,-0.0560565,-0.79477966,-0.033778176,0.40132514,-0.7780551,-0.74994564,0.26597303,0.19098487,0
-2.0900073,1.9634012,-0.33565477,1.3694503,-1.2739336,-0.10617903,0.20489031,0.3524444,-1.3929633,1.0156846,1.4098175,1.0333962,1.1369945,-0.43614662,0.5344797,-1.2259283,-0.52492315,-0.27779573,0.17250046,-0.26640865,0.89748645,0.9977665,0.05405879,1.0317159,1
-1.8356177,-0.3725467,0.94465506,1.5162427,-0.37754834,0.41489115,-2.1953082,-1.6758766,1.3610862,1.6390886,0.22279991,-0.6767857,-0.8292709,-0.5097898,-1.4151762,0.8883708,-1.8697517,-1.1421533,-1.0124848,0.2485528,2.4573932,-0.34844583,0.8159517,1.3504515,1
-0.765468,1.3914682,-1.5395802,-0.0053032637,-0.25763702,0.008189201,-0.057839453,1.8236523,-1.4729046,-1.1347501,1.7149704,-0.77998453,1.5484376,0.19398324,-1.6547954,0.18500492,2.3050451,0.35109413,-1.3108402,0.46720478,-1.253442,-0.8605728,-0.48534185,0.49099335,0
-1.0526593,-0.77888525,0.1984865,1.6129874,-1.7330724,1.3491576,-0.8545047,-0.9863568,-1.3086772,-0.16039515,1.1997796,-1.3737886,0.024974912,-1.8106112,-0.29032975,-0.5785221,1.4403963,-0.747874,0.2657063,0.05132985,-0.48459068,-0.38096154,0.521948,0.94886124,0
-0.71528566,0.19028157,-1.2736503,0.9996965,0.6993544,-0.082211316,1.0317386,0.119079664,-0.23540127,-0.78400266,-1.1216879,0.5170971,-2.44745,-0.9664519,1.0556226,1.5340059,1.3010546,-0.28351203,-0.4454444,0.63256955,1.1059494,1.5326649,0.15036768,0.85846853,0
0.3942148,-0.8654394,-0.8762286,0.77243185,-1.5581855,0.87626004,-0.98862654,1.0988499,-1.7763377,0.7211844,1.9406731,-0.5581169,-1.144986,-0.58351946,0.31931248,-1.4613924,-2.2277985,-0.2937346,-1.5830653,-0.30153546,-0.026294976,-0.59361446,-0.8508853,-0.80598545,1
1.1390312,1.4496851,0.6523795,0.3229668,0.46616656,-0.35423303,-3.2737162,-0.001915276,3.562346,-0.22278255,1.476712,0.57732236,0.53506887,-1.4694716,1.3342779,0.57602066,-0.3881439,0.09630597,-0.32651064,1.0579504,-0.014283657,-1.6081208,0.5263856,0.020148337,0
0.55936784,-1.5342839,-1.5846326,0.18044981,0.45316696,-0.82277787,-0.46283245,0.99656653,-1.4042029,-1.0809139,0.9976386,-1.9790542,-1.7996094,-0.29769832,-1.3823171,1.4376507,1.0376318,0.40370294,0.97840714,-0.89980316,1.4511702,-0.43788752,0.54522663,0.7185495,0
0.5977154,-0.8026225,-0.53048164,1.1514263,-0.7484687,1.5462888,-0.994163,0.28691006,-0.08932342,-0.66789275,-0.13564587,1.0324414,-2.714538,-0.9537069,0.029012322,1.3795099,-0.57150215,0.09423065,-0.5758555,-1.3733222,0.9379795,0.4195847,-0.0792854,0.7187755,1
0.23399675,-0.17063266,-0.53213674,1.1993749,0.5484167,-0.38379252,-0.19259274,-0.11065684,2.9283562,-1.2826976,1.5711328,1.7637776,-0.3374648,-0.86643124,1.8849826,-1.575181,0.14838701,-0.5460432,0.15126464,-0.10387069,3.7601566,1.8478055,4.3476295,2.7191212,0
-0.45857048,1.0971974,-1.0267417,-0.95648134,1.1716348,-0.7545899,0.47264117,1.9511096,-1.012979,0.020577967,-1.4623467,1.1917939,-0.22098023,0.78731424,-1.7680438,1.4162438,1.3250257,-0.12511575,-0.029604077,-0.21000113,-1.8081886,0.5105184,-0.30879068,-1.4224594,1
-0.19096172,-2.2638395,0.059700184,-0.7481147,0.5892063,0.16322353,-0.6760535,-1.3971211,-1.088739,-2.271019,-0.33679885,0.38512382,0.2711506,-1.1847861,0.34868944,-2.2263708,1.3867104,0.41079724,0.34471828,-0.9115068,-0.081613645,-0.2939957,0.73663104,-0.64939153,0
1.5621259,2.2989392,0.73992544,0.9789538,1.3260247,-1.5160043,1.142689,0.5205998,-0.35360032,0.11340606,0.5820435,-1.0022937,1.2378087,-0.7965569,-1.4733835,-1.1196762,-0.7886862,-0.9062468,-1.1665567,3.7352898,0.39083916,-0.40602976,-0.18643054,-0.24050763,1
-1.4870272,1.9355814,0.46851772,0.73575634,1.677809,-0.33612257,0.24084175,-2.019824,0.49601388,-0.80885077,0.39743572,-0.41689613,-0.8365536,1.1143498,0.88522357,0.2809096,0.4161805,-0.1886445,0.64562297,0.30797532,0.2804019,1.7784183,-0.81186914,-1.0754908,1
-0.6273283,-0.29863563,-2.3588238,4.1539793,-1.9856304,-0.24759579,1.3514545,0.9928863,-0.740775,-1.5748663,0.2697672,-0.8012278,1.5730705,0.91652894,0.7376784,0.10554588,-0.13334459,-0.3391642,0.512516,-0.80260557,-0.44917494,0.3153267,-0.7198707,0.11270568,1
0.42039514,0.33737063,1.1101707,-0.55919737,-1.4629159,-1.4355531,-1.7186666,0.021222055,-0.3490888,-0.834161,-0.9597078,-0.40349567,0.33818465,1.5191098,0.58427274,-0.79684633,-0.26282963,0.35600525,-0.41307718,3.0191934,-0.35971105,0.40085572,-0.60596114,0.23640522,1
3.7009053,-0.7613821,0.34575593,0.7771273,-0.3343465,0.78453666,-2.2861795,0.3859275,0.5428827,-0.62458515,1.5957912,-0.5077549,-1.4551843,-2.1814952,-0.7737064,-0.62546444,1.6906321,-0.73648876,-0.9143311,0.76814055,0.22110169,-0.24952257,-0.16138056,-0.83977497,0
0.028757397,-1.597205,0.9668312,0.04511243,0.2775408,-0.30060053,-1.5579419,-2.3246748,-1.269029,2.2664752,-0.2919327,0.92835736,-0.6830936,0.8171329,0.40357715,-1.8227255,-1.6781815,0.039233685,-0.08462142,0.59133935,-0.23640206,-1.1022413,-0.54335386,-0.88686025,0
-1.9981537,1.39078,-0.35415995,2.3992524,1.1418325,0.119280994,-0.7660699,-1.7438105,-1.0027692,0.07972282,0.18674445,-0.72377837,-0.25189158,2.8767357,2.666658,-0.5552968,0.08327341,-1.1296875,-0.4588446,-0.7205012,0.47404188,1.6331617,0.929747,0.2896731,1
0.00967598,0.8686869,-0.6246061,-0.98114544,-0.93950075,-2.3112993,-0.43967354,1.027295,-0.9134893,0.0554329,-0.5575036,-1.2820826,-0.30925357,0.25263125,1.2661114,-0.30588377,-1.0724332,0.48000076,-0.7056624,-0.40983844,1.1638145,-0.15618452,0.7177746,-0.11743045,0
-0.24144024,-1.5554907,-1.7131164,-0.12627321,-0.11532277,0.14267108,-0.34864917,1.1026232,-0.6242568,-0.33782625,1.8774592,0.26132125,-1.4118843,-0.12206623,-1.6396935,0.7789565,0.09474242,-1.1551445,-0.17070717,-0.1652754,-1.078221,-0.2375127,-0.18274695,-0.2876007,0
-0.20915699,0.555463,0.40338537,0.03444183,-1.5079651,0.8078335,-0.927649,1.5915456,1.4410533,-0.71213496,-1.198399,-0.9636688,-1.3000051,-1.304816,-0.60738665,0.42936707,-0.40895787,0.41901803,0.39602318,-1.2574364,0.087972224,0.5014499,0.59483457,0.48229074,1
-0.88480353,0.53118,1.163924,-0.31873924,-1.0987339,-0.73383665,0.6396462,-0.25662377,0.96787363,-0.31381875,0.5647508,-1.3373213,1.064156,-1.1643732,-0.42718524,1.6968238,-2.4277534,-0.14136058,-1.0546113,0.20668118,0.016891733,-0.72832435,-0.6817753,-0.24918205,0
-1.1878419,-1.2041858,-1.6802521,-0.88193166,0.16021879,-0.2000739,0.52539617,0.50998086,-0.84188646,0.6303263,1.8119816,-0.07856938,-0.020911515,-1.6313933,0.78450745,2.268496,-0.58463943,0.4049036,-0.92479277,0.3821491,-0.31469446,0.6121899,0.74110496,-1.8016832,0
-1.4305791,0.45892414,0.4343273,0.9528463,-0.9922228,-0.41603273,-0.24349788,1.3191799,-1.4619582,0.80993575,-1.1214527,-2.012748,0.23239622,-1.640906,0.47380826,-0.28624156,0.6909981,0.5667093,-1.2583649,-0.46439153,-0.28870887,-2.0233297,-0.004307449,-1.2967503,1
-0.45848098,-0.73307955,1.2602756,0.6648273,1.2911534,5.2224016,-0.87000334,-1.1470689,3.199458,-0.35591626,1.5771992,4.5008135,1.1065706,1.1767492,2.2737644,-1.5439687,-1.2090356,15.408553,13.716329,-1.1066976,-0.53752905,4.401973,8.853795,6.9393406,1
-1.0266712,-0.04596111,-0.42453504,-0.00805819,1.1891049,-0.960317,1.1951889,-0.48479074,-1.6536597,0.15251368,0.50671184,-0.43896067,1.9522889,-0.050911963,-0.4581741,-1.5393246,-0.3751037,-0.50345945,-0.7790612,0.044873565,-1.1258626,-0.26020294,-1.1926903,-0.9900579,0
-1.6543477,0.22406268,1.844132,-0.09555465,0.5015035,-1.6942929,0.2665286,0.4185583,-1.4191806,0.8050214,0.48308074,-0.10220154,-0.37771207,-1.0532916,-1.2892226,-1.2554432,1.0884551,-0.56558526,-0.6963509,0.012360275,0.07104513,-0.026567996,-0.285778,-0.6344831,1
-1.2348025,0.14983597,1.5243032,1.4373344,-0.5914166,-0.59305876,-2.7053905,-0.42992204,-0.7654735,1.1097344,-0.5004659,-0.023002386,0.12709832,0.8364206,-0.11494857,0.7672368,-0.9211113,0.3905636,-0.7775427,-0.86626303,-0.4746154,-2.1756697,-0.536104,0.8744726,1
-0.6157688,-0.9180816,-1.5111835,1.3415751,1.2856425,-0.7355794,-2.3001854,0.51083213,-0.72878826,-0.9562422,0.78238094,-0.5306291,-2.005821,-0.69097424,-0.47098488,0.40287712,0.09997994,-0.65710187,-0.80679727,-0.93364847,-0.77467954,-1.5849748,-0.7601587,-0.85755974,0
0.68916166,-1.5038874,0.39518672,1.6259093,-0.22771609,1.111094,-1.1997038,-1.6683145,-0.46103093,-0.605013,-2.0096998,-1.0955038,-2.1894174,0.64728844,0.52903545,-1.4237618,-1.3864483,0.2553138,-0.36308718,3.1600077,-0.68145794,-1.256022,0.87660146,-1.4353075,0
0.99501145,1.9961052,-1.6107385,-0.09084481,-1.6778815,2.3782265,-1.0682311,0.177721,1.0968136,1.8295828,-1.9543508,1.8207257,0.90233916,2.203543,1.4375705,-0.57682276,0.36916977,0.40855497,-0.27093664,0.81580627,-0.18497562,0.6601491,0.08505756,0.54175335,0
-1.4131811,-0.79941076,0.36811543,-0.015210569,1.1597677,-1.2660747,-2.127818,-0.704619,-1.1330419,-0.16254449,-0.37065518,-0.37775517,-2.4835322,-1.4322689,0.7604197,-0.1791552,1.0418189,-0.1767758,-0.07597349,0.022236943,-1.7901826,-1.1632527,-0.1713343,-0.88646495,0
-1.0113792,-1.0444063,-1.8828853,1.2868395,-0.8767054,-0.01802525,-0.4524818,0.9234481,0.5177264,-3.640048,-0.8552709,-1.068651,1.0598803,1.1720924,-0.50257576,-1.0800527,-0.10993445,0.77096117,0.7905574,2.7208562,-0.5961517,-1.2572871,0.008457519,-1.0426488,1
0.17388275,-1.6158018,-0.44366038,-0.7656165,-1.9528365,0.27468443,-0.3897739,0.86961555,-1.1718581,-0.9761645,0.5398679,-1.3783973,0.41254133,0.5062186,-1.0014149,-1.079715,-1.4079332,-1.2622714,-1.6468958,0.100182295,0.25302368,-0.41498542,0.0021076798,-0.6944355,1
-0.29024482,-1.0376179,-0.7365048,-0.7423345,-1.0457565,-0.7217159,-2.725974,-0.53155077,-1.5543152,2.1098335,-0.6468272,-0.094331086,1.6490871,1.0529653,1.3392054,0.06198454,2.6532264,-0.829098,0.5677974,0.819625,-0.07100707,2.9475746,1.6345631,1.5021582,1
0.27895784,-2.6726985,-0.8010168,-1.2407814,0.88004696,0.594373,-1.1030382,1.1897721,0.050653137,-0.5419502,-0.50172013,-0.65151095,-2.7248845,0.87296784,-0.06469975,-0.4996141,-2.6673336,0.41657692,-0.09540047,0.4029325,-0.36620653,-0.26283222,-0.014772333,0.16290894,0
0.59339434,1.6298299,0.10865512,-0.36557162,0.9736924,1.2795434,0.15957415,0.90098214,-0.28126502,2.0846148,-1.467078,-0.28765792,-0.34225753,-1.2092824,-1.0134932,2.3513577,1.0055702,-0.16958556,0.2781554,-1.916767,0.16791907,0.5563615,-0.30943823,0.10086802,0
0.22136116,-1.1525065,0.58043885,-1.1996495,0.18509993,0.2780015,-1.0862314,-0.19090912,1.0336499,-1.2327875,2.0277507,0.19192636,-0.13071674,-1.1394174,0.054319143,-1.2112049,-1.5712572,-1.0937154,-0.12216367,-0.79281235,0.1212171,1.4430044,0.23068628,-1.2381148,0
-1.3518546,0.87370753,-1.6023084,1.6249044,-1.6503978,-1.1368709,0.054821312,-0.4397919,0.40649837,0.69726324,0.7415071,0.1834193,0.41639054,0.069211856,0.42422086,0.61578035,0.15886636,-0.57480645,1.2749345,-0.14736238,-0.09884095,1.1838926,-0.21291256,-0.20931795,1
-0.46909937,2.1517158,1.4619254,0.11198309,0.45224416,-1.1100866,2.7696152,-0.21080938,0.1351076,0.2251263,-1.1300412,0.66856855,-1.0245614,1.4618257,-0.64456177,-1.067241,0.55094194,0.24328578,-1.0738156,-0.35719532,-0.2521606,-2.5602705,-1.4983213,-0.35567057,1
0.36712834,-0.7696953,-1.0621437,-0.9631634,-0.12584734,-1.3480211,-2.6722038,-0.035955608,0.097611725,0.5667497,0.76427895,2.4938848,0.41935623,-1.2357329,-0.3055352,-0.43459073,0.38112527,1.8207271,0.9487929,-0.876786,0.004114628,1.5729452,2.6783414,1.6848885,0
-0.4132493,0.32147482,-1.150714,3.8312721,-1.3388524,0.3183304,0.67623407,-0.5221579,1.3765593,0.29892096,-0.4844909,0.32372007,0.46848786,0.46557313,1.89653,-0.012158394,1.5497377,-0.47995013,-0.1051501,-0.11091438,-0.23049569,-1.0265791,-0.42515433,-0.84498775,0
0.61625874,-0.56151175,-0.33370095,0.76135004,-2.0973182,0.64759773,-1.0121382,-0.27697885,-0.13166294,-1.8013462,0.75436294,0.05396816,-1.3569449,2.5103977,0.20351475,-0.852402,0.4380903,0.20936263,0.91478425,-0.3376965,0.25264266,-0.8422148,-0.12866876,1.0857391,0
-0.825889,1.5404952,-1.2759552,1.8028228,-2.0825763,-0.09906268,-1.7932448,0.7325605,0.01939568,0.51554793,-0.7787909,-0.018743977,0.57448995,1.6618894,0.26473856,-1.0038416,1.0317125,-0.91736776,-1.9587752,0.34276435,-1.1772807,-0.4415121,-0.47756314,0.41827953,1
-0.6288958,-1.7978332,0.018312365,1.2288823,-0.11394328,1.3367686,-1.6778051,1.6743447,-0.04769218,0.067237556,0.13766113,1.1401429,-0.52917963,0.46218684,0.017693639,-1.0764343,-0.9309597,2.5170777,1.89962,0.35584694,1.2496167,-0.20218466,0.9967839,1.2672583,0
-0.8483019,0.82294023,1.3384644,-1.0025005,-0.9156945,-0.107681096,0.51976025,1.583207,-0.11162892,1.5209378,-1.7248755,2.1434083,0.103363544,-0.13293165,0.027183488,1.9933195,1.6962395,-0.07072075,-0.2528592,-0.6860197,-0.31699103,0.9107816,-0.6841691,-0.22252291,0
2.0671623,0.66942763,1.7642611,-1.2976671,-0.10115099,0.84399074,0.42391726,-0.9068011,2.85884,-0.8670774,1.3955216,1.4509164,-0.6286581,0.7855322,-1.0195628,-1.3470172,-0.3022555,0.077920794,-0.68641406,5.993715,2.276168,3.0781841,1.4007367,2.5465734,1
1.1496601,1.12785,-1.9299686,-0.36600405,1.0554173,1.2822574,-1.1771724,-0.54215264,2.732932,-1.4822507,1.4677764,-0.178002,-0.14691235,0.53903604,1.5155089,1.5672314,0.4323284,0.4557166,1.2099861,0.035695434,3.7618015,-0.39116687,1.7308801,2.3556254,1
-0.5080502,0.3371669,-0.37443686,1.6343348,0.22963189,-1.236574,-0.44536477,-1.6829503,1.2645121,-1.5189214,0.8635336,1.6528001,1.5226662,-0.612526,0.6486545,0.6113168,-0.59747505,1.8647635,0.10698596,0.6538397,-1.1228096,1.9327712,1.2996652,0.32186764,1
2.317977,-0.6640835,0.25608125,0.46612194,0.00059852004,-1.1521938,-1.8774264,2.393799,0.10330184,-1.589616,0.8263216,0.33458075,-0.8656583,-0.9641938,-1.3518299,-1.4541727,2.5381541,-0.16584794,-0.78885365,-0.3202967,-0.46069586,-0.72640324,-1.0359783,-0.5560296,1
0.26306772,-0.62674063,-1.1296622,-1.5443496,-1.6512811,-1.446034,-1.8151698,0.09839222,-0.5633652,-0.58455586,1.2227807,0.32710454,0.09459767,-0.8830898,-0.57769597,-2.05413,-0.66173,0.7982289,0.2714537,-0.12752214,-0.59751785,-0.015106548,-0.74747455,-0.6013925,1
0.5055277,-0.112319306,1.9590346,0.04883997,0.76842755,0.7796531,-0.7519101,-1.0394676,0.81770617,0.7506312,2.0501103,0.11476177,1.0442779,-0.5484905,-1.3482455,-0.5046588,1.5097399,-1.4287593,0.44411418,0.09207049,0.014376894,0.43359455,-0.19684988,-1.2037344,0
-0.72737145,1.6191592,1.3545948,0.44922048,0.27448222,-0.06772414,-0.18878853,1.462546,-1.7861884,0.5333102,1.6690371,2.1556735,0.5543135,0.08877528,-1.1889143,1.3644464,-1.5799434,-1.3320005,0.39092463,-0.5700886,-0.93779016,0.13136494,0.1395373,-0.83426267,0
1.3767076,-0.9735803,0.1897068,0.8182931,-0.06023556,0.07857178,-2.907155,-0.8758371,-0.023521125,-0.2519496,-2.2722042,0.30187684,-0.9732298,-1.1633413,1.4824537,0.33445498,1.6155329,-1.1975856,0.827404,1.9330287,0.27488008,0.35468423,0.24177164,0.006759092,0
-1.0131907,1.3931007,0.11127311,0.2827331,2.481844,-0.4651579,-0.92497724,1.4829117,-0.8028645,-0.8248826,1.2397146,1.0450824,-1.0472081,-0.53176755,-1.2974889,0.79159313,2.6588414,-0.41370887,-0.6584198,-0.1175807,-0.40760392,-0.85017204,0.41157496,-0.3948068,0
-0.371579,0.6425604,-1.1002197,1.2449077,-2.0269258,-0.2529539,1.7631626,1.2265354,-0.25577325,-0.16108945,1.2022785,0.13196224,1.352603,1.8900323,-0.9672171,1.3658117,1.1723058,0.106007904,-0.2465767,-0.26337105,-1.7858138,-0.6271927,-1.0023546,-1.0583545,0
0.74512786,0.5977499,1.471201,-1.8305365,0.24066257,2.4473689,-0.51473963,2.2688358,2.8281028,-0.672717,-0.1193195,4.5216103,-1.1965758,-0.52926755,-0.14104411,-0.042011693,-0.80737466,-0.7028167,-0.43683678,-0.4011236,0.3096739,4.1156344,2.8612573,1.2623577,1
0.16443121,-1.6479973,-1.0113906,-0.17824784,-0.31398475,-0.63447905,3.0042002,-0.94448185,-1.8907621,-1.3942858,1.4249803,-0.12738425,0.8799464,0.42404372,-0.120018184,-1.1405284,0.46456254,-1.1262873,-0.07776427,0.0460262,-0.11862111,-0.61942375,-1.0746921,0.036400974,1
0.7568833,-0.3810406,-0.34224278,-1.0358188,-1.4378968,0.06905779,-0.77384555,0.045036197,-1.5724326,0.73313785,-0.11478223,-0.5526882,-0.6894804,1.5973393,-1.2129743,-1.9935489,-1.6313999,0.7342592,-0.24517226,0.6452851,0.23433155,-0.20750502,-0.82221836,0.7729121,0
-0.86328423,0.48525053,-0.58074015,0.62029076,1.5225757,1.3565758,-0.03116858,1.5865933,-1.5508597,-0.46769258,1.9826891,1.800844,0.4732894,-0.88141316,1.0119259,-0.53405786,-0.40091917,-0.39885825,-0.058192566,1.0580896,-2.2435431,-1.5442628,-1.1313345,-0.8217045,1
-1.1411322,1.2007266,0.61696947,-0.036271244,0.6035663,0.79779375,0.71282184,1.1447316,-0.31602407,-0.14381862,-1.1627116,-0.66709685,0.61701465,0.1642468,0.5558129,0.9397765,-1.0049084,-0.35803014,0.8344996,-0.76060903,0.01820147,-1.293748,-0.43539345,-1.3243699,0
-0.6415209,-1.6272044,0.7819277,1.5412328,1.952269,-0.7740997,-0.36513865,1.9129454,0.4700682,-0.4655679,0.059010714,-0.080688894,-0.7701849,-0.77249444,1.7558919,-0.30702046,-2.0336194,-0.7534007,0.7593331,-0.18702446,0.33889818,-1.1074115,-0.27592227,-0.06779775,1
0.121842414,0.6512748,0.19264328,-1.5454677,0.7990003,1.1019186,0.3607731,1.8998067,1.0463057,-0.5545461,-0.54902256,-0.43808773,-1.8254557,1.5626798,-0.074912906,-0.10659853,0.58883214,-0.24603401,-1.9252062,-0.7851554,-0.2909081,-0.65094113,0.72902906,0.9872125,1
-1.3168759,-0.25271833,-1.6668128,-0.5367266,-0.8557802,-0.8792634,0.904357,0.79240155,-1.2066615,-1.7813979,-0.16435765,-0.43661377,0.6303043,-0.28059232,-0.5101356,1.2025852,1.7483163,-0.24721391,-0.7456024,-0.45887846,0.5394531,0.14422593,-0.10644841,-0.11404902,0
1.0410298,-0.00057178736,2.9881678,3.3137934,1.8463423,2.7703495,-0.7448689,-0.770792,0.28866172,-0.067100644,-0.8870771,-1.4090288,1.2801979,0.82227063,-1.3088199,0.91840005,1.192956,0.5018009,-1.5170238,0.34556735,6.323033,4.457766,2.6010437,2.3999228,1
-0.18476199,0.53203017,-2.5013576,-1.4390345,0.76531506,0.48964638,-2.0666175,-0.93746036,-0.6332236,-0.16300744,0.68211466,-1.0759188,1.231456,-1.5854297,0.044661224,0.6309668,1.6067646,-0.2699915,-0.12921754,0.82481664,-1.7993103,-1.2040738,-0.28310052,-1.1387997,0
-0.1518732,-1.1827826,0.9257533,0.5479576,2.3966746,0.0042420626,0.51451254,2.0744345,-0.99054503,-0.8639692,-1.7897346,0.128932,0.8179791,-2.279757,-1.2001419,0.834426,-0.93028826,-1.1421243,-0.19069308,0.4122912,2.7076113,-0.6970718,0.37655473,0.6851993,1
-1.0215918,-0.057009876,-1.576965,-0.87385404,0.47207874,0.14073974,-1.0824101,1.5389458,-1.0495815,-1.5732023,-1.9019833,2.5165536,1.414721,-0.40186813,0.36280197,-0.58951026,0.58002627,-0.26883158,0.28348905,-0.95268136,1.3772737,0.38762146,-0.31167287,0.14888309,0
-0.83028907,1.8538096,0.68195546,-0.50890845,1.7356474,0.42479295,0.7022468,-0.9788512,-1.1786072,0.8452708,1.3930407,-0.92991614,0.2027736,1.2139295,-0.8673897,3.2291865,0.62022483,-0.70496005,0.018635929,0.4759246,1.0608587,0.54731405,-0.8746814,0.0711087,0
-1.1544703,-0.45471382,-2.001538,-0.8118309,1.9402235,-0.26832694,0.5278399,-1.3538456,0.33088118,-0.0030118376,0.26910484,1.9055163,-0.5633824,-0.055809855,-0.5340401,-0.81473076,-0.60304844,-0.073258296,-1.9183393,-1.5595908,-1.1138711,0.4113552,-0.9241339,-1.7698483,0
-1.3908939,1.4172742,1.0730612,1.9615144,-1.0245903,-1.3393531,2.6436977,1.0672919,-1.2076824,1.3080499,-0.22260922,-2.6849597,2.54211,-0.3101697,0.07190459,1.13902,1.1666577,0.4578219,0.2511546,1.6271827,-0.6368964,-1.6849422,-1.5514838,-0.14720505,1
2.0690281,0.2822116,1.3252828,-0.80367035,-2.4511561,0.529932,0.70045286,-1.7363267,1.0593337,2.3798962,0.6988592,0.26575324,1.4510399,-2.3227863,0.6188139,-0.5797383,0.9101147,2.5549366,1.0265788,0.5286268,0.5122676,-0.43454826,1.1519538,1.4773388,0
2.1416838,0.9326771,0.43188596,-0.7372862,0.2574146,1.0743921,0.6175367,-1.9151927,-1.7063736,1.439846,-1.3659745,-0.5929669,-0.9024364,-0.99807477,-0.69507426,0.85231864,-1.7887278,0.074129194,-0.4064009,-0.29970422,0.21810758,-0.6424444,0.63926977,-0.23716107,0
-0.5647311,2.5787597,-1.4475012,0.3090329,-1.2615024,0.13971418,0.97572654,-0.38916826,-0.44723928,1.6879413,1.5639348,1.1760144,0.29931384,1.7860813,0.3151499,-0.01608786,-0.0470953,-1.0092916,-0.432464,0.10732618,-1.3173648,1.1977621,-0.33432794,0.11932741,1
0.18739301,-0.84635794,1.2485774,0.75062704,0.24349946,0.24874964,1.4046376,0.9725442,0.021388508,-1.4557556,1.1904408,1.0527843,-0.5134647,0.9645908,-0.41508898,0.7602923,0.7368919,-1.0511861,-1.1916997,1.2359631,0.59677577,0.023904502,-0.09993718,0.008192182,0
0.25938636,-1.5469439,0.66593003,-0.24140622,0.19163796,0.18639603,-1.3551226,0.16941428,-0.15297887,0.27771997,-0.8933474,-0.1107271,-0.26543573,0.014432728,-0.6213969,-0.19103587,0.12160671,0.62371755,0.8342662,-0.7616228,1.0675355,-0.20346586,0.9654655,-0.52436554,0
-0.15575224,0.40103123,0.88123345,0.9645019,-1.3408233,0.7013255,-0.3066091,0.5099552,-0.79067147,-0.43051744,-0.4330504,2.4691725,-0.65473473,-2.0343683,-1.0969546,1.4692086,-0.1719957,0.5623447,0.43616772,-0.07112169,0.040613934,1.8190858,0.7402959,1.242303,1
