P5p1,P6p2,P11p4,P14p9,P15p1,P15p3,P16p2,P18p2,P27p4,H2p2,H8p2,H10p1,H13p1,H18pA,H40p4,binaryClass
1.292485,-0.16152969,-0.59800816,-0.907787,1.3721521,-0.09566197,1.8187782,0.45367163,-0.7100159,-0.48116088,-0.10836336,-0.4802429,-1.5053084,1.2255925,0.66703236,P
0.06435445,1.7105613,-0.24520719,-1.0610662,0.34076715,-0.3656489,-0.27619317,0.2335164,-0.16819036,0.17078689,1.3316492,0.69753003,0.36593568,-0.29881546,-0.17907491,N
-0.008280039,-0.11037698,-0.8321358,-0.046144933,-0.108249724,0.3798811,0.006377548,0.8446132,0.54979575,-0.40992808,-0.020523503,0.8250753,0.3026133,0.10404253,0.090936944,P
-2.1575117,-0.49208975,0.6225496,1.2634103,-0.25141865,-0.6360023,0.18034777,-0.24201995,-1.0396891,0.85190487,-0.5878934,0.5934081,-0.70531136,-0.7704993,1.9523532,N
0.21552482,-0.083783776,0.1769782,-0.29823202,0.50285697,0.030331552,0.14500247,-0.39551246,0.47216803,0.373326,-0.5293416,0.26330754,-0.08621591,0.09420884,0.81094223,P
-0.6271086,-0.24861924,-0.9000079,-0.3738784,1.2210088,-0.34074605,0.75017816,-1.2462649,-0.30037057,0.25941288,-0.4304139,0.604999,0.6724938,0.10011502,1.9620825,N
0.6825624,0.036011875,-0.78797936,-1.1675892,0.49600324,-0.50834495,0.21667819,-0.075957045,0.99505866,-0.3441439,-0.27860987,-0.1089852,-0.701584,-0.29753062,-0.41176224,P
0.12178513,-0.4739309,0.11354226,-0.0797033,-0.36971232,0.72334194,0.7718009,0.38000116,0.10955346,-0.11352028,-0.460563,-0.04690606,1.1350913,-0.35387877,-0.26741135,P
0.96503574,-0.6152453,-1.0539628,-1.8556123,1.0404054,-0.49687028,1.8932012,-0.37792614,0.077475786,-0.14337169,-0.19848341,0.513805,-0.013794482,1.2866341,0.48115426,P
0.96368015,-0.2757114,0.44019577,-1.6245272,0.32983145,-0.10722646,0.5299783,-0.86736614,-1.3116815,7.047601,-0.60060084,0.83214116,-0.65823936,-1.1818705,-0.9522902,P
0.18408696,-0.14258337,0.335644,-0.15087745,0.48142594,-0.068903685,-0.032887593,-1.2889621,-0.4146987,0.1619249,-0.7601644,0.10894427,0.15065664,0.44759694,0.6461947,N
-0.2674632,-0.94557405,0.013172412,-0.16281259,-1.120145,-0.17202507,-1.1609766,-0.9921794,-0.60426354,3.669107,-0.22808024,1.1241238,0.11289241,-0.9662337,-0.78803945,P
0.84752876,-0.46302623,-1.4691865,-0.35805213,0.104364365,-0.6042165,0.3240571,1.683652,0.33445647,-0.84261906,-0.575832,0.32500827,-1.2339599,-0.34665254,-0.8245846,P
-0.90954757,-0.7007331,0.98218155,0.90788245,-0.83003783,-0.5506041,-1.1070122,-0.6587495,-1.2354423,1.3099463,-0.3409716,0.20293075,0.43580335,-0.39952403,1.4841957,N
0.4941659,-0.059301317,-1.3058084,-1.8847116,0.08410025,0.046971142,-0.4204007,0.5388254,1.1415124,0.27961597,0.050513655,0.109457746,0.14523911,-0.69320136,-0.43746915,P
-0.32819623,0.01991564,0.21996358,-0.12634061,-0.47148785,0.10331884,-0.16865128,-0.0042935163,0.97957665,-0.57506365,-0.4809211,-0.20237106,0.62359864,-0.2859494,-0.6162803,P
-0.25334492,2.5974228,-0.7843031,-0.49993384,0.12362133,-0.7612736,-0.18021822,0.4309238,0.6086768,-0.20445429,2.0551412,-0.07723912,0.16285469,0.032013908,0.36557627,N
3.7697787,-0.7332361,0.0887638,1.1631376,-1.8574314,-0.61703074,-1.9709215,15.130664,1.4743952,4.098369,-0.3119067,0.8003653,2.0742583,-0.8921741,-1.4397278,N
-0.97981,-0.29964805,0.79286045,1.0447518,-0.60431564,-0.4185039,-0.4594652,-0.36294097,-0.3938582,0.24195126,-1.3383107,1.0320594,-0.082709566,0.032138556,1.4495163,N
0.8066392,0.107581824,-0.65518475,-1.0639348,-7.9474325,11.123261,-3.9001515,-0.5902008,5.011821,-0.38421518,-0.42063457,-0.025779352,2.11941,-0.99928105,0.72219193,P
0.40536392,1.0505748,-0.69908583,-0.77211857,0.9463835,0.7105582,2.312008,-0.55265224,-1.2939937,-1.0851676,1.2579367,0.6542388,-1.8377558,0.5745211,-0.70322376,P
0.5861647,0.07090694,-0.90398526,-0.45095623,0.7521728,-0.048458487,1.2383108,0.46883953,-0.9728066,-0.42280212,0.02420482,0.8466656,-0.030992955,0.9086895,-1.176173,N
-0.6130054,-0.52305573,-0.28111425,-0.3919511,-2.364109,1.4456834,-1.8570063,-0.3564812,0.37383372,-0.8655722,-0.69058573,0.3128357,-0.5042888,-1.0072519,-0.17504963,P
-0.7427818,-0.27444255,0.8876289,0.6731336,-1.2762841,0.16729066,-0.82007915,-0.52718925,1.4769588,-0.43805447,-0.5013679,0.542856,0.7681993,-0.69468516,0.35888025,P
0.29766166,-0.5218816,-0.45127797,-0.5039088,0.85379696,0.10785073,0.3822724,0.0058700144,0.2617979,1.0527276,-0.7012019,-0.12078929,0.25742742,-0.7585609,0.29141802,P
0.7167748,0.010250896,-0.6547526,-0.5676279,0.018131629,0.24585406,-0.4241817,0.15401003,1.1513444,-0.8298124,-0.67944384,-0.63025117,0.6408237,0.46899477,-1.3852236,P
-0.34748182,0.38703772,-0.3417493,-0.2652721,-4.5455613,-0.1836543,-4.705238,-0.76461875,0.8351604,0.14317492,-0.16903363,0.02373112,3.1252224,-1.2206036,-0.046875775,P
0.013075091,4.967053,-0.54599667,-0.37778223,0.6893328,0.52292854,0.82029957,1.235687,-0.23148954,-0.41954377,4.308004,-0.8143976,-0.07751784,3.479213,-0.2340818,P
2.1480534,-0.8120557,2.1997545,1.763718,-2.396441,2.989166,-1.0889103,0.40099898,-0.28806096,0.9988404,-0.33315465,0.2249698,0.6315219,-0.3980896,-0.0626958,P
1.0959198,-0.58252865,-0.9149827,-0.5858158,0.60386324,-0.42456576,0.72476596,-0.26816115,0.4891729,-0.535672,-0.38735524,0.16709211,-1.17103,0.08030903,0.41533047,P
0.6055373,0.43807968,-1.1392238,-1.5362818,0.7116226,0.071911305,0.98394024,0.19160354,-0.19617158,-0.2034902,-0.3580497,-0.88586915,-0.091799244,0.3057214,0.11058345,P
-0.19028115,-0.35593224,-0.37504232,-0.57232344,-0.0917901,-0.7631117,-0.5541018,-0.2268399,0.90350294,-0.7888602,-1.0129694,-0.008748144,-0.1784962,-1.1045071,0.5869597,P
0.16070047,-0.7558324,0.37749022,-0.22181278,0.053754985,0.009577125,0.45766726,-0.05626461,0.5140323,-0.21914873,-0.48905787,0.29266134,-0.75558496,-0.64195174,0.38941482,N
0.17450726,-0.19716358,-0.8694854,-0.9550481,0.46735635,0.027381316,0.6844905,-0.2780056,0.66183394,-0.4903967,-0.47435188,0.104129165,-0.8152979,-0.13104105,-0.09270364,P
0.13562454,0.8498621,-1.0523372,-1.2410166,0.39008516,0.1549458,0.2608637,-0.15997332,0.38192442,1.2760382,0.2446084,-0.45431817,0.43268138,0.63245356,0.89931047,P
0.513932,0.061804593,-1.4068491,-1.3592165,1.1303871,-0.80244446,1.1498944,-1.0122432,-0.55922925,-0.15770394,-0.12741405,-0.028128654,0.5167698,2.929378,-1.3284953,N
-0.28933418,3.086606,0.595868,0.14631179,0.24371232,0.4675275,0.123298176,0.15023501,-0.4188893,0.0068638474,3.1396885,-0.070854574,-0.35712698,0.6758546,0.34569317,N
-0.077405065,0.102682054,-0.5368949,-0.82149166,-0.041261353,-0.50948566,-1.1317478,2.0242138,1.3017333,2.4880357,-0.3323335,0.40964308,2.235815,-0.45693937,0.9169779,N
0.11699703,-0.4863651,0.1490256,0.6152905,-0.5924821,-0.726812,0.61158085,0.11751534,0.25515518,0.48152962,-1.0273294,-0.7025334,0.3840193,-0.29334447,-0.28955412,N
1.740423,-0.6135303,-0.9007128,-0.8354831,0.49831295,-0.35223553,0.6402744,2.24781,1.5174998,0.50096756,-0.15731767,0.04291215,2.702337,-1.4597201,-1.6383538,P
-0.06720704,-0.68713427,0.42645496,0.25830102,0.64921236,-0.8772714,0.4146738,-1.4364299,-0.9612036,-0.29538482,-0.71640605,-0.23494373,0.19669077,-0.047929943,1.1705271,P
0.0999881,-0.27384055,-0.042042434,-0.64452106,0.99495345,-0.428232,1.4947792,-0.17156306,-0.5366652,-0.51916444,0.2601056,-0.16428488,-2.0095732,-0.35514408,-0.15500788,P
0.2360226,-0.48662454,1.2064431,-0.123936355,-0.42200425,0.1416296,0.056321777,-0.72376305,0.73646086,0.7497477,-0.46983647,-0.092924364,1.2708882,0.31965148,-0.519079,P
-0.883439,-0.5061974,1.865024,2.243232,-1.3237863,0.49550408,-1.8756765,-0.3374078,0.9906193,-0.55435836,-0.115040526,0.26626748,0.47609133,-0.93785346,0.03863407,P
-0.35077226,-0.40428135,1.1388806,1.1478907,-0.20002009,0.7241982,-0.1715709,-1.190211,-0.08181578,-0.49385053,-0.51591665,0.2986377,-0.89030963,-0.69637513,1.7965671,N
-0.41115847,1.0153939,0.01595591,0.9652442,-0.4245833,0.610415,-1.0018654,-0.36996335,0.34740347,-0.10118395,0.11173093,-0.089532554,0.79640645,-0.53375775,-0.3655689,N
-0.73810375,-0.19882104,0.321131,0.26384723,0.14169921,0.10854748,-0.16707012,-0.5718237,-1.209571,-0.060990214,-0.4358582,0.2428754,0.00943964,0.20010102,-1.7018667,N
0.52443266,-0.030137867,-0.6456358,-0.459855,0.5372612,-0.21335347,0.5021052,-1.0960242,0.34442678,-0.3831926,-0.23334877,-0.14782757,-0.7829193,-0.3303479,0.28617367,P
-0.9031509,0.05948615,-0.5458512,-1.3776447,1.64233,0.1955004,1.5376612,-0.23372912,-1.0967975,2.0123339,-0.86333764,0.5137091,-0.9045154,-1.0565119,-0.93620235,N
-0.71974635,-0.082883716,-1.3062241,-0.7773416,0.84633994,-0.1386632,1.6146982,-1.0811116,-1.267178,1.4694245,-0.8426291,-0.19298816,-0.20324612,-1.4137625,-1.3070601,N
-1.0434754,-0.55118835,0.34090847,1.0267818,0.18112661,-0.35904777,0.26272383,-0.07761451,0.24297771,-0.8137209,-0.78509396,0.58993065,-0.23646416,-0.66158766,0.9100789,N
0.30942687,1.4721394,-0.13567409,-0.40034583,-0.5265268,-0.040725693,-0.778824,0.40952238,0.39620697,-1.0663704,1.4468789,-2.082671,2.2797768,0.5238475,-1.4157722,P
-0.8623822,5.696402,-1.1876447,-0.7747232,0.43622357,0.15502998,-0.21596491,1.575562,0.6010018,0.071517915,5.056934,0.15660611,0.02353008,0.15057865,0.32587734,P
-0.52340317,-0.3939222,0.8290923,-0.23515362,0.32101732,0.27882808,-0.9948379,0.1286378,-0.1381722,-0.14646325,-0.34912568,0.037103385,0.5413171,-0.6466251,-0.6006583,P
0.26851562,0.24128905,1.1570468,0.6484484,0.090819985,-1.013811,0.477243,-0.6145398,-1.1334206,-0.089375496,-0.28803313,1.0291979,0.77258605,-1.6423965,1.1332355,N
-5.9753656e-05,0.215771,0.115026295,-0.4927978,0.9315985,0.01628986,1.6640127,-0.41561735,0.062340796,-0.68733335,-0.14783052,-0.62110406,-1.1935837,0.6876812,-0.31739476,P
-0.36216298,-0.72449255,0.34448528,0.18990943,-0.29583952,0.37207362,0.38053176,-0.4748551,-0.17098947,-0.69879967,-0.28513333,0.37964445,-1.067426,0.1255961,0.24739236,N
0.31565234,-0.0727528,0.08014153,-0.17181812,0.077688396,-1.1029313,-0.8353579,-1.0913595,0.21809602,0.08520524,-1.0688093,0.25418305,0.8272021,-0.83871675,-1.8673277,N
0.87343186,-0.20713183,-0.9658495,-0.5870202,0.6013513,-0.07207301,0.670768,3.4905763,0.0735479,-0.45409507,-0.53876203,-0.25383452,-0.39912814,0.88839495,1.5153397,P
-0.1679653,-0.81027246,-0.10387328,-0.21182765,0.3105634,-0.82576823,0.29572773,-0.31140485,0.03339535,1.375437,0.5474289,-4.123887,0.39708516,2.1725318,-1.1196685,N
0.7961768,-0.41051832,-1.06075,-0.2236398,0.91352755,0.16752163,-0.25056487,-1.0176321,-0.23035695,1.710672,-0.14938092,-0.09287596,0.09681191,-0.15042928,0.2571433,N
-0.8582072,-0.66379946,-0.22016639,0.861029,-0.45403397,0.07480513,0.047107786,-0.39451942,0.08801168,0.77983594,-0.37158275,-1.0099769,1.5062655,-0.51116747,-0.049599703,N
0.8181552,-0.7949544,-1.0078235,-1.1219795,0.53837943,0.42173105,1.5637288,-0.33845666,-0.7672619,-0.45806825,-0.44647378,-7.1978416,2.4510431,4.497155,-0.2778862,P
-0.9816053,-0.09296486,0.28622356,0.26649475,0.36647463,-0.32764488,0.21965927,0.06225866,-0.05291091,-0.85972464,-0.7881558,-0.104349166,0.50319684,-0.50583124,1.4294214,P
-0.4245289,-0.42625445,-1.1563618,-0.8931353,0.4525994,-0.06378263,1.4354012,0.38442442,-0.5419468,-0.4407115,-0.054632872,0.1320144,-1.7044923,-0.47667155,-1.2313842,P
-1.5909364,-0.8514759,0.56794375,0.6951785,-0.00012522936,-0.3030629,-0.13819379,-0.8225943,-0.26269975,-0.4760049,-1.2046239,-0.074579895,-0.016721506,0.43570426,-0.15697908,N
-0.43781838,0.03511554,-0.640407,-0.11942452,-0.30101702,-0.1842309,-0.7939596,0.098468676,0.4144225,-0.21587881,0.07002312,0.082762375,-0.28388423,-0.40511352,-1.1006545,P
-0.9952122,-0.63194156,1.1779153,0.88807297,-1.2486033,0.3976137,-0.85652804,-0.2836243,-0.23165311,-0.28186452,-0.18985724,0.2774491,-0.20180726,0.17885527,-0.22023399,N
1.079111,-0.4573019,0.4439907,-0.06908643,0.22436514,0.01384449,0.13437581,-1.3609977,-0.39036912,0.66973525,-0.46828365,0.35593477,-0.04884395,-0.7532032,0.070312366,N
-1.6751862,3.0872579,0.7765159,1.4682602,-0.1982585,-0.52838886,0.1422261,0.6671678,-0.354078,0.2527588,2.6501167,-0.098653585,-1.029915,2.370081,1.1092235,N
0.08862953,-0.37245446,0.15132843,0.0825307,-0.44116637,0.5711089,0.459062,0.71811116,0.07240754,-0.31120616,-0.40302458,0.42714655,0.34832525,-0.66724706,0.23395976,P
0.32622504,-1.0974908,-0.7347257,-1.1227449,0.7257468,-0.9016089,0.099239826,2.183539,0.7557715,0.25042218,-0.21998763,-0.005171776,2.6296,0.04717323,-0.98189867,P
0.78452504,0.16815582,-1.0726192,-1.5295814,0.50351465,-0.14459161,1.0777366,0.55527353,0.5429459,0.357475,-0.6299085,-0.13341503,-0.90188515,-0.12332231,-0.5172401,P
-0.06654017,-0.94318163,0.9606273,-1.3054843,-0.06917392,0.087179065,-0.6514527,-0.9590233,0.6309616,3.5697932,-0.4133089,-3.1144555,1.5813104,0.15275458,1.9194682,N
1.9976524,0.24609214,0.16343856,-0.368151,-1.4463427,0.34038073,-2.4901228,-0.063224904,3.5717862,0.113648266,-0.2577443,-1.3986157,1.8380644,0.041285068,-0.89024234,P
-1.4363494,-0.31015378,1.5405593,1.5216801,-0.33492905,-0.08845862,-0.9409376,-0.047360227,-0.55998635,0.14817303,0.41987288,0.6052917,0.29543185,-0.8720257,0.027196914,N
0.61840194,-0.1739,-1.2366279,-1.528242,0.75583434,-0.35729071,1.7217513,-0.33157715,-0.5437585,0.4363882,-0.016450703,-0.21612245,-0.6696968,0.19961828,0.6973386,P
-0.04826051,-1.0023863,0.0032551438,0.45298347,0.3043689,-0.9619405,0.64046776,-0.58210385,-0.560161,1.3691837,-0.34917152,-0.3691746,0.57009155,0.18992662,0.4506898,N
-0.27024192,-0.9592773,-0.97602427,-0.12199931,0.13011055,-0.43904662,-0.82258093,0.57908225,0.5290157,-0.36160842,0.35549578,0.58439744,0.3034318,-1.3117061,-0.1116481,P
1.0838523,-0.4849615,0.091339245,-0.84416336,0.6438289,-0.20513776,1.8046012,-0.83971214,-0.5429685,1.5165523,-0.049646974,0.54977584,-0.53646123,3.7521079,1.0812374,N
0.7069927,-0.33169973,0.59275216,1.2246326,-0.8048611,0.2766129,-0.18573134,1.3331015,0.19506986,0.17800194,-0.5809878,0.74547845,-0.22117321,-0.8125058,1.8632083,N
-0.4897086,-0.07384145,-0.4537627,-0.20009291,0.12825885,-0.6745131,-0.15974088,0.49842012,-0.1323872,-0.8330392,-0.39539292,0.6458458,0.59342647,-0.95965374,-0.6622733,P
0.78603625,-0.3125612,-1.0351343,-1.700871,1.6917387,-0.00016260147,2.491056,-1.0749445,-0.76358885,-0.93751746,-0.36221495,0.8593826,-1.1266457,3.2850122,0.19984066,P
-0.6897078,-0.5483844,-0.5973078,0.5032358,-0.083812684,-0.57530826,-0.12379336,-0.53382206,-1.6511238,0.013060957,-0.95737565,0.35861063,-0.952165,0.9962112,1.6946738,N
-0.067225546,0.19632009,-0.7878763,-2.077608,-0.86544794,-0.6700146,-1.6356765,-0.16380638,0.22191086,3.1032722,0.047103792,0.23033819,1.7498683,-0.26721096,-1.0448388,N
0.1660128,2.0781164,-0.48184025,-0.2123355,-0.729807,0.56518036,-0.0005195737,-1.0169213,0.6611001,-0.059616923,2.2947824,-1.8738946,2.2041273,-0.10243872,0.34576398,P
-0.25582984,-0.50533515,-1.3607281,-0.5810724,0.909476,-0.08942032,1.0283767,0.36761498,-0.8932774,-1.236357,-0.77769315,0.39615372,-0.04573071,0.09327838,1.5956799,P
-0.023684293,0.7036033,-0.7117669,-1.6947975,1.1264647,-0.3567037,0.95602447,-0.4067497,0.196633,-0.5658552,0.36770818,0.4799772,-1.4551452,0.8077712,-0.8455461,P
0.1553776,-0.107426286,0.66633326,0.084410496,0.006896928,-0.8494228,-0.6634451,-1.2894399,0.05467072,-0.260647,0.02107948,0.15115263,0.2501617,-0.4887163,-0.4055974,N
1.4346534,-0.8256866,0.5032867,-1.2115141,1.3842721,-0.15431379,2.3491921,-0.86513036,0.22141469,-0.5977315,-1.0049543,0.74297225,-1.4067075,-1.1277604,-1.1123297,P
0.43789357,-0.29904437,0.12302685,-0.013815969,0.75631416,0.34005612,1.1846113,-0.97397697,-0.3831579,-1.0836713,-0.5854926,0.3833393,-2.0394697,0.06443995,-1.0518544,P
1.3581882,-0.4577605,-0.1505427,-0.7659162,-0.7127635,-0.12300466,-1.3053421,-0.40870616,0.19026726,1.8743538,-0.43158144,0.77136517,2.8536181,1.1079004,1.306362,N
0.8691881,-0.10293424,0.23228392,0.6222612,-0.48773983,0.20516877,-0.32324016,1.2147863,0.26428467,-0.3962726,-0.56087005,0.36516732,-0.5826821,-0.5687469,-0.57796204,N
0.82105553,3.4763455,-1.2692972,-0.53949827,1.1883166,-0.99271643,-0.5784991,0.6978509,0.39591798,0.03338346,3.632332,0.18487471,-0.23505294,1.2556047,0.25611335,N
-1.060765,-0.114427745,0.7920195,0.39230156,-0.33404785,0.34797025,-1.6037903,0.668381,0.46130264,0.18030521,-0.2884767,-0.27819645,0.07141693,-0.69828945,1.3963585,N
4.0205803,-0.45449084,-0.68570846,-0.63770014,0.3770921,-0.5402381,0.18610087,-1.2066518,-0.04714695,2.1097136,-0.73051965,0.009637445,0.9353978,0.31674755,1.5391277,N
-0.6694273,-0.91116107,0.9664296,1.4050446,0.1508734,0.47158268,-0.5487201,-0.79155636,-0.26911342,1.6976355,-0.18355308,0.07457773,-0.6783081,-0.6911277,1.2235626,N
0.23780641,-0.64987314,-0.5451743,0.6918216,0.058181405,-0.618857,0.5590981,-0.66015315,0.6972903,0.05111882,-0.34921047,0.15289246,-0.40765178,-0.4854923,1.8673071,P
-0.2058763,-0.6655307,-0.33296794,-1.1156429,-0.045742214,-0.70205426,0.5252857,0.75622416,0.93188846,-0.34010085,-0.5116969,0.7635109,-1.2272233,-0.67393374,-0.7839118,P
-0.9173916,-0.30586335,2.2984211,2.1976504,-1.2256756,0.39662057,-1.3938273,-0.63926214,0.72705305,0.5497293,-0.33220452,0.441011,-0.24335057,-0.17213476,0.032424115,N
1.1389862,-0.33562168,-1.0838932,-1.2722768,1.8271743,-0.17320493,1.1859254,-0.34584245,-0.20490664,0.43983093,-0.423107,-0.007946759,-1.1100693,-0.096778676,-0.063634425,P
-0.09177649,-0.8920554,0.41130647,0.5391853,-0.020787284,-0.73111147,-0.5808042,-0.27304402,-0.28738406,0.07671663,-0.09267959,0.8551794,0.4538268,0.4080715,-0.71549845,N
0.9674861,-0.06820491,0.47725832,-0.4932325,-1.0708909,0.120430715,-0.67112523,-0.13942632,2.4108567,3.800137,-0.6954421,-0.0130812,2.940149,-0.50356656,0.06508833,P
0.65611494,2.7717326,-1.6715462,-0.5192102,1.8341469,-0.009326816,1.8811247,0.8171281,-0.31321165,-0.28037027,3.0765054,-4.022143,2.043883,3.8606622,-1.9735262,P
0.9564927,-0.41608214,-0.9757817,-0.7711706,0.4309746,-0.2255689,-0.45851165,1.4011453,1.7291331,-0.31150162,-0.2749575,-0.9936308,1.3894901,0.4493506,-0.867649,P
-0.15640366,0.16251937,0.026123077,-0.08202177,-0.10945542,0.2671757,0.4879102,0.38135442,0.09325041,-0.8828292,-0.12115598,-0.18106936,-0.3728276,-0.6242714,0.2937258,P
-0.66455203,-0.19585912,-0.62285346,-0.33565778,-0.37942722,-0.52682054,0.21581398,-0.6584455,-0.39451364,-0.1822003,-0.5958556,1.1576089,-0.2032124,-0.29727656,0.10871165,N
0.16952893,-0.5342772,0.35617092,-0.5682571,-0.5003189,0.86173284,-0.7782336,0.17782374,0.061302364,0.13883552,0.19487834,-0.0037623346,1.2117347,0.32988322,-0.68569404,P
0.32937753,-0.48529956,0.026379228,0.33653146,1.1371514,-0.43632838,0.6265555,-0.5678728,-0.948761,0.18645613,-0.3582172,0.6670486,0.04218875,-1.3535032,1.7238913,N
0.97379124,0.18559954,0.4850812,-0.7769773,-4.419926,5.4448524,-1.0946251,-0.60644436,0.80971426,-0.060267247,-0.39969963,0.14273204,1.4653678,-0.7931987,0.37863058,P
0.2485475,0.010855585,-1.4918199,-0.65386283,0.3052435,-0.81166875,0.49280474,0.10081524,0.10811448,-0.722307,-0.51600677,0.51774955,-0.19217283,-0.15630206,-0.66831106,P
1.9391255,-0.28587943,-0.7712546,-1.6558273,0.16794884,-0.32331774,-0.05052644,4.9837956,1.08375,1.9896336,-0.6484086,0.22645536,-0.12899227,-0.23334473,-0.18661398,N
-0.6483481,-0.18439047,0.5527129,0.7794815,-0.44332066,-1.0733821,-1.3363144,-0.28064066,-0.74601763,0.18183665,0.6475188,-0.11145368,0.19343002,-0.6429547,0.6522865,P
0.09802279,-0.2450388,-0.69915795,-0.25363415,0.9728879,-0.097348884,1.2677355,0.29965526,-0.37798604,-0.053591482,-0.5800611,-9.320774,1.0693542,1.9304014,-0.30685252,N
0.17238101,0.028210223,-0.7543117,-1.4228948,-0.32416606,-0.17489627,0.10523197,-0.36309582,0.68426794,-0.46666548,-0.80658174,-0.35451788,0.9804754,-0.8091152,-1.6865621,P
-1.2074081,0.505371,0.94243354,-0.31413525,-2.025038,0.9870579,-1.411444,-0.58572644,0.51423466,-0.20654558,-0.19896866,-0.17908934,-0.25963247,-1.1332903,0.36193922,P
-0.4005667,-0.45655742,0.57855546,1.7202693,0.5971056,-0.81606245,0.0009916425,-0.8991821,-0.8925346,0.019199781,0.49989003,-0.009958297,-0.16479555,0.5194835,1.7266713,N
0.56875914,-0.70131516,0.735192,-1.0080733,0.35969317,-0.51005054,0.56546295,-0.8240735,-0.71274996,0.20820916,-0.03319332,0.43043268,-0.17850506,0.09022558,-0.13457769,P
-0.41460648,0.08808846,0.2894851,0.35274163,-3.18893,-0.4004804,-3.2682533,0.23665369,1.6035311,-0.15281229,-0.36189735,-1.0048361,2.8060997,-0.7995041,-0.250619,P
-0.2703533,-0.6718247,-0.8054571,-0.3443347,-2.3132997,0.112578526,-2.3570054,1.2280071,2.2606392,-0.944057,-0.7483468,-0.40143007,1.7273685,-1.1870831,-1.1861521,P
-0.046367273,0.055036455,0.18821937,-0.68926656,0.15424314,-0.31911758,1.0283976,0.023506016,0.33511326,-0.5047334,-0.7366105,-0.021263093,-1.0819699,0.06444034,-1.2483504,P
0.4434697,-0.2656796,-0.5940367,-0.973533,0.42986602,0.057487458,0.09680161,-0.51119936,1.3581616,-1.0242527,-0.45910197,0.2318139,-0.8567608,-0.48057514,-1.413941,P
-0.12104002,-0.7096245,-1.5095825,-0.604229,0.96989244,-0.5484701,1.0818808,0.8250192,-0.055575736,1.8462697,0.060440198,0.45519623,0.70433074,0.9669368,1.7933308,N
0.18791598,0.028389633,-0.3127333,-0.99042356,0.2628388,0.03240207,-0.55566764,-0.11934489,-0.14910406,-0.149706,-0.30951723,0.49196726,-1.27805,0.62442744,1.7160019,N
0.3805097,-1.1605877,0.23377049,-0.51332814,0.7389922,-1.0050397,0.17158806,-1.0484619,-0.5832648,-0.10945913,-0.6807044,0.1445511,-0.0005851835,-0.85248315,-1.5143937,N
0.9967251,-0.08947397,-1.7789912,-0.9506929,0.9141202,-0.3871935,1.8080331,0.55832237,0.103544265,-0.5412763,0.08676791,-0.37398827,-1.3043818,2.267426,-0.58388436,P
0.4090454,-0.13581929,-0.17649293,0.07690081,-0.15939593,-1.2505008,-0.43177438,-0.11097863,0.43270996,0.09168625,-0.58554935,0.31857902,0.7496598,-0.14304808,-0.6036102,N
0.4786863,0.41787535,-0.2172661,-0.20859358,-1.6360571,-0.31532285,-1.684358,-0.5803254,0.5713653,0.79875696,0.6889012,-1.5013996,1.4925733,0.34661826,0.22182666,P
0.02093231,-0.07515365,-0.17052305,-0.12318367,0.4772144,-0.59790635,-0.3186369,0.13833314,-0.6359633,-0.50832576,0.53029484,0.035272717,0.19513881,-0.16818896,1.8015172,N
-0.25635463,-0.85306066,0.70029646,0.4002768,-0.78542274,0.63577586,-0.5903734,0.162869,-0.9114815,-0.33223325,-0.05198334,0.51987135,-0.07139248,-0.933913,-0.28303516,N
0.4027548,0.012705982,-0.9755425,-1.3588704,0.96974826,-0.303128,0.4073623,-1.0220075,-1.0386095,0.22671503,-0.25313157,0.063542925,0.3695429,1.4465753,0.77467006,P
-0.16051997,-0.48527443,-0.6766683,-0.9239683,0.81218404,0.1662431,0.7728249,-0.48346448,-0.4506774,-0.06962359,-0.089857996,-0.040075023,-0.9550499,-0.3228874,-0.008883581,P
-0.59850085,-0.45337713,0.10206589,0.08219192,1.3290753,-0.27407178,0.9514016,-0.268364,-0.56493133,-0.5279147,-0.4045442,0.948328,-0.6182888,-1.5953197,-0.89952064,P
-0.61692476,-0.5423194,-0.39068305,-0.52958107,0.23236896,-0.91693985,0.43803626,0.34768128,-0.021474265,-0.288696,-0.27214128,0.73404336,-1.3347646,-1.0984046,-0.011996031,P
-0.1735188,-0.065825894,0.023774475,0.76270795,-1.322811,-0.47544378,-1.8218497,-0.57420236,0.70995176,-0.63368577,-0.5020825,0.4885981,1.118976,-0.572558,-0.051943004,P
0.34368646,-0.74199724,-0.10921259,0.93517244,-1.5368228,-0.40660366,-1.0590258,4.9034076,-0.04042396,1.5388253,-0.86480325,0.46268612,1.2097983,-0.19772452,-1.328791,N
-0.79597145,-0.21586823,-0.23410179,0.04264632,-0.9859147,0.15145335,-1.5160186,-0.2354143,1.7310172,-0.7776296,-0.22842562,0.6976192,-0.34432068,-0.66797745,-0.6687533,P
0.79098237,-0.6664534,0.47673798,-1.5033405,0.007106021,-0.16445272,0.5628946,0.16719222,0.79578906,-1.1247675,-0.824308,0.17604584,0.4678407,-0.83273,-1.7163625,P
0.040152237,-0.07798159,-0.72928077,0.10786496,0.0468639,-0.98674893,-0.14715469,0.8795898,0.5031317,-0.38217616,-0.773099,0.049301654,-0.47682402,-0.4414093,0.6267566,P
-0.11161427,5.155163,-1.0073705,0.0841445,1.3436059,-0.69262654,0.54827636,-0.43068182,-1.6643072,-0.5430668,4.6443853,0.40588441,0.09938744,0.5036448,1.4204063,N
